id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
132228,law,قانون,loi,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132228,,,True,True
132229,law of indices,قانون الأسس,loi des indices,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132229,,,True,True
132230,law of probability,قانون احتمال,loi de probabilité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132230,,,True,True
132231,laws of motion,قوانين الحركة,lois du mouvement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132231,,,True,True
134183,leap year,سنة كبيسة,année bissextile,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134183,,,True,True
132232,least common multiple (I.c.m),مضاعف (ال...) المشترك الأصغر,plus petit commun multiple (P.P.c.m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132232,,,True,True
132233,least upper bound (L.U.B),أصغر حدّ أعلى,plus petite borne supérieure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132233,,,True,True
132234,left distribution law,قانون التوزيع الأيسر,loi de distribution gauche,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132234,,,True,True
132235,left hand,طرف أيسر,membre gauche,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132235,,,True,True
132236,left limit,نهاية من اليسار,limite à gauche,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132236,,,True,True
132237,lemma,مبرهنة تمهيدية,lemme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132237,,,True,True
132238,lemniscate of Bernoulli,منحنى ذو العروتين,lemniscate de Bernoulli,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132238,,,True,True
132239,length,طول,longueur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132239,,,True,True
134184,leo,أسد (ال...),le lion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134184,,,True,True
134185,leo minor,أسد (ال...) الأصفر، شبل (ال...),le petit lion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134185,,,True,True
134186,lepus,أرنب (ال...),le lièvre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134186,,,True,True
132240,levelling,تسوية,nivellement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132240,,,True,True
132241,lever,رافعة,levier,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132241,,,True,True
134187,libration,ميسان,libration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134187,,,True,True
132242,lift,رافعة,monte; charge,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132242,,,True,True
132243,light year,سنة ضوئية,année lumière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132243,,,True,True
134188,light year,سنة ضوئية,année lumière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134188,,,True,True
132244,like terms,حدود متشابهة,termes semblables,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132244,,,True,True
132245,like triangles,مثلثات متشابهة,triangles semblables,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132245,,,True,True
132246,limacon of Pascal,صدفة باسكال,limaçon de Pascal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132246,,,True,True
132247,limit,حدّ,limite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132247,,,True,True
132248,limit of a function,نهاية دالة,limite d'une fonction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132248,,,True,True
132249,limit of a sequence,نهاية متتالية,limite d'une suite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132249,,,True,True
132250,limit of error,حدّ الخطأ,limite de l'erreur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132250,,,True,True
132251,limit point,نقطة النهاية,point limite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132251,,,True,True
132252,limiting points of coaxial circles,نقط نهائية لدوائر متحاورة,points limites de cercles coaxiaux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132252,,,True,True
132253,limits of integration,حدّا المكاملة,bornes d'intégration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132253,,,True,True
132254,line,خط,ligne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132254,,,True,True
132255,line at infinity,خط في اللاّنهاية,droite à l'infini,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132255,,,True,True
132256,line co-ordinates system,نظام احداثيات خطية,système de coordonnées linéaires,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132256,,,True,True
132257,line matrix,مصفوفة سطرية,ligne matrice,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132257,,,True,True
132258,line of best fit,خط (ال...) الأوفق,ligne droite d'attaque meilleure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132258,,,True,True
132259,line of greater inclination,خط الميل الأعظم,ligne de plus grand pente,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132259,,,True,True
132260,line of greatest slope,خط الميل الأكبر,ligne de plus grande pente,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132260,,,True,True
132261,line of intersection,خط تقاطع,ligne d'intersection,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132261,,,True,True
132262,line of symmetry,خط التناظر,droite de symétrie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132262,,,True,True
132263,line segment; straight,قطعة من مستقيم,segment de droite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132263,,,True,True
132264,linear,خطيّ,linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132264,,,True,True
132265,linear algebra,جبر (ال...) الخطّي,algèbre linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132265,,,True,True
132266,linear application,تطبيق خطي,application linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132266,,,True,True
132267,linear combination,توفيقية خطيّة,combinaison linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132267,,,True,True
132268,linear congruence,تطابق خطّي,congruence linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132268,,,True,True
132269,linear correlation,ارتباط خطي,corrélation linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132269,,,True,True
132270,linear dependence,تبعية خطية,dépendance linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132270,,,True,True
132271,linear dependence of vectors,ارتباط خطي للمتجهات,dépendance linéaire de vecteurs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132271,,,True,True
132272,linear differential equation,معادلة تفاضلية خطّيّة,équation différentielle linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132272,,,True,True
132273,linear displacement,ازاحة خطية,déplacement linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132273,,,True,True
132274,linear equation,معادلة خطية,équation linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132274,,,True,True
132275,linear expansion,نشر خطي,développement linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132275,,,True,True
132276,linear expression,عبارة خطية,expression linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132276,,,True,True
132277,linear form,صيغة خطية,forme linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132277,,,True,True
132278,linear function,دالة خطية,fonction linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132278,,,True,True
132279,linear independence,استقلال خطّيّ,indépendance linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132279,,,True,True
132280,linear inequations,متراجحات خطية,inéquations linéaires,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132280,,,True,True
132281,linear interpolation,استكمال خطي,interpolation linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132281,,,True,True
132282,linear measure,قياس خطي,mesure linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132282,,,True,True
132283,linear operator,عامل خطيّ,opérateur linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132283,,,True,True
132284,linear programming,برمجة خطية,programmation linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132284,,,True,True
132285,linear regression,انحدار خطيّ,régression linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132285,,,True,True
132286,linear tendency,نزعة خطيّة,tendance linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132286,,,True,True
132287,linear transformation,تحويل خطي,transformation linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132287,,,True,True
132288,linearity,خطيّة,linéarité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132288,,,True,True
132289,lines of latitude,خطوط العرض,ligne de latitude; parrallèles,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132289,,,True,True
132290,lines of longitude,خطوط الطول,lignes de longitude; méridiens,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132290,,,True,True
134189,lion (the),أسد (ال...),le lion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134189,,,True,True
132291,list,قائمة,liste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132291,,,True,True
132292,literal,حرفي,littéral,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132292,,,True,True
132293,literal coefficients,معاملات حرفية,coefficients latéraux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132293,,,True,True
132294,literal constant,ثابت حرفي,constante littérale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132294,,,True,True
132295,literal equation,معادلة حرفية,équation littérale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132295,,,True,True
132296,literal expression,عبارة حرفية,expression littérale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132296,,,True,True
132297,litre,لتر,litre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132297,,,True,True
134190,little bear; ursa minor,دّب (ال...) الأصغر,petite ourse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134190,,,True,True
132299,local time,زمن محلي,temps local,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132299,,,True,True
132300,locally convex,محدب محليّا,convexe localement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132300,,,True,True
132301,locus,محلّ هندسي,lieu géométrique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132301,,,True,True
132302,logarithm,لوغاريتم,logarithme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132302,,,True,True
132303,logarithmic calculation,حساب لوغاريتمي,calcul logarithmique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132303,,,True,True
132304,logarithmic curve,منحن لوغاريتمي,courbe logarithmique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132304,,,True,True
132305,logarithmic derivative,مشتقة لوغاريتمية,dérivée logarithmique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132305,,,True,True
132306,logarithmic equation,معادلة لوغاريتمية,équation logarithmique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132306,,,True,True
132307,logarithmic function,دالة لوغاريتمية,fonction logarithmique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132307,,,True,True
132308,logarithmic scale,تدريج لوغاريتمي,échelle logarithmique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132308,,,True,True
132309,logarithmic series,متسلسلة لوغاريتمية,série logarithmique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132309,,,True,True
132310,logarithmic spiral,حلزون لوغاريتمي,spirale logarithmique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132310,,,True,True
132311,logarithmic table,جدول اللوغاريتمات,tables de logarithmes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132311,,,True,True
132312,logic,منطق (ال...)، منطقي,logique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132312,,,True,True
132313,logic conjunction,عطف منطقي,conjonction logique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132313,,,True,True
132314,logic value,قيمة منطقي,valeur logique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132314,,,True,True
132315,logical equivalence,تكافؤ منطقي,équivalence logique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132315,,,True,True
132316,logical reasoning,استدلال منطقي,raisonnement logique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132316,,,True,True
134193,long period variables,متغيرات طويلة الدور,variables à longue période,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134193,,,True,True
132317,longitude,خط الطول,longitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132317,,,True,True
134191,longitude,طول,longitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134191,,,True,True
134192,longitudinal libration,ميسان طولي,libration longitudinale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134192,,,True,True
132318,loss,خسارة,perte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132318,,,True,True
132319,lower base,قاعدة سفلى,base inférieure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132319,,,True,True
132320,lower bound,قيد أدنى,borne inférieure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132320,,,True,True
132321,lower limit,نهاية دنيا,limite inférieure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132321,,,True,True
132322,lower sums,مجاميع دنيا,sommes inférieures,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132322,,,True,True
132323,lowest common multiple (I.c.m),مضاعف مشترك أصغر,plus petit commun multiple (p.p.c.m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132323,,,True,True
134194,luminosity,إضاءة,luminosité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134194,,,True,True
134195,luminosity class,مرتبة الإضاءة,classe de luminosité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134195,,,True,True
134196,luminosity function,دالة الإضاءة,fonction de luminosité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134196,,,True,True
134197,lunar conjunction,اقتران قمري,conjonction lunaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134197,,,True,True
134198,lunar craters,فوهات قمرية,cratères lunaires,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134198,,,True,True
134199,lunar eclipse,خسوف,éclipse lunaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134199,,,True,True
134200,lunar module,مركبة قمرية,module lunaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134200,,,True,True
134201,lunar month,شهر قمري,mois lunaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134201,,,True,True
134202,lunation,دورة قمرية,lunaison,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134202,,,True,True
134203,lupus,ذئب (ال...),le loup,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134203,,,True,True
134204,lynx,وشق (ال...),le lynx,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134204,,,True,True
134205,lyra,قيثارة (ال...),la lyre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134205,,,True,True
132324,machine,آلة,machine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132324,,,True,True
132327,magic squares,أوفاق,carrés magiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132327,مربعات سحرية,,True,True
134206,magnetic bearing,اتجاه مغناطيسي,direction magnétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134206,,,True,True
134207,magnetic declination,ميل مغناطيسي,déclinaison magnétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134207,,,True,True
134208,magnetic meridian,خط الزوال المغناطيسي,méridien magnétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134208,,,True,True
134209,magnetic poles,أقطاب مغناطيسية,pôles magnétiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134209,,,True,True
134210,magnetic variation,تغير مغناطيسي,variation magnétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134210,,,True,True
132328,magnification,تكبير,grossissement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132328,,,True,True
132329,magnification transformation,تحويل تكبيري,transformation agrandissante,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132329,,,True,True
132330,magnitude,مقدار,magnitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132330,,,True,True
134211,magnitude,قَدْر,magnitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134211,,,True,True
134212,magnitude of a star,قدر نجم,magnitude d'une étoile,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134212,,,True,True
134213,main sequence,متتابعة رئيسية,séquence principale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134213,,,True,True
132331,major,أكبر,majeur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132331,,,True,True
132332,major arc,قوس كبرى,grand arc,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132332,,,True,True
132333,major axis,محور أكبر,grand axe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132333,,,True,True
132334,major axis of an ellipsoid,محور كبير لمجسم قطع ناقص,grand axe d'un ellipsoïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132334,,,True,True
132335,major circle,دائرة كبرى,grand cercle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132335,,,True,True
134214,major planets,كواكب (ال...) الكبرى,grosses planètes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134214,,,True,True
132336,major sector of circle,قطاع كبير لدائرة,grand secteur d'un cercle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132336,,,True,True
132337,major segment of sphere,قطعة كبيرة لكرة,grand segment d'une sphère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132337,,,True,True
132338,making up of samples,معاينة,échantillonnage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132338,تكوين العيّنات,,True,True
132339,manifold,متنوعة,variété,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132339,,,True,True
132340,mantissa of a logarithm,جزء (ال...) العشري من اللوغاريتم,mantisse (d'un logarithme),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132340,,,True,True
132341,many-valued function,دالة متعددة القيم,fonction multiforme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132341,,,True,True
134215,map,خريطة,carte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134215,,,True,True
132342,map projection,اسقاط خرائطي,projection cartographique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132342,,,True,True
134216,mare foecunditatis,بحر الخصوبة,mer de la fécondité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134216,,,True,True
134217,mare humorum,بحر المرح,mer des humeurs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134217,,,True,True
134218,mare imbrium,بحر الأمطار,mer des pluies,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134218,,,True,True
134219,mare nubium,بحر السحب,mer des nuages,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134219,,,True,True
134220,mare tranquillitatis,بحر الهدوء، بحر السكون,mer de la tranquillité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134220,,,True,True
134221,mare vaporum,بحر الأبخرة,mer des vapeurs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134221,,,True,True
132343,margin,هامش,marge,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132343,,,True,True
132344,margin of error,مجال الخطأ,marge d'erreur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132344,,,True,True
132345,mark,علامة,marque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132345,,,True,True
134222,marker,مَعْلَم,repère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134222,,,True,True
134223,marking a point,تحديد نقطة,repérage d'un point,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134223,,,True,True
132346,mass,كتلة,masse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132346,,,True,True
134225,mass,كتلة,masse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134225,,,True,True
132347,mass unit,وحدة الكتلة,unité de masse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132347,,,True,True
132348,mass-energy equation,معادلة الكتلة/الطاقة,équation masse - énergie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132348,,,True,True
132349,material point,نقطة مادية,point matériel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132349,,,True,True
132350,mathematical analysis,تحليل رياضي,analyse mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132350,,,True,True
132351,mathematical induction,استقرار رياضي,induction mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132351,,,True,True
132352,mathematical logic,منطق رياضي,logique mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132352,,,True,True
132353,mathematical model,نموذج رياضي,modèle mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132353,,,True,True
132354,mathematical object,كائن رياضي,objet mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132354,,,True,True
132355,mathematical probability,احتمال رياضي,probabilité mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132355,,,True,True
132356,mathematical programming,برمجة رياضية,programmation mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132356,,,True,True
132357,mathematical system,نظام رياضي,système mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132357,,,True,True
132358,mathematician,عالِم رياضي,mathématicien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132358,,,True,True
132359,mathematics,رياضيات (ال...),mathématiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132359,,,True,True
132360,mathematics (modern…),رياضيات حديثة,mathématiques modernes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132360,,,True,True
132361,matrix,مصفوفة,matrice,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132361,,,True,True
132362,matrix algebra,جبر المصفوفات,algèbre des matrices,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132362,,,True,True
132363,matrix analysis,تحليل المصفوفات,analyse matricielle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132363,,,True,True
132364,matrix calculus,حساب المصفوفات,calcul des matrices,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132364,,,True,True
132365,matrix scaler multiplication,ضرب مصفوفة في عدد,multiplication scalaire d'une matrice,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132365,,,True,True
132366,maximum,نهاية كبرى,maximum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132366,,,True,True
132367,maximum of a function,نهاية عضمى لدالّة,maximum d'une fonction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132367,,,True,True
132368,maximum values,قيم عضمى,valeurs maxima,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132368,,,True,True
132369,mean (n),متوسط,moyen (adj.m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132369,,,True,True
134226,mean anomaly,زاوية اختلافية متوسطة، حصة (ال...) المتوسطة,anomalie moyenne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134226,,,True,True
132370,mean axis of an ellipsoid,محور أوسط لجسم قطع ناقص,axe moyen d'un ellipsoïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132370,,,True,True
132371,mean curvature,تقوس وسطي,courbure moyenne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132371,,,True,True
132372,mean deviation,انحراف وسطي,écart moyen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=132372,,,True,True
134227,mean equator,خط الاستواء المتوسط,équateur moyen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134227,,,True,True
