id,english,arabic,french,german,vt,uatv,has_image,uri
61691,integration,إِدْمَاج,intégration,Integration,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61691
61692,integrity,كُمُول,intégrité,Integrität,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61692
61693,intelligence,ذَكَاء,intelligence,Intelligenz,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61693
61694,intelligent terminal,مِطْرَافٌ ذَكِيٌّ,terminal intelligent,intelligentes Terminal,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61694
61695,interactive,تَفَاعُلِيّ,interactif,interaktiv,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61695
61696,interactive access,وُلوج تَفَاعلِيّ,accès interactif,interaktiver Zugriff,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61696
61697,interactive mode,مِنْوَالٌ تَفَاعُلِيّ,mode interactif,interaktiver Modus,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61697
61698,interactive system,نِظَام تَفَاعُلِيّ,système interactif,interaktives System,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61698
61699,interchange,تَبَادُل,échange,Austausch,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61699
61700,interconnection,وَصْل بَيْن,interconnexion,Vernetzung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61700
61701,interface,وَجِيهَة,interface,Schnittstelle,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61701
61702,interfacing,وَصْل,connexion,Kopplung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61702
61703,interference,تَدَاخُل,interférence,Störung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61703
61704,interfering signal,إِشَارَةٌ مُشَوِّشَةٌ,signal parasite,Störsignal,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61704
61705,interlinear spacing,فُسْحَة بَين السُّطُور,interligne,Zeilenabstand,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61705
61706,interlock,إِزْلاج,verrouillage,Sperre,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61706
61707,internal label,عَلامَة التَّعَرّف الدَّاخلية,label d'identification,interner Bezeichner,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61707
61708,international standard book number (ISBN),رَقْم اِلْكِتَاب الْمِعْيَارِيّ الدُّوَليّ,numéro standard international du livre,Internationale Standardbuchnummer (ISBN),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61708
61709,international standard organization (ISO),الْمُنَظَّمَة الدُّوَلِيَّة لِلْمُوَاصَفَات,organisation internationale de normalisation,Internationale Organisation für Normung (ISO),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61709
61710,international standard serial number (ISSN),الرَّقْم الْمِعْيَارِيّ التَّسَلْسُلِيّ الدُّوَليّ,numéro de série standard international,Internationale Standardnummer für fortlaufende Sammelwerke (ISSN),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61710
61711,internaute,مُسْتَعْمِلُ الإنْتِرْنِيت,internaute,Internetnutzer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61711
61713,internet control message protocol (ICMP),بُرُوتُوكُول إنْتِرْنيت للتَّحَكُّم فِي الرَّسَائِل,protocole internet de contrôle de messages,Internet Control Message-Protokoll (ICMP),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61713
61712,Internet (INTERconnection NETwork),إِنْتِرْنِيت,internet,Internet (INTERconnection NETwork),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61712
61714,internet protocol (IP),بُرُوتُوكُول إِنْتِرْنِيت,protocole internet (IP),Internetprotokoll (IP),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61714
61715,internet protocol next generation (IPNG),بُرُوتُوكُول إِنْتِرْنِيت لِلْجِيلِ القَادِم,protocole IPNG,Internetprotokoll Next Generation (IPNG),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61715
61716,internet provider,مُزَوِّدُ خَدَمَاتِ إِنْتِرْنِيت,fournisseur de services Internet (ISP),Internetanbieter,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61716
61717,internet registry (IR),مَصْلَحَةُ التَّسْجِيلِ عَلَى الإنْتِرْنِيت,service d'enregistrement de l'Internet,Internet Registry (IR),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61717
61718,internet relay chat (IRC),مُحَادَثَات التَّنَاوُب عَلَى الشابكة,conversations relayées sur internet (IRC),Internet Relay Chat (IRC),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61718
61719,internet search engine,مُحَرّك بَحْث فِي الإنْتِرْنِيت,moteur de recherche internet,Internetsuchmaschine,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61719
61720,internet service provider,مُزَوِّدُ خَدَمَاتِ الإِنْتِرْنِيت,fournisseur d'accès à internet,Internetdienstanbieter,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61720
61721,internet society (ISOC),جَمْعِيَّةُ إِنْتِرْنِيت,société internet,Internet-Verband (ISOC),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61721
61722,interrogation,مُسَاءَلَة,interrogation,Abfrage,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61722
61723,interrupt,انْقِطَاع,interruption,Unterbrechung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61723
61724,interrupt request,طَلَبُ انْقِطَاع,requête d'interruption,Unterbrechungsanforderung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61724
61725,interword spacing,فُسْحَة بَيْن الْكَلِمَات,espacement entre les mots,Wortabstand,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61725
61726,intranet,إنْتْرَانِيت,Intranet,Intranet,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61726
61727,invalid,غَيْرُ صَالِح,invalide,ungültig,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61727
61728,inverted file,مِلَفّ مَعْكُوس,fichier inversé,invertierte Datei,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61728
61729,IP address,عُنْوَان إنْتِرْنِيت,adresse IP,IP-Adresse,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61729
61730,iterative process,سَيْرُورَة تَرْدِيدِيّة,processus itératif,iterativer Prozess,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61730
61731,joystick,مقبَض التحَكم,manette (de jeu),Joystick,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61731
61732,jump,قَفْز,saut,Sprung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61732
61733,justification,ضَبط السُّطُور,justification,Ausrichtung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61733
61734,juxtaposition,تَجَانُب,juxtaposition,Aneinanderreihung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61734
61735,key,مِفْتَاح,clef (clé),Taste,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61735
61737,keyboard,لَوْحَةُ مَفَاتِيح,clavier,Tastatur,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61737
61740,keyboarding,إدخَال بِوَاسِطَة لَوْحَة الـْمَفَاتِيح,saisie par clavier,Tastaturschreiben,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61740
61738,keyboard layout,تَمَوْضُع المَفَاتِيح فِي لَوْحَة المَفَاتِيح,disposition des touches d'un clavier,Tastaturlayout,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61738
61739,keyboard shortcut,مِفْتَاح اخْتِصَار,raccourci clavier,Tastenkombination,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61739
61736,key lock,رَتْجُ مَفَاتِيح,verrouillage des touches,Feststelltaste,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61736
61742,keyset,لَوْحَةُ مَفَاتِيح,clavier,Tastatur,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61742
61741,keys locking,إِزْلاجُ مَفَاتِيح,verrouillage des touches,Tastensperre,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61741
61743,keystroke,رَقْن,frappe,Tastendruck,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61743
61744,keyword,كَلِمَةٌ مِفْتَاحٌ,mot-clé,Schlüsselwort,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61744
61745,kit,عُدَّة,kit,Kit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61745
61746,knob,زِرّ,bouton,Knopf,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61746
61747,knowledge base,قَاعِدَةُ مَعَارِف,base de connaissances,Wissensdatenbank,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61747
61748,knowledge base system,نِظَامٌ مَعْرِفيّ,système à base de connaissance,Wissensdatenbanksystem,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61748
61749,language,لُغَة,langage,Sprache,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61749
61750,language translation,تَرْجَمَة لُغَة,traduction d'un langage,Sprachübersetzung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61750
61751,language translator,مُتَرْجِم لُغَة,traducteur de langage,Sprachübersetzer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61751
61752,laptop computer,حَاسُوبٌ مَحْمُول,ordinateur portatif,Laptop,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61752
61753,laser printer,طَابِعَةٌ لَيْزَرِيَّة,imprimante à laser,Laserdrucker,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61753
61754,last in first out (LIFO),آخِر دَاخِل أَوَّل خَارِج,dernier entré premier sorti,Last-in-first-out-Verfahren (LIFO),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61754
61755,latching,إِزْلاج,verrouillage,Verriegeln,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61755
61756,launching,إِطْلاق,lancement,Starten,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61756
61757,layer,طَبَقَة,couche,Schicht,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61757
61758,layout,تَوْضِيب,mise en page,Layout,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61758
61759,leading,فُسْحَة بَين السُّطُور,interligne,Zeilenabstand,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61759
61760,leased line,خَطٌّ مُخَصَّص,ligne dédiée,Standleitung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61760
61761,left justification,ضَبط إِلَى الْيَسَار,justification à gauche,linksbündig,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61761
61762,left shift,إِزَاحَةٌ إِلَى الْيَسَار,décalage à gauche,Linksverschiebung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61762
61763,length,طُول,longueur,Länge,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61763
61764,library automation,أَتْمَتَةُ الْمَكْتَبَة,automatisation de bibliothèque,Bibliotheksautomatisierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61764
61766,library handler,بَرْنَامَجُ تَدْبِيرِ مَكْتَبَة,programme de gestion de bibliothèque,Bibliotheks-Steuerungsprogramm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61766
61765,library handler,بَرْنَامَجُ تَدْبِيرِ مَكْتَبَة,programme de gestion de bibliothèque,Bibliotheks-Steuerungsprogramm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61765
61767,light,رَقِيق,maigre,dünn,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61767
61768,light pen,قَلَمٌ ضوئي,crayon lumineux,Lichtstift,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61768
61769,line,سَطْر,ligne,Zeile,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61769
61770,line hit,تَشْوِيش,parasite,Störeinstrahlung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61770
61771,link,رَبْط,liaison,Verbindung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61771
61773,linkage,رَبْط,liaison,Verbindung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61773
61772,link control procedure,بُرُوتُوكُول التَّحَكُّم فِي الاِتِّصَال,protocole de communication,Datenübertragungsprotokoll,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61772
61774,listserv,قَائِمَةُ النَّشْر,liste de diffusion,Listserv,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61774
61775,load,تَحميل,charger,laden,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61775
61776,load program,بَرْنَامَجُ التَّحْمِيل,programme de chargement,Ladeprogramm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61776
61777,local area network (LAN),شَبَكَةٌ مَحَلِّيَّة,réseau local,lokales Netzwerk (LAN),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61777
61778,local mode,مِنْوَالٌ مَحَلِّي,mode local,lokaler Modus,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61778
61779,location,مَوْضِع,emplacement,Standort,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61779
61780,lock-out,إِزْلاج,verrouillage,Sperre,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61780
61781,log,يَوْمِيَّةُ الْمَتْن,journal de bord,Protokoll,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61781
61783,logical add,جَمْع مَنْطِقِيّ,addition logique,logische Addition,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61783
61784,logical unit,وَحْدَةٌ مَنْطِقِيَّة,unité logique,Logikbaustein,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61784
61785,login,فَتْح,ouverture,Anmeldung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61785
61786,logo,تَرْخِيمَة,logo,Logo,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61786
61782,log off,إِغْلاق,fermeture,Abmeldung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61782
61787,logout,إِغْلاق,fermeture,Abmelden,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61787
61788,look up,بَحْث,rechercher,suchen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61788
61789,lower case,حَرْفٌ صَغِير,minuscule,Kleinbuchstaben,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61789
61790,machine learning,تَعَلُّمٌ آلِيّ,apprentissage automatique,maschinelles Lernen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61790
61791,machine translation,تَرْجَمَةٌ آلِيَّة,traduction automatique,maschinelle Übersetzung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61791
61792,macro,مَاكْرُو,macro,Makro,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61792
61793,macro library,مَكْتَبَةُ مَاكْرُو,bibliothèque de macros,Makrobibliothek,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61793
61794,macro virus,فَيْرُوسُ مَاكْرُو,virus de macro,Makrovirus,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61794
61795,magnetic disk,قُرْصٌ مَغْنَاطِيسِيّ,disque magnétique,Magnetplattenspeicher,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61795
61796,magnetic head,رَأسٌ مَغْنَاطِيسيّ,tête magnétique,Magnetkopf,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61796
61797,magnetic medium,وَسِيط مَغْنَاطِيسِيّ,support magnétique,magnetisches Speichermedium,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61797
61798,magnetic tape,شَرِيطٌ مَغْنَاطِيسِيّ,bande magnétique,Magnetband,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61798
61799,mail box,صُنْدُوق بَرِيد,boîte aux lettres,Postfach,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61799
61801,mailing list,قَائِمَةُ الْبَرِيد,liste de diffusion,Mailingliste,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61801
61800,mail server,خَادِمُ الْبَرِيد,serveur du courrier,E-Mail-Server,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61800
61802,main frame,حَاسُوبٌ رَئِيسِيّ,ordinateur principal,Mainframe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61802
61803,main menu,قَائِمَةُ الخِيَارَاتِ الرَّئِيسِيَّة,menu principal,Hauptmenü,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61803
61804,main storage,خَزَّان رَئِيسِِيّ,mémoire principale,Hauptspeicher,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61804
61805,main task,مُهِمَّةٌ رَئِيسِيَّة,tâche principale,Hauptaufgabe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61805
61806,maintenance,صِيَانَة,entretien,Wartung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61806
61808,management,تَدْبِير,gestion,Verwaltung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61808
61809,manager,مُدَبِّر,administrateur,Administrator,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61809
61807,man machine interface (MMI),وَجِيهَة بَيْنَ الإِنْسَان والآلَة,interface homme machine,Benutzerschnittstelle,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61807
61810,manual,كُتَيِّب شَرْح,manuel,manuell,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61810
61811,manual input,إدْخَالٌ يَدَوِيّ,entrée manuelle,manuelle Eingabe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61811
61812,manufacturer,صَانِع,constructeur,Hersteller,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61812
61813,margin,هَامِش,marge,Seitenrand,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61813
61814,markup,مَعْلَمٌ,balise,Markup,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61814
61815,mask,قِنَاع,masque,Maske,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61815
61816,masking,إخْفَاء جُزْئيّ,masquage,Maskierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61816
61817,mass mailing,إرْسَال بَرِيدِيّ مُتَعَدِّد,publipostage,Massensendung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61817
61818,mass storage,ذَاكِرَةٌ ضَخْمَة,mémoire de masse,Massenspeicher,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61818
61819,master,سَيِّد,maître,Master,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61819
61820,match key,مِفْتَاحُ الْفَرْز,critère de tri,Übereinstimmungsschlüssel,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61820
61822,matrix printer,طَابِعَةٌ نُقَطِيَّة,imprimante matricielle,Matrixdrucker,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61822
61821,matrix printer,طَابِعَةٌ نُقَطِيَّة,imprimante matricielle,Matrixdrucker,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61821
61823,megabyte (MB),مِيغَاباَيْت,megaoctet,Megabyte (MB),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61823
61824,megahertz (MHZ),مِيغَاهِرْتْز,mégahertz (MHZ),Megahertz (MHz),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61824
61825,memorize,تَخْزِين,mémoriser,speichern,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61825
61826,memory,ذَاكِرَة,mémoire,Speicher,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61826
61827,memory capacity,سَعَة الذَّاكِرَة,capacité de mémoire,Speicherkapazität,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61827
61828,memory management,تَدْبِيرُ الذَّاكِرَة,gestion de la mémoire,Speicherverwaltung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61828
61829,memory map,خَرِيطَة الذَّاكِرَة,image mémoire,Speicherbelegung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61829
61830,memory protection,حِمَايَةُ الذَّاكِرَة,protection mémoire,Speicherschutz,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61830
61831,menu,قَائِمَةُ خِيَارَات,menu,Menü,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61831
61832,menu bar,شَرِيط قَوائِمِ الاخْتِيارَات,barre de menus,Menüleiste,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61832
61833,merge,دَمْج,fusion,Zusammenführung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61833
61834,message,رَسِيلَة,message,Nachricht,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61834
61835,message routing,تَوْجِيه رَسِيلة,acheminement de message,Nachrichtenvermittlung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61835
61836,messaging,بَرِيد,messagerie,Nachrichtenübermittlung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61836
61837,microchip,شَرِيحَة مُدْمَجَة,puce,Mikrochip,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61837
61838,microcomputer,حَاسُوبٌ مَايكْرَويّ,micro-ordinateur,Mikrocomputer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61838
61839,microfiche,جُذَاذَةٌ دِقِّيَّة,microfiche,Mikrofiche,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61839
61840,microfiche reader,قَارِئَةُ الْجُذَاذَاتِ الدِقِّيَّة,lecteur de microfiches,Mikrofiche-Lesegerät,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61840
61841,microfilm,فِلْمٌ دِقِّيّ,microfilm,Mikrofilm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61841
61842,microprocessor,مُعَالِجٌ دِقِّيّ,microprocesseur,Mikroprozessor,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61842
61843,migration,نَقْل,transfert,Migration,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61843
61844,million instructions per second (MIPS),مَلْيُون تَعْلِيمَة فِي الثانية,million d'instructions par seconde,Millionen Instruktionen pro Sekunde (MIPS),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61844
61845,mirror (server),مِرْآة (خادِم),miroir (serveur),Spiegel,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61845
61846,mobile,مَحْمُول,mobile,mobil,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61846
61847,mode,مِنْوَال,mode,Modus,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61847
