id,english,arabic,french,uri,description,vt,uatv
176939,monofactorial inheritance,وراثة وحيدة العامل,hérédité monofactorielle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176939,وراثة صفة بواسطة مورث واحد فقط.,True,True
176940,monogamy,أحاديّ التزاوج,monogamie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176940,حيوانات يكون فيها كل ذكر وأنثى زوجا واحدا خاصا بهما خلال دورة التكاثر الواحدة أو الفصل الواحد أو طيلة عمرها.,True,True
176941,monogenic character,صفة أحادية المورِّث,caractère monogénique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176941,صفة يعينها جين واحد فقط.,True,True
176942,monohybrid cross,تزاوج أحاديّ الهجين,croisement monohybride,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176942,تزاوج بين أفراد لها أليلات على موقع جينيّ واحد.,True,True
176943,monolepsis,وراثة أحادية,monolepsie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176943,وراثة النسل لصفات أحد الوالدين فقط.,True,True
176944,monomer,مَوْحُود، مُونُومر,monomère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176944,مركب بسيط يتكون منه المكثور بتفاعل تكرريّ واحد.,True,True
176945,monophasic lethal,مميت وحيد الطور,létal monophasique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176945,طفرة لها طور مميت واحد فعال.,True,True
176946,monophyly,انحدار من أصل واحد,monophylie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176946,انحدار مجموعة تقسيمية من شكل أصليّ يمكن اعتباره كما لو كان منتميا للوحدة التقسيمية تحت الدراسة.,True,True
176947,monoploid,أحاديّ المجموعة الصبغية,monoploïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176947,خلية أو كائن يحتوي على مجموعة صبغية أساسية واحدة.,True,True
176948,monosome,صبغيّ أحاديّ,monosome,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176948,مركب من رنا رسول واحد وريباسته.,True,True
176949,monosomy,أحادية الصبغيّ,monosomie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176949,غياب أحد الصبغيين من الزوج الصبغيّ المتماثل، فيكون عدد من الصبغيات يقل واحدا عن العدد السويّ (2ن-1).,True,True
176950,monozygotic,أحاديّ الزيجوت، أحاديّ اللاقحة,monozygotique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176950,متولد من زيجوت واحد مثل التوأمين المتشابهين.,True,True
176951,morgan unit,وحدة 'مورغان',unité de morgan,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176951,وحدة تعبر عن البعد النسبيّ بين المورثات على الصبغيّ، وهي تساوي قيمة تعابرية 100%.,True,True
176952,morphogenes,مورثات التخلق,gènes morphologiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176952,مورثات تتحكم بصورة مباشرة أو غير مباشرة في تخليق الشكل ونموه كالمورثات الهرمونية المنشطة أو المثبطة للدورات الخلوية.,True,True
176953,morphogenetic stimulus,منبه تخلقيّ,stimulus morphogénétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176953,منبه من أحد أقسام الجينين المتنافي ينبه أقساما أخرى منه ويؤدي إلى تنامي وتمايز الجزء المنبه.,True,True
176954,mosaic,موزاييك، مزيَّق، مزوَّق,mosaïque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176954,فرد يحمل خلايا ذات تراكيب وراثية مختلفة.,True,True
176955,mother cell,خلية (ال...) الأم,cellule mère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176955,الخلية التي تنقسم لتوليد الخلايا الوليدة.,True,True
176957,mule,بغْل,mulet,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176957,الهجين المولد من تزاوج فرس وحمار.,True,True
176958,multifactorial inheritance,وراثة عديدة العوامل,hérédité multifactorielle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176958,وراثة تعتمد على عوامل جينية وغير جينية كالعوامل المكتسبة ولكل منها تأثير ضعيف.,True,True
176959,multigene family,عائلة عديدة المورثات,famille multigène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176959,مجموعة من المورثات نشأت من تضاعف وتغاير مورث سلفيّ وقد تتجمع كلها في نفس الصبغيّ أو تنتشر بين صبغيات متعددة.,True,True
176960,multigenic character,صفة عديدة المورثات,caractère multigénique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176960,عملية أو صفة تتحكم فيها عدة مورثات.,True,True
176961,multiline,سُلالة متعددة,multilignée; lignée d'origine multiple,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176961,هجين أو عدة هجن مستمدة من تلقيح عدة أشكال أبوية متميزة.,True,True
176962,multimer,عديد المونوميرات,multimère; polymère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176962,جزيء بروتينيّ مكون من سلسلتين ببتيديتين أو أكثر تسمى كل واحدة منها موحوداً.,True,True
176963,multiparity,كثرة الخلفة,multiparité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176963,حالة تلد فيها الأنثى ثلاثة أو أكثر من المواليد.,True,True
176964,multiple alleles,أليلات متعددة,allèles multiples,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176964,أشكال مختلفة لمورث يقع في موقع جينيّ معين، تنتج بواسطة طفرات مختلفة، ومنفصلة وتؤدي إلى زيادة عدد التراكيب الجينية بسرعة أكبر في الجماعات للكائنات الحية.,True,True
176965,multiple choice mating,تزاوج متعدد الخيارات,accouplement à choix multiple,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176965,طريقة لدراسة السلوك الجينيّ بالسماح للكائن أن يختار بين زوج أو أكثر مختلفين جينيا.,True,True
176966,multiple codon recongnition,تعرف (ال...) على روامز متعددة,reconnaissance multiple du codon,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176966,جزيء رنا ناقل يمكن أن يتعرف على أكثر من رامزة واحدة في رنا الرسول.,True,True
176967,multiple factors,عوامل متعددة,facteurs multiples,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176967,مورثات لا أليلية تؤثر على صفة كمية واحدة بطريقة تراكمية.,True,True
176968,multiple ovulations and embryo transfer (MOET),إباضة متعددة ونقل الأجنة,superovulation et transfert d'embryons,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176968,,True,True
176969,multiple star metaphase,طور تالٍ متعدد النجوم,métaphase multipolaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176969,تفتل تتولد فيه عدة أقطاب للمغزل، تتحرك الكروماتيدات الشقيقة نحوها فتتولد في كل منها خلية وليدة، ولكن فيها زيغ صبغيّ.,True,True
176970,multiplication flock; multiplication herd,قطيع التكاثر,troupeau de multiplication,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176970,,True,True
176971,multipolar anaphase,طور الصعود عديد الأقطاب,anaphase multipolaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176971,مغزل انقساميّ بأكثر من قطبين، يتولد أحيانا لوجود أكثر من نواة في الخلية.,True,True
176972,multipolar spindle,مغزل عديد الأقطاب,fuseau multipolaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176972,مغزل متعدد الأقطاب يظهر في الخلايا متعددة المريكزات.,True,True
176973,multipolare mitotic spindle,مغزل خيطيّ عديد الأقطاب,fuseau mitotique multipolaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176973,توزيع الصبغيات غير المنتظم في نوى الخلايا السرطانية، مما يؤدي إلى تكون جسور صبغية تربط النوى البنيوية التي تختلف في أحجامها بسبب احتوائها على أعداد صبغية مختلفة.,True,True
176974,multivalent,متعدد التكافؤ,multivalent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176974,اتحاد أكثر من صبغيين متماثلين كليا أو جزئيا وتشابك مناطقهما المتماثلة بالتزاوج.,True,True
176975,mutable gene,مورِّث طَفُور,gène mutable,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176975,مورث يوجد في الكائنات عديدة الخلايا، يتطفر تلقائيا لدرجة كبيرة وكافية لتولد المزَيَّق.,True,True
176976,mutable site,موقع طَفُور,site mutable,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176976,موقع في الصبغيّ يمكن أن تحدث فيه طفرات.,True,True
176977,mutagene,مُطفِّر,agent mutagène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176977,عامل فيزيائيّ أو كيميائيّ قادر على إحداث الطفرات.,True,True
176978,mutant,طافرة,mutant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176978,كائن حيّ يحمل جينا طافرا يعبر عن نفسه في النمط الظاهريّ للكائن.,True,True
176979,mutant gene,مورِّث طافر,gène mutant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176979,تغير وراثيّ في المورث يولد فيه صورة مختلفة بإنتاج أليل جديد مما يغير خواصه ووظائفه.,True,True
176980,mutant hunt,صيد الطافر,chasse de mutant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176980,عزل وتجميع أكبر عدد ممكن من الطفرات التي تؤثر على عملية معينة لأحد المورثات.,True,True
176981,mutation,طَفْرَة,mutation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176981,تغيرات مفاجئة ومتوارثة في المادة الوراثية للكائن.,True,True
176982,mutation breeding,تربية الطفرات,reproduction mutagène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176982,حث الطفرات بالمطفرات لتوليد أنواع جديدة من الغلة يمكّنها من أن تعطي محصولا أكبر وأجود.,True,True
176983,mutation distance,مسافة الطفرة,distance de mutation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176983,أقل عدد من الطفرات اللازمة للحصول على نسق دنا من دنا آخر.,True,True
176984,mutation event,حدث الطفرة,événement de mutation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176984,المكان والزمان الحقيقيان اللذان تحدث فيهما الطفرة بخلاف وقت تولد مظهرها الخارجيّ.,True,True
176985,mutation frequency,تَرَدُّد الطفرات,fréquence de mutation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176985,نسبة عدد الطفرات في المجموعة.,True,True
176986,mutation pressure,ضغْط الطفرة,pression de mutation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176986,مقياس ميل الطفرة إلى تغيير معدل تردد الجينية في مجموعة ما.,True,True
176987,mutation rate,معدل الطفرة,taux de mutation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176987,عدد الطفرات التي تحدث للمورث الواحد في الوحدة الزمنية.,True,True
176988,mutational load,حمل طفريّ، عبء طفريّ,charge mutationnelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176988,عجز جينيّ يتولد في مجموعة نتيجة تجمع المورثات الضارة المتولدة عن تكرر الطفرات.,True,True
176989,mutator gene,مورِّث مطفر,gène mutateur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176989,مورث طافر يسبب زيادة في عدد الطفرات التلقائية لمورث أو أكثر.,True,True
176990,muton,طفرون,muton,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176990,أصغر وحدة في الدنا يمكن أن يسبب تغيرها طفرة.,True,True
176991,myoglobin gene,مورِّث الميوجلوبين,gène de myoglobine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176991,المورث الذي يرمز إلى الميوغلوبين، وترمز أقل من 5 % من بنيته فقط إلى الرسالة، ويحتوي أربع مناطق راموزية وهي الخرجونات التي تفصلها ثلاثة دخلونات عن بعضها البعض.,True,True
176993,narrow sense heritability,توريث بمعناه الضيق,héritabilité dans le sens restreint,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176993,جزء من تأثيرات المورثات التجميعية (VA) من التباين الكليّ للصفة.,True,True
176995,nascent RNA,رنا وليد,ARN naissant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176995,جزيء رنا حديث التخلق أو لا يزال في طور التخلق.,True,True
176994,nascent polypeptide chain,سلسلة عديدة الببتيدات الوليدة,chaîne polypeptidique naissante,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176994,السلسلة الببتيدية المخلقة حديثا والتي تبقى متصلة مع الوحدة الثانوية 50س للريباسة، أثناء الترجمة، من خلال جزيء الرنا الناقل.,True,True
176996,natural acquired immunity,مناعة طبيعية مكتسبة,immunité naturelle acquise,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176996,مناعة يكتسبها الفرد لأحد الأمراض نتيجة إصابته به.,True,True
176997,natural mating,تزاوج طبيعيّ,saillie naturelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176997,,True,True
176998,natural mutation; spontaneous mutation,طفرة طبيعية، طفرة تلقائية,mutation naturelle; mutation spontanée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176998,طفرة تحدث بنسبة ضئيلة في الكائنات، وقد يكون سبب ذلك أخطاء التكرر وانتقال المجينات.,True,True
176999,natural selection,انتخاب طبيعيّ,sélection naturelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=176999,عبارة للدلالة على تأثير التكاثر التفاضليّ للأنواع المختلفة.,True,True
177000,natural service,سِفاد طبيعيّ,monte naturelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177000,,True,True
177001,natural variation,تباين طبيعيّ,variation naturelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177001,وجود اختلافات بين الأفراد المتباينة، إما بسبب اختلافات في التركيب الوراثيّ (قابلة للتوريث)، أو بسبب اختلافات مظهرية غير قابلة للتوريث.,True,True
177002,negative complementation,تتام سلبيّ,complémentation négative,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177002,كبت النشاط الاعتياديّ لوحدة ثانوية في بروتين عديد الوحدات بوحدة أليلية ثانوية طافرة.,True,True
177003,negative interference,تداخُل سلبيّ,interférence négative,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177003,زيادة احتمال حدوث تعابر ثان بجانب تعابر آخر.,True,True
177004,negative supercoiling,التفاف مفرط سلبيّ,super enroulement négatif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177004,التفاف عكسيّ مفرط لخيطي الدنا المزدوج، مما يسبب التواء كل جزيء الدنا باتجاه معاكس لالتفاف الخيطين.,True,True
177005,neocentromeres,قسيمات مركزية جديدة,néocentromères,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177005,تظهر أثناء الانقسام الانتصافيّ لبعض الطوافر.,True,True
177006,neomorph,تشكيل جديد,néomorphe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177006,مورث طافر يولد تأثيرات كيفية جديدة لا يولدها عادة أليل طبيعيّ.,True,True
177007,neutral mutation,طفرة محايدة,mutation neutre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177007,1-تغير وراثيّ لا يسبب تعبيره المظهريّ أي تغيير في قيمة مواءمة الكائن أو كفاءته للأحوال البيئية. 2-طفرة لا يلاحظ لها أيّ تغيير أو تأثير على النمط الظاهريّ.,True,True
177008,nick,حزّة، ثلمة,entaille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177008,عدم وجود رابطة إستر ثنائيّ الفوسفات بين نوويدات متجاورة في أحد خيطي الحمض النوويّ اللولبيّ المزدوج.,True,True
177009,nickase,إنزيم القطع,nucléase de restriction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177009,إنزيم يولد قطعا بين نوويدات متجاورة لأحد خيطي الدنا المزدوج، وبذلك يؤدي إلى فك التوائه.,True,True
177010,nidation,تعشيش,nidation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177010,,True,True
177011,nif genes; nitrogen fixation genes,مورثات تثبيت النيتروجين,gènes de fixation d'azote,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177011,توجد في بعض البكتيريا.,True,True
177012,nitrocellulose filter,مرشحة نثروسلولوز,filter de nitrocellulose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177012,مرشحة مصنوعة من ألياف نثروسلولوزية تحجز الدنا مزدوج الخيوط أو هجائن الدنا - الرنا بينما تسمح بمرور الجزيئات وحيدة الخيط.,True,True
177013,node,عقدة,noeud; nodosité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177013,هي نقطة تماس الشكل 8 في جزيء الدنا الدائريّ مفرط الإلتفاف، وتسمى العقدة موجبة إذا بان الخيط الأيسر في الجزء السطحيّ من الشكل 8 أقرب للناظر إليها عند العقدة، أما إذا بان في الجزء العميق منها تسمى العقدة عند ذاك سالبة.,True,True
177014,non basic chromosomal proteins,بروتينات صبغية لا قاعدية,protéines chromosomiques non-basiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177014,بروتينات متعادلة أو حمضية مترافقة مع الصبغيات كبعض الإنزيمات مثل بوليميريز الدنا.,True,True
177015,non cross over gamete,مشيج لاتعابريّ,gamète non-croisé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177015,خلية جنسية لا تحتوي اتحاداً في المورثات المرتبطة، أي أنها مشيج أبويّ.,True,True
177016,non disjonction,عدم الانفصال الإجباريّ,non disjonction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177016,فشل انفصال الصبغيين المتجانسين بعضهما عن بعض أثناء الانقسامات الخلوية مما يسب وجود صبغيات أكثر مما يجب في خلية واحدة، بينما تحتوي الخلية الثانية على صبغيات أقل مما يجب.,True,True
177017,non essential amino acid,حمض أمينيّ غير أساسيّ,acide aminé non essentiel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177017,أحد الأحماض الأمينية الأحد عشر الضرورية لتركيب البروتين، والتي يتمكن جسم الإنسان من صنعها بنفسه.,True,True
177018,non histone proteins,بروتينات لا هستونية,protéines non-histoniques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177018,بروتينات حمضية توجد في صبغيات نووية.,True,True
177019,non homologous chromosomes,صبغيات غير متشابهة,chromosomes non homologues,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177019,تنتمي إلى أزواج مختلفة من الصبغيات.,True,True
177020,non homologous genes,مورثات غير متشابهة,gènes non homologues,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177020,مورثات متمركزة في أزواج مختلفة من الصبغيات.,True,True
177021,non mendelian,لا مندلية,non mendélien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177021,نسبة الأنماط الظاهرية التي لا تتبع قانون مندل في ظهورها في النسل، بسبب تحول جينيّ معين أو أية آليات أخرى.,True,True
177022,non mendelian genes,جينات لا مندلية,gènes non mendéliens,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177022,جينات توزع إلى الخلايا الذرية بوسيلة غير مغزلية.,True,True
177023,non mendelian inheritance,وراثة لا مندلية,hérédité non mendélienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177023,وراثة تحددها مورثات لا صبغية مثل مورثات السبحيات، ولذلك فهي لا تتبع قوانين مندل.,True,True
177024,non parental ditype,نمط ثنائيّ لا أبويّ,ditype non parental,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177024,نمط ثنائيّ يتولد من اتحاد كروماتيدات صبغيين متباينين في صفتين.,True,True
177025,non permissive conditions,ظروف غير سمحة,conditions non permissives,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177025,ظروف بيئية لا تسمح لطافرات معينة بالبقاء حية.,True,True
177026,non random affinity,ألفة غير عشوائية,affinité non aléatoire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177026,عزل العلامات غير المرتبطة في الصبغيات غير المتماثلة بتحفيزها على المرور إلى نفس القطب المغزليّ في الانقسام الاختزاليّ الأول والثاني.,True,True
177027,non random association genes,اتحاد غير عشوائيّ للمورثات,association non aléatoire des gènes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177027,وجود غير عشوائيّ لصفتين منفصلتين وراثيا في العشيرة.,True,True
177028,non reciprocal recombination,اتحاد لا تبادليّ,recombinaison non réciproque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177028,تزاوج خاطئ للقسيمات المضاعفة يحدث قبل التعابر فيولد شقا صبغيا بنسخة واحدة من الشدفة وشقا صبغيا آخر بثلاث نسخ منها.,True,True
177029,non reciprocal translocation,انتقال لا تبادليّ,translocation non réciproque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177029,زيغ بانفصالين يولد صبغيا بقسيمين مركزيين وصبغيا بدون قسيم مركزيّ.,True,True
177030,non recurrent parenthood,أبوة غير راجعة,parenté non récurrente,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177030,والد هجين لا يشارك ثانية في التهجين العكسيّ.,True,True
177031,non repetitive DNA,دنا غير تكراريّ,ADN non répétitif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177031,شدفة دنا وحيدة السياق كما يستدل على ذلك من حركية إعادة ترابطها.,True,True
177032,non restitutional union,اتحاد غير ارتداديّ,union non restitutionnelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177032,ربط بين نهايات صبغيّ بكسور لا يعيد ترتيبها الذي كان قبل الكسر.,True,True
177033,non structural gene,مورِّث لا بنيويّ,gène non structurel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177033,لا يقوم بتكوين مراصيف لرنا الرسول.,True,True
177034,non transcribed spacer,مباعد غير منتسخ,espaceur non transcrit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177034,منطقة غير منتسخة بين وحدات منتسخة في تجمع جينيّ ترادفيّ.,True,True
177035,non transcribed strang,خيط غير منتسخ,filament non transcrit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177035,خيط غير منسوخ في دنا مزدوج الخيوط لا يستخدمه بوليمريز الرنا كمرصاف.,True,True
177036,nonorientation,اهتداء متماثل,non orientation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177036,انغراز شدفة دنا في ناقل بصورة تتجه فيها الخريطتان الجينيتان للشدفة والناقل باتجاه واحد.,True,True
177037,nonsense codon; termination codon,رامزة لاغية,codon d'arrêt,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177037,رامزة لإنهاء الترجمة.,True,True
177038,nonsense mutation,طفرة لاغية,mutation d'arrêt,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177038,تطفر يحول رامزا ما إلى حمض أمينيّ إلى رامز ينهي السلسلة.,True,True
177039,nonsense suppressor,كابت الإلغاء,suppresseur d'arrêt,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177039,مورث راموز رنا طافر في مضادة رامزته حيث يصبح بإمكانه قراءة رامزة التوفق الإنهائيّ، وبذلك يمكن إطالة الترجمة.,True,True
177040,nonsister chromatids,كروماتيدات غير شقيقة,chromatides non soeurs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177040,كروماتيدات تنتمي إلى أفراد مختلفة لزوج ما في صبغيين متناظرين.,True,True
177041,norm of reaction,مواصفة الاستجابة,norme de réaction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177041,تغيرات النمط الظاهريّ التي تنتج عن النمط الجينيّ الموجود تحت مجموعة من الظروف البيئية، سواء تلك الموجودة طبيعيا في موطن النوع أو تلك التي تولد تجريبيا.,True,True
177042,normal distribution,توزيع مُنظَّم,distribution normale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177042,,True,True
177043,northern blotting,تنشيف 'نورذرن',northern blot,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177043,طريقة تستخدم للتعرف على جزيئات الرنا، يتم فيها فصل خليط الرنا على هلامة، حسب أحجامها وشحنتها الكهربائية، وتنقل بعد ذلك إلى منشفة نترات السيلولوز التي تسبرها بمسبار مشع للتعرف على جزيء الرنا فيها.,True,True
177045,nucellus,نسيج الجويزة، نُوسِيل,nucelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177045,نسيج البيضة المركزيّ البيضويّ الذي يحتوي الكيس الجنينيّ.,True,True
177050,nuclear RNA,رنا نوويّ,ARN nucléaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177050,جزيئات رنا توجد في داخل النواة متحدة مع الصبغيات أو منتشرة في جبلة النواة.,True,True
177046,nuclear associated chromatin,كروماتين نوويّ الترابط,chromatine associée au noyau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177046,كروماتين مغاير يحتوي دنا يوجد حول نوية الخلية ويمتد أحيانا إلى داخلها.,True,True
177047,nuclear duplication,تضاعُف نوويّ,duplication nucléaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177047,انقسام فتيليّ.,True,True
177048,nuclear envelope,غلاف نوويّ,enveloppe nucléaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177048,الغلاف الذي يحيط بالنواة.,True,True
177049,nuclear processing of RNA,معالجة نووية للرنا,traitement nucléaire de l'ARN,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177049,عملية قطع دخلونات النسخة الأولية ووصل خرجوناتها فإذا كانت النسخة المحورة رنا الرسول يوضع لها قلنسوة ميثيل جوانين عند الطرف '5 وعديد الأدنين عند الطرف 3' قبل انتقالها من النواة إلى السيتوبلازم.,True,True
177051,nuclear transfer,نقل نوويّ,transfert nucléaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177051,إدخال نواة جسدية ضعفانية إلى خلية بيضة مزالة النواة.,True,True
177052,nuclease,نكْليِيز,nucléase,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=177052,إنزيم يستطيع تحطيم الدنا عن طريق تحطيم روابط الإستر الفوسفورية التساهمية.,True,True
