term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sr,sv,zh
705-04-46,scattering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-46,تبعثر,"Streuung, f",scattering,difusión,"diffusion, f",diffusione,散乱,산란,rozpraszanie,difusão,,spridning,散射
705-04-47,forward scattering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-47,تبعثر أمامي,"Vorwärtsstreuung, f",forward scattering,prodifusión,"prodiffusion, fdiffusion avant (terme déconseillé) f",diffusione in avanti,前方散乱,전방산란,rozpraszanie przednie,prodifusão,,framätspridning,前向散射
705-04-48,back scattering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-48,تبعثر خلفي,"Rückstreuung, f",back scattering,retrodifusión,"rétrodiffusion, fdiffusion arrière (terme déconseillé) f",retrodiffusionediffusione all'indietro,後方散乱,후방 산란,rozpraszanie tylne,retrodifusão,,bakätspridning,后向散射
705-04-49,turbulence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-49,إضطراب,"Turbulenz, f",turbulence,turbulencia,"turbulence, f",turbolenza,乱流,난류 난류,turbulencja,turbulência,,turbulens,湍流
705-04-50,scale of turbulence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-50,مقياس الإضطراب,"Turbulenzradius, mAusdehnung von Turbulenzzellen, f",scale of turbulence,escala de turbulencia,"échelle de turbulence, f",scala di turbolenza,乱流規模,난류 척도,skala turbulencji,escala de turbulência,,turbulensskala,湍流尺度
705-04-61,guided electromagnetic wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-61,موجة كهرومغناطيسية موجهة,"geführte elektromagnetische Welle, fgeführte Welle, f",guided electromagnetic waveguided wave,onda guiada,"onde électromagnétique guidée, fonde guidée, f",onda (e.m.) guidata,電磁波導波,유도 전자기파,"fala prowadzona, f",onda eletromagnética guiada,,ledningsbunden våg,导行电磁波导行波
705-04-62,guided propagation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-62,إنتشار موجّه (لموجات كهرومغناطيسية),"geführte Ausbreitung, <elektromagnetischer Wellen> f",guided propagation,propagación guiada,propagation guidée (d'ondes électromagnétiques) f,propagazione guidata,導波伝播,도파 전파,propagacja prowadzona,propagação guiada,,ledningsbunden vågutbredning,导行传播
705-04-63,cut-off frequency (for a mode),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-63,تردد قطع (لنمط),"Grenzfrequenz, <eines Modes> f",cut-off frequency (for a mode),frecuencia de corte,fréquence de coupure (en propagation guidée) f,frequenza di taglio (di un modo),"遮断周波数, <モードの>",모드의 차단주파수,częstotliwość odcięcia (dla propagacji prowadzonej),frequência de corte (em propagação guiada),,gränsfrekvens,"截止频率, <对一个模的>"
705-04-64,slow wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-64,موجة بطيئة,"langsame Welle, f",slow wave,onda lenta,"onde lente, f",onda lenta,遅波,저속파,"fala opoźniona, f",onda lenta,,långsam våg,慢波
705-04-65,fast wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-65,موجة سريعة,"schnelle Welle, f",fast wave,onda rápida,"onde rapide, f",onda rapida,ファーストウェーブ,속파,fala przyspieszona,onda rápida,,snabb våg,快波
705-04-66,surface wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-66,موجة سطحية,"Oberflächenwelle, f",surface wave,onda de superfície,"onde de surface, f",onda di superficie,表面波,표면파,"fala powierzchniowa, f",onda de superfície,,ytvåg,表面波
705-04-67,Zenneck wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-67,موجة زينيك,"Zenneck-Welle, f",Zenneck wave,onda de Zenneck,"onde de Zenneck, f",onda di Zenneck,ツェネック波,젠넥 파,fala Zennecka,onda de Zenneck,,Zenneck-våg,岑内克波
705-04-68,(surface) wave tilt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-68,إنحدار موجة (سطحية),"Wellenneigung, fWellenfrontwinkel, <einer Oberflächenwelle> m",(surface) wave tilt,inclinación de una onda de superficie,"inclinaison d'une onde de surface, f",inclinazione dell'onda (di superficie),表面波動傾斜波動傾斜,표면 파 기울기,fala powierzchniowa nachylonafala nachylona,inclinação de uma onda de superfície,,vridfältslutning ytvågslutning,表面波倾角
705-04-69,leaky wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-69,موجة مسرّبة,"Leckwelle, f",leaky wave,onda de fuga,"onde de fuite, f",onda di fuga (dispersa),漏えい波,누설 파,fala wyciekająca,onda de fuga,,läckvåg,漏波
705-04-70,evanescent field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-70,مجال سريع الزوال,"aperiodisch abklingendes Feld, naperiodisch abklingender Mode, mABGELEHNT: aperiodisch abklingende Welle, f",evanescent fieldevanescent modeDEPRECATED: evanescent wave,campo evanescentemodo evanescenteonda evanescente (desaconsejable),"champ évanescent, mmode évanescent, mDÉCONSEILLÉ: onde évanescente, f",campo evanescentemodo evanescenteonda evanescente (sconsigliato),エバネッセント場,에반네슨트 장무한 장무한 모드,"pole zanikające, nrodzaj zanikający, m",campo evanescentemodo evanescente,,avklingningsfält,速衰场消逝场速衰模消逝模
705-04-71,lateral wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-71,موجة جانبية,"laterale Welle, f",lateral wave,onda lateral,"onde latérale, f",onda laterale,側面波,측면파,fala uboczna,onda lateral,,lateralvåg,侧波
705-05-01,troposphere,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-01,التروبوسفير (الغلاف الجوي السفلي),"Troposphäre, f",troposphere,troposfera,"troposphère, f",troposfera,対流圏,대류권,troposfera,troposfera,,troposfär,对流层
705-05-02,tropopause,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-02,تروبوبوز-أعلى التروبوسفير(منطقة الركود),"Tropopause, f",tropopause,tropopausa,"tropopause, f",tropopausa,対流圏界面,대류권 계면권계면,tropopauza,tropopausa,,tropopaus,对流层顶
705-05-03,stratosphere,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-03,ستراتوسفير (غلاف جوي طبقي),"Stratosphäre, f",stratosphere,estratosfera,"stratosphère, f",stratosfera,成層圏,성층권,stratosfera,estratosfera,,stratosfär,平流层
705-05-04,stratopause,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-04,ستراتوبوز (فاصل طبقي),"Stratopause, f",stratopause,estratopausa,"stratopause, f",stratopausa,成層圏界面,성층권계면,stratopauza,estratopausa,,stratopaus,平流层顶
705-05-05,mesosphere,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-05,ميزوسفير (غلاف متوسط),"Mesosphäre, f",mesosphere,mesosfera,"mésosphère, f",mesosfera,中間圏,중간권,mezosfera,mesosfera,,mesosfär,散逸层
705-05-06,mesopause,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-06,ميزوبوز (الغلاف الجوي بين الميزوسفير والتراتوسفير ),"Mesopause, f",mesopause,mesopausa,"mésopause, f",mesopausa,中間圏界面,중간권 계면,mezopauza,mesopausa,,mesopaus,散逸层顶
705-05-07,temperature inversion (in the troposphere),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-07,انقلاب الحرارة (في التروبوسفير),"Temperaturinversion, <in der Troposphäre> f",temperature inversion (in the troposphere),inversión de temperatura (en la troposfera),inversion de température (dans la troposphère) f,inversione della temperatura (nella troposfera),"気温逆転, <対流圏における>","온도 반전, <대류권>",inwersja temperatury (w jonosferze),inversão de temperatura (na troposfera),,temperaturinversion,"逆温, <在对流层中>"
705-05-08,"mixing ratio, <of water vapour>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-08,"نسبة الخلط, <في بخار الماء>","Mischungsverhältnis, <von Wasserdampf> n","mixing ratio, <of water vapour>DEPRECATED: mass ratio of water vapour to dry gas",proporción de mezcla (de vapor de agua),"rapport de mélange, <de la valeur d'eau> mDÉCONSEILLÉ: rapport de la masse de vapeur d’eau à la masse de gaz sec, m",rapporto della miscela (di vapore acqueo),"混合比, <水蒸気>","혼합비, <수증기>","stosunek zmieszania, <pary wodnej> m","razão de mistura, <do vapor de água>relação de mistura, <do vapor de água>",,ångvot,"混合比, <水蒸气的>"
705-05-09,relative humidity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-09,رطوبة نسبية,"relative Luftfeuchte, f","relative humidityrelative partial pressure, <of water vapour>RH",humedad relativa,"humidité relative, fdegré hygrométrique, mtaux d’humidité, m",umidità relativa,相対湿度,상대습도,"wilgotność względna, f",humidade relativaHR,,relativ fuktighet,"相对湿度相对分压, <水蒸气的>RH"
705-05-10,refractivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-10,إنكسارية (رمز:N ),"Brechwert, m",refractivity,coíndice de refracción,"coïncide (de réfraction), mréfractivité (terme à proscrire) f",rifrattività (simbolo: N),屈折指数,굴절률,refraktywność,refractividadeco‑índice (de refracção),,brytningsmodul,折射率
705-05-11,N-unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-11,وحدة N,"N-Einheit, f",N-unit,unidad N,"unité N, f",unità N,N単位,N-단위,jednostka N,unidade N,,N-enhet,N-单位
705-05-12,modified refractive index,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-12,دليل إنكسار معدل,"modifizierte Brechzahl, f",modified refractive index,índice de refracción modificado,"indice de réfraction modifié, m",indice di rifrazione modificato,修正屈折率,수정 굴절률,współczynnik załamania zmodyfikowany,índice de refracção modificado,,modifierat brytningsindex,修正折射指数
705-05-13,refractive modulus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-13,معامل الإنكسار,"modifizierter Brechwert, m",refractive modulus,módulo de refracción,"module de réfraction, m",modulo di rifrazione (simbolo: M),修正屈折率指数,굴절 모듈러스,moduł załamania,módulo de refracção,,modifierad brytningsmodul,折射模数
705-05-14,M-unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-14,وحدة M,"M-Einheit, f",M-unit,unidad M,"unité M, f",unità M,M単位,M-단위,jednostka M,unidade M,,M-enhet,M-单位
705-05-15,standard refractivity gradient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-15,تدرج الانكسارية القياسي,"Richtwert des Brechwertgradienten, mStandard-N-Gradient, m",standard refractivity gradientstandard - N gradient,gradiente normal (del coíndice de refracción),"gradient normal (du coïndice), m",gradiente di rifrazione normalegradiente N normale,標準屈折率こう配標準Nこう配,표준 굴절률 경사도표준-N 경사도,gradient refraktywności standardowy,gradiente normal de refractividade,,normerad N-gradient,标准折射率梯度标准-N梯度
705-05-16,standard refractive modulus gradient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-16,تدرج معامل الإنكسار القياسي,"Richtwert des modifizierten Brechwertgradienten, mStandard-M-Gradient, m",standard refractive modulus gradientstandard M-gradient,gradiente normal del módulo (del coíndice de refracción),"gradient normal du module de réfraction, m",gradiente del modulo di rifrazione normalegradiente M normale,標準屈折指数こう配標準Mこう配,표준 굴절 모듈러스 경사도표준 M-경사도,gradient modułu załamania standardowy,gradiente normal do módulo de refracção,,normerad M-gradient,标准折射模数梯度标准-M梯度
705-05-17,standard radio atmosphere,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-17,غلاف جوى قياسي,"Standard-Funkatmosphäre, f",standard radio atmosphere,atmósfera normal de radio,"atmosphère (radioélectrique) normale, f",radio atmosfera normale,標準大気,표준대기,atmosfera radiowa standardowa,atmosfera (radioeléctrica) normal,,standardatmosfär,标准无线电大气层
705-05-18,reference atmosphere for refraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-18,غلاف جوى مرجعي للإنكسار,"Referenzatmosphäre, <für Brechung> f",reference atmosphere for refraction,atmósfera de referencia para la refracción,"atmosphère de référence (pour la réfraction), f",atmosfera normale per la rifrazione,基準屈折指数大気,기준 굴절 지수 대기,atmosfera odniesienia dla załamaniaatmosfera odniesienia,atmosfera de referência (para a refracção),,referensatmosfär för brytning,折射参考大气层
705-05-19,standard refraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-19,إنكسار قياسي,"Standardbrechung, f",standard refraction,refracción normal,"réfraction normale, f",rifrazione normale,亜屈折,표준 굴절,załamanie standardowe,refracção normal,,standardbrytning,标准折射
705-05-20,sub-refraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-20,إنكسار فرعى,"Subrefraktion, f",sub-refraction,infrarrefracción,"infraréfraction, f",sub-rifrazione,準標準屈折,부분 굴절,załamanie obniżone,sub-refracção,,subrefraktion,亚折射
705-05-21,super-refraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-21,إنكسار فائق,"Superrefraktion, f",super-refraction,sobrerrefracción,"supraréfraction, fsuperréfraction, f",super-rifrazione,超屈折,초굴절,załamanie podwyższone,sobre-refracção,,superrefraktion,超折射
705-05-22,hydrometeors,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-22,ظواهر جوية مائية,"Hydrometeore, pl",hydrometeors,hidrometeoros,"hydrométéore, m",idrometeora,水微粒子,대기 물미립자대기 물현상,hydrometeor,hidrometeoro,,hydrometeorer,水凝体
705-05-23,precipitation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-23,ترسيب (تساقط),"Niederschlagsintensität, fRegenintensität, f",precipitationrate rainfallrate rain rate,abundancia de precipitaciones,"intensité de précipitation, fintensité de pluie, f",intensità di precipitazioneintensità di pioggia,降水強度降雨強度,강수강수율,intensywność opadów,intensidade de chuvaintensidade de precipitação,,regnintensitet,降水率降雨率
705-05-24,radar reflectivity factor (of hydrometeors),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-24,عامل الانعكاسية للرادار (للظواهر الجوية المائية),"Radarreflektivitätsfaktor, <von Hydrometeoren> mRadarreflektivität, <von Hydrometeoren> f",radar reflectivity factor (of hydrometeors),coeficiente de reflectividad del radar (debido a hidrometeoros),coefficient de réflectivité radar (d'un hydrométéore) m,fattore di riflettività radar (di idrometeore),"レーダ反射係数, <水微粒子の>","레이더 반사 계수, <대기물미립자>",współczynnik odbiciowy radarowy (od hydrometeorów),coeficiente de reflectividade radar (de um hidrometeoro),,,"雷达反射率因子, <水凝体的>"
705-05-31,tropospheric propagation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-31,انتشار في التروبوسفير,"troposphärische Ausbreitung, f",tropospheric propagation,propagación troposférica,"propagation troposphérique, f",propagazione troposferica,対流圏拡散,대류권 전파 전파,propagacja troposferyczna,propagação troposférica,,troposfärutbredning,对流层传播
705-05-32,tropospheric wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-32,موجة تروبوسفيرية,"troposphärische Welle, f",tropospheric wave,onda troposférica,"onde troposphérique, f",onda troposferica,対流圏波,대류권 파,fala troposferyczna,onda troposférica,,troposfärvåg,对流层波
705-05-33,ground wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-33,موجة أرضية,"Bodenwelle, f",ground wave,onda de tierra,"onde de sol, fonde de diffraction, f",onda di terra,地上波,지상파,fala przestrzenna,onda de solo,,markvåg,地波
705-05-34,space wave (deprecated),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-34,موجة فضائية (مصطلح غير مستخدم),,space wave (deprecated),onda espacial (desaconsejado),onde d'espace (terme à proscrire) f,onda di spazio (sconsigliato),空間波,"공간파, deprecated",fala przestrzenna (termin niezalecany),onda de espaço (desaconselhado),,,"空间波, <拒用>"
705-05-35,radio horizon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-35,أفق لاسلكي كهربائي,"Funkhorizont, m",radio horizon,horizonte de radio,"horizon radioélectrique, m",orizzonte radio,電波水平線,전파 수평선,horyzont radiowy,horizonte radioeléctrico,,radiohorisont,无线电地平线
705-05-36,radio horizon distance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-36,مسافة الأفق اللاسلكي الكهربائي,"Abstand zum Funkhorizont, f",radio horizon distanceradio horizon range,distancia al horizonte de radio,"distance à l'horizon radioélectrique, f",distanza dall'orizzonte radio,電波水平線距離,전파 수평선 거리전파 수평선 영역,odległość horyzontu radiowego zasięg horyzontu radiowego,distância ao horizonte radioeléctrico,,radiohorisontavstånd,无线电地平线距离
705-05-37,trans-horizon propagation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-37,انتشار عبر الأفق,"Überhorizontausbreitung, fTranshorizontausbreitung, f",trans-horizon propagation,propagación transhorizóntica,"propagation transhorizon, f",propagazione oltre l'orizzonte,見透し外伝播,가시 외 전파,propagacja pozahoryzontowa,propagação trans-horizonte,,bortomhorisontutbredning,超地平线传播
705-05-38,standard propagation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-38,إنتشار قياسي,"Standardausbreitung, f",standard propagation,propagación normal (troposférica),"propagation (troposphérique) normale, f",propagazione normale,標準伝播,표준 전파,propagacja standardowa,propagação (troposférica) normal,,,标准传播
705-05-39,standard radio horizon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-39,أفق لاسلكي كهربائي قياسي,"Standard-Funkhorizont, m",standard radio horizon,horizonte normal de radio,"horizon radioélectrique normal, m",orizzonte radio elettrico normale,標準電波水平線,표준 전파 수평선,horyzont radiowy standardowy,horizonte radioeléctrico normal,,radiohorisont i standardatmosfär,标准无线电地平线
705-05-40,effective radius of the Earth,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-40,نصف القطر الفعال للأرض,"effektiver Erdradius, m",effective radius of the Earth,radio equivalente de la tierra,"rayon terrestre équivalent, m",raggio effettivo della Terra,等価地球半径,유효 지구 반경,promień Ziemi skuteczny,raio terrestre equivalente,,effektiv jordradie,等效地球半径
705-05-41,effective Earth-radius factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-41,عامل نصف القطر الفعال للأرض,"Krümmungsfaktor, m",effective Earth-radius factor,factor del radio equivalente de la Tierra,"facteur multiplicatif du rayon terrestre, m",fattore del raggio terrestre (simbolo: k),等価地球半径係数,유효 지구 반경 계수,współczynnik skutecznego promienia Ziemi,factor do raio terrestre equivalente,,jordradiefaktor,等效地球半径因子
705-05-42,equivalent gradient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-42,تدرج مكافئ,"äquivalenter Gradient, m",equivalent gradient,gradiente equivalente,"gradient équivalent, m",gradiente equivalente,等価こう配,등가 기울기,gradient zastępczy,gradiente equivalente,,ekvivalent gradient,等效梯度
705-05-43,(tropospheric) layer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-43,طبقة (تروبوسفير),"troposphärische Schicht, fSchicht, f",(tropospheric) layer,capa (troposférica),"couche (troposphérique), ffeuillet (troposphérique), m",strato (troposferico),対流圏層層,대류권 계층,warstwa troposferycznawarstwa,camada (tropoesférica),,troposfärskikt,对流层的分层
705-05-44,ducting layer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-44,طبقة مجروية,"ductverursachende Schicht, f",ducting layer,capa conductora,"couche de guidage, f",strato conduttore,ダクト層,덕팅 층,warstwa duktowa,camada de guiamento,,ledande skikt,导波分层
705-05-45,tropospheric (radio)duct,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-45,مجرى تروبوسفيرك (لاسلكي),"troposphärischer Duct, mDuct, m",tropospheric (radio)duct,guía troposférica (de radio),"conduit (troposphérique), mguide troposphérique, m",condotto (radio) troposferico,対流圏ラジオダクト対流圏ダクト,대류권 전파 덕트,dukt radiowy troposferycznydukt troposferyczny,guia troposférica,,ledskikt,对流层无线电波导
705-05-46,ground based duct,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-46,مجرى موجود على الأرض,"Bodenduct, m",ground based ductsurface duct,guía con frontera terrestre,"conduit au sol, mconduit de surface, m",condotto al suolocondotto di superficie,接地ダクト地球面ダクト,지상 기반 덕트지표면 덕트,dukt powierzchniowy dukt przyziemny,guia com fronteira de solo,,markledskikt,地基波导表面波导
705-05-47,elevated duct,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-47,مجرى مرفوع,"hochgelegener Duct, m",elevated duct,guía sin frontera terrestre,"conduit élevé, m",condotto elevato,上空ダクト,고공 덕트,dukt nadziemny,guia elevada,,,悬空波导
705-05-48,duct thickness,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-48,سُمك المجرى,"Dicke eines Ducts, f",duct thickness,espesor de la guía,"épaisseur du conduit, f",spessore del condotto,ダクトの厚さ,덕트 두께,grubość duktu,espessura de guia,,ledskiktstjocklek,波导厚度
705-05-49,duct height,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-49,ارتفاع المجرى,"Ducthöhe, f",duct height,altura de la guía,"hauteur du conduit, f",altezza del condotto,ダクトの高さ,덕트 높이,wysokość duktu,altura de guia,,ledskiktshöjd,波导高度
705-05-50,ducting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-50,التوجيه بالمجاري,"Ductausbreitung, f",ducting,propagación guiada,"propagation (troposphérique) guidée, f",propagazione in un condotto,ダクティング,덕팅,tworzenie duktu,propagação troposférica guiada,,ledskiktsutbredning,沿波导传播
705-05-51,spherical diffraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-51,انعطاف (حيود) كروي,"sphärische Beugung, f",spherical diffraction,difracción esférica,"diffraction sphérique, f",diffrazione sferica (propagazione),球面回折,구면 회절,ugięcie sferyczne (propagacji),difracção esférica,,sfärisk diffraktion,球面绕射传播
705-05-52,edge diffraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-52,انعطاف (حيود) حافة,"Kantenbeugung, f",edge diffraction,difracción por una arista,"diffraction par une arête, f",diffrazione ai bordi,エッジ回折,가장자리 회절,ugięcie krawędziowe,difracção por uma aresta,,kantdiffraktion,边缘绕射
705-05-53,knife-edge diffraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-53,حيود حد السكين,"Beugung an einer scharfen Kante, f",knife-edge diffraction,difracción por una Iámina,"diffraction par une arête vive, fdiffraction par une arête en lame de couteau, f",diffrazione ai bordi vivi,ナイフエッジ回折,칼날 가장자리 회절,ugięcie ostrzowe,difracção por uma lâmina,,kniveggsdiffraktion,刃形绕射
705-05-54,diffraction region,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-54,منطقة الحيود,"Beugungszone, f",diffraction region,zona de difracción,"zone de diffraction, f",zona di diffrazione,回折域,회절 영역,strefa ugięciowastrefa dyfrakcyjna,zona de difracção,,diffraktionszon,绕射区
705-05-55,tropospheric scatter (propagation),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-55,انتشار(تبعثر) تروبوسفيرى,"troposphärische Streuausbreitung, f",tropospheric scatter (propagation),(propagación) por dispersión troposférica,"(propagation par) diffusion troposphérique, f",diffusione troposferica (propagazione),対流圏散乱伝搬対流圏散乱,대류권 산란 전파,rozpraszanie troposferyczne propagacjirozpraszanie troposferyczne,(propagação por) difusão troposférica,,troposfärspridning,对流层散射传播
705-05-56,scattering region,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-56,منطقة التبعثر,"Streuzone, f",scattering region,zona de difusión,zone de (réception par) diffusion (troposphérique) f,zona di diffusione,散乱域,산란 영역,strefa rozpraszania troposferycznegostrefa rozpraszania,zona de difusão (troposférica),,spridningszon,散射区
705-05-57,precipitation scatter (propagation),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-57,انتشار تبعثر الترسيب,"Niederschlagsstreuung, f",precipitation scatter (propagation),dispersión (propagación) por precipitaciones,"(propagation par) diffusion par les précipitations, f",diffusione dovuta alla precipitazione (propagazione),降水散乱伝搬降水散乱,강수 산란 전파,rozpraszanie opadowe,(propagação por) difusão por precipitações,,nederbördsspridning,降水散射传播
705-05-58,obstacle gain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-58,كسب العائق,"Hindernisgewinn, m",obstacle gain,ganancia de obstáculo,"gain d'obstacle, m",guadagno d'ostacolo,回折利得,장애물 이득,zysk przeszkodowy,ganho de obstáculo,,hindervinst,障碍增益
705-05-59,height gain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-59,كسب الارتفاع,"Höhengewinn, m",height gain,ganancia de altura,"gain de hauteur, m",guadagno di altezza,高さ利得,높이 이득,zysk wysokościowy,ganho de altura,,höjdvinst,高度增益
705-05-60,gain degradation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-60,تدهور الكسب,"Gewinnmaß-Degradation, fAntennengewinnminderung, f",gain degradationantenna to medium coupling loss,caída de ganancia,"baisse de gain d'antenne, f",degradazione del guadagnoperdita di accoppiamento antenna-mezzo,利得低下アンテナ結合損,이득 열화안테나 매체 결합 손실,zmniejszenie zysku,perda de ganho de antena,,antennkopplingsförlust,增益降低天线媒质耦合损耗
705-05-61,path antenna gain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-61,كسب هوائي لمسار,"Funkfeld-Antennengewinnmaß, n",path antenna gain,ganancia de antenas en un trayecto,"gain des antennes pour un trajet, m",guadagno d'antenna di tragitto,通路アンテナ利得,경로 안테나 이득,zysk antenowy wynikowy w torze linii radiowej,ganho das antenas num trajecto,,länksystemets antennvinst,路径天线增益
705-05-62,…..,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-05-62,خطوة (تـداخل او تشابك),"Schwebungswellenlänge, f",…..,paso (de interferencia),pas (d'interférence) m,passo (d'interferenza),電磁場距離,전자장 거리,odległość interferencyjna między ekstremami pola elektromagnetycznegoodległość interferencyjna między ekstremami,passo (de interferência),,fädningssträcka,电磁场距离
705-06-01,ion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-06-01,أيون,"Ion, n",ion,ion,"ion, m",ione,イオン,이온,"jon, m",ião,,jon,离子
705-06-02,ionization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-06-02,التأين,"Ionisation, fIonisierung, f",ionization,ionización,"ionisation, f",ionizzazione,イオン化,이온화,"jonizacja, f",ionização,,jonisering,电离
705-06-03,photo-ionization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-06-03,تأين ضوئي,"Photo-Ionisation, f",photo-ionization,fotoionización,"photo-ionisation, fionisation par rayonnement, f",foto ionizzazione,光電離,광 이온화광전리,fotojonizacja,foto-ionização,,fotojonisering,光电离
705-06-04,plasma,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-06-04,بلازما,"Plasma, n",plasma,plasma,"plasma, m",plasma,プラズマ,플라스마,plazma,plasma,,plasma,等离子体
705-06-05,electron density,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-06-05,كثافة إلكترونية,"Elektronendichte, f",electron densityelectron concentrationionization (deprecated in this sense),concentración electrónicadensidad electrónicaionización (desaconsejado en este sentido),"densité électronique, fconcentration électronique, fionisation (terme à proscrire dans ce sens) f",densità elettronicaconcentrazione elettronicaionizzazione (sconsigliato),電子密度電子濃度電離,전자밀도,gęstość elektronów koncentracja elektronów,densidade electrónicaconcentração electrónicaionização (desaconselhado neste sentido),,elektrontäthet,电子密度电子浓度
