term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sr,sv,zh
441-15-23,"contact element,  (of a control switch)",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-15-23,عنصر تلامس,"Schaltglied (eines Hilfsstromschalters), n","contact element,  (of a control switch)",elemento de contacto (de un auxiliar de mando),kosketinelementti,élément de contact (d'un auxiliaire de commande) m,elemento di contatto,接触要素,"접점 요소, <제어개폐>","контактын элемент, <удирдлагын таслуурын>",kontaktelement,człon łączeniowy (łącznika sterowniczego),elemento de contacto (de um auxiliar de comando),"контактни елемент , <управљачке склопке> м јд",kontaktelement,"触头元件, <控制开关的>"
441-15-24,electrically separated contact elements,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-15-24,عناصر تلامس منفصلة كهربائيا,"elektrisch isolierte Schaltglieder, n, pl",electrically separated contact elements,elementos de contacto eléctricamente separados,sähköisesti erotetut kosketinelementit,"éléments de contact électriquement séparés, m pl",elementi di contatto elettricamente separati,電気的に分離された接触要素,전기적 격리 접점 소자,цахилгааны хувьд тусгаарлагдсан контактын элементүүд,elektrisk åtskilde kontaktelement,człony łączeniowe (łącznika sterowniczego) izolowane,elementos de contacto electricamente separados,"електрично раздвојени контактни елементи, м мн",elektriskt separerade kontaktelement,电气分离触头元件
441-15-25,position indicating device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-15-25,معدة تأشير موضع,"Schaltstellungsanzeiger, m",position indicating device,indicador de posición,asennonosoitin,"indicateur de position, m",dispositivo indicatore di posizione,位置指示装置,위치 지시 장치위치 표시기,байрлал заагч,stillingsindikator,wskaźnik stanu łącznika,indicador de posição de tomada,"показивач положаја, м јд",lägesvisare,位置指示装置
441-16-01,operation (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-01,عملية-تشغيل,"Betätigung (eines mechanischen Schaltgeräts), fSchaltung (eines mechanischen Schaltgeräts), f",operation (of a mechanical switching device),maniobra (de un aparato mecánico de conexión),toiminta,manoeuvre (d'un appareil mécanique de connexion) f,operazione; manovra,作動動作,"작동, <기계개폐장치>조작, <기계개폐장치>작업, <기계개폐장치>","үйлдэл, <механик таслах, залгах төхөөрөмжийн>",manøver,przestawienie (łącznika mechanizmowego),manobra (de um aparelho mecânico de conexão),"операција, <механичког расклопног апарата> ж јд",manöver,"操作, <机械开关装置的>"
441-16-02,operating cycle (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-02,دورة تشغيلية,"Schaltspiel (eines mechanischen Schaltgeräts), n",operating cycle (of a mechanical switching device),ciclo de maniobras (de un aparato mecánico de conexión),toimintajakso,cycle de manoeuvres (d'un appareil mécanique de connexion) m,ciclo di operazioni,動作サイクル,"운전 사이클, <기계개폐장치>작동 사이클, <기계개폐장치>작동 주기, <기계개폐장치>","үйлдлийн цикл, <механик таслах, залгах төхөөрөмжийн>",syklus,cykl przestawieniowy (łącznika mechanizmowego),ciclo de manobras (de um aparelho mecânico de conexão),"циклус операција , <механичког расклопног апарата> м јд",manövercykel,"操作循环, <机械开关装置的>"
441-16-03,operating sequence (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-03,تعاقب تشغيلى,"Schaltfolge (eines mechanischen Schaltgeräts), f",operating sequence (of a mechanical switching device),secuencia de maniobras (de un aparato mecánico de conexión),toimintaketju,séquence de manoeuvres (d'un appareil mécanique de connexion) f,sequenza di operazioni,動作責務（開閉機器の）開閉機器の動作責務,"작동 순서, <기계개폐장치>동작 순서, <기계개폐장치>","үйлдлийн дэс дараалал, <механик таслах, залгах төхөөрөмжийн>",sekvens,szereg przestawieniowy (łącznika mechanizmowego),sequência de manobras (de um aparelho mecânico de conexão),"след операција , <механичког расклопног апарата> м јд",manöverföljd,"操作顺序, <机械开关装置的>"
441-16-04,manual control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-04,تحكم يدوى,"Handsteuerung, f",manual control,mando manual,käsiohjaus,"commande manuelle, f",comando manuale,手動制御,수동 제어,гар удирдлага,manuell styring,sterowanie ręczne,comando manual,"ручно управљање, с јд",handmanövrering,人力控制
441-16-05,automatic control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-05,تحكم اتوماتيكى,"automatische Steuerung, f",automatic control,mando automático,automaattiohjaus,"commande automatique, f",comando automatico,自動制御,자동 제어,автомат удирдлага,automatisk styring,sterowanie automatyczne,comando automático,"аутоматско управљање, с јд",automatisk manövrering,自动控制
441-16-06,local control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-06,تحكم محلى,"Vor-Ort-Steuerung, f",local control,mando directo,paikallisohjaus,"commande directe, f",comando diretto,現場制御ローカル制御,국부 제어,тухайн хэсгийн удирдлага,lokal styring,sterowanie miejscowe,comando directo,"локално управљање, с јд",direkt manövrering,本地控制
441-16-07,remote control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-07,تحكم عن بعد,"Fernsteuerung, f",remote control,mando a distanciatelemando,kauko-ohjaus,"commande à distance, ftélécommande, f",comando a distanza; telecomando,遠隔制御リモート制御,원격 제어원격 조정,алсын зайн удирдлага,fjernstyring,sterowanie zdalne,comando à distânciatelecomando,"даљинско управљање, с јд",avståndsmanövrering,远地控制
441-16-08,closing operation (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-08,تشغيل غلق,"Schließen (eines mechanischen Schaltgeräts), n",closing operation (of a mechanical switching device),maniobra de cierre (de un aparato mecánico de conexión),sulkeminen,manoeuvre de fermeture (d'un appareil mécanique de connexion) f,operazione di chiusura,投入動作,"닫힘, <기계개폐장치>","нийлэх үйлдэл, <механик таслах, залгах төхөөрөмжийн>",lukkemanøver,zamykanie (łącznika mechanizmowego),manobra de fecho (de um aparelho mecânico de conexão),"затварање, <механичког расклопног апарата> с јд",tillslag,"合闸操作, <机械开关装置的>"
441-16-09,opening operation (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-09,تشغيل فتح,"Öffnen (eines mechanischen Schaltgeräts), n",opening operation (of a mechanical switching device),maniobra de apertura (de un aparato mecánico de conexión),avaaminen,manoeuvre d'ouverture (d'un appareil mécanique de connexion) f,operazione di apertura,開放動作,"개로 작동, <기계개폐장치>","салах үйлдэл, <механик таслах, залгах төхөөрөмжийн>",opnemanøver,otwieranie (łącznika mechanizmowego),manobra de abertura (de um aparelho mecânico de conexão),"отварање, <механичког расклопног апарата> с јд",frånslag,"分闸操作, <机械开关装置的>"
441-16-10,auto-reclosing (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-10,إعادة الغلق ذاتيا,"selbsttätiges Wiederschließen (eines mechanischen Schaltgeräts), n",auto-reclosing (of a mechanical switching device),reenganche automático (de un aparato mecánico de conexión),jälleenkytkentäautomaattinen jälleenkytkentä,refermeture automatique (d'un appareil mécanique de connexion) f,richiusura,自動再投入,"자동 재폐로, <기계개폐장치>","автоматаар дахин залгах, <механик таслах, залгах төхөөрөмжийн>",automatisk gjeninnkopling,samoczynne ponowne zamykanie (łącznika mechanizmowego)  SPZ (łącznika mechanizmowego),religação automática (de um aparelho mecânico de conexão),"аутоматско поновно укључење , <механичког расклопног апарата> с јд",återtillslag,"自动重合闸, <机械开关装置的>"
441-16-11,positive opening operation (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-11,تشغيل مفتوح ايجابى,"Zwangsöffnung (eines mechanischen Schaltgeräts), f",positive opening operation (of a mechanical switching device),maniobra positiva de apertura (de un aparato mecánico de conexión),pakkotoiminen avaus,manoeuvre positive d'ouverture (d'un appareil mécanique de connexion) f,manovra di apertura positivsoperazione di apertura con rinvii meccanici rigidi,強制開放動作,"순방향 개로 작동, <기계개폐장치>","бүрэн салах үйлдэл, <механик таслах, залгах төхөөрөмжийн>",tvangsopning,otwieranie skuteczne (łącznika mechanizmowego) otwieranie niezawodne (łącznika mechanizmowego),manobra positiva de abertura (de um aparelho mecânico de conexão),"позитивно отварање , <механичког расклопног апарата> с јд",tvångsbrytning,"正向分闸操作, <机械开关装置的>"
441-16-12,positively driven operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-12,تشغيل مقاد إيجابى,"Zwangsführung (von Hilfskontakten), f",positively driven operation,maniobra efectuada positivamente,apukoskettimien pakkotoiminen ohjaus,"manoeuvre effectuée positivement, f",manovra effettuata positivamenteoperazione effettuata con rinvio meccanico rigido,強制駆動動作,순방향 구동 작동,бүрэн гүйцэтгэсэн үйлдэл,tvangsføring,przestawienie skuteczne (łącznika mechanizmowego) przestawienie niezawodne (łącznika mechanizmowego),manobra efectuada positivamente,"позитивно покретање, с јд",tvångsstyming,正向驱动操作
441-16-13,dependent manual operation (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-13,تشغيل يدوى غير مستقل,"abhängige Handbetätigung (eines mechanischen Schaltgeräts), f",dependent manual operation (of a mechanical switching device),maniobra manual dependiente (de un aparato mecánico de conexión),ohjaajasta riippuva käsikäyttö,manoeuvre dépendante manuelle (d'un appareil mécanique de connexion) f,manovra manuale dipendente,手動依存動作,"간접 수동 조작, <기계개폐장치>","гарын хүчнээс хамааралтай үйлдэл, <механик таслах, залгах төхөөрөмжийн>",avhengig manuell betening,przestawienie ręczne zależne (łącznika mechanizmowego),manobra dependente manual (de um aparelho mecânico de conexão),"зависно ручно покретање , <механичког расклопног апарата> с јд",beroende handmanöver,"有关人力操作, <机械开关装置的>"
441-16-14,dependent power operation (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-14,تشغيل قدرة غير مستقل,"abhängige Kraftbetätigung (eines mechanischen Schaltgeräts), f",dependent power operation (of a mechanical switching device),"maniobra dependiente con fuente de energía exterior (de un aparato mecánico
de conexión)",voimanlähteestä riippuva toiminta,manoeuvre dépendante à source d'énergie extérieure (d'un appareil mécanique de connexion) f,manovra dipendente mediante sorgente esterna di energia,電力依存動作,"간접 동력 작동, <기계개폐장치>","эрчим хүчнээс хамааралтай үйлдэл, <механик таслах, залгах төхөөрөмжийн>",avhengig automatisk manøver,przestawienie maszynowe zależne (łącznika mechanizmowego),manobra dependente de fonte de energia exterior (de um aparelho mecânico de conexão),"зависно енергетско покретање , <механичког расклопног апарата> с јд",beroende kraftmanöver,"动力操作, <机械开关装置的>"
441-16-15,stored energy operation (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-15,تشغيل بطاقة مخزونة,"Kraftspeicherbetätigung (eines mechanischen Schaltgeräts), f",stored energy operation (of a mechanical switching device),maniobra con acumulación de energía (de un aparato mecánico de conexión),virityskäyttö,manoeuvre à accumulation d'énergie (d'un appareil mécanique de connexion) f,manovra di accumulazione di energia,蓄積エネルギー動作,"저장 에너지에 의한 작동, <기계개폐장치>","хадгалсан энергиэр хийгддэг үйлдэл, <механик таслах, залгах төхөөрөмжийн>",energilagret manøver,przestawienie zasobnikowe (łącznika mechanizmowego),manobra com acumulação de energia (de um aparelho mecânico de conexão),"покретање акумулираном енергијом , <механичког расклопног апарата> с јд",manöver med upplagrad energi,"储能操作, <机械开关装置的>"
441-16-16,independent manual operation (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-16,تشغيل يدوى مستقل,"unabhängige Handbetätigung (eines mechanischen Schaltgeräts), f",independent manual operation (of a mechanical switching device),maniobra manual independiente (de un aparato mecánico de conexión),ohjaajasta riippumaton käsikäyttö,manoeuvre indépendante manuelle (d'un appareil mécanique de connexion) f,manovra manuale indipendente,独立手動操作,"독립 수동 조작, <기계개폐장치>","гараар хийгддэг, бие даасан үйлдэл, <механик таслах, залгах төхөөрөмжийн>",uavhengig manuell betening,przestawienie ręczne niezależne (łącznika mechanizmowego),manobra independente manual (de um aparelho mecânico de conexão),"независно ручно покретање , <механичког расклопног апарата> с јд",oberoende handmanöver,"无关人力操作, <机械开关装置的>"
441-16-17,actuating force,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-17,قوة تشغيل,"Betätigungskraft, f",actuating force,esfuerzo de mando,ohjausvoima,"effort de commande, m",forza di azionamento,作動力,작동력,хөдөлгөөнд оруулах хүч,pådragskraft,siła napędowa,força de comando,"управљачка сила , ж јд",manöverkraft,操作力
441-16-18,actuating moment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-18,عزم تشغيل,"Betätigungsmoment, n",actuating moment,momento de mando,ohjausmomentti,"moment de commande, m",momento di azionamento,作動モーメント,작동 모멘트,хөдөлгөөнд оруулах момент,pådragmoment,moment napędowy,binário de comando,"управљачки моменат, м јд",manövermoment,操作力矩
441-16-19,restoring force,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-19,قوة الإستعادة,"Rückstellkraft, f",restoring force,esfuerzo de restauraciónesfuerzo de retorno,palauttava voima,"effort de rappel, m",forza di richiamo,復元力,복구력,буцаах хүч,tilbakestillingskraft,siła powrotowa,força de retorno,"сила враћања, ж јд",återställningskraft,恢复力
441-16-20,restoring moment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-20,عزم الإستعادة,"Rückstellmoment, n",restoring moment,momento de restauraciónmomento de retorno,palauttava momentti,"moment de rappel, m",momento di richiamo,復元モーメント,복구 모멘트,буцаах момент,tilbakestillingsmoment,moment powrotowy,binário de retorno,"моменат враћања, м јд",återställningsmoment,恢复力矩
441-16-21,travel (of a mechanical switching device or a part thereof),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-21,تحرك - سير,"Weg, m",travel (of a mechanical switching device or a part thereof),carrera (de un aparato mecánico de conexión o de una de sus partes)recorrido (de un aparato mecánico de conexión o de una de sus partes),liike,course (pour un appareil mécanique de connexion ou une partie de celui-ci) f,corsa,作動量,"조작 범위, <기계개폐장치 및 그 부분>이동량, <기계개폐장치 및 그 부분>운동량, <기계개폐장치 및 그 부분>","шилжих хөдөлгөөн, <механик таслах, залгах төхөөрөмжийн эсвэл түүний эд ангийн>",vandring,droga przemieszczenia (łącznika mechanizmowego lub jego części).,curso (de um aparelho mecânico de conexão ou uma parte deste),"ход, <механичког расклопног апарата или његовог дела> м јд",rörelse,"行程, <机械开关装置或其部件的>"
441-16-22,closed position (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-22,وضع غلق,"geschlossene Stellung (eines mechanischen Schaltgeräts), f",closed position (of a mechanical switching device),posición cerrado (de un aparato mecánico de conexión)posición de cierre (de un aparato mecánico de conexión),kiinniasento,position de fermeture (d'un appareil mécanique de connexion) f,posizione di chiuso,閉鎖位置,"폐쇄 위치, <기계개폐장치>","нийлсэн байрлал, <механик таслах, залгах төхөөрөмжийн>",lukka stilling,stan zamknięcia (łącznika mechanizmowego),posição fechada (de um aparelho mecânico de conexão),"затворени положај , <механичког расклопног апарата> м јд",tilläge,"合闸位置, <机械开关装置的>"
441-16-23,open position (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-23,وضع فتح,"offene Stellung (eines mechanischen Schaltgeräts), f",open position (of a mechanical switching device),posición abierto (de un aparato mecánico de conexión)posición de apertura (de un aparato mecánico de conexión),aukiasento,position d'ouverture (d'un appareil mécanique de connexion) f,posizione di aperto,開放位置,"개방 위치, <기계개폐장치>","салсан байрлал, <механик таслах, залгах төхөөрөмжийн>",open stilling,stan otwarcia (łącznika mechanizmowego),posição aberta (de um aparelho mecânico de conexão),"отворени положај , <механичког расклопног апарата> м јд",frånläge,"分闸位置, <机械开关装置的>"
441-16-24,position of rest (of a contactor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-24,وضع الراحة,"Ruhestellung (eines Schützes), f",position of rest (of a contactor),posición de reposo (de un contactor),lepoasento,position de repos (d'un contacteur) f,posizione di riposo,休止位置,"정지 위치, <접촉기>","тайван байх байрлал, <контакторын>",kvilestilling,stan spoczynkowy (stycznika),posição de repouso (de um contactor),"положај мировања , <контактора> м јд",viloläge,"休止位置, <接触器的>"
441-16-25,service position (of a removable part),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-25,,"Betriebsstellung (eines herausnehmbaren Teils), f",service position (of a removable part)connected position  (of a removable part),posición conectada (de una parte desmontable)posición de servicio (de una parte desmontable),,position de service (d'une partie amovible) fposition raccordée (d'une partie amovible),posizione di servizio (di une parte mobile)posizione «collegato» (di une parte mobile),,"운전위치, <구동부>접속 위치, <구동부>","ажлын байрлал, <салган авч болдог эд ангийн>холбогдсон байрлал, <салган авч болдог эд ангийн>",,położenie pracy (członu ruchomego),posição de serviço (de uma parte amovível)posição conectada (de uma parte amovível),"радни положај, <одвојивог дела> м јд",driftläge,"工作位置, <可移开部件的>联接位置, <可移开部件的>"
441-16-26,earthing position (of a removable part),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-26,وضع التأريض,"Erdungsstellung (eines herausnehmbaren Teils), f",earthing position (of a removable part),posición de puesta a tierra (de una parte desmontable),maadoitusasento,position de mise à la terre (d'une partie amovible) f,posizione di messa a terra,接地位置,"접지위치, <구동부>","газардуулах байрлал, <салган авч болдог эд ангийн>",jorda posisjon (for del som kan trekkjast ut),położenie uziemienia (członu ruchomego),posição de conexão à terra (de uma parte amovível)posição de ligação à terra (de uma parte amovível) (desaconselhado),"положај уземљавања , <одвојивог дела> м јд",jordningsläge,"接地位置, <可移开部件的>"
441-16-27,test position (of a withdrawable part),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-27,وضع إختبار,"Prüfstellung (eines Trennteils), f",test position (of a withdrawable part),posición de ensayo (de una parte desenchufable),koestusasento,position d'essai (d'une partie débrochable) f,posizione di prova,試験位置,"시험 위치, <인출부>","туршилтын байрлал, <сугардаг эд ангийн>",prøvingsposisjon (for del som kan trekkjast ut),stan próby (członu wysuwnego),posição de ensaio (de uma parte extraível),"испитни положај , <извлачивог дела> м јд",provningsläge,"试验位置, <可抽出部件的>"
441-16-28,disconnected position (of a withdrawable part),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-28,وضع مفصول,"Trennstellung (eines Trennteils), f",disconnected position (of a withdrawable part)isolated position  (of a withdrawable part),posición de seccionamiento (de una parte desenchufable),erotusasento,position de sectionnement (d'une partie débrochable) f,posizione di sezionamento,切断位置,"단로 위치, <인출부>","салсан байрлал, <сугардаг эд ангийн>",åtskild posisjon (for del som kan trekkjast ut),położenie odłączenia (zespołu wysuwnego),posição de seccionamento (de uma parte extraível),"раставни положај, <извлачивог дела> м јд",frånskiljt läge,"隔离位置, <可抽出部件的>"
441-16-29,removed position (of a removable part),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-29,وضع الإزالة,"Außenstellung (eines herausnehmbaren Teils), f",removed position (of a removable part),posición de desmontaje (de una parte desmontable),ulosotettu asento,position de retrait (d'une partie amovible) f,posizione di estratto; posizione rimossa,取り外し位置,"구동 위치, <구동부>","салган авсан байрлал, <сугардаг эд ангийн>",frigjord posisjon (for del som kan trekkjast ut),położenie oddzielenia (członu ruchomego),posição de retirada (de uma parte extraível),"одвојени положај , <одвојивог дела> м јд",frigjort läge,"移开位置, <可移开部件的>"
441-16-30,fixed trip mechanical switching device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-30,معدة وصل وفصل ميكانيكية ثابته الفصل,"mechanisches Schaltgerät mit bedingter Auslösung, n",fixed trip mechanical switching device,aparato mecánico de conexión con disparo condicionado,ehdollisesti laukeava kytkinlaite,"appareil mécanique de connexion à déclenchement conditionné, m","apparecchio meccanico di manovra ad apertura
condizionata",固定トリップ機械式開閉装置,고정 트립 기계식 개폐 장치,"тогтсон байрлалд суллах механизмтай механик таслах, залгах төхөөрөмж",mekanisk koplingsapparat med sperra utløysing,łącznik mechanizmowy o wyzwalaniu ograniczonym,aparelho mecânico de conexão com disparo condicionado,"механички расклопни апарат са условним окидањем, м јд",mekanisk elkopplare med spärrad utlösning,固定脱扣机械开关装置
441-16-31,trip-free mechanical switching device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-31,معدة وصل وفصل ميكانيكية حرة الفصل,"mechanisches Schaltgerät mit Freiauslösung, n",trip-free mechanical switching device,aparato mecánico de conexión con disparo libre,vapaalaukaisukytkinlaite,"appareil mécanique de connexion à déclenchement libre, m",apparecchio meccanico di manovra ad apertura libera,自由トリップ機械式開閉装置,무트립 기계식 개폐 장치,"чөлөөтэй суллах механизмтай механик таслах, залгах төхөөрөмж",mekanisk koplingsapparat med friløpsutløysar,łącznik mechanizmowy o wyzwalaniu swobodnym,aparelho mecânico de conexão com disparo livre,"механички расклопни апарат са слободним окидањем, м јд",mekanisk elkopplare med friutlösning,自由脱扣机械开关装置
441-16-32,instantaneous release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-32,إعتاق لحظى,"unverzögerter Auslöser, m",instantaneous release,disparador instantáneo,pikalaukaisin,"déclencheur instantané, m",sganciatore istantaneo,無遅延釈放,순시 해제,эгшин зуурын суллах хэрэгсэл,momentanutløysar,wyzwalacz bezzwłoczny,disparador instantâneo,"тренутни окидач, м јд",momentanutlösare,瞬时脱扣器
441-16-33,overcurrent release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-33,اعتاق بزيادة التيار,"Überstromauslöser, m",overcurrent release,disparador de sobreintensidad,ylivirtalaukaisin,"déclencheur à maximum de courant, m",sganciatore di massima corrente,過電流釈放,과전류 해방,гүйдлийн ихсэлтийн суллах хэрэгсэл,overstraumsutløysar,wyzwalacz nadprądowy wyzwalacz przetężeniowy,disparador de máximo de corrente,"прекострујни окидач, м јд",överströmsutlösare,过流脱扣器
441-16-34,definite time-delay overcurrent release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-34,إعتاق بزيادة التيار بتأخير زمنى محدد,"unabhängig verzögerter Überstromauslöser, m",definite time-delay overcurrent release,disparador de sobreintensidad con retardo independiente,vakioaikaylivirtalaukaisin,"déclencheur à maximum de courant à retard indépendant, m","sganciatore di massima corrente a ritardo
indipendente",限定遅延過電流釈放,정한시 지연 과전류 해제,тодорхой хугацааны барилттай гүйдлийн ихсэлтийн суллах хэрэгсэл,overstraumsutløysar med fastsett forseinking,wyzwalacz nadprądowy niezależnywyzwalacz nadprądowy o zwłoce niezależnej,disparador de máximo de corrente de tempo independente,"прекострујни окидач са независним кашњењем, м јд",överströmsutlösare med konstant fördröjning,定时限过流脱扣器
441-16-35,inverse time-delay overcurrent release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-35,إعتاق بزيادة التيار مع علاقة عكسية بين التيار والزمن,"abhängig verzögerter Überstromauslöser, m",inverse time-delay overcurrent release,disparador de sobreintensidad de tiempo inverso,käänteishidasteinen ylivirtalaukaisin,"déclencheur à maximum de courant à temps inverse, m",sganciatore di massima corrente a ritardo dipendente,逆遅延過電流釈放,반한시 지연 과전류 해제,урвуу хамааралтай хугацааны барилттай гүйдлийн ихсэлтийн суллах хэрэгсэл,overstraumsutløysar med invers forseinking,wyzwalacz nadprądowy zależnywyzwalacz nadprądowy o zwłoce zależnej,disparador de máximo de corrente de tempo inverso,"прекострујни окидач са инверзним кашњењем, м јд",överströmsutlösare med invert fördröjning,反时限过流脱扣器
441-16-36,direct overcurrent release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-36,اعتاق مباشر بزيادة التيار,"Primärstromauslöser, m",direct overcurrent release,disparador directo de sobreintensidad,ensiöylivirtalaukaisin,"déclencheur direct à maximum de courant, m",sganciatore primario di massima corrente,直接過電流釈放,직접 과전류 해제,шууд ажиллагаатай гүйдлийн ихсэлтийн суллах хэрэгсэл,direkte overstraumsutløysar,wyzwalacz nadprądowy bezpośredni,disparador directo de máximo de correnterelé directo de máximo de corrente (desaconselhado),"директни прекострујни окидач, м јд",direkt överströmsutIösare,直接过流脱扣器
441-16-37,indirect overcurrent release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-37,اعتاق غير مباشر بزيادة التيار,"Sekundärstromauslöser, m",indirect overcurrent release,disparador indirecto de sobreintensidad,toisioylivirtalaukaisin,"déclencheur indirect à maximum de courant, m",sganciatore secondario di massima corrente,間接過電流釈放,간접 과전류 해제,шууд бус ажиллагаатай гүйдлийн ихсэлтийн суллах хэрэгсэл,indirekte overstraumsutløysar,wyzwalacz nadprądowy pośredni,disparador indirecto de máximo de corrente,"индиректни прекострујни окидач, м јд",indirekt överströmsutIösare,间接过流脱扣器
441-16-38,overload release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-38,اعتاق بزيادة الحمل,"Überlastauslöser, m",overload release,disparador de sobrecarga,ylikuormituslaukaisin,"déclencheur de surcharge, m",sganciatore di sovraccarico,過負荷釈放,과부하 개방,хэт ачааллын суллах хэрэгсэл,overlastutløysar,wyzwalacz przeciążeniowy,disparador de sobrecarga,"окидач преоптерећења, м јд",överlastutlösare,过载脱扣器
441-16-39,thermal overload release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-39,اعتاق حرارى بزيادة الحمل,"thermischer Überlastauslöser, m",thermal overload release,disparador térmico de sobrecarga,terminen ylikuormituslaukaisin,"déclencheur thermique de surcharge, m",sganciatore termico di sovraccarico,熱過負荷釈放,열 과부하 복구,хэт ачааллын дулааны суллах хэрэгсэл,termisk overlastutløysar,wyzwalacz przeciążeniowy cieplnywyzwalacz przeciążeniowy termiczny,disparador térmico de sobrecarga,"термички окидач преоптерећења, м јд",termisk överlastutlösare,热过载脱扣器
441-16-40,magnetic overload release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-40,اعتاق مغناطيسى بزيادة الحمل,"magnetischer Überlastauslöser, m",magnetic overload release,disparador magnético de sobrecarga,magneettinen ylikuormituslaukaisin,"déclencheur magnétique de surcharge, m",sganciatore magnetico di sovraccarico,磁気過負荷釈放,자기 과부하 해제,хэт ачааллын цахилгаан соронзон суллах хэрэгсэл,magnetisk overlastutløysar,wyzwalacz przeciążeniowy elektromagnetyczny,disparador magnético de sobrecarga,"магнетни окидач преоптерећења, м јд",magnetisk överlastutlösare,磁过载脱扣器
441-16-41,shunt release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-41,اعتاق توازى,"Spannungsauslöser, m",shunt release,disparador shunt,jännitelaukaisin,"déclencheur shunt, m",sganciatore di tensione,分路釈放,분로 개방,бие даасан суллах хэрэгсэл,"spenningsutløysar, shuntutløysar",wyzwalacz napięciowy,disparador de tensão,"напонски окидач, м јд",shuntutlösare,分励脱扣器并联脱扣器
441-16-42,under-voltage release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-42,اعتاق تحت الجهد,"Unterspannungsauslöser, m",under-voltage release,disparador de mínima tensión,alijännitelaukaisin,"déclencheur à minimum de tension, m",sganciatore di minima tensione,無電圧釈放,부족 전압 개방,хүчдэл бууралтын суллах хэрэгсэл,underspenningsutløysar,wyzwalacz podnapięciowy,disparador de máximo de tensão,"поднапонски окидач, м јд",underspänningsutlösare,欠压脱扣器
