term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sl,sr,sv,zh
602-03-10,overload capacity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-10,سعة الحمل الزائد,"Überlastleistung, f",overload capacity,potencia de sobrecarga,ylikuormitettavuus,"puissance en surcharge, f",potenza in sovraccarico,過負荷容量,과부하 용량,хэт ачааллын чадал,overlastyting,przeciążenie,potência em sobrecarga,moč preobremenitve,"преоптерећење, с јд",överlasteffekt,过载容量
602-03-11,available capacity of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-11,السعة المتاحة للوحدة (في محطة توليد),"verfügbare Leistung eines Blocks, f",available capacity of a unit,potencia disponible de un grupo,yksikön käytettävissä oleva teho,"puissance disponible d'une tranche, f",potenza disponibile di una unità,設備の余力,발전기 가용 용량,цогц төхөөрөмжийн боломжит хүчин чадал,tilgjengeleg aggregatyting,moc dyspozycyjna bloku energetycznego,potência disponível de uma unidade,razpoložljiva moč bloka (enote),"расположива снага јединице, ж јд",tillgänglig blockeffekt,单元机组可用容量
602-03-12,available capacity of a power station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-12,السعة المتاحة  (لمحطة توليد),"verfügbare Leistung eines Kraftwerks, f",available capacity of a power station,potencia disponible de una central,voimalaitoksen käytettävissä oleva teho,"puissance disponible d'une centrale, f",potenza disponibile di una unità (di una centrale),発電所の余力,발전소 가용 용량,цахилгаан станцын боломжит хүчин чадал,tilgjengeleg stasjonsyting,moc dyspozycyjna elektrowni,potência disponível de uma central,razpoložljiva moč elektrarne,"расположива снага електране, ж јд",tillgänglig stationseffekt,电站可用容量
602-03-13,power demand from the system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-13,القدرة المطلوبة من النظام,"angeforderte Leistung eines Netzes, f",power demand from the system,potencia pedida por la red,verkon tehontarve,"puissance appelée par le réseau, f",potenza richiesta dalla rete,系統からの電力需要,전력 시스템 전력 수요,системийн хэрэгцээт чадал,effektbehov,obciążenie netto systemu elektroenergetycznegozapotrzebowanie mocy systemu elektroenergetycznego,potência pedida pela rede,zahtevana moč iz sistema,"снага коју захтева систем, ж јд",effektbehov,电力系统功率需量
602-03-14,reserve power of a system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-14,القدرة الاحتياطية للنظام,"Reserveleistung eines Netzes, f",reserve power of a system,potencia de reserva de una red,verkon tehoreservi,"puissance de réserve d'un réseau, f",potenza di riserva di una rete,系統の予備力,전력 시스템 예비 전력,системийн бэлтгэл чадал,effektreserve,rezerwa mocy w systemie elektroenergetycznym,potência de reserva de uma rede,rezervna moč sistema,"резервна снага система, ж јд",effektreserv,电力系统备用容量
602-03-15,spinning reserve of a system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-15,احتياطي دوار للنظام,"rotierende Reserve eines Netzes, f",spinning reserve of a system,reserva rodante de una red,verkon pyörivä reservi,"réserve tournante d'un réseau, f",riserva rotante di una rete,系統の瞬時予備電力,순동 예비력,системийн ашиглалтын бэлтгэл чадалсистемийн эргэлдэх бэлтгэл чадал,roterande reserve,rezerwa wirująca w systemie elektroenergetycznym,reserva girante de uma rede,rotirajoča rezerva sistema,"обртна резерва, <система> ж јд",momentan reservrullande reserv,电力系统动态备用容量
602-03-16,hot stand-by,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-16,احتياطي ساخن,"Heissreserve, f",hot stand-by,reserva caliente,nopea reservi,"réserve chaude, f",riserva calda,熱予備,상시 대기,эрчим хүчний системд холбогдох бэлтгэл чадал,standby reserve,rezerwa gorąca,reserva quente,vroča rezerva,"топла резерва, <система> ж јд",snabb reservvarm reserv,电力系统热备用容量
602-03-17,cold reserve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-17,احتياطي بارد,"Kaltreserve, f",cold reserve,reserva fría,hidas reservi,"réserve froide, f",riserva fredda,待機予備力,냉기 예비,эрчим хүчний системд холбогдоогүй бэлтгэл чадал,avventande reserve,rezerwa zimna,reserva fria,hladna rezerva,"хладна резерва , <система> ж јд",långsam reservkall reserv,电力系统冷备用容量
602-03-18,unavoidable energy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-18,طاقة لا يمكن تجاهلها,"ungenutzte Energie, f",unavoidable energy,energía vertible,pakkoenergia,"énergie fatale, f",prodizione indifferibile,回避不能エネルギー,지연 불가 에너지,зайлшгүй ашиглах энерги,ikkje-lagringsbar energi,energia nieakumulowalna,produção não diferível,nezadržljiva energija,"некоришћена енергија, ж јд",tvångsproduktion,即逝能量
602-03-19,gross average heat rate of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-19,متوسط المعدل الحراري الأجمالي  للوحدة,"spezifischer mittlerer Brutto-Wärmeverbrauch eines Blocks, m",gross average heat rate of a unit,consumo específico medio bruto de calor de un grupo,yksikön bruttolämmönkulutussuhde,"consommation spécifique moyenne brute de chaleur d'une tranche, f",consuma speciftco medio lordo (netto) di calore di una unità,ユニットの総平均発熱率,발전기 총평균 열 소비율,цогц төхөөрөмжийн дулааны нийт дундаж зарцуулалт,spesifikt brutto varmeforbruk for aggregat,zużycie średnie jednostkowe ciepła bloku energetycznego brutto,consumo específico médio bruto de calor de uma unidade,bruto povprečna specifična toplotna poraba bloka (enote),"бруто просечан однос потрошње топлоте јединице, м јд",specifik bruttovärmeförbrukning för ett block,单元机组总平均热耗率
602-03-20,net average heat rate of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-20,متوسط المعدل الحراري  الصافي للوحدة,"spezifischer mittlerer Netto-Wärmeverbrauch eines Blocks, m",net average heat rate of a unit,consumo específico medio neto de calor de un grupo,yksikön nettolämmönkulutussuhde,"consommation spécifique moyenne nette de chaleur d'une tranche, f",consuma speciftco medio lordo (netto) di calore di una unità,ユニットの正味平均発熱率,발전기 순평균 열 소비율,цогц төхөөрөмжийн дулааны цэвэр дундаж зарцуулалт,spesifikt netto varmeforbruk for aggregat,zużycie średnie jednostkowe ciepła bloku energetycznego netto,consumo específico médio líquido de calor de uma unidade,neto povprečna specifična toplotna poraba bloka (enote),"нето просечан однос потрошње топлоте јединице, м јд",specifik nettovärmeförbrukning för ett block,单元机组净平均热耗率
602-03-21,gross thermal efficiency of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-21,الكفاءة الحرارية الاجمالية للوحدة,"thermischer Brutto-Wirkungsgrad eines Blocks, m",gross thermal efficiency of a unit,rendimiento térmico bruto de un grupo,yksikön terminen bruttohyötysuhde,"rendement thermique brut d'une tranche, m",rendimento termico lordo (netto) di una unità,設備の総熱効率,발전기 총열효율,цогц төхөөрөмжийн дулааны нийт үр ашиг,brutto termisk verknadsgrad for aggregat,sprawność cieplna bloku energetycznego brutto,rendimento térmico bruto de uma unidade,bruto toplotni izkoristek bloka (enote),"бруто термичка ефикасност јединице, ж јд",termisk bruttoverkningsgrad för ett block,单元机组总热效率
602-03-22,net thermal efficiency of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-22,الكفاءة الحرارية الصافية  للوحدة,"thermischer Netto-Wirkungsgrad eines Blocks, m",net thermal efficiency of a unit,rendimiento térmico neto de un grupo,yksikön terminen nettohyötysuhde,"rendement thermique net d'une tranche, m",rendimento termico lordo (netto) di una unità,設備の正味熱効率,발전기 순열 효율,цогц төхөөрөмжийн дулааны цэвэр үр ашиг,netto termisk verknadsgrad for aggregat,sprawność cieplna bloku energetycznego netto,rendimento térmico líquido de uma unidade,neto toplotni izkoristek bloka (enote),"нето термичка ефикасност јединице, ж јд",termisk nettoverkningsgrad för ett block,单元机组净热效率
602-03-23,economical load of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-23,الحمل الاقتصادي للوحدة,"Bestlast eines Blocks, f",economical load of a unit,carga económica de un grupo,yksikön optimiteho,"charge économique d'une tranche, f",carico economico di una unità,設備の経済負荷,발전기 경제 부하,цогц төхөөрөмжийн оновчтой ачаалал,optimal aggregatlast,obciążenie ekonomiczne bloku energetycznego,carga económica de uma unidade,optimalna obremenitev bloka (enote),"оптимално оптерећење јединице, с јд",ekonomisk effekt för ett block,单元机组经济负荷
602-03-24,load factor of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-24,عامل الحمل للوحدة,"Leistungsausnutzung eines Blocks, f",load factor of a unit,factor de carga de un grupo,yksikön kuormitusaste,"facteur de charge d'une tranche, m",coefffciente di carico di una unità,設備の負荷率,발전기 부하율,цогц төхөөрөмжийн ачааллын коэффициент,utnyttingsgrad for aggregat,współczynnik obciążenia bloku energetycznego,factor de carga de uma unidade,faktor obremenitve bloka (enote),"фактор оптерећења јединице, м јд",energiutnyttjningsfaktor under drifttid för ett block,单元机组装置负荷因数
602-03-25,utilisation period at maximum capacity of one unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-25,فترة استعمال القدرة القصوى لوحدة واحدة,"Ausnutzungsdauer eines Blocks, f",utilisation period at maximum capacity of one unit,tiempo de utilización de la potencia máxima posible de un grupo,yksikön maksimitehon käyttöaika,"durée d'utilisation de la puissance maximale possible d'une franche, f",durata di utilizzazione della potenza massima ammissibile di una unità,1ユニットの最大容量における利用期間,발전기 최대 용량 이용률,нэг цогц төхөөрөмжийн хамгийн их хүчин чадлын ашиглалтын хугацаа,ekvivalent fullasttid for eitt aggregat,czas użytkowania mocy osiągalnej bloku energetycznego,duração de utilização da potência máxima possível de uma unidade,obratovalni čas bloka (enote) pri največji moči,"период коришћења максималне снаге једне јединице, м јд",ekvivalent fullasttid för ett block,单套单元机组最大容量利用小时
602-03-26,utilisation period at maximum capacity of more units,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-26,فترة استعمال القدرة القصوى لاكثر من وحدة,"Ausnutzungsdauer mehrerer Blöcke, f",utilisation period at maximum capacity of more units,tiempo de utilización de la potencia máxima posible de un conjunto de grupos,yksikköjen maksimitehon käyttöaika,"durée d'utilisation de la puissance maximale possible d'un ensemble de tranches, f",durata di utilizzazione della potenza massima ammissibile di una unità (di un complesso di unità),複数ユニットの最大容量における利用期間,다중 발전기의 최대 용량 이용률,олон цогц төхөөрөмжийн хамгийн их хүчин чадлын ашиглалтын хугацаа,ekvivalent fullasttid for fleire aggregat,czas użytkowania mocy osiągalnej grupy bloków,duração de utilização da potência máxima possível de um conjunto de unidades,obratovalni čas skupine blokov (enot) pri največji moči,"период коришћења максималне снаге више јединица, м јд",ekvivalent fullasttid för flera block,几套单元机组最大容量利用小时
602-03-27,utilisation factor of the maximum capacity of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-27,عامل الاستعمال للسعة القصوى للوحدة,"Arbeitsausnutzung eines Blocks, f",utilisation factor of the maximum capacity of a unit,factor de utilización de la potencia máxima posible de un grupo,yksikön maksimitehon käyttöaste,"facteur d'utilisation de la puissance maximale possible d'une tranche, m",coefficiente di utilizzazione della potenza massima ammissibile di una unità,ユニット最大容量の利用係数,발전기 최대 용량 이용률,цогц төхөөрөмжийн хамгийн их хүчин чадлын ашиглалтын коэффициент,energiutnyttingsfaktor for aggragat,współczynnik wykorzystania mocy osiągalnej bloku energetycznego,factor de utilização da potência máxima possível de uma unidade,faktor izrabe bloka (enote) (glede na največjo moč),"фактор коришћења максималне снаге јединице, м јд",energiutnyttjningsfaktor för ett block,单元机组最大容量利用因数
602-03-28,isolation of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-28,عزل  الوحدة,"Übergang eines Blocks in Inselbetrieb, m",isolation of a unit,separación de un grupo,omakäyttöajoon eroaminen,"îlotage d'une tranche, m",isolamento di una unità,設備の分離,발전소 격리,цогц төхөөрөмжийг салгах,overgang til isolert drift,wyłączenie na potrzeby własne,separação de uma unidade,osamitev (izločitev) bloka (enote),"прелазак јединице на острвски рад са покривањем сопствене потрошње, м јд",övergång till husturbindrift,单元机组隔离
