term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sl,sr,sv,zh
448-15-01,protection using telecommunication,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-01,الوقاية باستخدام الاتصالات عن بعد,"Selektivschutz mit Informationsübertragung, m",protection using telecommunicationpilot protection (US),sistema de protección con telecomunicación,viestiyhteyttä käyttävä suojaus,"protection à liaison de transmission, f",protezione con telecomunicazione,パイロット保護,원격 통신 보호,холбооны сувгаар дохио дамжуулдаг реле хамгаалалтудирдлагын реле хамгаалалт,televern,telezabezpieczenie zabezpieczenie z łączem,protecção utilizando telecomunicações,zaščita s telekomunikacijsko povezavo,"заштита коришћењем телекомуникација, ж јдтелезаштитне шеме, ж мн",sträckskydd,纵联保护
448-15-02,non-unit protection using telecommunication,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-02,حماية ذات تمييز نسبي للمقطع تستخدم الاتصالات عن بعد,"Selektivschutz mit relativer Selektivität und Informationsübertragung, m",non-unit protection using telecommunicationdirectional comparison protection (US),protección con selectividad relativa y con telecomunicaciónprotección de alcance indefinido y con telecomunicación,viestiyhteyttä käyttävä porrastetusti selektiivinen suojaus,"protection à sélectivité relative de section et à liaison de transmission, f",protezione a selettvità relativa con telecomunicazione,非ユニットパイロット保護,원격 통신 비장치 보호,дохиог холбооны сувгаар дамжуулдаг бие даасан реле хамгаалалтчиглэлийн харьцуулалтын реле хамгаалалт,televern med relativ selektivitet,telezabezpieczenie jednostronne,protecção não unitária utilizando telecomunicações,relativno selektivna zaščita s telekomunikacijsko povezavo,"допунске телезаштитне функције на бази детекције усмерења, ж мн",kommandostyrt sträckskydd,非单元纵联保护
448-15-03,unit protection using telecommunication,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-03,حماية ذات تمييز مطلق للمقطع تستخدم الاتصالات عن بعد,"Selektivschutz mit absoluter Selektivität und Informationsübertragung, m",unit protection using telecommunication,protección con selectividad absoluta y con telecomunicaciónprotección de alcance definido y con telecomunicación,viestiyhteyttä käyttävä yksikkösuojaus,"protection à sélectivité absolue de section et à liaison de transmission, f",protezione a selettività assoluta con telecomunicazione,ユニットパイロット保護,원격 통신 장치 보호,дохиог холбооны сувгаар дамжуулдаг бүлэг реле хамгаалалтудирдлагын утастай реле хамгаалалт,televern med absolutt selektivitet,telezabezpieczenie odcinkowe,protecção unitária utilizando telecomunicações,absolutno selektivna zaščita s telekomunikacijsko povezavo,"основна заштита објекта на бази телезаштитних шема, ж јд",mätvärdesöverförande sträckskydd,单元纵联保护
448-15-04,pilot wire protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-04,حماية بسلك دليلي,"Selektivschutz mit Hilfsadern, m",pilot wire protection,protección a través de hilos piloto,apujohtoa käyttävä suojaus,"protection à fils pilotes, f",protezione con collegamento a cavi piloti,表示線保護,표시선 보호,удирдлагын утастай реле хамгаалалт,televern med hjelpetrådssamband,telezabezpieczenie z łączem przewodowym,protecção por fios piloto,zaščita s telekomunikacijsko žično povezavo,"заштита пилот-везом, ж јд",sträckskydd med hjälptrådsförbindelse,导引线保护
448-15-05,power-line-carrier protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-05,حماية ذات اتصال عن طريق حامل تيار القدرة,"Selektivschutz mit TFH (Trägerfrequenzübertragung auf Hochspannungsleitungen), m",power-line-carrier protectioncarrier pilot protection (US),protección con telecomunicación a través de onda portadora,voimajohtokantoaaltoyhteyttä käyttävä suojaus,"protection à liaison par courant porteur sur ligne d'énergie, f",protezione con collegamento a onde convogliate,電力線搬送保護,전력선 반송 보호,эрчим хүчний шугамыг зөөвөрлөгч болгодог реле хамгаалалтзөөвөрлөгчийн удирдлагатай реле хамгаалалт,televern med berefrekvenssamband,telezabezpieczenie z łączem ETN telezabezpieczenie z łączem energetycznej telefonii nośnej,protecção por correntes portadoras,zaščita z nosilno frekvenčno povezavo po energetskem vodu,"заштита преко енергетских водова, ж јд",sträckskydd med bärfrekvensförbindelse,电力线载波保护
448-15-06,microwave link protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-06,حماية ذات اتصال بترددات عالية,"Selektivschutz mit Richtfunk, m",microwave link protectionmicrowave-pilot protection (US),protección con telecomunicación a través de radioenlace,radiolinkkiyhteyttä käyttävä suojaus,"protection à faisceau hertzien, f",protezione con collegamento a ponte radio,マイクロ波搬送保護,마이크로파 연결 보호,бичил долгионы холбоостой реле хамгаалалтбичил долгионы удирдлагатай реле хамгаалалт,televern med radiolinjesamband,telezabezpieczenie z łączem mikrofalowym,protecção por feixe hertzianoprotecção por micro-ondas,zaščita s povezavo z usmerjeno zvezo,"заштита преко микроталасне везе, ж јд",sträckskydd med radiolänkf6rbindelse,微波保护
448-15-07,optical link protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-07,حماية ذات وصلة بصرية,"Selektivschutz mit Lichtwellenleiter, m",optical link protection,protección con telecomunicación por fibra óptica,optista yhteyttä käyttävä suojaus,"protection à liaison optique, f",protezione con colelgamento a fibre ottiche,光伝送保護,광연결 보호,гэрлийн холбоостой реле хамгаалалтоптик холбоостой реле хамгаалалт,televern med fiberoptisk samband,telezabezpieczenie z łączem światłowodowym,protecção por fibra óptica,zaščita z optično povezavo,"заштита преко оптичке везе, ж јд",sträckskydd med optofiberförbindelse,光纤保护
448-15-08,intertripping,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-08,فصل عن بعد,"unmittelbare Fernauslösung, fLeistungsschaltermitnahme, f",intertrippingtransfer tripping (US),teledisparo,kaukolaukaisu,"télédéclenchement, m",telescatto,無条件転送トリップ,상호 트리핑전송 트리핑전송 계전,алсаас таслах үйлдэл,fjerutløysing,wyłączenie zdalne bezwarunkowe,teledisparo,daljinski izklop,"даљинско окидање, с јд",fjärrutlösning,远方跳闸
448-15-09,operational intertripping,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-09,فصل عن بعد تشغيلي,"betriebsbedingte unmittelbare Fernauslösung, fbetriebliche Leistungsschaltermitnahme, f",operational intertripping,teledisparo funcional,käyttötekninen kaukolaukaisu,"télédéclenchement fonctionnel, m",telescatto funzionale,無条件転送連携トリップ,작동 상호 트리핑,ажиллагааны алсаас таслах үйлдэл,driftsbunden fjernutløysing,wyłączenie zdalne prewencyjne,teledisparo funcional,funkcijski daljinski izklop,"функционално даљинско окидање, с јд",driftbetingad fjärrfrånkoppling,操作性远方跳闸
448-15-10,directional comparison protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-10,حماية المقارنة الاتجاهية,"Richtungsvergleichsschutz, m",directional comparison protection,protección por comparación direccional,suuntavertosuoja,"protection à comparaison directionnelle, f",protezione a confronto direzionale,方向比較保護,직접 비교 보호,чиглэлийн харьцуулалтын реле хамгаалалт,televern med retningssamanlikning,zabezpieczenie porównawczo-kierunkowe,protecção por comparação direccional,zaščita s primerjavo smeri,"заштита поређењем смера, ж јд",riktningsjämförelseskydd,方向比较保护
448-15-11,permissive underreach protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-11,حماية ذات امتداد مقصر و سماح,"Selektivschutz mit Unterreichweite und Fernauslösung mit Freigabe, m",permissive underreach protectionPUP (abbreviation)permissive underreaching transfer trip protection (US) PUTT (US)  (abbreviation),protección con subalcance permisivo,salliva aliulottuva suojaus,"protection à portée réduite et à autorisation, f",protezione a zona ridotta con consenso,条件付アンダリーチ保護,제어 미달 보호제어 언더리치 보호,"дутуу хамрах хүрээтэй, зөвшөөрдөг реле хамгаалалтбогиносгосон хамрах хүрээтэй, алсаас таслах үйлдлийг зөвшөөрдөг реле хамгаалалт",televern med tillatande underrekkjevidd,zabezpieczenie ze skróconym zasięgiem i lokalnym przyzwoleniem (wyłączenia),protecção por permissão com subalcance,dopustna zaščita s skrajšanim dosegom,"телезаштитна шема са скраћивањем домета, ж јд",tillåtande underräckande skydd,允许式欠范围保护PUP
448-15-12,intertripping underreach protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-12,حماية ذات امتداد مقصر وفصل عن بعد,"Selektivschutz mit Unterreichweite und unmittelbarer Fernauslösung, m",intertripping underreach protectionIUP (abbreviation)direct underreaching transfer trip protection (US) DUTT (US)  (abbreviation),protección con subalcance y con teledisparo,kaukolaukaiseva aliulottuva suojaus,"protection à portée réduite et à télédéclenchement, f",protezione a zona ridotta con telescatto,無条件アンダリーチ保護,전송 미달 보호전송 언더리치 보호,"дутуу хамрах хүрээтэй, алсаас таслах үйлдэл хийдэг реле хамгаалалтбогиносгосон хамрах хүрээтэй, алсаас таслах үйлдлийг шууд хийдэг реле хамгаалалт",televern med fjernutløysande underrekkjevidd,zabezpieczenie ze skróconym zasięgiem i zdalnym bezwarunkowym wyłączeniem,protecção com subalcance e teledisparo,zaščita s skrajšanim dosegom in daljinskim izklopom,"телезаштитна шема са скраћеним дометом и директним слањем искључења, ж јд",fjärrutlösande underräckande skydd,
448-15-13,accelerated underreach protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-13,حماية ذات امتداد مقصر و معجل,"Selektivschutz mit Unterreichweite und Staffelzeitverkürzung, m",accelerated underreach protectionAUP (abbreviation),protección con subalcance y con aceleración,nopeutettu aliulottuva suojaus,"protection à portée réduite et à accélération de stade, f",protezione a zona ridotta con accelerazione,オーバリーチ切替アンダリーチ保護,가속 미달 보호에이유피,"дутуу хамрах хүрээтэй, хурдасгасан реле хамгаалалтбогиносгосон хамрах хүрээтэй, хурдасгасан реле хамгаалалт",televern med underrekkjevidd og soneakselerering,zabezpieczenie ze skróconym zasięgiem i zdalnym wydłużeniem pierwszej strefy,protecção com subalcance e aceleração de escalão,pospešena zaščita s skrajšanim dosegom,"убрзана заштита са редукованом зоном, ж јд",accelererande underräckande skydd,加速式欠范围保护AUP
448-15-14,blocking overreach protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-14,حماية ذات امتداد مطول وتعطيل,"Selektivschutz mit Überreichweite und Sperrung, m",blocking overreach protectionBOP (abbreviation)blocking directional comparison protection (US),protección con sobrealcance a bloqueo,estävä yliulottuva suojaus,"protection à portée étendue et à verrouillage, f",protezione a zona estesa con blocco,阻止方式オーバーリーチ保護,블로킹 초과 도달 보호블로킹 방향 비교 보호,"хэтэрсэн хамрах хүрээтэй, хоригтой реле хамгаалалтчиглэлийн хоригтой реле хамгаалалтуртасгасан хамрах хүрээтэй, хоригтой реле хамгаалалт",televern med overrekkjevidd og blokkering,zabezpieczenie z zasięgiem wydłużonym i zdalnym blokowaniem (wyłączenia),protecção com sobrealcance e encravamento,blokirna zaščita s podaljšanim dosegom,"заштита са продуженом зоном и блокадом, ж јд",blockerande överräckande skydd,闭锁式超范围保护BOP
448-15-15,unblocking overreach protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-15,حماية ذات امتداد مطول وإزالة الاغلاق,"Selektivschutz mit Überreichweite und Deblockierung, m",unblocking overreach protectionUOP (abbreviation)unblocking directional comparison protection (US),protección con sobrealcance a desbloqueo,vapauttava yliulottuva suojaus,"protection à portée étendue et à déverrouillage, f",protezione a zona estesa con annullamento del blocco,非阻止方式オーバーリーチ保護,비블로킹 초과 도달 보호비블로킹 방향 비교 보호유오피,"хэтэрсэн хамрах хүрээтэй, хоригийг арилгадаг реле хамгаалалтчиглэлийн харьцуулалтын, хоригийг арилгадаг реле хамгаалалтуртасгасан хамрах хүрээтэй, хоригийг арилгадаг реле хамгаалалт",televern med overrekkjevidd og avblokkering,zabezpieczenie z zasięgiem wydłużonym i zdalnym odblokowaniem (wyłączenia),protecção com sobrealcance e desencravamento,deblokirna zaščita s podaljšanim dosegom,"заштита са продуженом зоном и деблокадом, ж јд",deblockerande överräckande skydd,解除闭锁式超范围保护UOP
448-15-16,permissive overreach protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-16,حماية ذات امتداد مطول و ترخيص,"Selektivschutz mit Überreichweite und Freigabe, m",permissive overreach protectionPOP (abbreviation)permissive overreaching transfer trip protection (US)POTT (US) (abbreviation),protección con sobrealcance permisivo,salliva yliulottuva suojaus,"protection à portée étendue et à autorisation, f",protezione a zona estesa con consenso,条件付オーバーリーチ保護,허용 초과 도달 보호허용 오버리치 보호,"хэтэрсэн хамрах хүрээтэй, зөвшөөрдөг реле хамгаалалтхэтэрсэн хамрах хүрээтэй, алсаас таслах үйлдлийг зөвшөөрдөг реле хамгаалалтуртасгасан хамрах хүрээтэй, зөвшөөрдөг реле хамгаалалт",televern med tillatande overrekkjevidd,zabezpieczenie z zasięgiem wydłużonym i zdalnym przyzwoleniem (wyłączenia),protecção com sobrealcance e permissão,dopustna zaščita s podaljšanim dosegom,"телезаштитна шема са продужењем домета, ж јд",tillåtande överräckande skydd,允许式超范围保护POP
448-15-17,echo function with weak infeed end,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-15-17,وظيفة الصدى مع نهاية ذات تغذية ضعيفة,"Echofunktion mit schwacher Einspeisung am Ende, f",echo function with weak infeed end,función de eco con un extremo con una débil alimentación,heikon syötön kaiku,"fonction d'écho avec extrémité à faible alimentation, f","funzione ""eco"" con un estremo con alimentazione debole",弱電源端打返し機能,약한 돌입 끝 반향기능,сул дохиог буцаах үйлдэл,televern med ekkofunksjon ved svak innmating,funkcja echo,função de eco com extremidade de alimentação fraca,odmevno-izklopna funkcija s šibko napajanim koncem,"ехофункција са слабим напајањем на крају, ж јд",ekofunktion vid svag inmatning,弱电源端回馈功能
448-16-01,automatic switching equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-01,معدات الفصل والوصل الآلية,"Schaltautomatik-Einrichtung, fSchaltautomatik, f",automatic switching equipmentautomatic control equipment (US),dispositivo automático de maniobra,kytkentäautomatiikka,"dispositif automatique de manoeuvre, m",dispositivo automatico di manovra,自動開閉継電装置自動開閉装置,자동 교환 장치,автоматаар таслах төхөөрөмжавтоматаар хянах төхөөрөмж,automatikk for kopling; koplingsautomatikk,urządzenie do samoczynnych przełączeń,automatismo de manobra,avtomatska stikalna oprema,"опрема за аутоматско управљање, ж јд",kopplingsautomatik,自动切换装置
448-16-02,automatic reclosing equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-02,معدات إعادة الغلق الآلي,"Wiedereinschaltautomatik, fKurzunterbrechungseinrichtung, f",automatic reclosing equipmentautomatic reclosing relay (US),dispositivo automático de reenganchereenganchador,jälleenkytkentäautomatiikkajälleenkytkentärele,"dispositif automatique de réenclenchement, mréenclencheur, m",dispositivo automatico di richiusura,再閉路継電装置再閉路装置,자동 재폐로 장치자동 재폐로 계전기,автоматаар дахин залгах төхөөрөмжавтоматаар дахин залгах реле,automatikk for gjeninnkopling,urządzenie do samoczynnego ponownego załączania SPZ (akronim) urządzenie SPZ,automatismo de religaçãoreligador,oprema za avtomatski ponovni vklop (APV),"аутоматско поновно укључење опреме или функција, с јд",återinkopplingsautomatik,自动重合闸装置
448-16-03,single-pole reclosing equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-03,معدات إعادة الغلق أحادي الطور,"Einrichtung für einpolige Wiedereinschaltung, f",single-pole reclosing equipmentsingle-phase reclosing equipment,reenganchador unipolar,yksinapainen jälleenkytkentäautomatiikka,"réenclencheur unipolaire, m",dispositivo di richiusura unipolare,単相再閉路継電装置単相再閉路装置,단극 재폐로 장치단상 재폐로 장치,нэг туйлын дахин залгах төхөөрөмжнэг фазын дахин залгах төхөөрөмж,automatikk for einpola gjeninnkopling,urządzenie do SPZ jednofazowego,religador unipolarreligador monofásico,oprema za enopolni ponovni vklop,"опрема за једнополно аутоматско поновно укључење, ж јд",enpolig återinkopplingsautomatik,单相重合闸装置
448-16-04,three-pole reclosing equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-04,معدات إعادة الغلق ثلاثي الطور,"Einrichtung für dreipolige Wiedereinschaltung, f",three-pole reclosing equipmentthree-phase reclosing equipment,reenganchador tripolar,kolminapainen jälleenkytkentäautomatiikka,"réenclencheur tripolaire, m",dispositivo di richiusura tripolare,三相再閉路継電装置三相再閉路装置,삼극 재폐로 장치삼상 재폐로 장치,гурван туйлын дахин залгах төхөөрөмжгурван фазын дахин залгах төхөөрөмж,automatikk for trepola gjeninnkopling,urządzenie do SPZ trójfazowego,religador trifásicoreligador tripolar,oprema za tripolni ponovni vklop,"опрема за трополно аутоматско поновно укључење, ж јд",trepolig återinkopplingsautomatik,三相重合闸装置
448-16-05,single-shot reclosing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-05,إعادة الغلق بالطلقة الواحدة,"einmalige Wiedereinschaltung, f",single-shot reclosing,reenganche automático único,kertajälleenkytkentä,"réenclenchement automatique unique, m",richiusura a un unico tentativo,一回再閉路,단발 재폐로,нэг оролдлоготой дахин залгах үйлдэл,gjeninnkopling med eitt forsøk,SPZ jednokrotne,religação singular,enkratni ponovni vklop,"аутоматско једноструко поновно укључење, с јд",återinkoppling med ett försök,一次重合闸
448-16-06,multiple-shot reclosing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-06,إعادة الغلق بالطلقة المتعددة,"mehrmalige Wiedereinschaltung, f",multiple-shot reclosing,reenganche automático múltiple,moninkertainen jälleenkytkentä,"réenclenchement automatique multiple, m",richiusura a più tentativi,複数回再閉路,다발 재폐로,олон оролдлоготой дахин залгах үйлдэл,gjeninnkopling med fleire forsøk,SPZ wielokrotne,religação múltipla,večkratni ponovni vklop,"аутоматско вишеструко поновно укључење, с јд",återinkoppling med flera försök,多次重合闸
448-16-07,dead time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-07,مدة الراحة (الوقت الميت),"spannungslose Pause (bei Wiedereinschaltung), f",dead time,tiempo inverto,jännitteetön aika,"durée de pause, ftemps de pause (déconseillé) m",tempo morto (per la richiusura),無電圧時間,불감 시간부동 시간,ачаалалгүй хугацаа,spenningslaus pause,czas przerwy w SPZ,tempo morto (de religação),mrtvi čas,"безнапонска пауза, ж јд",spänningslöst intervall,无电压时间
448-16-08,three-pole reclosing equipment with synchrocheck,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-08,آلية اعادة الوصل ثلاثي الطور مع مراقبة التزامن,"dreipolige Wiedereinschaltung mit Synchronüberwachung, f",three-pole reclosing equipment with synchrocheckthree-phase reclosing equipment with synchrocheck,reenganchador tripolar con control de sincronismo,tahdissaolon valvonnalla varustettu kolminapainen jälleenkytkentäautomatiikka,"réenclencheur tripolaire avec contrôle de synchronisme, m",dispositivo di richiusura tripolare con controllo di sincronismo,同期確認付三相再閉路継電装置同期確認付三相再閉路装置,동기 점검 삼극 재폐로 장치동기 점검 삼상 재폐로 장치,зэрэгцлийг шалгах үйлдэлтэй гурван туйлын дахин залгах төхөөрөмжзэрэгцлийг шалгах үйлдэлтэй гурван фазын дахин залгах төхөөрөмж,automatikk for trepola gjeninnkopling med synkroniseringskontroll,urządzenie do SPZ trójfazowego z kontrolą synchronizmu,religador tripolar com controlo de sincronismo,oprema za tripolni ponovni vklop s preverjanjem sinhronizma,"трополна опрема или функција за синхроно повезивање, ж јд",trepolig återinkopplingsautomatik med synkronismkontroll synkronismkontroll,同期检查三相重合闸装置
448-16-09,autoreclose open time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-09,زمن الفصل لإعادة الغلق الآلي,"Unterbrechungsdauer (bei Wiedereinschaltung), f",autoreclose open time,tiempo de apertura del reenganche,katkaisijan aukioloaika jälleenkytkennässä,"durée d'ouverture avant réenclenchement, f",tempo di attesa per la richiusura,開極中時間,자동 재폐로 개극 시간,автоматаар дахин залгах үеийн салсан хугацаа,open brytartid ved gjeninnkopling,czas otwarcia wyłącznika (w cyklu SPZ),tempo de abertura antes da religação,trajanje odprtosti (odklopnika) do avtomatskega ponovnega vklopa,"трајање отварања пре поновног укључења, с јд",öppethållningstid,自动重合断开时间
448-16-10,autoreclose interruption time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-10,زمن الانقطاع لإعادة الغلق الآلي,"Gesamtunterbrechungsdauer, fresultierende Pausenzeit, f",autoreclose interruption time,tiempo de interrupción antes del reenganche,siirron keskeytysaika jälleenkytkennässä,"durée d'interruption avant réenclenchement, f",tempo di interruzione per la richiusura,無通電時間,자동 재폐로 차단 시간,автоматаар дахин залгах үеийн тасалдсан хугацаа,avbrotstid ved gjeninnkopling,czas przerwy bezprądowej (w cyklu SPZ),tempo de interrupção antes da religação,trajanje prekinjenosti (voda) do avtomatskega ponovnega vklopa,"трајање прекидања пре поновног укључења, с јд",avbrottstid,自动重合中断时间
448-16-11,reclaim time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-11,زمن الاسترداد,"Sperrdauer (bei Wiedereinschaltung), f",reclaim timereset time (US),tiempo de bloqueo,jälleenkytkentäautomatiikan palautumisaika,"durée de récupération, f",tempo di neutralizzazione (per la richiusura),再閉路準備時間,재생시간,нөхөн сэргэх хугацааөмнөх байдалдаа орох хугацаа,tilbakestillingstid ved gjeninnkopling,czas powrotu (układu SPZ),tempo de bloqueio,trajanje rekuperacije,"време опоравка након аутоматског поновног укључења, с јд",återställningstid,复归时间
448-16-12,automatic restoration equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-12,معدات استعادة الخدمة آلياً,"Einrichtung zum automatischen Netzwiederaufbau, f",automatic restoration equipment,dispositivo automático para el restablecimiento del servicio,käytönpalautusautomatiikka,"dispositif automatique de reprise du service, m",dispositivo automatico di ripresa del servizio; dispositivo automatico di riaccensione,系統自動復旧継電装置系統自動復旧装置,자동 복귀 장치,автоматаар сэргээх төхөөрөмж,automatikk for spenningsgjenoppbygging (av nettet),urządzenie do samoczynnego przywracania zasilania,automatismo de reposição do serviço,oprema za avtomatsko obnavljanje povezav (v sistemu),"опрема за аутоматско успостављање рада, ж јд",driftuppbyggnadsautomatik,自动恢复装置
448-16-13,automatic load restoration equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-16-13,معدات استعادة الخدمة آلياً,"Einrichtung zur automatischen Lastwiederaufnahme, f",automatic load restoration equipment,dispositivo automático de reconexión de carga,kuormituksen palautusautomatiikka,"dispositif automatique de reprise de charge, m",dispositivo automatico di ripresa del carico,自動負荷再投入継電装置自動負荷再投入装置,자동 부하 복귀 장치,ачааллыг автоматаар сэргээх төхөөрөмж,automatikk for lastgjenoppbygging (av nettet),urządzenie do samoczynnego przywracania obciążenia,automatismo de retoma de carga,oprema za avtomatsko obnavljanje obremenitve,"опрема за аутоматско успостављање оптерећења, ж јд",belastningstillkopplingsautomatik,自动负荷恢复装置
