term_id,term,term_url,ar,de,en,es,fr,it,ja,no,pl,pt,ru,zh
426-13-11,"restricted-breathing enclosure ""nR""",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-13-11,حاوية غير قابلة للتنفيس,"schwadensicheres Gehäuse ""nR"", n","restricted-breathing enclosure ""nR""","envolvente con respiración restringida ""nR"", f","enveloppe à respiration limitée ""nR"", f",involucro a respirazione limitata “nR”,"呼吸制限容器 ""nR""",kapsling med begrenset-pusting “nR”,"obudowa o ograniczonym oddychaniu ""nR"", f","invólucro de respiração limitada ""nR""","оболочка с ограниченным пропуском газов ""nR""",限制呼吸外壳 “nR”
426-13-15,test port,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-13-15,فتحات الاختبار,"Prüfanschluss, m",test port,"puerto de ensayo, m","port d'essai, m",porta di prova,テストレポート,testport,"przyłącze testowe, n",porto de ensaio,контрольное отверстиетестовый порт,测试接口
426-13-16,normally sparking device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-13-16,جهاز منتج للشرارة بصورة عادية,"normalerweise funkende Einrichtung, f",normally sparking device,"dispositivo que normalmente produce chispas, m","dispositif produisant normalement des étincelles, m",dispositivo niormalmente scintillante,通常火花を発するデバイス,normalt gnistgivende enhet,"urządzenie normalnie iskrzące, n",dispositivo normalmente com faísca,искрящее устройствоустройство искрящее в обычных условиях,普通火花装置
426-14-01,"maintenance, <for explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-01,"صيانة, فى الأجواء المتفجرة","Instandhaltung, <für explosionsfähige Atmosphären> f","maintenance, <for explosive atmospheres>","mantenimiento, m","maintenance, <pour atmosphères explosives> f","manutenzione, <per atmosfere esplosive>","保守, <爆発性雰囲気の>",vedlikehald,"konserwacja, <dotyczy atmosfer wybuchowych> f","manutenção, <para atmosferas explosivas>",техническое обслуживание,"维护, <爆炸性环境>"
426-14-02,"inspection, <for explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-02,"فحص, فى الأجواء المتفجرة","Prüfung, <für explosionsfähige Atmosphären> f","inspection, <for explosive atmospheres>","inspección, f","inspection, <pour atmosphères explosives> f","verifica, <per atmosfere esplosive>","検査, <爆発性雰囲気の>",inspeksjon,"kontrola, <dotyczy atmosfer wybuchowych> f","inspeção, <para atmosferas explosivas>",проверка,"检查, <爆炸性环境>"
426-14-03,visual inspection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-03,فحص ظاهرى,"Sichtprüfung, f",visual inspection,"inspección visual, f","inspection visuelle, f",esame a vista,目視検査,visuell inspeksjon,"kontrola wzrokowa, f",inspeção visual,визуальная проверка,目视检查
426-14-04,close inspection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-04,فحص عن قرب,"Nahprüfung, f",close inspection,"inspección cercana, f","inspection de près, f",verifica ravvicinata,通常点検,nøye inspeksjon,"kontrola bezpośrednia, f",inspeção de perto,непосредственная проверка,一般检查
426-14-05,detailed inspection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-05,فحص مفصل,"Detailprüfung, f",detailed inspection,"inspección detallada, f","inspection détaillée, f",verifica dettagliata,詳細な点検,detaljert inspeksjon,"kontrola szczegółowa, f",inspeção detalhada,детальная проверка,详细检查
426-14-06,initial inspection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-06,فحص مبدئى,"Erstprüfung, f",initial inspection,"inspección inicial, f","inspection initiale, f",verifica iniziale,初回点検,innleiande inspeksjon,"kontrola początkowa, f",inspeção inicial,первичная проверка,初始检查
426-14-07,periodic inspection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-07,فحص دورى,"wiederkehrende Prüfung, f",periodic inspection,"inspección periódica, f","inspection périodique, f",verifica periodica,定期点検,periodisk inspeksjon,"kontrola okresowa, f",inspeção periódica,периодическая проверка,定期检查
426-14-08,sample inspection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-08,فحص عينة,"Stichprobenprüfung, f",sample inspection,"inspección por muestreo, f","inspection par sondage, f",verifica a campione,抜取点検,inspeksjon basert på stikkprøvar,"kontrola wyrywkowa, f",inspeção de amostragem,выборочная проверка,抽样检查
426-14-09,continuous supervision,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-09,تفتيش مستمر,"ständige Überwachung, f",continuous supervision,"supervisión continua, f","surveillance continue, f",supervisione continua,常時監視,kontinuerleg tilsyn,"ciągły nadzór, m",supervisão contínua,непрерывное наблюдение,连续监督
426-14-10,skilled personnel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-10,شخص ماهر,"fachkundiges Personal, n",skilled personnel,"personal cualificado, m","personnel qualifié, m",persona qualificata,適格技術者,kvalifisert personell,"wykwalifikowany personel, m",pessoal qualificado,квалифицированный персонал,专业人员
426-14-11,technical person with executive function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-14-11,شخص فنى ذو وظيفة تنفيذية,"fachkundige Person in leitender Funktion, f",technical person with executive function,"personal técnico con funciones ejecutivas, m","personne avec qualification technique ayant une fonction d'encadrement, m",tecnico con funzione esecutiva,行政的技術管理者,teknisk person i leiande stilling,"osoba sprawująca nadzór techniczny, f",técnico com função executiva,технический работник с исполнительной функцией,具有行政职能的技术人员
426-15-01,serviceable condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-01,ظروف الخدمة,"betriebsbereiter Zustand, m",serviceable condition,en buenas condicionesen buen uso,"condition de bon fonctionnement, f",condizioni di ripristino,保守可能条件,driftstilstand,"stan zdatności do użytku, m",condição de substituição,исправное состояниерабочее состояние,可使用状态
426-15-02,"repair, <explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-02,"إصلاح, الأجواء المتفجرة","Reparatur, <explosionsfähige Atmosphären> f","repair, <explosive atmospheres>","reparación, f","réparation, <pour atmosphères explosives> f","riparazione, <atmosfere esplosive>","修理, <爆発性雰囲気の>",reparasjon,"naprawa, <atmosfery wybuchowe> f","reparação, <atmosferas explosivas>",ремонт,"修理, <爆炸性环境>"
426-15-04,component part,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-04,جزء من مكون,"Bauteil, n",component part,"pieza de repuesto, f","composant, <atmospheres explosives> m",parte componente,構成部分コンポーネント,komponentdel,"część składowa, f",parte componente,составная часть,零件
426-15-05,reclamation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-05,معالجة,"Regenerierung, f",reclamation,"recomposición, frecuperación, f","remise en état, f",ripristino,再生利用,utbetring,"regeneracja, f",reforma,восстановление,修复
426-15-06,"modification, <explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-06,"تعديل, الأجواء المتفجرة","Modifizierung, <explosionsfähige Atmosphären> f","modification, <explosive atmospheres>","modificación, f","modification, <pour atmosphères explosives> f","modifica, <atmosfere esplosive>","改造, <爆発性雰囲気>修正",modifikasjon,"modyfikacja, <atmosfery wybuchowe> f","modificação, <atmosferas explosivas>",изменение,"改造, <爆炸性环境>"
426-15-07,"manufacturer, <explosive atmospheres – repair and overhaul>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-07,"المصنع, الأجواء المتفجرة-صيانة و إصلاح","Hersteller, <explosionsfähige Atmosphären – Reparatur und Überholung> m","manufacturer, <explosive atmospheres – repair and overhaul>","fabricante, m","constructeur, <atmosphères explosives – réparation et révision> m","costruttore, <atmosfere esplosive - riparazione e revisione>","製造者, <爆発性雰囲気-修理及び解体の>",fabrikant,"producent, <atmosfery wybuchowe – naprawa i remont> m","fabricante, <atmosferas explosivas - reparação e revisão>",изготовитель,"制造商, <爆炸性环境-修理和检修>"
426-15-08,"user, <explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-08,المستخدم,"Anwender, mNutzer, m","user, <explosive atmospheres>","usuario, m","utilisateur, m",utilizzatore,使用者,brukar,"użytkownik, m",utilizador,потребитель,用户
426-15-09,repair facility,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-09,خدمات الصيانة,"Reparaturwerkstatt, f",repair facility,"reparador, minstalación de reparación, f","atelier de réparation, m",struttura di riparazione,修理者など,"verksted,","zakład naprawczy, m",instalação de reparação,ремонтная мастерская,修理单位
426-15-10,certification,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-10,الإعتماد,"Zertifizierung, f",certification,"certificación, f","certification, f",certificazione,認証,sertifisering,"certyfikacja, f",certificação,сертификация,认证
426-15-12,copy winding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-12,معالجة الملف,"Nachbildung der Wicklung, f",copy winding,"rebobinado conforme, m","rebobinage conforme, m",avvolgimento conforme,予備巻線,kopivikling,"kopiowanie uzwojenia, n",rebobinagem conforme,восстановление обмотки,复制绕组
426-15-13,alteration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-13,تبديل المنتج,"Änderung, f",alteration,"alteración, f","transformation, <atmospheres explosives> f",trasformazione,変更,endring,"odmiana, f",alteração,внесение изменений,改动
426-15-14,competence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-14,اختصاص,"Kompetenz, f",competence,"competencia, f","compétence, f",competenza,力量,kompetanse,"kompetencje, f pl",competência,компетентность,能力
426-15-15,Ex competent person,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-15,شخص مختص فى الاجواء المتفجرة Ex,"Ex-kompetente Person, f",Ex competent person,"persona competente Ex, f","personne Ex compétente, f",persona competente Ex,Ex力量がある人,Ex kompetent person,"osoba kompetentna Ex, f",pessoa competente Ex,компетентный по взрывобезопасности человек,有能力的防爆人员
426-15-16,"examination, <of a person>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-16,"فحص, لشخص","Prüfung, <einer Person> f","examination, <of a person>","examen, m","examen, <d'une personne> m","esame, <di una persona>","検査, <人の>","prøve/test,","egzamin, <osoby> m","exame, <de uma pessoa>",экспертизаинспектирование,"考核, <人员的>"
426-15-17,overhaul,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-17,إصلاح,"Überholung, f",overhaul,"reforma, ftransformación, f","révision, f",revisione,オーバーホール,overhaling,"remont, m",revisão,капитальный ремонт,检修
426-15-18,"qualification, <of a person>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-15-18,"تأهيل, لشخص","Qualifikation, <einer Person> f","qualification, <of a person>","cualificación, f","qualification, <d'une personne> f","qualifica, <di una persona>","資格, <人の>","kvalifikasjon,","kwalifikacje, <osoby> f pl","qualificação, <de uma pessoa>",квалификация,"资格, <人员的>"
426-16-01,"dust ignition protection ""tD""",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-16-01,"نوع الحماية من اشتعال الغبار ""tD""","Staub-Zündschutzart ""tD"", f","dust ignition protection ""tD""","protección contra inflamación de polvo ""tD"", f","protection contre l'inflammation de poussières ""tD"", m",modo di protezione contro l’accensione da polvere “tD”,"粉塵防爆方式""ｔＤ""","støvantenningsbeskyttelse type ""tD""","zabezpieczenie przed zapłonem pyłu ""tD"", n","proteção contra ignição de poeiras ""tD""","защита от воспламенения пыли вида ""tD""",防粉尘点燃型 “tD”
426-16-02,"dust ignition protection by enclosure ""t""",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-16-02,"نوع الحماية بالحاوية من اشتعال الغبار ""t""","Staub-Zündschutzart durch Gehäuse ""t"", f","dust ignition protection by enclosure ""t""","protección contra inflamación de polvo por envolvente ""t"", f","protection contre l'inflammation de poussières par enveloppe ""t"", f","custodia di protezione di tipo ""t"" per l’accensione di polveri","容器による粉じん防爆構造 ""t""","støvantenningsbeskyttelse ved kapsling ""t""","zabezpieczenie przed zapłonem pyłu za pomocą obudowy ""t"", n","proteção contra ignição de poeiras por invólucro ""t""","защита от воспламенения пыли корпусом вида ""t""",防粉尘点燃外壳“t”
426-20-01,"ambient temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-01,"درجة الحرارة المحيطة, تسخين بالتتبع","Umgebungstemperatur, <Begleitheizung> f","ambient temperature, <trace heating>","temperatura ambiente, f","température ambiante, <traçage> f","temperatura ambiente, <riscaldamento mediante cavo in traccia>","周囲温度, <トレース加熱>",omgjevnadstemperatur,"temperatura otoczenia, <ogrzewanie przewodowe> f","temperatura ambiente, <traçagem>",температура окружающей среды,"环境温度, <伴热>"
426-20-02,"branch circuit, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-02,"تفريعة الدائرة, تسخين بالتتبع","Abzweig, <Begleitheizung> mNebenstromkreis, <Begleitheizung> m","branch circuit, <trace heating>","circuito de conexión, m","circuit de branchement, <traçage> m","parte di un circuito, <riscaldamento mediante cavo in traccia>","分岐回路, <トレース加熱>","forgreningskrets,","odgałęzienie obwodu, <ogrzewanie przewodowe> n","circuito de ramificação, <traçagem>",параллельная цепь,"分支回路, <伴热>"
426-20-03,"cold lead, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-03,"طرف بارد, تسخين بالتتبع","Kaltleitung, <Begleitheizung> f","cold lead, <trace heating>","conexión fria, f","connexion froide, <traçage> f","connessione fredda, <riscaldamento mediante cavo in traccia>","低温リード部, <トレース加熱>","kald ende,","zimny przewód, <ogrzewanie przewodowe> m","conexão fria, <traçagem>",холодный конец,"冷端引线, <伴热>"
426-20-04,"end termination, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-04,"نهاية الكابل, تسخين بالتتبع","Endanschluss, <Begleitheizung> m","end termination, <trace heating>","terminación final, fterminadora, f","connecteur d'extrémité, <traçage> m","morsetto terminale, <riscaldamento mediante cavo in traccia>","末端端末処理, <トレース加熱>",endeterminering,"zakończenie, <ogrzewanie przewodowe> n","conector de extremidade, <traçagem>",концевая заделка,"终端, <伴热>"
426-20-05,"power termination, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-05,"نهاية كابل القدرة, تسخين بالتتبع","Energieanschluss, <Begleitheizung> m","power termination, <trace heating>","terminadora de potencia, f","connecteur d'alimentation, <traçage> m","connessione di potenza, <riscaldamento mediante cavo in traccia>","電源供給部端末処理, <トレース加熱>","strømtilkobling,","przyłączenie zasilania, <ogrzewanie przewodowe> n","conector de alimentação, <traçagem>",заделка ввода питания,"电源端, <伴热>"
426-20-06,"tee, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-06,"وصلة تفريعة, تسخين بالتتبع","T-Stück, <Begleitheizung> n","tee, <trace heating>","te, f","té, <traçage> m","tee, <riscaldamento mediante cavo in traccia>","Ｔ分岐, <トレース加熱>","t-skjøt,","trójnik, <ogrzewanie przewodowe> m","tê, <traçagem>",соединительная коробка тройник,"三通, <伴热>"
426-20-07,"dead leg, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-07,"فرع راكد, تسخين بالتتبع","strömungsloser Zweig, <Begleitheizung> m","dead leg, <trace heating>","ramal muerto, m","tronçon mort, <traçage> m","parte non alimentata, <riscaldamento mediante cavo in traccia>","滞留部, <トレース加熱>","referansegren,","ślepa odnoga, <ogrzewanie przewodowe> f","troço morto, <traçagem>",тупик трубопровода,"盲管, <伴热>"
426-20-08,"design loading, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-08,"حمل تصميمى, تسخين بالتتبع","Auslegungsleistung, <Begleitheizung> f","design loading, <trace heating>","carga de diseño, f","charge théorique, <traçage> f","carico di progetto, <riscaldamento mediante cavo in traccia>","設計条件, <トレース加熱>","design-ytelse,","obciążenie projektowe, <ogrzewanie przewodowe> n","carga teórica, <traçagem>",расчетная нагрузка,"设计负载, <伴热>"
426-20-09,factory-fabricated trace heater,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-09,"تركيب المصنع, تسخين بالتتبع","werksgefertigt, <Begleitheizung> Adjektiv",factory-fabricated trace heater,"fabricado en factoría, m","résistance de traçage fabriquée en usine, f","costruito in fabbrica, <riscaldamento mediante cavo in traccia> agg","工場加工発熱素子, <トレース加熱の>",fabrikkprodusert varmekabel,"wykonane fabrycznie, <ogrzewanie przewodowe> adj","construido em fábrica, <traçagem> adj",распределенные электронагреватели заводского изготовления,"工厂装配, <伴热>"
426-20-10,field-assembled trace heater,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-10,"تركيب الموقع, تسخين بالتتبع","vor Ort montiert, <Begeitheizung> adjektivisch",field-assembled trace heater,"montado en campo, m","résistance de traçage assemblée sur site, f","assemblato sul posto, <riscaldamento mediante cavo in traccia> agg","現場加工発熱素子, <トレース加熱の>",feltmontert varmekabel,"montowane na obiekcie, <ogrzewanie przewodowe> adj","montado no local, <traçagem> adj","распределенные электронагреватели, смонтированный на местераспределенные электронагреватели, собранные в эксплуатационных условиях","现场组装, <伴热>"
426-20-11,"heat loss, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-11,"فقد الحرارة, تسخين بالتتبع","Wärmeverlust, <Begleitheizung> m","heat loss, <trace heating>","perdida de calor, f","perte de chaleur, <traçage> f","perdita di calore, <riscaldamento mediante cavo in traccia>","熱損失, <トレース加熱>","varmetap,","strata ciepła, <ogrzewanie przewodowe> f","perda de calor, <traçagem>",тепловые потери,"热损失, <伴热>"
426-20-12,"heat sink, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-12,"بالوعة الحرارة, تسخين بالتتبع","Wärmebrücke, <Begleitheizung> f","heat sink, <trace heating>","disipador de calor, m","dissipateur thermique, <traçage> m","dissipatore termico, <riscaldamento mediante cavo in traccia>","放熱部, <トレース加熱>",kjøleribbe,"ujście ciepła, <ogrzewanie przewodowe> n","dissipador térmico, <traçagem>",теплоотвод,"散热件, <伴热>"
426-20-13,"heat-transfer aids, <trace heating> pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-13,"وسائل النقل بالحرارة, تسخين بالتتبع","Wärmeübertragungsmittel, <Begleitheizung> pl","heat-transfer aids, <trace heating> pl","accesorios a la transferencia de calor, m","aides au transfert de chaleur, <traçage> f pl","aiuti al trasferimento di calore, <resistenza> pl","伝熱セメント, <トレース加熱>","varmeoverføringsmedium,  pl","środki wspomagające przepływ ciepła, <ogrzewanie przewodowe> m pl","auxiliares de transferência de calor, <traçagem> pl","средства, способствующие теплообмену","辅助传热材料, <伴热>"
426-20-14,"heating pad, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-14,"وسادة تسخين, تسخين بالتتبع","Heizmatte, <Begleitheizung> f","heating pad, <trace heating>","banda de traceado, fbanda de calefactado, f","bande de traçage, <traçage> f","percorso riscaldante, <riscaldamento mediante cavo in traccia>","ヒーティングパッド, <トレース加熱>","varmematte,","mata grzejna, <ogrzewanie przewodowe> f","banda de traçagem, <traçagem>",греющий мат,"伴热垫, <伴热>"
426-20-15,"heating panel, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-15,"لوحة تسخين, تسخين بالتتبع","Heizplatte, <Begleitheizung> f","heating panel, <trace heating>","panel de traceado, mpanel de calefactado, m","panneau de traçage, <traçage> m","pannello riscaldante, <riscaldamento mediante cavo in traccia>","電熱板, <トレース加熱>","varmepanel,","panel grzejny, <ogrzewanie przewodowe> m","painel de traçagem, <traçagem>",нагревательная панель,"伴热板, <伴热>"
426-20-16,"high-limit temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-16,"الحد الأعلى لدرجة الحرارة, تسخين بالتتبع","obere Grenztemperatur, <Begleitheizung> f","high-limit temperature, <trace heating>","temperatura máxima, f","température maximale, <traçage> f","massima temperatura massima, <riscaldamento mediante cavo in traccia>","最高許容温度, <トレース加熱>","øvre grensetemperatur,","górna temperatura graniczna, <ogrzewanie przewodowe> f","temperatura máxima, <traçagem>",предельная температура,"上限温度, <伴热>"
426-20-17,maximum ambient temperature,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-17,اقصى درجة حرارة محيطة,"maximale Umgebungstemperatur, f",maximum ambient temperature,"temperatura ambiente máxima, f","température ambiante maximale, f",massima temperatura ambiente,最高周囲温度,"maksimal omgivelsestemperatur,","maksymalna temperatura otoczenia, f",temperatura ambiente máxima,максимальная температура окружающей среды,"最高环境温度, <伴热>"
426-20-19,"metallic covering, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-19,غلاف معدني,"metallische Umhüllung, <Begleitheizung> f","metallic covering, <trace heating>","revestimiento metálico, m","revêtement métallique, <traçage> m","materiale di rivestimento metallico, <riscaldamento mediante cavo in traccia>","金属外装, <トレース加熱>","metallisk skjerm,","pokrycie metalowe, <ogrzewanie przewodowe> n","revestimento metálico, <traçagem>",металлическая оболочка,"金属防护层, <伴热>"
426-20-20,"minimum ambient temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-20,"اقل درجة حرارة محيطة, تسخين بالتتبع","niedrigste Umgebungstemperatur, <Begleitheizung> f","minimum ambient temperature, <trace heating>","temperatura ambiente mínima, f","température ambiante minimale, <traçage> f","minima temperatura ambiente, <riscaldamento mediante cavo in traccia>","最低周囲温度, <トレース加熱>","minimum omgivelsestemperatur,","minimalna temperatura otoczenia, <ogrzewanie przewodowe> n","temperatura ambiente mínima, <traçagem>",минимальная температура окружающей среды,"最低环境温度, <伴热>"
426-20-21,"operating voltage, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-21,"جهد التشغيل, تسخين بالتتبع","Betriebsspannung, <Begleitheizung> f","operating voltage, <trace heating>","tensión de servicio, f","tension de service, <traçage> f","tensione di servizio, <riscaldamento mediante cavo in traccia>","運転電圧, <トレース加熱>",driftsspenning,"napięcie robocze, <ogrzewanie przewodowe> n","tensão de serviço, <traçagem>",рабочее напряжение,"工作电压, <伴热>"
426-20-22,"overjacket, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-22,"غلاف اعلى الغلاف المعدنى, تسخين بالتتبع","Außenmantel, <Begleitheizung> m","overjacket, <trace heating>","cubierta de protección externa, fsobrecubierta, f","gaine de protection externe, <traçage> f","guaina esterna, <riscaldamento mediante cavo in traccia>","外装, <トレース加熱>","ytterkappe,","otulina zewnętrzna, <ogrzewanie przewodowe> f","bainha de proteção externa, <traçagem>",внешний кожух,"外护套, <伴热>"
426-20-23,"power density, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-23,"كثافة القدرة, تسخين بالتتبع","Leistungsdichte, <Begeitheizung> f","power density, <trace heating>","densidad de potencia, f","densité de puissance, <traçage> f","densità di potenza, <riscaldamento mediante cavo in traccia>","パワー密度, <トレース加熱>",effekttettleik,"gęstość mocy, <ogrzewanie przewodowe> f","densidade de potência, <traçagem>",удельная мощность,"功率密度, <伴热>"
426-20-24,"rated output, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-24,"خرج مقنن, تسخين بالتتبع","Bemessungs‑Ausgangsleistung, <Begleitheizung> f","rated output, <trace heating>","salida asignada, fsalida nominal, f","puissance nominale, <traçage> f","potenza nominale, <riscaldamento mediante cavo in traccia>","定格出力, <トレース加熱>","merkeeffekt,","moc znamionowa, <ogrzewanie przewodowe> f","potência estipulada, <traçagem>",номинальная тепловая мощность,"额定输出功率, <伴热>"
426-20-26,"series trace heater, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-26,"سخانات تتبع على التوالى, تسخين بالتتبع","serielle Begleitheizelemente, n pl","series trace heater, <trace heating>","resistencia(s) de traceado en serie, f","résistance de traçage en série, <traçage> f","serie di riscaldatori a cavo in traccia, <riscaldamento mediante cavo in traccia>","直列ヒータ, <トレース加熱>","serie varmekabel,","szeregowy przewód grzejny (szeregowe przewody grzejne), <ogrzewanie przewodowe> m","resistência(s) de traçagem em série, <traçagem>",серийные сетевые электронагреватели,"串联伴热器（组）, <伴热>"
426-20-27,"sheath, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-27,"غلاف, تسخين بالتتبع","Mantel, <Begleitheizung> m","sheath, <trace heating>","vaina, f","gaine, <traçage> f","guaina, <riscaldamento mediante cavo in traccia>","シース, <トレース加熱>","kappe,","osłona, <ogrzewanie przewodowe> f","bainha, <traçagem>",обертка,"护套, <伴热>"
426-20-28,"sheath temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-28,"درجة حرارة الغلاف, تسخين بالتتبع","Manteltemperatur, <Begleitheizung> f","sheath temperature, <trace heating>","temperatura de la vaina, f","température de la gaine, <traçage> f","temperatura della guaina, <riscaldamento mediante cavo in traccia>","被覆温度, <トレース加熱>","kappetemperatur,","temperatura osłony, <ogrzewanie przewodowe> f","temperatura de bainha, <traçagem>",температура обертки,"护套温度, <伴热>"
426-20-29,"stabilized design, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-29,"تصميم مستقر, تسخين بالتتبع","stabilisierte Ausführung, <Begleitheizung> f","stabilized design, <trace heating>","diseño estabilizado, m","conception stabilisée, <traçage> f","progetto stabilizzato, <riscaldamento mediante cavo in traccia>","安定化設計, <トレース加熱>","stabilisert design,","konstrukcja stabilizowana, <ogrzewanie przewodowe> f","projeto estabilizado, <traçagem>",стабилизированная конструкция,"稳态设计, <伴热>"
426-20-30,"start-up current, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-30,"تيار بدء التشغيل, تسخين بالتتبع","Einschaltstrom, <Begleitheizung> m","start-up current, <trace heating>","corriente de arranque, f","courant de démarrage, <traçage> m","corrente di spunto, <riscaldamento mediante cavo in traccia>","始動電流, <トレース加熱>","innkoblingsstrøm,","prąd rozruchowy, <ogrzewanie przewodowe> m","corrente de arranque, <traçagem>",пусковой ток,"启动电流, <伴热>"
426-20-31,"system documentation, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-31,"معلومات النظام, تسخين بالتتبع","Systemdokumentation, <Begleitheizung> f","system documentation, <trace heating>","documentación del sistema, f","documentation du système, <traçage> f","documentazione di sistema, <riscaldamento mediante cavo in traccia>",システム文書,"systemdokumentasjon,","dokumentacja systemu, <ogrzewanie przewodowe> f","documentação do sistema, <traçagem>",документация по системе,"系统文件, <伴热>"
426-20-33,"temperature control device, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-33,"جهاز التحكم فى درجة الحرارة, تسخين بالتتبع","Temperaturregeleinrichtung, <Begleitheizung> f","temperature control device, <trace heating>","dispositivo de control de temperatura, m","dispositif de contrôle de température, <traçage> m","dispositivo di controllo della temperatura, <riscaldamento mediante cavo in traccia>","温度警報装置, <トレース加熱>","temperaturkontrollenhet,","urządzenie sterujące temperaturą, <ogrzewanie przewodowe> n","dispositivo de controlo da temperatura, <traçagem>",термостат,"温度控制装置, <伴热>"
426-20-34,"temperature controller, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-34,"مجموعة اجهزة لرصد والتحكم فى درجة الحرارة, تسخين بالتتبع","Temperaturregler, <Begleitheizung> m","temperature controller, <trace heating>","regulador de temperatura, m","régulateur thermique, <traçage> m","controllo della temperatura, <riscaldamento mediante cavo in traccia>","温度制御器, <トレース加熱>","temperaturregulator,","regulator temperatury, <ogrzewanie przewodowe> m","controlador térmico, <traçagem>",регулятор температуры,"温度控制器, <伴热>"
