term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sr,sv,zh
411-43-14,key,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-14,خابوروتد,"Passfeder, f",key,,kiila,"clavette, f",chiavetta,軸端キー,키전건,wpust,chaveta,zagozda,клин,kil,键
411-43-15,spider,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-15,عارضة عنكبوتية,"Armstern, m",spider,estrella de rotor,roottorikeskus,"croisillon, m",raggera (bussola) (lanterna),スパイダ,스파이더,szkielet wirnika,cruzeta,rotorska ročična zvezda,звездаста ручица,armkors,转子支架
411-43-16,segmental rim rotor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-16,عضو دوار ذو الطوق المجزأ,"Blechkettenläufer, m",segmental rim rotor,rotor segmentado,segmenttiroottori,"rotor à jante empilée, m",rotore a corona laminata,セグメントリム形回転子,세그멘탈 림 회전자,wirnik z wieńcem segmentowym,rotor de jante segmentada,verižni rotor,сегментнирани јарам ротора,tunnplåtsring,扇形缘转子
411-43-17,rotor end-winding retaining ring,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-17,حلقة احتجاز نهاية ملف العضو الدوار,"Läuferkappenring, m",rotor end-winding retaining ring,anillo de retención de conexiones frontales (de rotor),roottorin kääminpäiden tukirengas,"capot d'extrémité (du rotor), m",anello di blindaggio (cappa),保持環,회전자 권선단 유지환,kołpak,anel de retenção do rotor,rotorska kapa,роторска капа,rotorkapsel,转子绕组端部护环
411-43-18,end plate (of a rotor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-18,لوح طرفي للعضو الدوار,"Endkappe (eines Läufers), fLäuferendplatte, f",end plate (of a rotor),disco de extremidad (del rotor),tukirenkaan päätylevyroottorin kääminpään tukirenkaan päätylevy,"fond de capot, m",flangia di rotore,回転子の保持環の端板保持環の端板,"종단판, <회전자>",płyta dociskowa kołpaka,tampa de anel de retenção (do rotor),dno rotorske kape,носећи прстенглава намотаја ротора,stödring,"端板, <转子的>"
411-43-19,binding band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-19,شريط تربيط,"Bandage, f",binding band,zuncho,vanteistus,"frette, f",bandaggio,バインド,결속대,bandaż,cinta,bandaža,бандаж,lindningsbandage,绑箍
411-43-20,slot wedge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-20,إسفين الشقإسفين مجرى,"Nutenkeil, m",slot wedge,cuña de ranura,urakiila,"cale d'encoche, f",bietta di cava,くさび,슬롯 쐐기,klin żłobkowy,chaveta de cavachaveta de ranhura,utorova zagozda,жлебни клин,spårkil,槽楔
411-43-21,bearing pedestal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-21,قاعدة محمل,"Lagerbock, m",bearing pedestal,pedestal de cojinete,laakerijalusta,"chaise de palier, fsupport de palier, m",piedistallo del supporto,軸受台,베어링 받침대,stojak łożyskowy,pedestal de chumaceira,ležajno stojalo,постоље лежаја,lagerbock,轴承座
411-43-22,insulated bearing pedestal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-22,قاعدة كرسي تحميل معزولةقاعدة محمل معزولة,"isolierter Lagerbock, m",insulated bearing pedestal,pedestal de cojinete aislado,eristetty laakerijalusta,"palier à chaise isolée, m",piedistallo isolato,絶縁付軸受台,절연 베어링 받침대,stojak łożyskowy izolowany,pedestal de chumaceira isolado,izolirano ležajno stojalo,изоловано постоље лежаја,isolerad lagerbock,绝缘轴承座
411-43-23,insulated bearing housing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-23,حاضنة كرسي تحميل معزولحاضنة محمل معزول,"isoliertes Lagergehäuse, n",insulated bearing housing,alojamiento de cojinete aisladobrazo de cojinete,eristetty laakeripesä,"palier à coussinet isolé, m",supporto isolato,絶縁軸受ハウジング,절연 베어링 하우징,obudowa łożyska izolowana,alojamento de chumaceira isolado,izolirani ležajni okrov,изоловано кућиште лежаја,isolerat lagerhus,绝缘轴承室
411-43-24,end bracket,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-24,دعامة التحميل طرفية الكرسيدعامة طرفية للمحمل,"Lagerbrücke, fLagerbügel, m",end bracketbearing bracket  (US),,laakerisilta,"console terminale, f",trave portante (mensola),軸受ブラケット,종단 축받이종단 브래킷,wspornik łożyska,consola de chumaceira,ležajna konzola,штит са конзолом лежаја,lagerkonsol,端盖轴承托架
411-43-25,end shield,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-25,حجاب طرف واقي,"Gehäuseschild, m",end shield,plato,laakerikilpi,"flasque, m",scudo,エンドシールド,앤드 실드,tarcza łożyskowa,tampa,ležajni ščit,поклопац мотора,lagersköld,端罩
411-43-26,end-winding cover,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-26,غطاء نهاية ملفغطاء أطراف الملف,"Wickelkopfabdeckung, f",end-winding cover,cubierta de cabeza de bobina,käämityksen suojus,"couvre-enroulement, m",cuffia,コイル端カバー,코일단 덮개,osłona uzwojenia,cobertura do enrolamento,ščitnik glav navitja,заштитна капа намотаја,lindningskåpa,绕组端套
411-43-27,stator frame,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-27,هيكل العضو الثابتإطار العضو الساكن,"Ständergehäuse, n",stator frame,carcasa de estátor,staattorirunko,"carcasse stator, f",carcassa di statore,固定子枠,고정자 틀,kadłub  (stojana),carcaça (do estator),statorski okrov,кућиште статора,statorstomme,机座
411-43-28,box frame,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-28,هيكل الصندوقإطارصندوق,"Kastengehäuse, n",box frame,carcasa cerrada,kotelorunko,"carcasse fermée, f",carcassa chiusa,箱形固定子枠,상자틀,kadłub skrzynkowy,carcaça fechada,ohišje,затворено кућиште,lådformig stomme,箱式机座
411-43-29,skeleton frame,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-29,إطار هيكل,"Gehäusegestell, n",skeleton frame,carcasa tipo esqueleto,kehikkorunko,"carcasse squelette, f",carcassa a giorno,スケルトン枠,스켈리턴 프레임,kadłub szkieletowy,carcaça aberta,skeletni okrov,отворено кућиштерешеткасто кућиште,ribbad stomme,骨架式机座
411-43-30,laminated frame,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-30,إطار صفائحيإطارشرائحي,"geblechtes Gehäuse, n",laminated frame,carcasa laminada,laminoitu runko,"carcasse feuilletée, f",carcassa laminata,積層枠,적층 프레임,kadłub blachowany,carcaça laminada,lamelirani okrov,ламелирано кућиште,laminerad stomme,叠片机座
411-43-31,rotatable frame,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-31,إطار قابل للدوران,"drehbares Gehäuse, n",rotatable frame,carcasa orientable,kierrettävä runko,"carcasse orientable, f",carcassa orientabile,回転可能固定子枠,회전 가능 고정자 프레임,kadłub obracalny,carcaça orientável,vrtljivi okrov,окретно кућиште,roterbar stomme,可转动机座
411-43-32,end-shift frame,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-32,هيكل ازاحة طرفيةإطار ازاحة طرفية,"verschiebbares Gehäuse, n",end-shift frame,carcasa deslizante,siirrettävä runko,"carcasse coulissante, f",carcassa a spostamento assiale,スライド式固定子枠,엔드 시프트 프레임,kadłub wysuwany,carcaça deslizante,pomični okrov,осно помично кућиште,förskjutbar stomme,可移动机座
411-43-33,barring gear,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-33,جهاز التدوير البطيء,"Drehvorrichtung, f",barring gearturning gear  (US),virado,pyörityslaitepaaksauslaite,"vireur, m",viratore,寸動装置,바링 기어,urządzenie do obracania wirnika,virador,vrtilo,уређај за обртање ротора,baxningsdon,盘车齿轮
411-43-34,type of construction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-34,نوع التركيب,"Bauform, f",type of construction,forma de construcción,rakennelaji,"forme de construction, f",tipo di costruzione,構造様式,취부 방식,forma wykonania,forma construtiva,oblika (tip) konstrukcije,облик конструкције,konstruktionsutförande,结构型式
411-43-35,mounting arrangement,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-35,ترتيبات التركيبترتيبات التتبيث,"Aufstellung, f",mounting arrangement,disposición de montaje,asennustapa,"disposition de montage, f",tipo di montaggio,据付方式,설치 배열,sposób montażu,disposição de montagem,montaža (stroja)postavitev (stroja),облик уградње,monteringssätt,安装型式
411-43-36,drive end of a machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-36,طرف التحريك لآلة,"Antriebsseite einer Maschine, f",drive end of a machineD-end,lado Dlado de accionamiento de una máquina,koneen D-pääD-pää,"côté entraînement d'une machine, mcôté D, m",lato comando di una macchina,機械の駆動機端,기계 구동 종점,strona napędu  (maszyny),lado Dlado de accionamento de uma máquina,pogonska stran stroja,погонски крај машинеА-страна,drivände,电机的传动端D端
411-43-37,non-drive end of a machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-37,طرف غير قابل للحركة,"Nichtantriebsseite einer Maschine, f",non-drive end of a machineN-end,lado Nlado opuesto al accionamiento de una máquina,koneen N-pääN-pää,"côté opposé à l'entraînement d'une machine, mcôté N, m",lato opposto al lato comando di una macchina,機械の反駆動機端,기계 비구동 종점,strona przeciwna do napędu  (maszyny),lado Nlado oposto ao de accionamento de uma máquina,nepogonska stran stroja,непогонски крај машинеБ-страна,icke drivande ände,电机的非传动端N端
411-43-38,direction of rotation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-38,اتجاه الدوران,"Drehrichtung, f",direction of rotation,sentido de giro,pyörimissuunta,"sens de rotation, m",senso di rotazione,回転方向,회전 방향,kierunek wirowania,sentido de rotação,smer vrtenja,смер обртања,rotationsriktning,旋转方向
411-43-39,clockwise rotation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-39,دوران في إتجاه عقارب الساعه,"Drehrichtung im Uhrzeigersinn, f",clockwise rotation,giro a derechasgiro en sentido de las agujas de un reloj,pyörimissuunta myötäpäivään,"rotation à droite, frotation dans le sens d'horloge, f",rotazione oraria,時計方向回転,시계 방향 회전,prawy kierunek wirowania,rotação horária,vrtenje v desno,обртање у смеру казаљке на сатудесни смер,medursrotation,顺时针方向旋转
411-43-40,anti-clockwise rotation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-43-40,دوران عكس عقارب الساعة,"Drehrichtung gegen den Uhrzeigersinn, f",anti-clockwise rotationcounter clockwise rotation  (US),giro a izquierdasgiro en sentido contrario a la agujas de un reloj,pöyrimissuunta vastapäivään,"rotation à gauche, frotation dans le sens contraire d'horloge, f",rotazione antioraria,反時計方向回転,반시계 방향 회전반시계 회전,lewy kierunek wirowania,rotação anti‑horária,vrtenje v levo,обртање у смеру супротном од казаљке на сатулеви смер,motursrotation,反时针方向旋转
411-44-01,cooling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-01,تبريد,"Kühlung, f",cooling,refrigeración,jäähdytys,"refroidissement, m",raffreddamento,冷却,냉각,chłodzenie,arrefecimentorefrigeração,hlajenje,хлађење,kylning,冷却
411-44-02,coolant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-02,وسيط التبريد,"Kühlmittel, n",coolant,refrigerante,jäähdytysaine,"fluide de refroidissement, m",fluido di raffreddamento,冷媒,냉각재,czynnik chłodzący,fluido de arrefecimentofluido de refrigeração,hladilohladilna snov,расхладно средство,kylmedel,冷却介质
411-44-03,primary coolant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-03,وسيط تبريد أولي,"primäres Kühlmittel, n",primary coolant,refrigerante primario,sisäkierron jäähdytysaine,"fluide de refroidissement primaire, m",fluido di raffreddamento primario,一次冷媒,일차 냉각제,czynnik chłodzący pierwotny,fluido de arrefecimento primáriofluido de refrigeração primário,primarno hladilo,примарно расхладно средство,primärt kylmedel,初级冷却介质
411-44-04,secondary coolant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-04,وسيط تبريد ثانوي,"sekundäres Kühlmittel, n",secondary coolant,refrigerante secundario,ulkokierron jäähdytysaine,"fluide de refroidissement secondaire, m",fluido di raffreddamento secondario,二次冷媒,이차 냉각제,czynnik chłodzący wtórny,fluido de arrefecimento secundáriofluido de refrigeração secundário,sekundarno hladilo,секундарно расхладно средство,sekundärt kylmedel,次级冷却介质
411-44-05,final coolant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-05,وسيط تبريد نهائي,"letztes Kühlmittel, n",final coolant,refrigerante final,lopullinen jäähdytysaine,"fluide de refroidissement final, m",fluido di raffreddamento finale,最終冷媒,최종 냉각제,czynnik chłodzący końcowy,fluido de arrefecimento finalfluido de refrigeração final,končno hladilo,крајње расхладно средство,slutkylmedel,最终冷却介质
411-44-06,surrounding medium (of a machine),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-06,وسط محيط (لآلة),"umgebendes Medium (einer Maschine), n",surrounding medium (of a machine)ambient medium (of a machine),medio ambiente (de una máquina),ympäröivä väliaine,"milieu environnant d'une machine, mmilieu ambiant (d'une machine), m",fluido ambiente (di una macchina),機械の周囲媒体周囲媒体,"주변 매체, <기계>",czynnik otaczający maszynę otoczenie maszynyotoczenie,meio ambiente (de uma máquina)meio envolvente (de uma máquina),okolica (stroja)okoliško hladilo,околна средина (машине),omgivande medium,"周围环境介质, <电机的>"
411-44-07,remote medium (of a machine),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-07,وسط بعيد (لآلة),"entferntes Medium (einer Maschine), n",remote medium (of a machine),medio lejano (de una máquina),etäinen väliaine,"milieu éloigné (d'une machine), m",fluido remoto (di una macchina),機械の遠方媒体遠方媒体,"원격 매체, <기계>",czynnik obcy,meio remoto (de uma máquina),oddaljeno hladilo,удаљена средина (од машине),fjärrkylmedel,"远方介质, <电机的>"
411-44-08,direct cooled winding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-08,ملف مبرد بطريقة مباشرة ملف  مبرد داخلياً,"direkt leitergekühlte Wicklung, f",direct cooled windinginner cooled winding,devanado de refrigeración directadevanado de refrigeración interna,suoraan jäähdytetty käämitys,"enroulement à refroidissement direct, menroulement à refroidissement interne, m",avvolgimento a raffreddamento diretto,内部冷却巻線直接冷却巻線,직접 냉각 권선,uzwojenie chłodzone bezpośrednio,enrolamento de arrefecimento directoenrolamento de refrigeração directa,neposredno hlajeno navitjenotranje hlajeno navitjezasilni hladilni sistem,директно хлађен намотај,direktkyld lindning,直接冷却绕组内冷却绕组
411-44-09,indirect cooled winding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-09,ملفات  مبردة غير مباشرة,"indirekt gekühlte Wicklung, f",indirect cooled winding,devanado de refrigeración indirecta,epäsuorasti jäähdytetty käämitys,"enroulement à refroidissement indirect, m",avvolgimento a raffreddamento indiretto,間接冷却巻線,간접 냉각 권선,uzwojenie chłodzone pośrednio,enrolamento de arrefecimento indirectoenrolamento de refrigeração indirecta,posredno hlajeno navitje,посредно хлађен намотајиндиректно хлађен намотај,indirekt kyld lindning,间接冷却绕组
411-44-10,heat exchanger,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-10,مبادل حراري,"Wärmeaustauscher, mWärmetauscher, m",heat exchanger,intercambiador de calor,lämmönvaihdin,"échangeur de chaleur, m",scambiatore di calore,熱交換器,열 교환 장치,wymiennik ciepła chłodnica,permutador de calor,izmenjevalnik toplotehladilnik,измењивач топлоте,värmeväxlare,冷却器
411-44-11,pipe,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-11,انبوب ، مجرى ( لنظام تبريد),"Rohr (eines Kühlsystems), nKanal (eines Kühlsystems), m",pipeduct (of a cooling system),"tubería, conducto (de un sistema de refrigeración)",jäähdytyskanavajäähdytysputki,"canalisation, fconduit (d'un système de refroidissement), m",canale / condotto,冷却システムのダクト管ダクト,파이프관,przewód   (w układzie chłodzenia)kanał,"canalização, conduta de um sistema de arrefecimentocanalização, conduta de um sistema de refrigeração",hladilna cevhladilni kanalhermetični stroj,цев (расхладног система)канал (расхладног система),kylkanal,"通道管道, <冷却系统的>"
411-44-12,open circuit (of a cooling system),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-12,دارة مفتوحة لنظام تبريد,"offener Kühlkreis, m",open circuit (of a cooling system),circuito abierto (de un sistema de refrigeración),avoin jäähdytys,"circuit ouvert (d'un système de refroidissement), m",raffreddamento in ciclo aperto,冷却システムの開放通路開放通路,"개방 회로, <냉각 시스템>열린 회로, <냉각 시스템>",obieg otwarty,circuito aberto (de um sistema de arrefecimento)circuito aberto (de um sistema de refrigeração),odprt hladilni krog,отворено коло (расхладног система),öppen kylkrets,开路冷却回路
411-44-13,closed circuit (of a cooling system),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-13,دارة مغلقة لنظام تبريد,"geschlossener Kühlkreis, m",closed circuit (of a cooling system),circuito cerrado (de un sistema de refrigeración),suljettu jäähdytys,"circuit fermé (d'un système de refroidissement), m",raffreddamento in ciclo chiuso,冷却システムの閉鎖通路,"폐 회로, <냉각 시스템>닫힌 회로, <냉각 시스템>",obieg zamknięty,circuito fechado (de um sistema de arrefecimento)circuito fechado (de um sistema de refrigeração),zaprt hladilni krog,затворено коло (расхладног система),sluten kylkrets,闭路冷却回路
411-44-14,piped or ducted circuit (of a cooling system),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-14,دارة أنابيب او قنوات (لنظام تبريد),"rohr- oder kanalgeführter Kühlkreis, m",piped or ducted circuit (of a cooling system),circuito tubular o canalizado (de un sistema de refrigeración),kanavoitu jäähdytys,"circuit à canalisations ou conduits (d'un système de refroidissement), m",circuito di raffreddamento a canali o a condotti,管又はダクトで導く通路,"파이프 또는 관로 회로, <냉각 시스템>",obieg przewodowy lub kanałowy,circuito de canalizações ou condutas (de um sistema de arrefecimento)circuito de canalizações ou condutas (de um sistema de refrigeração),cevovodni hladilni krog,коло од цеви или канала (расхладног система),kylkanalkrets,管道或通道冷却回路
411-44-15,standby or emergency cooling system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-15,نظام تبريد احتياطي أو طارىء,"Zusatzkühlsystem, nNotkühlsystem, n",standby or emergency cooling system,sistema de refrigeración de socorro,varajäähdytysjärjestelmä,"dispositif de refroidissement de secours, m",sistema di raffreddamento di riserva o di emergenza,非常-予備用冷却システム,비상 예비용 냉각 시스템,układ chłodzenia rezerwowy lub awaryjny,sistema de arrefecimento de reserva ou de emergênciasistema de refrigeração de reserva ou de emergência,rezervni hladilni sistem,помоћни систем за хлађење,nödkylsystem,备用或紧急冷却系统
411-44-16,open machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-16,آلة مفتوحة,"offene Maschine, f",open machine,máquina abierta,avoin kone,"machine ouverte, f",macchina aperta,開放通路形回転機,개방형 전기 기계,maszyna otwartamaszyna budowy otwartej,máquina aberta,odprti stroj,отворена машина,öppen maskin,开启式电机
411-44-17,closed machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-17,آلة مغلقة,"geschlossene Maschine, f",closed machine,máquina cerrada,suljettu kone,"machine fermée, f",macchina chiusa,閉鎖通路形回転機,폐쇄형 전기 기계,maszyna zamkniętamaszyna budowy zamkniętej,máquina fechada,zaprti stroj,затворена машина,sluten maskin,封闭式电机
411-44-18,sealed machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-18,آلة محكمة العزل,"gekapselte Maschine, f",sealed machine,máquina hermética,tiivistetty kone,"machine hermétique, f",macchina a chiusura stagna,密封形回転機,밀폐형 기계,maszyna hermetyczna,máquina hermética,hermetično zaprti stroj,херметички затворена машина,helkapslad maskin,密封式电机
411-44-19,pressurized machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-19,آلة مضغوطة,"Maschine mit innerem Überdruck, f",pressurized machine,máquina de sobrepresión interna,paineistettu kone,"machine à surpression interne, f",macchina a sovrapressione interna,内圧形回転機,내압형 전기 기계,maszyna z podwyższonym ciśnieniem,máquina pressurizada,stroj z notranjim nadtlakom,машина под притиском,trycksatt maskin,充压式电机
411-44-20,gas- or vapour-proof machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-20,آلة محمية من  دخول الغاز أو البخار,"gas- oder dampfgeschützte Maschine, f",gas- or vapour-proof machine,máquina protegida contra los gases o vapores,kaasu- tai höyrysuojattu kone,"machine protégée contre les gaz ou vapeurs, f",macchina a tenuta di gas o vapori,耐ガス形回転機,방 가스 또는 방 증기 기계,maszyna gazoszczelna,máquina protegida contra gases ou vapores,proti plinom ali proti param zaščiten stroj,машина заштићена од гаса или паре,gas- eller ångtät maskin,汽密式电机
411-44-21,canned machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-21,آلة معلبة,"abgedichtete Maschine, f",canned machine,máquina encamisada,nestetiivis kone,"machine chemisée, f",macchina inscatolata,キャンド形電機,캔형 전기 기계,maszyna z osłoną hermetyczną,máquina encamisada,zatesnjeni stroj,машина са плаштом,tätad maskin,罐封式电机
411-44-22,frame surface cooled machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-22,آلة مُبرّدة بسطح هيكلها,"oberflächengekühlte Maschine, f",frame surface cooled machine,máquina refrigerada por la superficie de la carcasa,ulkopinnalta jäähdytetty kone,"machine à refroidissement par la surface de la carcasse, f",macchina raffreddata sulla superficie della carcassa,外被表面冷却形回転機,외피 표면 냉각형 전기 기계,maszyna o chłodzeniu powierzchniowym,máquina com arrefecimento pela superfície da carcaçamáquina com refrigeração pela superfície da carcaça,površinsko hlajeni stroj,машина хлађена преко површине кућишта,mantelkyld maskin,机座表面冷却电机
411-44-23,air-to-air cooled machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-23,آلة تبرد بواسطة الهواء,"Maschine mit Luft-Luft-Kühlung, f",air-to-air cooled machine,máquina con refrigeración aire-aire,ilma-ilmajäähdytetty kone,"machine à refroidissement air-air, f",macchina con scambiatore aria-aria,空冷熱交換器形回転機,공기 열 교환기형 기계,maszyna z powietrznym wymiennikiem ciepła,máquina com arrefecimento ar-armáquina com refrigeração ar-ar,stroj s hlajenjem zrak-zrak,машина хлађена системом ваздух-ваздух,luft-luftkyld maskin,空-空冷却电机
411-44-24,air-to-water cooled machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-24,آلة مُبرّدة بالهواء للماء,"Maschine mit Luft-Wasser-Kühlung, f",air-to-water cooled machine,máquina con refrigeración aire-agua,ilma-vesijäähdytetty kone,"machine à refroidissement air-eau, f",macchina con scambiatore aria-acqua,水冷熱交換器形回転機,수랭 열교환기형 전기 기계,maszyna z wodnym wymiennikiem ciepła,máquina com arrefecimento ar-águamáquina com refrigeração ar-água,stroj s hlajenjem zrak-voda,машина хлађена системом ваздух-вода,luft-vattenkyld maskin,空-水冷却电机
411-44-25,direct water-cooled machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-25,آلة مُبرّدة بالماء مباشرة,"Maschine mit direkter Wasserkühlung, f",direct water-cooled machine,máquina de refrigeración directa por agua,suoraan vesijäähdytetty kone,"machine à refroidissement direct par eau, f",macchina con raffreddamento diretto ad acqua,直接水冷却形回転機,직접 냉각형 전기 기계,maszyna chłodzona bezpośrednio wodą,máquina com arrefecimento directo por águamáquina com refrigeração directa por água,stroj z neposrednim vodnim hlajenjem,машина директно хлађена водом,direkt vattenkyld maskin,直接水冷电机
411-44-26,self-cooled machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-26,آلة ذاتية التبريد,"Maschine mit Eigenkühlung, f",self-cooled machine,máquina autorefrigerada,itsejäähdytteinen kone,"machine auto-refroidie, f",macchina autoraffreddata,自冷形回転機,자랭형 전기 기계,maszyna o chłodzeniu własnym,máquina autoarrefecidamáquina autorrefrigerada,samohlajeni stroj,машина са сопственим хлађењем,självkyld maskin,自冷式电机
411-44-27,separately cooled machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-27,آلة مُبردة بشكل منفصل,"Maschine mit Kühlung durch unabhängige Baugruppe, f",separately cooled machine,máquina de refrigeración separada,vierasjäähdytteinen kone,"machine à refroidissement séparé, f",macchina con raffreddamento separato,他冷形回転機,타랭형 전기 기계,maszyna o chłodzeniu obcym,máquina com arrefecimento separadomáquina com refrigeração separada,stroj s tujim hlajenjem,машина са посебним хлађењем,separatkyld maskin,他冷式电机
411-44-28,fan housing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-28,حاضنة المروحة,"Lüftergehäuse, n",fan housing,envolvente de ventilador,tuulettimen suojus,"enveloppe de ventilateur, f",involucro del ventilatore,ファン外被,팬 외함,obudowa wentylatora,invólucro de ventilador,okrov ventilatorja,кућиште вентилатора,fläkthus,风罩
411-44-29,fan shroud,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-29,درع المروحة,"Lüfterkragen, m",fan shroud,capó de ventilador,tuulettimen kehärengas,"capot de ventilateur, m",cappa del ventilatore,ファン囲い板,팬 슈라우드 판,prowadnica wentylatora,tampa de ventilador,plašč ventilatorja,штитник вентилатора,fläktring,风扇挡风圈
411-44-30,radial core duct,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-30,مجارى تبريد شعاعية,"radialer Kühlmittelkanal, m",radial core duct,conducto de ventilación radial del núcleo,säteittäinen jäähdytyssola,"canalisation de ventilation radiale, f",canale di ventilazione radiale,放射状鉄心ダクト,방사형 철심 덕트,kanał promieniowy,canal de ventilação radial,radialni ventilacijski kanal,радијални вентилациони канал,radiell kylkanal,铁心径向通风道
411-44-31,axial core duct,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-31,مجارى تبريد محوريةقنوات تبريد محورية,"axialer Kühlmittelkanal, m",axial core duct,conducto de ventilación axial del núcleo,aksiaalinen jäähdytyskanava,"canalisation de ventilation axiale, f",canale di ventilazione assiale,軸方向鉄心ダクト,축 방향 철심 덕트,kanał osiowy,canal de ventilação axial,aksialni ventilacijski kanal,осни вентилациони канал,axiell kylkanal,铁心轴向通风遭
411-44-32,guide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-32,موجّهمرشد ، دليل,"Kühlmittelführung, f",guide,guía,ohjain,"guidage, m",deflettore,ガイド,지침가이드안내,prowadnica,guia de ar,(hladilovo) vodilo,усмеривач средства за хлађење,ledskärm,导流构件
411-44-33,air trunking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-44-33,نفق هوائي,"Luftführungsstutzen, m",air trunking,conducción de aire,putkinysä,"manchette, f",raccordo di ventilazione,風胴,공기중계방식,króciec powietrzny,manga de ventilação,uvodnica za zrak,прикључење ваздуха,luftkanalsystem,通风导管
411-46-01,current linkage (of a distributed winding),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-46-01,ربط التيار(لملفات متوزعة)أمبير-موصلات(لملفات متوزعة,"Durchflutung (einer verteilten Wicklung), f",current linkage (of a distributed winding)ampere-conductors (of a distributed winding),amperios-conductores (de un devanado distribuido)carga total de corriente (de un devanado distribuido),virtasumma,"courant totalisé (d'un enroulement réparti), msolénation (d'un enroulement réparti), fampères-conducteurs (d'un enroulement réparti), m pl",amper-fili (per un avvolgimento distribuito),分布巻のアンペア導体数アンペア導体数,"전류 권선수 곱, <분포권>",przepływ uzwojenia rozłożonego przepływ,amperes-condutores (de um enrolamento distribuído),tokovni pretok (porazdeljenega navitja)amper-vodniki (porazdeljenega navitja),струјни обухват (расподељеног намотаја),,"安培导体, <分布绕组的>"
