term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sl,sr,sv,zh
421-11-20,maximum rated step voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-20,جهد الخطوة المقنن الاقصى,"höchste Bemessungs-Stufenspannung, f",maximum rated step voltage,tensión de escalón asignada máxima,säätöaskeleen suurin nimellisjännite,"tension d'échelon assignée maximale, f",tensione nominale massima di gradino,最大定格ステップ電圧,최대 정격 계단 전압최대 정격 스텝 전압,шаталсан хамгийн их хэвийн хүчдэл,maksimal merketrinnspenning,napięcie stopniowe maksymalne znamionowe,tensão de escalão estipulada máxima,najvišja nazivna napetost stopnje,"максимални назначени напон корака, м јд",högsta markstegspänning,最大额定级电压
421-11-21,number of inherent tapping positions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-21,عدد وضعيات التفريغ الذاتية,"Anzahl der möglichen Anzapfungsstellungen, fAnzahl der möglichen Stellungen, f",number of inherent tapping positions,número de posiciones de regulación disponibles,asentojen suurin määrä,"nombre de positions de réglage disponibles, m","numero delle posizioni di regolazione
disponibili",固有タッピング位置数,고유 태핑 위치 수,тавилын байршлын тоо,tal på moglege stillingar,liczba pozycji zaczepowych całkowita,número de posições de comutação disponíveis,število lastnih odcepnih položajev,"број расположивих положаја, м мн",antal lindningskopplarlägen,固有分接位置数
421-11-22,number of service tapping positions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-22,عدد وضعيات التفريغ العاملة,"Anzahl der Betriebsanzapfungsstellungen, fAnzahl der Betriebsstellungen, f",number of service tapping positions,número de posiciones de regulación de servicio,käytössä olevien asentojen määrä,"nombre de positions de réglage de service, m","numero delle posizioni di regolazione
di funzionamento",供用タッピング位置数,실용 태핑 위치 수,ажлын тавилын байршлын тоо,tal på driftsstillingar,liczba pozycji zaczepowych wykorzystana,número de posições de comutação em serviço,število obratovalnih odcepnih položajev,"број радних положаја, м мн",antal utnyttjade lindningskopplarlägen,工作分接位置数
421-12-01,motor-drive mechanism,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-01,آلية قيادة لمحرك,"Motorantrieb, m",motor-drive mechanism,mecanismo de accionamiento por motor,moottoriohjain,"mécanisme d'entraînement à moteur, m",dispositivi di manovra a motore,電動機構,전동기 구동 기구전동기 구동 메커니즘,хөдөлгүүрээр хөдөлгөөнд оруулах механизм,motordriven mekanisme,napęd silnikowy,mecanismo de accionamento motorizado,motorsko gonilo,"моторни погон, м јд",motormanöverdon,电动机构
421-12-02,step-by-step control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-02,التحكم خطوة بخطوة,"Schrittsteuerung, f",step-by-step control,dispositivo de marcha paso a paso,askelohjaus,"dispositif de marche cran par cran, m",dispositivo di controllo passo-passo,ステップバイステップ制御,순차 계단 제어스텝 바이 스텝 제어,алхам алхмаар удирдах удирдлага,trinnvis kontroll,sterowanie krokowe,dispositivo de marcha passo a passo,koračno krmiljenje,"уређај за управљање „корак по корак”, м јд",utrustning för stegvis styrning,逐级控制
421-12-03,tap position indicator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-03,مبين موقع المأخذ,"Stellungsanzeige, f",tap position indicator,indicador de posición de toma,asennonosoitin,"indicateur de position de prise, m",indicatore della posizione di presa,タップ位置表示,탭 위치 표시기,тавилын байршил заагч,stillingsindikator,wskaźnik pozycji zaczepu,indicador de posição de tomada,indikator položaja odcepa,"показивач положаја извода, м јд",lägesindikator,分接位置指示器
421-12-04,tap-change in progress indicator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-04,مبين تقدم عملية تغيير المأخذ,"Laufanzeige, f",tap-change in progress indicator,indicador de cambio de toma en curso,ohjaimen toimintailmaisin,"indicateur de changement de prise en cours, m",indicatore di commutazione in corso,タップ変更進捗表示装置,진도지시기의 탭변환,тавилыг өөрчилж байгаа үеийн заагч,indikator for pågåande koplingsmanøver,wskaźnik działania napędu silnikowego,indicador de mudança de tomada em curso,indikator delovanja preklopnika,"показивач „регулација у току”, м јд",indikeringsdon för pågående manöver,分接变换指示器
421-12-05,limit switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-05,مفتاح تحديد ( نهاية مجال ),"Endschalter, m",limit switch,indicador de final de carrera,rajakytkin,"interrupteur de fin de course, m",interruttore di fine corsa,リミットスイッチ,제한 개폐기,хязгаарлах ачаалал таслуур,grensebrytar,ograniczniki ruchu elektromechaniczne,interruptor de fim de curso,mejno stikalo,"гранична склопка, ж јд",andlägebrytare,限位开关
421-12-06,mechanical end stop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-06,محدد نهاية ميكانيكي,"mechanische Endbegrenzung, f",mechanical end stop,final de carrera mecánico,mekaaninen rajoitin,"fin de course mécanique, f",fine corsa meccanico,機械的停止機構,기계식 종단 정지,механик хязгаарлагч,mekanisk stillingsavgrensar,ogranicznik ruchu mechaniczny,fim de curso mecânico,mehanični omejilnik,"механички граничник, м јд",andlagestopp,机械端位止动装置
421-12-07,parallel control devices,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-07,أجهزة التحكم للعمل على التوازي,"Parallellaufeinrichtung, f",parallel control devices,dispositivo de mando de marcha en paralelo,rinnankäyttölaitteet,"dispositif de commande de marche en parallèle, m","dispositivo di comando del 
funzionamento in parallelo",並列制御デバイス,병렬 제어 장치,зэрэгцээ удирдлагын төхөөрөмжүүд,kontrollutrusting for parallelldrift,urządzenie sterujące równoległą pracą przełączników,dispositivo de comando de marcha em paralelo,krmilnik vzporednega obratovanja,"управљачки уређај паралелног рада, м јд",parallellstyrningsutrustning,并联控制装置
421-12-08,emergency tripping device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-08,جهاز الفصل في الحالات الطارئة,"Notauslösung, fNotausschaltung, f",emergency tripping device,dispositivo de parada de emergencia,hätäpysäytin,"dispositif de déclenchement d'urgence, m","dispositivo di emergenza per 
l'arresto",緊急遮断デバイス,비상 트리핑 장치,ослын үед зогсоох төхөөрөмж,naudstopp,blokada awaryjna napędu silnikowego,dispositivo de disparo de emergência,nujnostni izklopnik,"уређај за искључивање у нужди, м јд",nödstopp,紧急脱扣装置
421-12-09,overcurrent blocking device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-09,الجهاز المانع لتجاوز التيار,"Überstromsperre, f",overcurrent blocking device,dispositivo de bloqueo por sobreintensidad,ylivirtasalpa,"dispositif de blocage par surintensité, m",dispositivo di blocco per sovraccorente,過電流遮断デバイス,과전류 방지 장치,хэт гүйдлийн хориг тавих төхөөрөмж,overstraumssperre,blokada zwarciowa napędu silnikowego,dispositivo de bloqueio por sobreintensidade,nadtokovna zapora,"уређај за прекострујну блокаду, м јд",överströmsblockerare,过电流闭锁装置
421-12-10,operation counter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-10,عداد  التشغيل (العمليات),"Zählwerk, n",operation counter,contador de maniobras,toimintalaskuri,"compteur de manoeuvres, m",contattore di manovre,動作カウンタ,운전 계수기,үйлдлийн тоолуур,teljeverk,licznik przełączeń,contador de manobras,števec preklopov,"бројач операција, м јд",räkneverk,操作计数器
421-12-11,manual operation of motor-drive mechanism,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-12-11,تحكم يدوي لآلية قيادة لمحرك,"Handantrieb, m",manual operation of motor-drive mechanism,maniobra manual del mecanismo de accionamiento por motor,mekaaninen käsikäyttömoottoriohjaimen mekaaninen käsikäyttö,"commande manuelle du mécanisme d'entraînement à moteur, f","comando manuale del dispositivi di
manovra a motore",電動機構の手動操作,전동기 구동 메커니즘 수동 운전,хөдөлгүүрээр хөдөлгөөнд оруулах механизмын гар ажиллагаа,handbetening av lastkoplar,przełączanie zaczepów ręczne,comando manual do mecanismo de accionamento motorizado,ročni pogon motorskega gonila,"ручно покретање механизма моторног погона, с јд",handmanövrering av motormanöverdon,电动机构的手动操作
