term_id,term,term_url,ar,de,en,es,fr,ja,ko,pl,pt,zh
815-14-06,twisting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-06,,"Verdrillen, n",twisting,retorcido,"torsadage, m",ツイスト加工,꼬임비틀림,"skręcanie, n",torçagem,扭转加工
815-14-07,stranding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-07,,"Leiterbündelung, f",stranding,cableado,"câblage, m",より線加工,연선가공,"splatanie, n",cablagem,绞合
815-14-08,intermediate heat treatment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-08,,"zwischenzeitliche Wärmebehandlung, f",intermediate heat treatment,tratamiento térmico intermedio,"traitement thermique intermédiaire, m",中間熱処理,중간 열처리,"wygrzewanie przejściowe, n",tratamento térmico intermédio,中间热处理
815-14-09,surface diffusion process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-09,,"Oberflächendiffusionsverfahren, n",surface diffusion process,proceso de difusión superficial,"procédé de diffusion superficielle, m",表面拡散法,표면확산 공정표면확산 처리,"proces dyfuzji powierzchniowej, m",processo de difusão superficial,表面扩散法
815-14-10,composite fabrication process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-10,,"Verbundleiterfertigung, f",composite fabrication process,proceso de fabricación de un compuesto,"procédé de fabrication d’un composite, m",複合化工法,복합초전도선 제조 공정,"proces produkcji przewodów kompozytowych, m",processo de fabricação de um compósito,复合材料制备法
815-14-11,bronze process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-11,,"Bronzeverfahren, n",bronze process,proceso en matriz de bronce,"voie du bronze, f",ブロンズ法,청동법청동 공정,"metoda ""brązu”, fproces z użyciem brązu, m",processo do bronze,青铜法
815-14-12,chemical vapour deposition process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-12,,"CVD-Verfahren, n",chemical vapour deposition processCVD process,proceso de depósito químico en fase de vaporproceso CVD,"dépôt chimique en phase vapeur, mméthode CVD, f",化学蒸着法CVD法,화학 증착법,"proces chemicznego naparowywania, m",processo de deposição química em fase  vaporprocesso CVD,化学气相沉积法CVD法
815-14-13,physical vapour deposition process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-13,,"PVD-Verfahren, n",physical vapour deposition processPVD process,proceso de depósito físico en fase de vaporproceso PVD,"dépôt physique en phase vapeur, mméthode PVD, f",物理蒸着法PVD法,물리 증착법물리적 증착 처리,"proces fizycznego naparowywania, m",processo de deposição física em fase  vaporprocesso PVD,物理气相沉积法PVD法
815-14-14,in-situ process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-14,,"In-situ-Verfahren, n",in-situ process,proceso in situ,"procédé in-situ, m",インシチュー法,원위치 처리현장 처리,"proces wewnętrzny, m",processo in-situ,原位法
815-14-15,ex-situ process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-15,,"Ex-situ-Verfahren, n",ex-situ process,proceso ex situ,"procédé ex-situ, m",エクシチュー法,현장밖 처리,"proces zewnętrzny, m",processo ex-situ,离位法
815-14-16,powder metallurgy process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-16,,"pulvermetallurgisches Verfahren, n",powder metallurgy process,proceso de metalurgia de polvos,"procédé utilisant la métallurgie des poudres, m",粉末冶金法,분말 야금 처리,"proces metalurgii proszkowej, m",processo de metalurgia dos pós,粉末冶金法
815-14-17,external diffusion process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-17,,"externes Diffusionsverfahren, n",external diffusion process,proceso de difusión externa,"diffusion externe, f",外部拡散法,외부 확산 처리,"proces dyfuzji zewnętrznej, m",processo de difusão externa,外扩散法
815-14-18,tube process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-18,,"Rohrverfahren, n",tube process,proceso a partir de tubos,"procédé utilisant des tubes, m",チューブ法,튜브법,"proces rurowy, m",processo com tubos,套管法
815-14-19,internal tin process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-19,,"Zinnverfahren, n",internal tin process,proceso de difusión interna de estaño,"procédé par étain interne, m",内部すず法,내부 주석 공정,"proces wewnętrzny z użyciem cyny, m",processo por estanhagem interna,内锡法
815-14-20,infiltration process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-20,,"Infiltrationsverfahren, n",infiltration process,proceso de infiltración,"procédé par infiltration, m",浸透法,용침법용액 침투법,"proces przenikania, mproces infiltracji, m",processo por infiltração,渗透法
815-14-21,jelly roll process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-21,,"Walzen im ""jelly roll process"", n",jelly roll process,"proceso tipo ""jelly roll""","procédé type “jelly roll”, m",ジェリーロール法,젤리 롤 공정,"proces zwijania, m",processo tipo «jelly roll»,包卷法
815-14-22,melt-textured growth process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-22,,"Schmelztexturierungsverfahren, n",melt-textured growth process,proceso de crecimiento por texturado del fundido,"procédé de texturation par fusion, m",溶融凝固法,용융조직 성장 공정,"proces wzrostu tekstury z fazy stopionej, m",processo de texturação por fusão,熔融织构生长法
815-14-23,texture control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-23,,"kontrollierte Texturierung, f",texture control,control de textura,"contrôle de texture, m",集合組織制御,직조 제어결정배열 제어,"teksturowanie kontrolowane, n",controlo de textura,织构控制
815-14-24,melt process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-24,,"Schmelzverfahren, n",melt process,proceso de fusión,"procédé par fusion, m",溶融法,용융 공정,"proces topienia, m",processo por fusão,熔融法
815-14-25,calcination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-25,,"Kalzinieren, n",calcinationcalcining,calcinación,"calcination, f",か焼,하소배소굽기,"wypalanie, nkalcynacja, f",calcinação,焙烧
815-14-26,precursor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-26,,"Vorprodukt, nPräkursor, m",precursor,precursor,"précurseur, m",前駆体,전구체,"prekursor, m",precursor,前驱物
815-14-27,sintering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-27,,"Sintern, n",sintering,sinterización,"frittage, m",焼結,소결신터링,"spiekanie, n",sinterização,烧结
815-14-28,sol-gel process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-28,,"Sol-Gel-Verfahren, n",sol-gel process,proceso sol-gel,"procédé sol-gel, m",ゾル・ゲル法,졸젤 공정졸젤법,"proces zol-żel, n",processo sol-gel,溶胶-凝胶法
815-14-29,coprecipitation process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-29,,"gemeinsame Abscheidung, fKopräzipitation, f",coprecipitation process,proceso de coprecipitación,"procédé de coprécipitation, m",共沈法,공침법공동침전법,"proces współstrącania, m",processo de coprecipitação,共沉淀法
815-14-30,spray drying process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-30,,"Sprühtrocknungsverfahren, n",spray drying process,proceso de secado por pulverización,"procédé de séchage par pulvérisation, m",噴霧乾燥法,분사 건조 공정,"proces suszenia przez rozpylanie, m",processo de secagem por pulverização,喷雾干燥法
815-14-31,spray pyrolysis process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-31,,"Sprühpyrolyseverfahren, n",spray pyrolysis process,proceso de pirólisis por pulverización,"procédé de pyrolyse par pulvérisation, m",スプレイパイロリシス法,분무 열분해 공정,"proces rozpylania pirolitycznego, m",processo de pirólise por pulverização,喷雾热分解法
815-14-32,freeze-drying process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-32,,"Gefriertrocknungsverfahren, n",freeze-drying process,liofilización,"lyophilisation, f",冷凍乾燥法,동결건조법,"proces suszenia sublimacyjnego, mproces liofilizacji, m",liofilização,冷冻干燥法
815-14-33,plasma spray process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-33,,"Plasmasprühverfahren, n",plasma spray process,proceso de pulverización con plasma,"procédé par projection plasma, m",プラズマスプレー法,플라스마 분무 공정,"proces rozpylania plazmowego, m",processo por projeção de plasma,等离子体喷雾法
815-15-01,cryogenic refrigeration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-01,,"kryogene Kühlung, f",cryogenic refrigeration,refrigeración criogénica,"réfrigération cryogénique, f",極低温冷凍,극저온 냉동,"krioschładzanie, nchłodzenie kriogeniczne, n",refrigeração criogénica,低温制冷
815-15-02,cryogenic refrigerator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-02,,"Tieftemperatur-Kältemaschine, fkryogene Kältemaschine, f",cryogenic refrigerator,criorrefrigerador,"réfrigérateur cryogénique, m",冷凍機,극저온 냉동기,"chłodziarka kriogeniczna, fkriochłodziarka, f",refrigerador criogénico,低温制冷机
815-15-03,coldhead,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-03,,"Kaltkopf, m",coldhead,cabeza fría,"tête froide, f",コールドヘッド,콜드헤드,"zimna głowica, f",cabeça fria,冷头
815-15-04,cooling channel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-04,,"Kühlkanal, m",cooling channel,canal de refrigeración,"canal de refroidissement, m",冷却チャンネル,냉각 채널,"kanał chłodzący, m",canal de de refrigeração,冷却通道
815-15-05,heat transfer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-05,,"Wärmeübertragung, f",heat transfer,transferencia de calor,"échange thermique, m",熱伝達,열 전달,"przepływ ciepła, m",transferência de calortransferência térmica,传热
815-15-06,pool cooling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-06,,"Badkühlung, f",pool coolingcooling,refrigeración por baño,"refroidissement en bain, mrefroidissement en réservoir, m",浸し冷却漬冷却,침수 냉각,"chłodzenie w kąpieli, n",refrigeração em banho,浸泡致冷冷却
815-15-07,conduction cooling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-07,,"Leitungskühlung, ftrockene Kühlung, f",conduction cooling,refregeración por conducción,"refroidissement par conduction, m",伝導冷却,전도 냉각,"chłodzenie kontaktowe, n",refrigeração  por condução,传导冷却
815-15-08,convection cooling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-08,,"Konvektionskühlung, fAustauschkühlung, f",convection cooling,refrigeración por convección,"refroidissement par convection, m",対流冷却,대류 냉각,"chłodzenie konwekcyjne, n",refrigeração  por convecção,对流冷却
815-15-09,nucleate boiling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-09,,"Blasensieden, n",nucleate boiling,ebullición nucleada,"régime d’ébullition nucléée, m",核沸騰,핵 비등핵 끓음,"wrzenie pęcherzykowate, n",regime de ebulição nucleada,核沸腾
815-15-10,film boiling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-10,,"Filmsieden, n",film boiling,ebullición pelicular,"régime d’ébullition pelliculaire, m",膜沸騰,박막 비등,"wrzenie warstewkowe, n",regime de ebulição pelicular,膜沸腾
815-15-11,radiation cooling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-11,,"Strahlungskühlung, f",radiation cooling,refiegeración por radiación,"refroidissement par rayonnement, m",放射冷却,방사 냉각,"chłodzenie radiacyjne, n",refrigeração  por radiação,辐射冷却
815-15-12,radiation shield,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-12,,"Strahlungsschirm, m",radiation shield,pantalla de radiación,"écran thermique, m",放射遮蔽体,방사선 차폐,"ekran radiacyjny, m",ecrã térmico,辐射屏
815-15-13,residual gas,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-13,,"Restgas, n",residual gas,gas residual,"gaz résiduel, m",残留ガス,잔류 가스,"gaz resztkowy, m",gás residual,剩余气体
815-15-14,residual gas heat transfer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-14,,"Restgas-Wärmeübertragung, f",residual gas heat transfer,transferencia de calor a través del gas residual,"échange thermique par gaz résiduel, m",残留ガス熱伝達,잔류가스 열전달,"przekaz ciepła przez gaz resztkowy, m",transferência de calor por gás residual,剩余气体传热
815-15-15,vacuum insulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-15,,"Vakuumisolierung, f",vacuum insulation,aislamiento mediante vacío,"isolation par le vide, f",真空断熱,진공 단열,"izolacja próżniowa, f",isolação por vácuo,真空绝热
815-15-16,multilayer insulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-16,,"Mehrlagenisolierung, f",multilayer insulationMLIsuper-insulation,aisalmiento multicapa,"isolation multicouche, fsuperisolation, f",積層断熱MLIスーパーインシュレーション,다층 단열,"izolacja wielowarstwowa, fsuperizolacja, f",isolação multicamada,多层绝热超级绝热MLI
815-15-17,supercritical helium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-17,,"überkritisches Helium, n",supercritical helium,helio supercrítico,"hélium hypercritique, mhélium supercritique, m",超臨界圧ヘリウム,초임계 헬륨,"hel nadkrytyczny, m",hélio supercrítico,超临界氦
815-15-18,superfluid helium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-18,,"supraflüssiges Helium, nsuprafluides Helium, nHe II, n",superfluid heliumHe II,helio superfluido,"hélium superfluide, mHe II",超流動ヘリウムHe II,초유체 헬륨,"hel nadpłynny, mhel nadciekły, m",hélio superfluido,超流氦He II
815-15-19,"stabilization, <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-19,,"Stabilisierung, <in der Supraleitertechnik> f","stabilization, <in superconductivity-related technology>",estabilización,"stabilisation, <en technique des supraconducteurs> f","安定化, ＜超電導関連技術＞","안정화, <초전도 기술>","stabilizacja, <w technologii związanej z nadprzewodnictwem> f","estabilização, <em tecnologia dos supercondutores>","稳定化, <用于超导有关的技术中>"
815-15-20,full stabilization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-20,,"Vollstabilisierung, f",full stabilization,estabilización completa,"stabilisation totale, f",完全安定化,완전 안정화,"stabilizacja pełna, f",estabilização total,全稳定化
815-15-21,adiabatic stabilization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-21,,"adiabatische Stabilisierung, f",adiabatic stabilization,estabilización adiabática,"stabilisation adiabatique, f",断熱安定化,단열 안정화,"stabilizacja adiabatyczna, f",estabilização adiabática,绝热稳定化
815-15-22,dynamic stabilization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-22,,"dynamische Stabilisierung, f",dynamic stabilization,estabilización dinámica,"stabilisation dynamique, f",動的安定化,동적 안정화,"stabilizacja dynamiczna, f",estabilização dinâmica,动态稳定化
815-15-23,magnetic diffusivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-23,,"magnetischer Diffusionskoeffizient, m",magnetic diffusivity,difusividad magnética,"diffusivité magnétique, f",磁気拡散率,자기 확산율엠디,"współczynnik dyfuzji magnetycznej, m",difusividade magnética,磁扩散率
815-15-24,magnetic diffusion time constant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-24,,"Zeitkonstante der magnetischen Diffusion, f",magnetic diffusion time constant,constante de tiempo de la difusión magnética,"constante de temps de la diffusion magnétique, f",磁気拡散時定数,자기확산 시정수,"stała czasowa dyfuzji magnetycznej, f",constante de tempo da difusão magnética,磁扩散时间常数
815-15-25,thermal diffusion time constant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-25,,"Zeitkonstante der thermischen Diffusion, f",thermal diffusion time constant,constante de tiempo de la difusión térmica,"constante de temps de la diffusion thermique, f",熱拡散時定数,열확산 시정수,"stała czasowa dyfuzji termicznej, fstała czasowa dyfuzji cieplnej, f",constante de tempo da difusão térmica,热扩散时间常数
815-15-26,current sharing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-26,,"Stromaufteilung, f",current sharing,división de corriente,"répartition de courant, f",分流,전류 공유,"podział prądu, m",repartição de corrente,电流分流
815-15-27,Stekly's stability criterion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-27,,"Stabilitätskriterium nach Stekly, n",Stekly's stability criterion,criterio de estabilidad de Stekly,"critère de stabilité de Stekly, m",ステックレーの安定化基準,스테클리 안정도 기준,"kryterium stabilizacji Stekly'a, m",critério de estabilidade de Stekly,什泰克利稳定性判据
815-15-28,Maddock's stability criterion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-28,,"Stabilitätskriterium nach Maddock, n",Maddock's stability criterion,cirterio de estabilidad de Maddock,"critère de stabilité de Maddock, m",マドックの安定化基準,매독 안정도 기준,"kryterium stabilizacji Maddocka, m",critério de estabilidade de Maddock,麦多克稳定性判据
815-15-29,equal area theorem,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-29,,"Theorem der gleichen Flächenintegrale, nTheorem der gleichen Flächen, n",equal area theorem,terorema de las áreas iguales,"théorème des aires égales, m",当面積法則,등면적 이론,"teoria równych powierzchni, f",teorema das áreas iguais,等面积定理
815-15-30,normal zone propagation velocity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-30,,"Ausbreitungsgeschwindigkeit des normalleitenden Bereichs, f",normal zone propagation velocity,velocidad de propatación de la zona normal,"vitesse de propagation de zone normale, f",常電導域伝搬速度常電導域伝ぱ速度,정규 영역 전파 속도상전도부역 전파 속도,"prędkość propagacji strefy normalnej, fprędkość propagacji strefy rezystywnej, f",velocidade de propagação de zona normal,正常区传播速度
815-15-31,thermal runaway,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-31,,"thermisches Durchgehen, nthermisches Weglaufen, n",thermal runaway,avalancha térmica,"excursion thermique, favalanche thermique, f",熱暴走,열 폭주,"przejście termiczne lawinowe, nlawina termiczna, f",embalamento  térmico,热崩溃
815-15-32,minimum propagation zone criterion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-32,,"Kriterium des minimalen Ausbreitungsbereichs, n",minimum propagation zone criterionMPZ criterion,criterio de zona de propagación mínima,"critère de zone de propagation minimale, m",最小伝搬領域基準MPZ基準最小伝ぱ領域基準,최소 전파 영역 기준,"kryterium minimalnej strefy  propagacji, n",critério de zona de propagação mínima,最小传播区判据MPZ判据
815-15-33,"longitudinal propagation, <in superconductivity&gt",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-33,"انتشار طولى, <فى الموصلية للفائقة>","Längsausbreitung, <in der Supraleittechnik> f","longitudinal propagation, <in superconductivity>",propagación longitudinal,"propagation longitudinale, <en supraconductivité> f","縦波伝搬, <超伝導における>",종방향 전파,"propagacja wzdłużna, fpropagacja podłużna, f","propagação longitudinal, <em supercondutividade>","纵向传播, <超导电性>"
815-15-34,transverse propagation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-34,,"Querausbreitung, f",transverse propagation,propagación transversal,"propagation transversale, f",横方向伝搬線間伝搬横方向伝ぱ線間伝ぱ,횡방향 전파,"propagacja poprzeczna, f",propagação transversal,横向传播
815-15-35,adiabatic temperature rise,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-35,,"adiabatische Temperaturerhöhung, f",adiabatic temperature rise,aumento adiabático de temperatura,"augmentation adiabatique de température, faugmentation de température adiabatique, f",断熱温度上昇,단열적 온도 상승,"wzrost temperatury adiabatyczny, m",aumento adiabático de temperatura,绝热温升
815-15-36,protection circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-36,,"Schutzschaltung, f",protection circuit,circuito de protección,"circuit de protection, m",保護回路,보호 회로,"obwód zabezpieczający, m",circuito de proteção,保护电路
815-15-37,sectioning,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-37,,"Wicklungsaufteilung, fSektionierung, f",sectioning,seccionamiento,"fractionnement, msectionnement, m",分割法,분할섹션닝,"sekcjonowanie, n",seccionamento,分区技术
815-15-38,grading,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-38,,"Glättung, fGraduierung, f",grading,gradación,"grading, m",グレーディング,등급화,"stopniowanie, n",gradação,分级技术
815-15-39,external resistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-39,,"äußerer Widerstand, m",external resistor,resistencia externa,"résistance externe, f",外部抵抗,외부 저항,"rezystor zewnętrzny, m",resistência externa,外电阻
815-15-40,coupled secondary coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-40,,"gekoppelte Sekundärspule, f",coupled secondary coil,bobina secundaria acoplada,"bobine secondaire couplée, f",結合二次コイル,결합 이차 코일,"uzwojenie wtórne sprzężone, n",bobina secundária acoplada,次级耦合线圈
815-15-41,Joule heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-41,,"ohmsche Wärme, fJoule-Wärme, f",Joule heating,calentamiento por efecto Joule,"échauffement par effet Joule, m",ジュール発熱,줄 발열,"grzanie rezystancyjne, nciepło Joule’a, n",aquecimento por efeito Joule,焦耳加热
815-15-42,wind and react technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-42,,"""Wind-and-react""-Technik, f",wind and react technique,técnica de bobinado y reacción,"procédé de bobinage avant réaction, m",ワインド・アンド・リアクト法,권선후 반응법,"technika nawinięcia i przereagowania, f",processo de bobinagem antes de reação,先绕后反应工艺
815-15-43,react and wind technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-43,,"""React-and-wind""-Technik, f",react and wind technique,técnica de reacción y bobinado,"procédé de réaction avant bobinage, m",リアクト・アンド・ワインド法,반응후 권선법,"technika przereagowania i nawinięcia, f",processo de reação antes de bobinagem,先反应后绕工艺
815-15-44,vacuum impregnation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-44,,"Vakuumimprägnierung, f",vacuum impregnation,impregnación en vacío,"imprégnation sous vide, f",真空含浸,진공 함침,"impregnacja próżniowa, f",impregnação em vácuo,真空浸渍
815-15-45,wet winding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-45,,"Wet-winding-Technik, ffeuchte Wicklung, f",wet winding,bobinado húmedo,"bobinage humide, m",湿式巻線法,습식 권선법,"nawijanie na mokro, n",bobinagem húmida,湿法绕制
815-15-46,insulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-46,,"Isolierung, f",insulation,aislamiento,"isolation, f",絶縁材料,절연,"izolacja, f",isolação,绝缘体
815-15-47,spacer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-47,,"Distanzstück, nAbstandshalter, m",spacer,espaciador,"entretoise, f",スペーサー,격리물스페이서,"podkładka dystansowa, f",espaçador,隔离物
815-15-48,current lead,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-48,,"Stromzuführung, f",current lead,barra de alimentación,"amenée de courant, f",電流リードパワーリード,전류 인입선,"doprowadzenie prądowe, nprzepust prądowy, m",ponta terminal de corrente,电流引线
815-15-49,training effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-49,,"Trainingseffekt, m",training effect,efecto de acomodación,"phénomène d'accommodation, m",トレーニング効果,트레이닝 효과,"efekt trenowania, m",fenómeno de acomodação,锻炼效应
815-15-50,"degradation,  <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-50,,"Degradation, <in der Supraleitertechnik> f","degradation,  <in superconductivity-related technology>",degradación,"dégradation, <en technique des supraconducteurs> f",デグラデーション,"특성감소, <초전도 기술>","degradacja, <w technologii związanej z nadprzewodnictwem> f","degradação, <em tecnologia dos supercondutores>","退化, <用于超导有关的技术中>"
815-15-51,cryostat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-51,,"Kryostat, m",cryostat,criostato,"cryostat, m",クライオスタット,냉각조,"kriostat, m",crióstato,低温恒温容器低温容器
815-15-52,cryogen-free superconducting magnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-52,,"kryogenfreier supraleitender Magnet, mdirekt gekühlter supraleitender Magnet, m",cryogen-free superconducting magnetcryocooler-cooled superconducting magnetdirectly cooled superconducting magnet,imán superconductor no criogénico,"aimant supraconducteur sans liquide cryogénique, m",無冷媒超電導マグネット冷凍機冷却超電導マグネット直冷式超電導マグネット,무냉매 초전도 자석무냉매 초전도 마그네트,"elektromagnes nadprzewodnikowy chłodzony kriochłodziarką, m",íman supercondutivo sem líquido criogénico,无冷剂的超导磁体小型制冷机冷却的超导磁体直接冷却的超导磁体
815-15-53,quench detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-53,,"Quench-Detektor, m",quench detector,detector de ruptura de superconductividad,"détecteur de quench, m",クエンチ検出器,퀜치 검출기,"detektor niekontrolowanego przejścia do stanu rezystywnego, m",detetor de apagamento,失超探测器
815-15-54,cryocooler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-54,,"Kryokühlschrank, mCryocooler, m",cryocooler,criorrefrigerador,"cryoréfrigérateur, mcryoréfrigérant, m",クライオクーラー,극저온냉동기,"kriochłodziarka, f",criorrefrigerador,小型制冷机
815-15-55,"current transfer, <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-55,,"Stromübertrag, <in der Supraleitertechnik> f","current transfer, <in superconductivity-related technology>",transferencia de corriente,"transfert de courant, <en technique des supraconducteurs> m","転流, ＜超電導関連技術＞","전류 전달, <초전도 기술>","przenoszenie prądu, <w technologii związanej z nadprzewodnictwem> n","transferência de corrente, <em tecnologia dos supercondutores>","电流转移, <用于超导有关的技术中>"
815-15-56,"magnetization, <superconductor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-56,,"Magnetisierung, <Supraleiter> f","magnetization, <superconductor>",magnetización,"aimantation, <supraconducteur> f","磁化, ＜超電導体＞","자화, <초전도체>","magnetyzacja, <nadprzewodnika> f","magnetização, <supercondutor>","磁化强度, <超导体>"
815-15-57,persistent mode operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-15-57,,"Dauerbetriebsmodus, m",persistent mode operation,modo de funcionamiento persistente,"fonctionnement en mode persistant, m",永久電流モード運転,지속전류 모드 운전,"praca w trybie nietłumionym, n",funcionamento em modo persistente,持续模式运行
815-16-01,coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-01,,"Spule, f",coil,bobina,"bobine, f",コイル,코일권선,"uzwojenie, ncewka, f",bobina,线圈
815-16-02,magnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-02,,"Magnet, m",magnet,imán,"aimant, m",マグネット,자석,"elektromagnes, m",íman,磁体
815-16-03,superconducting magnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-03,,"supraleitender Magnet, m",superconducting magnet,imán superconductor,"aimant supraconducteur, m",超電導マグネット,초전도 자석,"elektromagnes nadprzewodnikowy, m",íman supercondutivo,超导磁体
815-16-04,solenoid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-04,,"Solenoid, n",solenoid,solenoide,"solénoïde, m",ソレノイド,솔레노이드,"solenoid, m",solenoide,螺线管
815-16-05,pancake coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-05,,"Pfannkuchenspule, f""Pancake""-Spule, f",pancake coil,bobina en forma de galleta,"bobine en galette, fbobine en fond de panier, f",パンケーキコイル,팬케이크 코일,"uzwojenie płaskie, n",bobina em fundo de cesto,饼状线圈
815-16-06,split pair coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-06,,"geteilte Paarspule, f",split pair coil,pareja de bobinas separadas,"bobine double, f",スプリットペアコイル,분리형 코일,"para cewek  rozdzielonych, f",bobina dupla,分离对线圈
