term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,ru,sr,sv,zh
551-16-14,machine commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-14,تبديل بالآلة,"maschinengeführte Kommutierung, f",machine commutation,conmutación por máquina,konekommutointi,"commutation par machine, f",commutazione con macchina ausiliaria,回転機転流,기계 전환기계 전류,komutacja maszynowa,comutação por máquina,электромашинная коммутация,"комутација обртном машином, ж јд",maskinkommutering,机械换相
551-16-15,self-commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-15,تبديل ذاتي,"selbstgeführte Kommutierung, f",self-commutation,conmutación autónoma,itsekommutointi,"commutation autonome, f",commutazione autonoma,自励転流,자려식 전환자려식 전류,komutacja wewnętrzna,autocomutação,внутренняя коммутация,"самокомутација, ж јд",självkommutering,自换相
551-16-16,valve device commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-16,تبديل بجهاز صمام,"Ventilbauelement-Kommutierung, f",valve device commutation,conmutación por extinción forzada,venttiilikommutointi,"commutation par extinction forcée, f",valvola di commutazione,デバイス転流,밸브 소자 전환밸브 소자 전류,komutacja sterowana,comutação (por extinção) forçada,коммутация вентильным прибором,"комутација електронским вентилом, ж јд",kommutering genom ventilsläckning,阀器件换相
551-16-17,capacitor commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-17,تبديل بمكثف,"Kondensator-Kommutierung, f",capacitor commutation,conmutación por condensador,kondensaattorikommutointi,"commutation par condensateur, f",commutazione da condensatore,コンデンサ転流,커패시터 전환커패시터 전류,komutacja kondensatorowa,comutação por condensador,конденсаторная коммутация,"комутација кондензатором, ж јд",kondensatorkommutering,电容换相
551-16-18,auto-sequential commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-18,تبديل بالتسلسل الآلي,"Phasenfolge-Kommutierung, f",auto-sequential commutation,conmutación autosecuencial,seurantakommutointi,"commutation auto-séquentielle, f",commutazione autosequenziale,順次転流,순차 전환순차 전류,komutacja sekwencyjna,comutação auto-sequencial,последовательная самокоммутация,"самосеквенцијална комутација, ж јд",sekventiell självkommutering,自动顺序换相
551-16-19,quenching,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-19,إخماد,"Verlöschen, n",quenching,apagadoextinción sin conmutación,sammutus,"extinction sans commutation, f",estinzione senza commutazione,消流,담금질퀜칭,zanikanie,extinção sem comutação,прекращение тока (без коммутации),"гашење без комутације, с јдпрестанак провођења без комутације, м јд",kväsning,熄断
551-16-20,valve device quenching,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-20,اخماد بجهاز صمام,"Ventilbauelement-Verlöschen, n",valve device quenching,extinción por válvula,venttiilisammutus,"extinction par valve, f",valvola di estinzione senza commutazione,デバイス消流,밸브 소자 소류,zanikanie spowodowane elementem zaworowym,extinção por válvula,прекращение тока вентильным прибором,"гашење електронског вентила, с јд",kväsning genom ventilsläckning,阀器件熄断
551-16-21,external quenching,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-21,إخماد خارجي,"Fremdlöschen, n",external quenching,extinción externa,ulkoinen sammutus,"extinction externe, f",estinzione esterna,外部消流,외부 소류,zanikanie zewnętrzne,extinção externa,внешнее прекращение тока,"гашење споља, с јд",externkväsning,外部熄断
551-16-22,quenching voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-22,جهد الإخماد,"Verlöschspannung, f",quenching voltage,tensión de extinción,sammutusjännite,"tension d'extinction sans commutation, f",tensione di estinzione,消流電圧,소류 억제 전압,napięcie zanikania,tensão de extinção sem comutação,прерывающее напряжение прерывающее прерывающее напряжение,"напон гашења, м јд",kvässpänning,熄断电压
551-16-23,phase control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-23,تحكم بزاوية الطور,"Zündeinsatzsteuerung, f",phase control,control de fase,vaihekulmaohjaus,"commande de phase, f",controllo di fase,位相制御,위상 제어,sterowanie fazowe,controlo de fasecomando de fase,фазовое управление,"фазно управљање, с јд",fasstyrning,相位控制
551-16-24,symmetrical phase control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-24,تحكم متماثل بزاوية الطور,"symmetrische Zündeinsatzsteuerung, f",symmetrical phase control,control de fase simétrico,symmetrinen vaihekulmaohjaus,"commande de phase symétrique, f",controllo simmetrico di fase,対称位相制御,대칭 위상 제어,sterowanie fazowe symetryczne,controlo de fase simétrico,симметричное фазовое управление,"симетрично фазно управљање, с јд",symmetrisk fasstyrning,对称相位控制
551-16-25,asymmetrical phase control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-25,تحكم غير متماثل بزاوية الطور,"unsymmetrische Zündeinsatzsteuerung, f",asymmetrical phase control,control de fase asimétrico,epäsymmetrinen vaihekulmaohjaus,"commande de phase asymétrique, f",controllo asimmetrico di fase,非対称位相制御,비대칭 위상 제어에이피시,sterowanie fazowe asymetryczne,controlo de fase assimétrico,управления асимметричное фазовое управление асимметричное фазовое управление,"несиметрично фазно управљање, с јд",osymmetrisk fasstyrning,不对称相位控制
551-16-26,sequential phase control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-26,تحكم تسلسلي بزاوية الطور,"Folgesteuerung, f",sequential phase control,control de fase secuencial,jaksollinen vaihekulmaohjaus,"commande de phase séquentielle, f",controllo di fase sequenziale,順序位相制御,순차 위상 제어에스피시,sterowanie fazowe sekwencyjne,controlo de fase sequencial,последовательное фазовое управление,"секвенцијално фазно управљање, с јд",sekvensfasstyrning,顺序相控
551-16-27,pulse control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-27,تحكم بالنبضة,"Pulssteuerung, f",pulse control,control por impulso,pulssiohjaus,"commande par impulsions, fcommande par hachage, f",controllo a impulsi,パルス制御,펄스 제어,sterowanie impulsowe,controlo por impulsos,импульсное управление,"импулсно управљање, с јд",pulsstyrning,脉冲控制
551-16-28,pulse duration control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-28,تحكم بفترة النبضة,"Pulsdauersteuerung, f",pulse duration control,control por duración de impulsos,pulssinleveysohjaus,"commande par durée d'impulsions, f",controllo di durata degli impulsi,パルス幅制御,펄스 구간 제어,sterowanie czasem trwania impulsów,controlo por duração de impulsos,широтно-импульсное управление,"управљање трајањем импулса, с јдуправљање ширином импулса, с јд",pulsbreddsstyrning,脉冲持续时间控制
551-16-29,pulse frequency control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-29,تحكم بتردد النبضة,"Pulsfrequenzsteuerung, fPulsfolgesteuerung, f",pulse frequency control,control por frecuencia de impulsos,pulssitaajuusohjaus,"commande par impulsions à fréquence variable, f",controllo di frequenza degli impulsi,パルス周波数制御,펄스 주파수 제어,sterowanie częstotliwością impulsów,controlo por impulsos de frequência variável,частотно-импульсное управление,"управљање фреквенцијом импулса, с јд",pulsfrekvensstyrning,脉冲频率控制
551-16-30,pulse width modulation control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-30,تحكم بتعديل عرض النبضة,"modulierte Pulsbreitensteuerung, fPWM-Steuerung, Abkürzung",pulse width modulation controlPWM control  (abbreviation),control por modulación de anchura de impulsos,pulssinleveysmodulaatio-ohjausPWM-ohjaus,"commande à modulation de largeur d'impulsions, fcommande MLI, f",controllo con modulazione di larghezza di impulsi,"パルス幅変調制御PWM制御, （略語）",펄스폭 변조 제어피더블유엠 제어,sterowanie modulacją szerokości impulsówsterowanie PWM,controlo por modulação de largura de impulsoscontrolo MLI,широтно-импульсная модуляция (ШИМ),"управљање са ширинско-импулсном модулацијом, с јдШИМ управљање, с јд",modulerad pulsbreddsstyrning,脉宽调制控制PWM控制
551-16-31,multicycle control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-31,تحكم بالدورات المتعددة,"Vielperiodensteuerung, fSchwingungspaketsteuerung, f",multicycle control,control por tren de ondas,monijakso-ohjaus,"commande par train d'ondes, f",controllo multiciclo,サイクル制御,다중 싸이클 제어,sterowanie pełnookresowe,controlo por trem de ondas,многопериодное управление,"вишециклусно управљање, с јд",sekvensperiodstyrning,多周波控制
551-16-32,current delay angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-32,زاوية تأخير التيار,"Stromverzögerungswinkel, m",current delay angle,ángulo de retraso decebado,syttymiskulma,"angle de retard à l'amorçage, m",angolo di ritardo di corrente,電流遅れ角,전류 지연각,kąt opóźnienia prądu,ângulo de atraso de correnteângulo de atraso de ignição,угол задержки включения,"угао кашњења струје, м јд",tändvinkel,电流延迟角
551-16-33,trigger delay angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-33,زاوية تأخير القدح,"Steuerwinkel, m",trigger delay angle,ángulo de retraso de la orden de cebado,ohjauskulma,"angle de retard de l'ordre d'amorçage, m",angolo di ritardo del segnale di sincronizzazione,制御遅れ角,트리거 지연각,kąt opóźnienia załączania,ângulo de atraso de disparo,угол задержки подачи импульсов управления,"угао кашњења окидачког импулса, м јд",styrvinkel,触发延迟角
551-16-34,trigger advance angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-34,زاوية تقديم القدح,"Steuerwinkel-Vorlauf, m",trigger advance angle,ángulo de avance de la orden de cebado,ohjausennakko,"angle d'avance de l'ordre d'amorçage, m",angolo di anticipo del segnale di sincronizzazione,制御進み角,트리거 전진각,kąt wyprzedzenia załączania,ângulo de avanço de disparo,угол опережения импульса управления,"угао предњачења окидачког импулса, м јд",tidigarelagd styrvinkel,触发超前角
551-16-35,inherent delay angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-35,زاوية التأخير الملازمة,"spontaner Stromverzögerungswinkel, m",inherent delay angle,ángulo de retraso propio,spontaani syttymiskulma,"angle de retard propre, m",angolo di ritardo proprio,固有遅れ角,고유 지연각,kąt opóźnienia wewnętrzny,ângulo de atraso próprio,внутренний угол задержки,"својствени угао кашњења, м јд",spontan tändvinkel,固有延迟角
551-16-36,phase control factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-36,عامل تحكم بزاوية الطور,"Aussteuerungsgrad, m",phase control factor,factor de control de fase,vaihekulmaohjauskerroin,"facteur de commande de phase, m",fattore di controllo di fase,電圧制御率,위상 제어율,współczynnik sterowania fazowego,factor de controlo de fase,коэффициент фазового управления,"фактор фазног управљања, м јд",fasstyrfaktor,相控因数
551-16-37,multicycle control factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-37,عامل تحكم بالدورات المتعددة,"Einschaltverhältnis bei Vielperiodensteuerung, n",multicycle control factor,factor de control por tren de ondas,monijakso-ohjauskerroin,"facteur de commande par train d'ondes, m",fattore di controllo multiciclo,サイクル制御率,다중 사이클 제어율,współczynnik sterowania pełnookresowego,factor de controlo por trem de ondas,коэффициент многопериодного управления,"фактор вишециклусног управљања, м јд",sekvensstyrfaktor,多周波控制因数
551-16-38,pulse control factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-38,عامل التحكم بالنبضة,"Einschaltverhältnis bei Pulsdauersteuerung, nTastverhältnis bei Pulsdauersteuerung, f",pulse control factor,factor de control por impulsos,pulssiohjaussuhde,"facteur de commande par impulsion, m",fattore di controllo per impulsi,パルス幅制御率,펄스 제어율,współczynnik sterowania impulsowego,factor de controlo por impulsos,коэффициент импульсного управления,"фактор импулсног управљања, м јд",pulsstyrfaktor,脉冲控制因数
551-16-39,transfer factor  (of a DC converter),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-39,عامل تحويل ( لمغير التيار المستمر ),"Übersetzungsfaktor (eines Gleichstromumrichters), m",transfer factor  (of a DC converter),factor de transferencia (de un convertidor de corriente continua),jännitesuhdetasasähkömuuttajan jännitesuhde,rapport de transfert (d'un convertisseur de courant continu) m,fattore di trasferimento (di un convertitore c.c.),直流変換装置の電圧変換比電圧変換比,"변환율, <직류 변환기>",współczynnik przekształcenia (przekształtnika prądu stałego),factor de transferência (de um conversor de corrente contínua),коэффициент передачи преобразователя постоянного тока,"фактор преноса, <претварача једносмерне струје> м јд",omsättningsfaktor,"转换因数, <直流变流器的>"
551-16-40,on state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-40,حالة وصل,"Durchlasszustand, mstromführender Zustand, m",on stateconducting state,estado conductor,johtotilajohtava tila,"état passant, métat conducteur, m",stato di conduzione,オン状態通流状態,켜짐 상태전도 상태,stan załączeniastan przewodzenia,estado de condução,включенное состояние проводящее состояние,"стање провођења, с јд",ledtillstånd,通态导通状态
551-16-41,off state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-41,حالة فصل,"Vorwärts-Sperrzustand, m",off stateforward blocking state,estado bloqueado (en el sentido directo),estotilamyötäestotila,"état bloqué (dans le sens direct), m",stato di interdizione,オフ状態順阻止状態,오프 상태상향 저지 상태꺼짐 상태,stan wyłączeniastan blokowania,estado bloqueado (no sentido directo),прямое блокирующее состояние выключенное состояние,"искључено стање, с јд",blocktillstånd,断态正向阻断状态
551-16-42,reverse blocking state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-42,حالة إعاقة عكسية,"Rückwärts-Sperrzustand, m",reverse blocking state,estado bloqueado (en el sentido inverso),vastaestotila,"état bloqué (dans le sens inverse), m",stato di blocco in contropolarizzazione,逆阻止状態,역저지 상태,stan zaworowy,estado bloqueado (no sentido inverso),обратное блокирующее состояние,"стање инверзног непровођења, с јд",spärrtillstånd,反向阻断状态
551-16-43,conducting direction (of an electronic valve device or of a valve arm),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-43,اتجاه التوصيل,"Leitungsrichtung (eines elektronischen Ventilbauelements oder eines Zweiges), f",conducting direction (of an electronic valve device or of a valve arm),sentido de conducción (de una válvula electrónica o de un brazo de válvula),johtosuunta,sens de conduction (d'une valve électronique ou d'un bras de valve) m,direzione di conduzione,"順方向, <バルブデバイスまたはアームの>","전도 방향, <전자식 밸브 장치 또는 밸브 암>작동 방향, <전자식 밸브 소자 또는 밸브 암>",kierunek przewodzenia,sentido de condução (de uma válvula electrónica ou de um braço de válvula),проводящее направление электронного вентильного прибора или вентильного плеча,"смер провођења, <електронског вентила или гране вентила> м јд",ledriktning,"导通方向, <电子阀器件的或阀臂的>"
551-16-44,non-conducting direction (of an electronic valve device or of a valve arm),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-44,اتجاه عدم التوصيل,"nichtleitende Richtung (eines elektronischen Ventilbauelements oder eines Zweiges), f",non-conducting direction (of an electronic valve device or of a valve arm),sentido de no conducción (de una válvula electrónica o de un brazo de válvula),estosuunta,sens de non‑conduction (d'une valve électronique ou d'un bras de valve) m,direzione di interdizione,"逆方向, <バルブデバイスまたはアームの>","비전도 방향, <전자식 밸브 장치 또는 밸브 암>",kierunek nieprzewodzenia,sentido de não condução (de uma válvula electrónica ou de um braço de válvula),непроводящее направление электронного вентильного прибора или вентильного плеча,"смер непровођења, <електронског вентила или гране вентила> м јд",spärriktning,"不导通方向, <电子阀器件的或阀臂的>"
551-16-45,hold-off interval,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-45,فترة حجز,"Schonzeit, fFreihaltezeit, f",hold-off interval,intervalo de supresión,lepoaika,"intervalle de suppression, m",intervallo di soppressione,ホールドオフ期間,지체 구간홀드 오프 구간,czas wyłączenia dysponowany,intervalo de supressão,время выключения,"време одмарања, с јд",spärrspänningstid,关断期
551-16-46,elementary period,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-46,فترة أولية,"Taktperiodendauer, f",elementary period,período elemental,toistojakso,"période élémentaire, f",periodo elementare,素周期,요소 주기기본 주기,okres podstawowy,período elementar,период повторяемости,"основни период, м јд",grundperiod,基本周期
551-16-47,elementary frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-47,تردد أولي,"Taktfrequenz, f",elementary frequency,frecuencia elemental,toistotaajuus,"fréquence élémentaire, f",frequenza elementare,素周波数,요소 주파수기본 주파수,częstotliwość podstawowa,frequência elementar,частота повторяемости,"основна фреквенција, ж јд",grundfrekvens,基本频率
551-16-48,conduction interval (of a valve arm),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-48,فترة توصيل ( لذراع صمام ),"Stromflussdauer (eines Ventilzweiges), f",conduction interval (of a valve arm),intervalo de conducción (de un brazo de válvula),johtoaikaventtiilihaaran johtoaika,intervalle de conduction (d'un bras de valve) m,intervallo di conduzione,"通流期間, <アームの>","전도 기간, <밸브 암>",czas przewodzenia (ramienia zaworu),intervalo de condução (de um braço de válvula),интервал проводимости вентильного плечапроводящий интервал вентильного плеча,"проводни интервал, <гране вентила> м јд",ledintervall,"导通期, <阀臂的>"
551-16-49,idle interval (of a valve arm),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-49,فترة توقف ( لذراع صمام ),"stromlose Dauer (eines Ventilzweiges), f",idle interval (of a valve arm),intervalo de reposo (de un brazo de válvula),johtamaton aikaventtiilihaaran johtamaton aika,intervalle de repos (d'un bras de valve) m,intervallo di riposo,"非通流期間, <アームの>","공간격, <밸브 암>",czas nieprzewodzenia (ramienia zaworu),intervalo de repouso (de um braço de válvula),интервал непроводимости вентильного плеча,"непроводни интервал, <гране вентила> м јд",vilointervall,"不导通期, <阀臂的>"
551-16-50,conduction ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-50,نسبة توصيل,"Stromflussverhältnis, n",conduction ratio,razón de conducción,johtosuhde,"rapport de conduction, m",rapporto di conduzione,通流率,도통율,współczynnik przewodzenia,relação de condução,коэффициент проводимости,"однос провођења, м јд",ledfaktor,导通比
551-16-51,circuit reverse blocking interval,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-51,فترة اعاقة عكسية لدائرة,"Rückwärts-Sperrdauer, f",circuit reverse blocking interval,intervalo de bloqueo en el sentido inverso,vastaestoaika,"intervalle de blocage dans le sens inverse, m",intervallo di blocco in contropolarizzazione,逆阻止期間,역방향 저지 구간,czas stanu zaworowego,intervalo de bloqueio no sentido inverso,блокирующее интервал обратного блокирующего состояния интервал обратного блокирующего состояния,"интервал инверзно-непроводног кола, м јд",spärrintervall,电路反向阻断期
551-16-52,circuit off-state interval,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-52,حالة فصل دائرة,"Vorwärts-Sperrdauer, f",circuit off-state interval,intervalo de bloqueo en el sentido directo,myötäestoaika,"intervalle de blocage dans le sens direct, m",intervallo di blocco in senso di conduzione,オフ期間順阻止期間,회로 오프 상태 간격,czas stanu blokowania,intervalo de bloqueio no sentido directo,интервал выключенного состояния,"интервал инверзног непровођења кола, м јд",blockintervall,电路断态期
551-16-53,circuit crest working off-state voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-53,أعلى قيمة جهد تشغيل لحالة فصل دائرة,"schaltungsbedingte Vorwärts-Scheitelsperrspannung, f",circuit crest working off-state voltage,tensión de cresta en el estado bloqueado en el sentido directo,piirin myötäestojännitteen huippuarvo,"tension de crête à l'état bloqué dans le sens direct, f",tensione di cresta in stato di blocco del circuito,最大動作オフ電圧,회로 오프 상태 파두 전압,napięcie pracy szczytowe w stanie blokowania,tensão de pico no estado bloqueado no sentido directo,амплитудное значение напряжения в (прямом) выключенном состоянии,"темени напон у искљученом стању, <у колу> м јдкрест-напон у искљученом стању, <у колу> м јд",ren toppblockspänning,电路断态工作峰值电压
551-16-54,circuit repetitive peak off-state voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-54,أعلى قيمة جهد متكررة لحالة فصل دائرة,"schaltungsbedingte periodische Vorwärts-Spitzensperrspannung, f",circuit repetitive peak off-state voltage,tensión de punta repetitiva en el estado bloqueado en el sentido directo,myötäestojännitteen suurin toistuva hetkellisarvo,"tension de pointe répétitive à l'état bloqué dans le sens direct, f",tensione di picco ripetiva in stato di blocco del circuito,ピーク繰返しオフ電圧,회로 오프 상태 반복 첨두 전압,napięcie blokowania szczytowe powtarzalne,tensão de pico repetitivo no estado bloqueado no sentido directo,максимальное значение повторяющегося напряжения в (прямом) выключенном состоянии,"вршни понављајући напон у искљученом стању, <у колу> м јд",periodisk toppblockspänning,电路断态重复峰值电压
551-16-55,circuit non-repetitive peak off-state voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-55,أعلى قيمة جهد غير متكررة لحالة فصل دائرة,"schaltungsbedingte nichtperiodische Vorwärts-Spitzensperrspannung, f",circuit non-repetitive peak off-state voltage,tensión de punta no repetitiva en el estado bloqueado en el sentido directo,myötäestojännitteen suurin toistumaton hetkellisarvo,"tension de pointe non répétitive à l'état bloqué dans le sens direct, f",tensione di picco non ripetiva in stato di blocco del circuito,ピーク非繰返しオフ電圧,회로 오프 상태 비반복 첨두 전압,napięcie blokowania szczytowe niepowtarzalne,tensão de pico não repetitivo no estado bloqueado no sentido directo,максимальное значение неповторяющегося напряжения в (прямом) выключенном состоянии неповторяющееся максимальное значение неповторяющегося напряжения в (прямом) выключенном состоянии,"вршни непонављајући напон у искљученом стању, <у колу> м јд",transient toppblockspänning,电路断态不重复峰值电压
551-16-56,circuit crest working reverse voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-56,أعلى قيمة لجهد تشغيل معكوس لدائرة,"schaltungsbedingte Rückwärts-Scheitelsperrspannung, f",circuit crest working reverse voltage,tensión inversa de cresta,piirin vastaestojännitteen huippuarvo,"tension inverse de crête, f",tensione inversa di cresta del circuito,最大動作逆電圧,회로 파고 역전압,napięcie pracy szczytowe wsteczne,tensão inversa de pico,амплитудное значение обратного напряжения,"темени инверзни напон, <у колу> м јд",ren toppspärrspänning,电路反向工作峰值电压
551-16-57,circuit repetitive peak reverse voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-57,أعلى قيمة جهد معكوس متكرر لدائرة,"schaltungsbedingte periodische Rückwärts-Spitzensperrspannung, f",circuit repetitive peak reverse voltage,tensión inversa de punta repetitiva,vastaestojännitteen suurin toistuva hetkellisarvo,"tension inverse de pointe répétitive, f",tensione inversa di punta ripetitiva del circuito,ピーク繰返し逆電圧,회로 반복 첨두 역전압,napięcie wsteczne szczytowe powtarzalne,tensão inversa de pico repetitivo,максимальное значение повторяющегося обратного напряжения,"вршни понављајући инверзни напон, <у колу> м јд",periodisk toppspärrspänning,电路反向重复峰值电压
551-16-58,circuit non-repetitive peak reverse voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-58,أعلى قيمة جهد معكوس غير متكرر لدائرة,"schaltungsbedingte nichtperiodische Rückwärts-Spitzensperrspannung, f",circuit non-repetitive peak reverse voltage,tensión inversa de punta no repetitiva,vastaestojännitteen suurin hetkellisarvovastaestojännitteen suurin toistumaton hetkellisarvo,"tension inverse de pointe non répétitive, f",tensione inversa di punta non ripetitiva del circuito,ピーク非繰返し逆電圧,회로 비반복 첨두 역전압,napięcie wsteczne szczytowe niepowtarzalne,tensão inversa de pico não repetitivo,максимальное значение неповторяющегося обратного напряжения,"вршни непонављајући инверзни напон, <у колу> м јд",transient toppspärrspänning,电路反向不重复峰值电压
551-16-59,commutation failure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-59,عطل تبديل,"Kommutierungsversager, m",commutation failure,fallo de conmutación,kommutointivirhe,"raté de commutation, m",guasto di commutazione,転流失敗,전환 실패전류 실패,opuszczenie komutacji,falha de comutação,нарушение коммутации,"грешка комутације, ж јд",kommuteringsmiss,换相失败
551-16-60,breakthrough,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-60,كبح مسار,"Durchzündung, f",breakthrough,fallo de bloqueo,läpisyttyminen,"raté de blocage, m",mancanza di interdizione,ブレークスルー,순방향 비정상 통전,przewrót,falha de bloqueio,временный пробой,"пробој, м јд",genomtändning,穿通
551-16-61,triggering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-61,قدح,"Ansteuerung, f",triggering,control de cebado,liipaisu,"commande d'amorçage, f",comando di sincronizzazione,トリガ,트리거 작동,sterowanie załączeniem,disparo,включение по управляющему электроду,"окидање, с јд",triggning,触发
551-16-62,firing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-62,إشعال,"Zündung, f",firing,cebado,syttyminen,"amorçage, m",accensione,点弧,점호,załączenie,igniçãoescorvamento,включение (отпирание),"паљење, с јд",tändning,开通
551-16-63,false firing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-63,إشعال زائف,"Falschzündung, f",false firing,cebado intempestivo,virheellinen syttyminen,"amorçage intempestif, m",falso comando di accensione,誤点弧,오점호,załączenie niewłaściwe,ignição intempestiva,ложное включение,"лажно паљење, с јд",feltändning,误通
551-16-64,conduction through,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-64,توصيل مباشر,"Wechselrichterkippung, f",conduction through,reconducción,läpijohtaminen,"reconduction, f",ri-conduzione,通弧,차단 실패컨덕션 스루,przedłużenie przewodzenia,recondução,опрокидывание,"продужено провођење, с јднеуспело инвертовање, с јд",genomledning,直通
551-16-65,firing failure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-65,فشل اشعال,"Zündversager, m",firing failure,fallo de cebado,syttymisen epäonnistuminen,"raté d'amorçage, m",mancanza di accensione,点弧失敗,점호 실패,opuszczenie załączenia,falha de ignição,пропуск включения,"неуспело паљење, с јд",missningtändmiss,失通
551-16-66,breakdown (of an electronic valve device or of a valve arm),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-66,نهيار (لجهاز صمام إلكتروني أو ذراع صمام),"Durchbruch (eines elektronischen Ventilbauelements oder eines Ventilzweiges), m",breakdown (of an electronic valve device or of a valve arm),disrupción (de una válvula electrónica o de un brazo de válvula),läpilyönti,"claquage (d'une valve électronique ou d'un bras de valve), m",rottura (di una valvola elettronica o di un suo ramo),バルブデバイス又はアームのブレークダウンブレークダウン,"항복, <전자 밸브 장치 또는 밸브 암>",przebicie (zaworu lub ramienia),disrupção (de uma válvula electrónica ou de um braço de válvula),пробой электронного вентильного прибора или вентильного плеча,"пробој, <електронског вентила или гране вентила> м јд",sammanbrott,"击穿, <电子阀器件或阀臂的>"
551-16-67,forward breakdown,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-67,انهيار أمامي,"Durchbruch in Vorwärtsrichtung, m",forward breakdown,disrupción directa,myötäsuuntainen läpilyönti,"claquage direct, m",rottura in senso diretto,順ブレークダウン,순방향 항복,przebicie w stanie blokowania,disrupção directa,прямой пробой,"пробој у директном смеру, м јд",blocksammanbrott,正向击穿
551-16-68,reverse breakdown,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-68,انهيار عكسي,"Durchbruch in Rückwärtsrichtung, m",reverse breakdown,disrupción inversa,estosuuntainen läpilyönti,"claquage inverse, m",rottura in senso inverso,逆ブレークダウン,역방향 항복,przebicie w stanie zaworowym,disrupção inversa,обратный пробой,"пробој у инверзном смеру, м јд",spärrsammanbrott,反向击穿
551-16-69,valve device blocking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-69,اعاقة جهاز صمام,"Zündsperrung, f",valve device blocking,bloqueo de una válvula,ohjauksen esto,"blocage d'une valve, m",bloccaggio di una valvola,バルブデバイスブロック,밸브 소자 차단,blokada zaworu,bloqueio de uma válvula,блокирование вентильного прибора,"блокирање вентила, с јд",tändpulsblockering,阀器件闭锁
