term_id,term,term_url,ar,cs,de,en,fi,fr,ja,pl,pt,sr,zh
171-05-12,machine-oriented language,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-12,لغة خاصة بالألة,strojově orientovaný jazykprogramovací jazyk nižší úrovněpočítačově orientovaný jazyk,"maschinenorientierte Sprache, fniedere Programmiersprache, f",machine-oriented languagelow-level languagecomputer-oriented language,matalan tason kielikoneenläheinen kieli,"langage lié à l’ordinateur, mlangage de bas niveau, m",機械向き言語計算機向き言語,"język programowania ukierunkowany maszynowo, mjęzyk niskiego poziomu, m",linguagem orientada para máquina,"машински оријентисан језик, м јдјезик ниског нивоа, м јд",面向机器的语言低级语言面向计算机的语言
171-05-13,machine language,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-13,لغة الألةلغة الحاسب الآلى,strojový jazykjazyk počítače,"Maschinensprache, f",machine languagecomputer language,konekieli,"langage machine, m",機械語,"język maszynowy, mjęzyk komputera, m",linguagem de máquina,"машински језик, м јдрачунарски језик, м јд",机器语言计算机语言
171-05-14,command language,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-14,لغة الأوامر,jazyk příkazů,"Kommandosprache, f",command language,komentokieli,"langage de commande, m",コマンド言語指令言語命令言語,"język poleceń, m",linguagem de comando,"командни језик, м јд",命令语言
171-05-15,assembly language,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-15,لغة التجميع,jazyk symbolických adresjazyk asembleru,"Assemblersprache, fAssembliersprache, f",assembly language,assembler-kieli,"langage d’assemblage, m",アセンブラ言語,"język asemblera, m",linguagem de montagemlinguagem de assemblagem,"асемблерски језик, м јд",汇编语言
171-05-16,"assemble, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-16,"يجمع, فعل",sestavovat,"assemblieren, Verb","assemble, verb",kääntää konekielelle,"assembler, verbe",アセンブルする,"asemblować, <tłumaczyć język symboliczny na język komputera> verb","montar, verb","асемблирати, глагол",汇编
171-05-17,assembler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-17,المجمع,asembler,"Assembler, mAssemblierer, m",assemblerassembly programassembly programme,assembler-kääntäjä,"assembleur, mprogramme d'assemblage, m",アセンブラ,"asembler, <program komputera używany do asemblowania> m",programa de montagemassemblerprograma de assemblagem,"асемблер, м јдасемблерски програм, м јд",汇编程序
171-05-18,source language,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-18,لغة المصدر,zdrojový jazyk,"Quellsprache, f",source language,lähdekieli,"langage source, mlangage d'origine, m",ソース言語高級言語,"język źródłowy, m",linguagem-fonte,"изворни језик, м јд",源语言
171-05-19,source program,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-19,برنامج المصدر,zdrojový program,"Quellprogramm, n",source programsource programme,lähdekielinen ohjelma,"programme source, m",ソースプログラム原始プログラム,"program źródłowy, m",programa-fonte,"изворни програм, м јд",源程序
171-05-20,object language,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-20,لغة وسيطة,cílový jazyk,"Objektsprache, fZielsprache, f",object languagetarget language,kohdekieli,"langage objet, mlangage cible, m",オブジェクト言語目的言語,"język wynikowy , <translatora> m",linguagem-objeto,"циљни програмски језик, м јдциљни језик, м јд",目标语言
171-05-21,object program,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-21,برنامج وسيط,cílový program,"Objektprogramm, nZielprogramm, n",object programtarget programobject programmetarget programme,kohdekielinen ohjelma,"programme objet, mprogramme cible, m",オブジェクトプログラム目的プログラム,"program wynikowy, mprogram przetłumaczony, mprogram w języku maszyny, m",programa-objeto,"циљни програм, м јдпредметни програм, м јд",目标程序
171-05-22,man-machine language,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-22,لغة تعامل الانسان مع الألة,jazyk člověk-strojMML,"Mensch-Maschine-Sprache, fDialogsprache, f",man-machine languageMML,ihmisen ja koneen välinen kieli,"langage homme-machine, m",マンマシン言語,"język komunikacji człowieka z maszyną, mjęzyk MML, m",linguagem homem-máquina,"језик човек–машина, м јд",人- 机语言MML
171-05-23,programming system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-23,نظام برمجة,programovací systém,"Programmiersystem, n",programming system,ohjelmointijärjestelmä,"système de programmation, m",プログラミングシステム,"system programowania, m",sistema de programação,"систем за програмирање, м јд",编程系统
171-05-24,"translate, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-24,"يترجم, فعل",přeložit,"übersetzen, Verb","translate, verb","kääntää, <ohjelmointikieleltä toiselle ohjelmointikielelle>","traduire, verbe",翻訳する,"tłumaczyć, verb","traduzir, verb","превести, глагол",翻译
171-05-25,translator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-25,برنامج مترجم,překladač,"Übersetzer, m",translator,"kääntäjä, <ohjelmointikieleltä toiselle ohjelmointikielelle>","traducteur, m",翻訳プログラム,"translator, mprogram tłumaczący, m",tradutor,"преводилац, м јд",翻译器
171-05-26,"compile, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-26,"يترجم الى لغة الالة, فعل",kompilovat,"kompilieren, Verbcompilieren, Verb","compile, verb",kääntää,"compiler, verbe",コンパイル,"kompilować, verb","compilar, verb","компајлирати, глагол",编译
171-05-27,compiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-27,مترجم,kompilátorkompilační program,"Kompilierer, mCompiler, m",compilercompiling programcompiling programme,kääntäjä,"compilateur, m",コンパイラ,"kompilator, mprogram kompilujący, m",compilador,"компајлер, м јдкомпајлерски програм, м јд",编译器编译程序
171-05-28,"interpret, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-28,"يفسر, فعل",interpretovat,"interpretieren, Verb","interpret, verb",tulkita,"interpréter, verbe",解釈する,"interpretować, verb","interpretar, verb","интерпретирати, глагол",解释
171-05-29,"map over, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-29,"يوقع, فعل",mapovat,"abbilden, Verb","map over, verbmap, verb",tehdä kuvausmapata,"appliquer, verbe",写像する,"mapować, verb","mapear, verb","пресликавати, глагол",映射
171-05-30,interrupt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-30,قطعايقاف,přerušení,"Unterbrechung, fInterrupt, m",interruptinterruption,keskeytys,"interruption, <en informatique> f",割込み,"przerwanie, <np. działania programu> n",interrupção,"прекид, м јд",中断
171-05-31,"debug, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-31,"يصحح, فعل",laditodstraňovat chyby,"bereinigen, Verbdebuggen, Verb","debug, verb",etsiä ja korjata ohjelmointivirheitädebugata,"déboguer, verbe",デバッグする,"debugować, verbusuwać błędy z programu, verb","depurar, verb","дебаговати, глагол",调试
171-05-32,"dump, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-32,"ينقل, فعل",vypsat,"speicherabziehen, VerbSpeicherinhalt retten, Verbdumpen, Verb","dump, verb",tehdä muistivedos,"vider, verbeclicher, verbe",ダンプ,"zrzut, <zawartości pamięci> m","transvazar, verb","депоновати, глагол",转存
171-05-33,microprogram,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-33,برنامج مصغربرنامج مختصر,mikroprogram,"Mikroprogramm, n",microprogrammicroprogramme,mikro-ohjelma,"microprogramme, m",マイクロプログラム,"mikroprogram, m",microprograma,"микропрограм, м јд",微程序
171-05-34,microinstruction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-34,تعليمات مختصرة,mikroinstrukce,"Mikroinstruktion, f",microinstruction,mikrokäsky,"micro-instruction, f",マイクロ命令,"mikroinstrukcja, <mikroprogramu> f",microinstrução,"микроинструкција, ж јд",微指令
171-05-35,"address, <in software>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-35,"موقع البيانات, <في البرمجيات>عنوان","adresa, <v softwaru>","Adresse, <in der Software> f","address, <in software>","osoite, <ohjelmistossa>","adresse, <en logiciel> f","アドレス, <ソフトウェアの>番地","adres, <w oprogramowaniu> m","endereço, <em software>endereço, <em programa informático>","адреса, <у софтверу> ж јд","地址, <软件中>"
171-05-36,absolute address,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-36,عنوان مطلق,absolutní adresa,"absolute Adresse, fAbsolutadresse, f",absolute address,absoluuttinen osoite,"adresse absolue, fDÉCONSEILLÉ: adresse machine, f",絶対番地,"adres bezwzględny, <w języku maszyny> m",endereço absoluto,"апсолутна адреса, ж јд",绝对地址
171-05-37,direct address,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-37,عنوان مباشر,přímá adresa,"direkte Adresse, fSpeicheradresse, f",direct address,suora osoite,"adresse directe, f",直接アドレス,"adres bezpośredni, m",endereço direto,"директна адреса, ж јд",直接地址
171-05-38,indirect address,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-38,عنوان غير مباشر,nepřímá adresa,"indirekte Adresse, f",indirect address,epäsuora osoite,"adresse indirecte, f",間接アドレス,"adres pośredni, m",endereço indireto,"индиректна адреса, ж јд",间接地址
171-05-39,base address,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-39,عنوان أساسي,základní adresa,"Basisadresse, f",base address,perusosoite,"adresse de base, f",基底アドレス,"adres bazowy, m",endereço de base,"базна адреса, ж јд",基地址
171-05-40,relocatable address,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-40,عنوان قابل للنقل,přemístitelná adresa,"verschiebbare Adresse, f",relocatable address,uudelleen sijoitettava osoite,"adresse translatable, f",再配置可能アドレス,"adres relokowalny, madres przemieszczalny, m",endereço relocável,"преместива адреса, ж јд",可重定位地址
171-05-41,parameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-41,معامل,parametr,"Parameter, m",parameter,parametri,"paramètre, m",パラメタ,"parametr, m",parâmetro,"параметар, м јд",参数
171-05-42,routine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-42,نمط,běžný postuprutina,"Routine, f",routine,rutiini,"routine, f",ルーチン,"program powtarzalny, mprogram standardowy, m",rotina,"рутина, ж јд",例程
171-05-43,subprogram,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-43,برنامج ثانوى,podprogram,"Unterprogramm, nSubroutine, f",subprogramsubprogramme,aliohjelma,"sous-programme, m",サブプログラム,"podprogram, m",subprograma,"потпрограм, м јд",子程序
171-05-44,"function, <in computer programming>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-44,"وظيفة, <في برمجة الحاسب الالى >","funkce, <v počítačovém programování>","Funktion, <in der Computerprogrammierung> f","function, <in computer programming>","funktio, <tietokoneohjelmoinnissa>","fonction, <en programmation des ordinateurs> f","機能, <コンピュータプログラム>","funkcja, <w programowaniu komputerowym> f","função, <em programação de computador>","функција, <у програмирању> ж јд","功能, <计算机编程中>"
171-05-45,"procedure, <in computer programming>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-45,"إجراء, <في برمجة الحاسب الالى >خطوة","procedura, <v počítačovém programování>","Prozedur, <in der Computerprogrammierung> f","procedure, <in computer programming>","proseduuri, <tietokoneohjelmoinnissa>","procédure, <en programmation des ordinateurs> f","手続き, <コンピュータプログラム>","procedura, <w programowaniu komputerowym> f","procedimento, <em programação de computador>","процедура, <у програмирању> ж јд","过程, <计算机编程中>"
171-05-46,"call, <in software>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-46,"الاتصال, <في البرمجيات>إتصال إجرائى","volání, <v softwaru>volání procedury","Aufruf, <in der Software> m","call, <in software>procedure call","kutsu, <ohjelmistossa>proseduurin kutsu","appel, <en logiciel> mappel de procédure, m","コール, <ソフトウェア>呼","wywołanie i przekazanie sterowania, nwywołanie procedury, n","chamada, <em software>chamada, <em programa informático>chamada de procedimento","позивање, <у софтверу> с јд","调用, <软件中>过程调用"
171-05-47,"link, <in programming> noun",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-47,"رابط, <في البرمجة> إسم","link, <v programování>linkováníspojení","Link, <in der Programmierung> mVerknüpfung, <in der Programmierung> f","link, <in programming> noun","linkki, <ohjelmoinnissa>","lien, <en programmation> m","リンク, <プログラミング>","łącze, <w programowaniu> n","ligação, <em programação>","линк, <у програмирању> м јд","链接, <软件中><相关条目:171-05-48>名词"
171-05-48,"link, <in programming> verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-48,"يربط, <في البرمجة> فعل","provádět link, <v programování>vytvářet spojení","binden, <in der Programmierung> Verbverknüpfen, <in der Programmierung> Verb","link, <in programming> verb","linkittää, <ohjelmoinnissa>","relier, <en programmation> verbe","リンク, <プログラミング>","łączyć , <w programowaniu> n","ligar, <em programação> verb","линковати, <у програмирању> глагол","链接, <软件中><相关条目:171-05-47>动词"
171-05-49,macroinstruction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-49,تعليمات مفصلة,makroinstrukcemakro,"Makroinstruktion, fMakro, n",macroinstructionmacro,makrokäskymakro,"macro-instruction, fmacro, f",マクロ命令,"makroinstrukcja, f",macroinstrução,"макроинструкција, ж јдмакро, м јд",宏指令宏
171-05-50,conversational mode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-50,نمط تخاطبى,konverzační režim,"Dialogbetrieb, m",conversational mode,keskusteleva toimintatapavuorovaikutteinen toimintatapa,"mode dialogué, m",対話モード対話形会話モード,"tryb konwersacyjny, mtryb interakcyjny, m",modo de conversação,"конверзацијски мод, м јд",会话模式
171-05-51,time-sharing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-51,مشاركة الوقت,sdílení časuNEVHODNÝ TERMÍN: přidělování času,"Teilnehmerbetrieb, mTime-Sharing-Betrieb, m",time-sharingtimesharingDEPRECATED: time-slicing,osituskäyttö,"partage de temps, mtemps partagé, m",タイムシェアリング時分割,"podział czasu, m",partilha do tempotempo partilhado,"дељење времена, с јд",分时
171-05-52,time-slicing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-52,تقطيع الوقت,přidělování časuNEVHODNÝ TERMÍN: sdílení času,"Zeitscheibenbetrieb, mZeitvielfachbetrieb, m",time-slicingtimeslicingDEPRECATED: time-sharing,osituskäyttö aikaviipaleperiaatteella,"découpage de temps, m",タイムスライシング,"kwantowanie czasu, n",partição do tempo,"одсецање времена, с јд",时间切片
171-05-53,"real-time, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-53,"في الوقت الحقيقي, صفة",v reálném čase,Realzeit… (in Zusammensetzungen),"real-time, adj",reaaliaikainentosiaikainen,"en temps réel, adj",リアルタイム実時間,"czas rzeczywisty, m","tempo real, adj","у реалном времену, с јд",实时的
171-05-54,"pack, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-54,"يجمع حزمة, فعل",zabalitpakovat,"packen, Verb","pack, verb",pakata,"condenser, verbe",パック,"pakować, verb","empacotar, verb","паковати, глагол",打包
171-05-55,"relocate, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-55,"يعيد نقل الموقع, فعل",přemístit,"verschieben, Verb","relocate, verb",uudelleensijoittaa,"translater, verbe",再配置する,"przemieszczać, verbprzenosić, verb","relocar, verb","релоцирати, глагол",重定位
171-05-56,"search, noun",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-56,"بحث, إسم",vyhledávání,"Suche, f","search, noun",haku,"recherche, f",探索,"wyszukiwać, verbszukać, verb",busca,"претрага, ж јд",查找
171-05-57,chaining search,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-57,بحث متسلسل,zřetězené vyhledávání,"verkettete Suche, fSuche in verketteter Liste, f",chaining search,ketjuhaku,"recherche en chaîne, f",チェーン探索チェーンサーチ,"wyszukiwanie łańcuchowe, n",busca em cadeia,"ланчана претрага, ж јд",链接查找
171-05-58,dichotomizing search,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-58,بحث ثنائي,dichotomické vyhledávání,"dichotomische Suche, feliminierende Suche, f",dichotomizing search,puolitushaku,"recherche dichotomique, f",2分探索,"wyszukiwanie dychotomiczne, n",busca dicotómica,"дихотомична претрага, ж јд",对分查找
171-05-59,"patch, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-59,"يصحح, فعل",záplatovat,"ausbessern, Verbflicken, Verb","patch, verb",paikata,"retoucher, verberapiécer, verbe",パッチ,"wstawić poprawkę, verb","remendar, verb","закрпити, глагол",打补丁
171-05-60,"reusable, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-60,"قابلة لإعادة الاستخدام, صفة",znovu použitelný,"nutzungsinvariant, Adjektivwieder verwendbar, Adjektiv","reusable, adj",uudelleen käytettävä,"réutilisable, adj",再使用可能リユーサブル,"nadający się do wielokrotnego użytku, adj","reutilizável, adj","за вишекратну употребу, ж јд",可重用
171-05-61,"reentrant, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-61,"اعادة الدخول, صفة",znovu zaveditelnýreentrantní,"eintrittsinvariant, Adjektivwiedereintrittsfähig, Adjektiv","reentrant, adjreenterable, adj",vapaakäyntinen,"réentrant, adjrentrant, adj",再入する,"wielowejściowy, adjwspółużywalny, adj","reentrante, adj","са поновним приступом, м јд",再进入可再进入的
171-05-62,"load, <in computer technology> verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-62,"يحمل, <في تقنية الحاسب الالى >","zavést, <v počítačové technologii>načíst","laden, <in der Computertechnik> Verb","load, <in computer technology> verb",ladata,"charger, <en informatique> verbe","ロード, <コンピュータ技術>","wprowadzać, <w technologii komputerowej> verbładować, verb","carregar, <em tecnologia de computador> verb","учитати, <у рачунарској технологији> глагол","加载, <计算机技术中>"
171-05-63,"sequential, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-63,"متسلسل, صفةمتعاقب",sekvenční,"sequentiell, Adjektiv","sequential, adj",sekventiaalinen,"séquentiel, adj",逐次順次,"sekwencyjny, adj","sequencial, adj","секвенцијални, придев",顺序的
171-05-64,"concurrent, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-64,"متزامن, صفة",souběžný,"gleichlaufend, Adjektiv","concurrent, adj",samanaikainen,"concurrent, adj",並行,"współbieżny, adj","simultâneo, adj","конкурентни, придев",并发的
171-05-65,"consecutive, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-65,"متتالي, صفة",po sobě jdoucípostupný,"aufeinanderfolgend, Adjektiv","consecutive, adj",peräkkäinen,"consécutif, adj",連続,"kolejny, adj","consecutivo, adj","узастопни, придев",连续的
171-05-66,"default, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-66,"مبدئى, صفة",výchozístandardníimplicitní,"voreingestellt, Adjektiv","default, adj",oletusarvoinen,"par défaut, adjimplicite, adj",規定デフォルト,"domyślny, adj","predefinido, adj","подразумевани, придев",缺省的
171-05-67,markup language,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-67,لغة ترميزيةلغة توصيف النص,vyznačovací jazykznačkovací,"Markup-Sprache, f",markup language,merkintäkieli,"langage de balisage, m",マークアップ言語マーク付け言語,"język znaczników, m",linguagem de marcação,"језик означавања, м јд",置标语言
171-05-68,"task, <in programming>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-68,"مهمة, <في البرمجة>","úloha, <v programování>","Aufgabe, <in der Programmierung> fTask, <in der Programmierung> f","task, <in programming>","tehtävä, <ohjelmoinnissa>","tâche, <en programmation> f","タスク, <プログラミンング>","zadanie, <w programowaniu> n","tarefa, <em programação>","задатак, <у програмирању> м јд","任务, <编程中>"
171-05-69,multitasking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-69,تعدد المهام,souběžné zpracování úlohmultitasking,"Multitasking, nMehrprozessbetrieb, m",multitasking,moniajo,"fonctionnement multitâche, m",マルチタスキング多重タスキング,"wielozadaniowość, f",funcionamento multitarefamultitasking,"мултитаскинг, м јд",多任务
171-05-70,exception,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-05-70,استثناء,výjimka,"Ausnahme, <in der Datenverarbeitung> f",exception,poikkeus,"exception, f",例外,"wyjątek, m",exceção,"изузеће, с јд",例外
171-06-01,"transfer, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-06-01,"ينقل, فعليحرك",přenéstpřesunout,"übertragen, Verb <verwandter Eintrag: IEV 171-06-02>übermitteln, Verb <verwandter Eintrag: IEV 171-06-02>verlagern, Verb","transfer, verbmove, verb",siirtää,"transférer, verbe",転送する,"transfer, mprzesyłanie, <danych> n","transferir, verb","трансфер, м јдпомерање, с јд",传输
171-06-02,"transmit, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-06-02,"يرسل, فعل",přenášetvysílat,"übertragen, Verb <verwandter Eintrag: IEV 171-06-01>übermitteln, Verb <verwandter Eintrag: IEV 171-06-01>","transmit, verb",lähettää,"émettre, verbe",送信する,"przesyłać, verbtransmitować, verb","transmitir, verb","пренос, м јд",传递
171-06-03,transfer rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-06-03,معدل النقل,přenosová rychlost,"Übertragungsrate, f",transfer rate,siirtonopeus,"débit de transfert, m",転送率転送レート,"szybkość przesyłania, <danych> f",taxa de transferência,"брзина трансфера, ж јд",传输速率
171-06-04,data signalling rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-06-04,معدل إرسال البياناتمعدل إنتقال البيانات المكافئة,rychlost datového signáluekvivalentní bitová rychlostDSR,"Datenübertragungsrate, f",data signalling rateequivalent bit rateDSR,tiedonsiirtonopeus,"débit binaire équivalent, m",データ信号速度,"szybkość transmisji danych w bitach na sekundę, f",taxa de sinalização de dados,"еквивалентна брзина бита, ж јддигитална брзина сигнала, ж јд",数据信令速率等比特率DSR
171-06-05,period of data elements,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-06-05,الفترة الزمنية لعناصر البيانات,perioda datových prvků,"Periode von Datenelementen, f",period of data elements,tietoalkioiden jaksonaika,"période d'éléments de données, f",データの要素のピリオド,…,período de elementos de dados,"период елемената података, м јд",数据元素周期
171-06-06,period of binary digits,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-06-06,الفترة الزمنية للأرقام الثنائيةتيرابيت,perioda binárních číslicperioda bitů,"Bitperiode, f",period of binary digitsperiod of bits,bittien jaksonaika,"période d'éléments binaires, fpériode de bits, f",2進数字のピリオドビット,"ilość przesłanych bitów w danym przedziale czasu, f",período de dígitos binários,"период бинарних цифара, м јдпериод бита, м јд",二进制数字周期比特周期
171-06-07,signal energy per binary digit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-06-07,طاقة الإشارة لكل رقم ثنائي,energie signálu na binární číslici,"Signalenergie je Bit, f",signal energy per binary digit,signaalin energia bittiä kohti,"énergie du signal par élément binaire, f",ビット毎の信号のエネルギービット毎の信号電力,"iloczyn mocy sygnału nośnego i przedziału czasu przesyłania bitów , f",energia de sinal por dígito binário,"енергија сигнала по бинарној цифри, ж јд",每二进制数字的信号能量
171-06-08,error probability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-06-08,احتمال الخطأ,chybovostpravděpodobnost chyby,"Fehlerwahrscheinlichkeit, f",error probability,virhetodennäköisyys,"probabilité d'erreur, f",誤りの確率,"prawdopodobieństwo wystąpienia błędu , n",probabilidade de erro,"вероватноћа грешке, ж јд",差错概率
171-07-01,information theory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-01,نظرية المعلومات,teorie informace,"Informationstheorie, f",information theory,informaatioteoria,"théorie de l'information, f",情報理論,"teoria informacji, f",teoria da informação,"теорија информација, ж јд",信息论
171-07-02,communication theory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-02,نظرية الاتصالات,teorie komunikace,"Kommunikationstheorie, f",communication theory,kommunikaatioteoria,"théorie des communications, f",通信理論,"teoria komunikacji, f",teoria da comunicação,"теорија комуникације, ж јд",通信原理
171-07-03,"information, <in information theory>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-03,"معلومات, <في نظرية المعلومات>","informace, <v teorii informace>","Information, <in der Informationstheorie> f","information, <in information theory>","informaatio, <informaatioteoriassa>","information, <en théorie de l'information> f","情報, <情報理論>","informacja, <w teorii informacji> f","informação, <em teoria da informação>","информација, <у теорији информација> ж јд","信息, <信息论中>"
171-07-04,"message, <in information theory and communication theory>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-04,"رسالة, < في نظرية المعلومات ونظرية الإتصالات>","zpráva, <v teorii informace a v teorii komunikace>","Nachricht, <in der Informations- und Kommunikationstheorie> f","message, <in information theory and communication theory>","viesti, <informaatioteoriassa ja kommunikaatioteoriassa>","message, <en théorie de l'information et théorie des communications> m","メッセージ, <情報理論及び通信理論>","komunikat, <w teorii informacji i komunikacji> m","mensagem, <em teoria da informação e teoria da comunicação>","порука, <у теорији информација и теорији комуникације> ж јд","消息, <信息论和通信原理中>"
171-07-05,message source,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-05,مصدر الرسالةمصدر المعلومات,zdroj zprávyzdroj informace,"Nachrichtenquelle, f",message sourceinformation source,viestilähdeinformaatiolähde,"source de messages, fsource d'informations, f",メッセージソース通報源通報ソース,"źródło komunikatu, nźródło informacji, n",fonte de mensagensfonte de informações,"извор порука, м јдизвор информација, м јд",消息源信息源
171-07-06,message sink,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-06,بالوعة الرسالةبالوعة المعلومة,příjemce zprávypříjemce informace,"Nachrichtensenke, f",message sinkinformation sink,viestien vastaanottajainformaation vastaanottaja,"collecteur de messages, mcollecteur d'informations, m",メッセージシンク通報受端,"ujście informacji, n",coletor de mensagenscoletor de informações,"одредиште порука, с јдодредиште информација, с јд",消息宿信息宿
171-07-07,"channel, <in communication theory>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-07,"قناة, < في نظرية الاتصالات>","kanál, <v teorii komunikace>","Kanal, <in der Kommunikationstheorie> m","channel, <in communication theory>","kanava, <kommunikaatioteoriassa>","canal, <en théorie des communications> mvoie, <en théorie des communications> f","通信路, <通信理論>","kanał, <w teorii komunikacji> m","canal, <em teoria da comunicação>","канал, <у теорији комуникације> м јд","信道, <通信原理中>"
171-07-08,symmetric binary channel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-08,قناة ثنائية متماثلة,symetrický binární kanál,"symmetrischer Binärkanal, m",symmetric binary channel,symmetrinen binäärikanava,"canal binaire symétrique, m",２元対称通信路,"binarny kanał symetryczny, m",canal binário simétrico,"симетрични бинарни канал, м јд",对称二进制信道
171-07-09,stationary message source,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-09,مصدر الرسالة الثابتة,stacionární zdroj zprávystacionární zdroj informace,"stationäre Nachrichtenquelle, f",stationary message sourcestationary information source,stationaarinen viestilähdestationaarinen informaatiolähde,"source de messages stationnaire, fsource d’informations stationnaire, f",定常情報源,"stałe źródło informacji, n",fonte de mensagem estacionária,"стационарни извор порука, м јдстационарни извор информација, м јд",固定消息源
171-07-10,decision content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-10,محتوى القرار,množství rozhodnutí,"Entscheidungsgehalt, m",decision content,päätösmäärä,"quantité de décision, f",選択情報量,"liczba decyzji, fzawartość decyzji, f",quantidade de decisão,"количина одлуке, ж јд",判断内容
