term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,pl,pt,sl,sr,sv,zh
603-04-32,load shedding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-32,طرح الحمل,"Lastabwurf, m",load shedding,descargo (de consumo)deslastre de carga,kuormien erottaminen,délestage (de consommation) m,alleggerimento del caricodistacco (di carico),負荷制限,부하 차단,ачааллаас салгах,ograniczanie obciążeniawprowadzanie ograniczeń,deslastre (de cargas),razbremenitev,"растерећење система, с јд",belastningsfrånkoppling,减负荷切负荷
603-04-33,isolated operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-33,تشغيل منعزل,"Inselbetrieb, m",isolated operation,funcionamiento en isla,saarekekäyttö,"marche en îlot, f",marcia isolata (di una parte di rete),単独運転,단독 운전,тусгаарласан үйл ажиллагаа,praca wyspowa,funcionamento em ilhota,otočno obratovanje,"изоловани рад, м јдострвски рад, м јд",sektionerad drift,孤立运行
603-04-34,separate network operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-34,تشغيل بشبكة منفصلة,"Teilnetzbetrieb, m",separate network operation,funcionamiento en red separada,erilliskäyttöverkkojen erilliskäyttö,"marche en réseau séparé, f",marcia separata (di una rete),系統分離時の運用,전력망 분리 운전,салангид шугам сүлжээний үйл ажиллагаа,praca samodzielna systemu elektroenergetycznegopraca autonomiczna systemu elektroenergetycznego,funcionamento em rede separada,obratovanje ločenega sistema,"одвојени рад мреже, м јд",separatdrift,分网运行
603-04-35,parallel operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-35,تشغيل على التوازي,"Parallelbetrieb, m",parallel operation,funcionamiento en paralelo,rinnankäyttö,"marche en parallèle, f",marcia in parallelo,並行運転,병렬 연산,зэрэгцээ үйл ажиллагаа,praca równoległa,funcionamento em paralelo,vzporedno obratovanjeparalelno obratovanje,"паралелни рад, м јд",parallelldrift,并联运行
603-04-36,interconnected operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-36,تشغيل مترابط,"Verbundbetrieb, m",interconnected operation,funcionamiento en redes interconectadas,yhteiskäyttö,"marche en interconnexion, f",marcia interconnessa,系統連系運用,연계 운전,нэгдсэн үйл ажиллагаа,praca w układzie powiązanympraca w układzie połączonym,funcionamento interligado,medsistemsko obratovanjeinterkonektirano obratovanje,"међусобно повезани рад, м јд",samkörning,互联运行
603-04-37,ring operation of a part of a network,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-37,تشغيل حلقي لجزء من الشبكة,"Ringbetrieb, m",ring operation of a part of a network,funcionamiento en anillo de una parte de una red,rengaskäyttö,"marche en boucle d'une partie d'un réseau, f",marcia in anello di una parte di rete,系統の一部のループ運用,전력망 고리 운전,шугам сүлжээний нэг хэсгийн цагирагийн үйл ажиллагаа,praca pierścieniowa części sieci praca pierścieniowa,funcionamento em anel de uma parte de uma rede,obročasto obratovanje dela omrežja,"рад у петљи, <дела мреже> м јд",slingdrift,电网局部环式运行
603-04-38,radial operation (of a part of a network),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-38,تشغيل شعاعي (لقسم من الشبكة),"Stichbetrieb, m",radial operation (of a part of a network),funcionamiento en antena (de una parte de una red),säteiskäyttö,marche en antenne (d'une partie d'un réseau) f,marcia in antenna (di una parte di rete),放射状運用,"방사 운전, <회로망 부분>","цацраг хэлбэрийн хангамж, <шугам сүлжээний нэг хэсгийн>",praca promieniowa części sieci praca promieniowa,funcionamento radial (de uma parte de uma rede),radialno obratovanje,"радијални рад , <дела мреже> м јд",radialdrift,"辐射运行, <电网局部的>"
603-04-39,ring closing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-39,إغلاق الحلقة,"Ringbildung, f",ring closing,cierre del anillo,renkaan sulkeminen,"bouclage, m",chiusura d’anello,閉ループ,고리 투입,цагирагийг хаах,zamknięcie pierścienia,fecho do anel,zapiranje obroča,"затварање петље, с јд",övergång till slingdrift,合环
603-04-40,ring opening,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-40,فتح الحلقة,"Ringauftrennung, f",ring opening,apertura del anillo,renkaan avaaminen,"débouclage, m",apertura d’anello,開ループ,고리 개방,цагирагийг нээх,otwarcie pierścienia,abertura do anel,odpiranje obroča,"отварање петље, с јд",övergång till radialdrift övergång till slingdrift,解环
603-04-41,interruptible load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-41,حمل قابل للإنقطاع,"unterbrechbare Last, f",interruptible load,carga interrumpible,irrotuskelpoinen kuorma,"charge interruptible, f",carico staccabile,制限可能負荷,단속 가능 부하차단 가능 부하,таслах боломжтой ачаалал,obciążenie buforowe sterowane przez dostawcę,carga interruptível,pogodbeno odklopljivo breme,"потрошачи са уговореном могућношћу прекида напајања, м мн",frånkopplingsbar belastning,可停电负荷
603-04-42,controllable load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-42,حمل قابل للتحكم,"beeinflussbare Last, f",controllable load,carga regulable,vähentämisvelvoitteinen kuorma,"charge modulable, f",carico scaglionabile,制御可能負荷,제어 부하,хянах боломжтой ачаалал,obciążenie buforowe sterowane przez odbiorcę,carga modulável,krmiljivo breme,"потрошачи са уговореном могућношћу смањења снаге, м мн",reducerbar belastningreservtid,可控负荷
603-04-43,loss of load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-43,فقد الحمل,"Lastwegfall, m",loss of load,pérdida de carga,kuormitusputoama,"perte de charge, f",perdita di carico,負荷損失,부하 상실,ачааллын алдагдал,zrzut obciążenia,perda de carga,izpad bremena,"испад оптерећења , м јд",belastningsbortfall,失负荷
603-04-44,power shortfall,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-44,قصور في القدرة,"Leistungsmangel, m",power shortfall,déficit de potencia,tehovajaus,"défaillance en puissance, f",deficienza di potenza,電力不足,전력 부족,чадлын хомсдол,deficyt mocy,falha de potência,primanjkljaj moči,"дефицит снаге, м јд",effektbrist,电力短缺
603-04-45,energy shortfall,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-45,قصور في الطاقة,"Energiemangel, m",energy shortfall,déficit de energía,energiavajaus,"défaillance en énergie, f",deficienza d’energia,エネルギー不足,전력량 부족,эрчим хүчний хомсдол,deficyt energii,falha de energia,pimanjkljaj energije,"дефицит енергије, м јд",energibrist,电能短缺
603-04-46,island (in a power system),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-46,جزيرة (في النظام الكهربائي),"Insel (in einem Elektrizitätsversorgungssystem), f",island (in a power system),isla (en una red de energía eléctrica)red separada,…..,"réseau séparé, m",sistema in isola (in un sistema elettrico),"孤立系統, <電力系統の>","단독운전, <전력 시스템>","тусгаарлагдсан шугам сүлжээ, <цахилгаан эрчим хүчний системд>",system pracujący wyspowo,rede separada,.....,"одвојена мрежа, ж јдострво, с јд",nätsektion,"孤立系统, <电力系统中>"
603-05-01,reliability of an item,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-01,عول جهازوثوقية,"Zuverlässigkeit einer Betrachtungseinheit, f",reliability of an item,fiabilidad de un dispositivo,laitteen toimintavarmuus,"fiabilité d'un dispositif, f",affidabilità di un dispositivo,項目の信頼性,기기 신뢰성,системийн элементийн найдвартай байдал,niezawodność urządzenia,fiabilidade de um dispositivo,zanesljivost naprave,"поузданост елемента система, ж јд",tillförlitlighet,系统元件可靠性
603-05-02,service reliability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-02,موثوقية الخدمة,"Versorgungszuverlässigkeit, f",service reliability,fiabilidad de servicio,järjestelmän toimintavarmuus,"fiabilité de l'alimentation, f",affidabilità dell’alimentazione,サービス信頼性,공급 신뢰도,ашиглалтын найдвартай байдал,niezawodność zasilania,fiabilidade de alimentação,zanesljivost oskrbe,"поузданост испоруке електричне енергије, ж јд",leveranssäkerhet,服务可靠性
603-05-03,service security,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-03,أمان الخدمةأمان التغذية,"Versorgungssicherheit, f",service security,seguridad de servicio,toimitusvarmuus,"sécurité d'alimentation, f",sicurezza d’alimentazione,サービス安全性,전기 공급 안전도,ашиглалтын аюулгүй байдал,pewność zasilania,segurança de alimentação,sigurnost oskrbe,"сигурност испоруке електричне енергије, ж јд",funktionssäkerhet,服务安全性
603-05-04,availability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-04,اتاحية,"Verfügbarkeit, f",availability,disponibilidad,toimintakelpoisuustila,"disponibilité, f",disponibilità,可用性,가용성,хүртээмжтэй байдал,dyspozycyjność,disponibilidade,razpoložljivost,"расположивост, ж јд",tillgänglighet,可用性
603-05-05,outage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-05,انقطاع  ؛  عدم الاتاحية,"Nichtverfügbarkeit, f",outageunavailability,indisponibilidad,käyttökeskeytysepäkäytettävyystila,"indisponibilité, f",indisponibilità,停電,돌발 정지,сул зогсолтхүртээмжгүй байдал,niedyspozycyjność,indisponibilidade,nerazpoložljivost,"нерасположивост, ж јд",driftavbrott,停运
603-05-06,failure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-06,اخفاق,"Ausfall, m",failure,fallo,vikaantuminen,"défaillance, f",deficienza,故障,공급 지장,саатал,zakłócenie,falha,odpoved,"отказ, м јд",fel,失效
603-05-07,planned outage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-07,خروج مبرمجخروج مجدول,"geplante Nichtverfügbarkeit, f",planned outagescheduled outage,indisponibilidad programada,suunniteltu keskeytys,"indisponibilité programmée, f",indisponibilità programmata,計画停電,계획 정지,төлөвлөгөөт сул зогсолтхуваарьт сул зогсолт,odstawienie planowe,indisponibilidade programada,načrtovana nerazpoložljivost,"планирана обустава, ж јд",planerat avbrott,计划停运
603-05-08,forced outage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-08,خروج إضطراري,"störungsbedingte Nichtverfügbarkeit, f",forced outage,indisponibilidad fortuitaindisponibilidad por avería,pakkokeskeytys,"indisponibilité fortuite, findisponibilité sur avarie, f",indisponibilità casualeindisponibilità per avaria,強制停電,고장 정지,зайлшгүй сул зогсолт,odstawienie awaryjne odstawienie nieplanowe,indisponibilidade fortuitaindisponibilidade por avaria,prisilna nerazpoložljivost,"принудна обустава, ж јд",oplanerat avbrott,强迫停运
603-05-09,availability factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-09,عامل الاتاحية,"Verfügbarkeitsgrad, m",availability factor,factor de disponibilidad (en tiempo),käytettävyys,taux de disponibilité (en durée) m,tasso di disponibilità (durata),稼働率,가용률,хүртээмжтэй байдлын коэффициент,współczynnik dyspozycyjności,factor de disponibilidade (em duração),faktor razpoložljivosti,"степен расположивости, м јд",tillgängslighetsfaktor,可用因数可用率
603-05-10,unavailability factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-10,عامل اللاإتاحية,"Nichtverfügbarkeitsgrad, m",unavailability factor,factor de indisponibilidad (en tiempo),epäkäytettävyys,taux d'indisponibilité (en durée) m,tasso d’indisponibilità (durata),不稼働率,불가용률,хүртээмжгүй байдлын коэффициент,współczynnik niedyspozycyjności,factor de indisponibilidade (em duração),faktor nerazpoložljivosti,"степен нерасположивости, м јд",avbrottsfaktor,不可用因数不可用率
603-05-11,interruption of supply,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-11,انقطاع التغذية,"Versorgungsunterbrechung, f",interruption of supply,interrupción de suministro,toimituksen keskeytyminen,"interruption de fourniture, f",interruzione di fornitura,電力供給中断,공급 차단,хангамжийн тасалдал,przerwa w zasilaniuprzerwa w dostawie energii,interrupção de fornecimento,prekinitev napajanja,"прекид напајања, м јд",leveransavbrott,停电
603-05-12,primary failure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-12,اخفاق ابتدائي,"Primärausfall, m",primary failure,fallo primario,ensivika,"défaillance primaire, f",deficienza primaria,一次故障,일차 장애,анхдагч саатал,zakłócenie pierwotne,falha primária,primarna odpoved,"примарни отказ, м јд",primärfel,原发失效
603-05-13,secondary failure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-13,اخفاق ثانوي,"Folgeausfall, m",secondary failure,fallo secundario,seurannaisvika,"défaillance secondaire, f",deficienza secondaria,二次故障,이차 장애,хоёрдогч саатал,zakłócenie wtórne,falha secundária,sekundarna odpoved,"секундарни отказ, м јд",följdfel,继发失效
603-05-14,common mode failure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-14,اخفاق بمنوال مشترك (ذو احداث متعددة),"Mehrfach-Primärausfall, m",common mode failure,fallos con causa común,yhteisvika,"défaillance à événements multiples, f",deficienza evolutiva,共通モード故障,공통 모드 사고,ерөнхий нөлөөллийн саатал,zakłócenie złożone,falhas com causa comum,odpoved zaradi skupnega vzroka,"вишеструки примарни отказ, м јд",samhörande primärfel,共模失效
603-05-15,operating duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-15,فترة التشغيل,"Betriebsdauer, f",operating duration,tiempo de funcionamiento,toiminta-aika,"durée de fonctionnement, f",durata di funzionamento,動作時間,작동 지속 기간,үйл ажиллагааны үргэлжлэх хугацаа,czas pracy,duração de funcionamento,trajanje obratovanja,"трајање рада, с јд",drifttid,运行时间
603-05-16,stand-by duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-16,مدة الانتظار,"Bereitschaftsdauer, f",stand-by duration,tiempo de disponibilidad en parada,varallaoloaika,"durée de disponibilité à l'arrêt, f",durata di disponibilità fino all’arresto,待機時間,대기 지속 기간,бэлтгэл чадлын үргэлжлэх хугацаа,czas postoju w rezerwie,duração de disponibilidade com dispensa de serviço,trajanje pripravljenosti,"трајање резерве, с јд",,备用时间
603-05-17,up duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-17,فترة الجاهزية,"Verfügbarkeitsdauer, f",up duration,tiempo de disponibilidad,toimintakelpoisuusaika,"durée de disponibilité, f",durata di dispouibilità,稼働時間,정상 지속 기간,ажлын чадвартай төлөвийн үргэлжилсэн хугацаа,czas trwania dyspozycyjności,duração de disponibilidade,trajanje razpoložljivosti,"трајање расположивости, с јд",tillgänglighetstid,可用时间
603-05-18,down duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-18,فترة عدم الجاهزيةفترة الخروج,"Nichtverfügbarkeitsdauer, f",down durationoutage duration,tiempo de indisponibilidad,toimintakyvyttömyysaika,"durée d'indisponibilité, f",durata d’indisponibilità,不稼働時間,하부 지속시간,ажлын чадваргүй байх төлөвийн үргэлжилсэн хугацаа,czas trwania niedyspozycyjności,duração de indisponibilidade,trajanje nerazpoložljivosti,"трајање нерасположивости, с јд",avbrottstid,停运时间
603-05-19,planned-outage duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-19,فترة الخروج المبرمج  المخططفترة الخروج   المخطط,"geplante Nichtverfügbarkeitsdauer, f",planned-outage durationscheduled-outage duration,tiempo de indisponibilidad programada,suunniteltu toimintakyvyttömyysaika,"durée d'indisponibilité programmée, f",durata d’indisponibilità programmata,計画停電時間,계획 정지 기간,төлөвлөгөөт сул зогсолтын үргэлжилсэн хугацаахуваарьт сул зогсолтын үргэлжилсэн хугацаа,czas trwania odstawienia planowego,duração de indisponibilidade programada,trajanje načrtovane nerazpoložljivosti,"трајање планиране нерасположивости, с јд",planerad avbrottstid,计划停运时间
603-05-20,maintenance duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-20,فترة الصيانة,"wartungsbedingte Nichtverfügbarkeitsdauer, f",maintenance duration,tiempo de mantenimiento,huoltoaika,"durée d'entretien, f",durata di manutenzione,保守時間,정비 기간,техникийн үйлчилгээний үргэлжилсэн хугацаа,czas trwania remontu,duração de manutenção,trajanje vzdrževanja,"трајање одржавања, с јд",underhållstid,维修时间
603-05-21,forced-outage duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-21,فترة الخروج الاضطراري,"störungsbedingte Nichtverfügbarkeitsdauer, f",forced-outage duration,tiempo de indisponibilidad fortuitatiempo de indisponibilidad por averia,viallisuusaika,"durée d'indisponibilité fortuite, fdurée d'indisponibilité sur avarie, f",durata d’indisponibilità casualedurata d’indisponibilità per avaria,事故停止時間,고장 정지 기간,зайлшгүй сул зогсолтын үргэлжилсэн хугацаа,czas trwania odstawienia awaryjnego,duração de indisponibilidade fortuitaduração de indisponibilidade por avaria,trajanje prisilne nerazpoložljivosti,"трајање принудне обуставе, с јд",feltid,强迫停运时间
603-05-22,repair duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-22,فترة الاصلاح,"Reparaturdauer, f",repair duration,tiempo de reparación,korjausaika,"durée de réparation, f",durata di riparazione,修理時間,보수 기간,засварын үргэлжилсэн хугацаа,czas trwania naprawy,duração de reparação,trajanje popravila,"трајање поправке, с јд",reparationstid,检修时间
603-05-23,interruption duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-23,فترة الانقطاع,"Unterbrechungsdauer, f",interruption duration,tiempo de interrupción,keskeytysaikatoimituksen keskeytysaika,"durée d'interruption, f",durata d’interruzione,停電時間,정전 기간,тасалдлын үргэлжилсэн хугацаа,czas trwania przerwy w zasilaniu,duração de interrupção,trajanje prekinitve,"трајање прекида, с јд",leveransavbrottstid,
603-05-24,outage rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-05-24,معدل الخروج,"Nichtverfügbarkeitsrate, f",outage rate,tasa de parada,keskeytystaajuus,.....,frequenza di indisponibilità,事故率,정전율,сул зогсолтын давталт,współczynnik częstości odstawień,frequência de indisponibilidade,stopnja nerazpoložljivosti,"учесталост обуставе, ж јд",avbrottsfrekvens,停运率
603-06-01,management forecast of a system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-01,إدارة توقعات النظام الكهربائيإدارة توقعات   الشبكة,"Netzführungsplanung, f",management forecast of a system,gestión prevista de una red,käyttösuunnitelmasähkövoimajärjestelmän käyttösuunnitelma,"gestion prévisionnelle d'un réseau, f",gestione di previsione di una rete,需給運用計画の策定,전력 시스템 운영 예측,системийн менежментийн урьдчилсан тооцоо,operatywne planowanie pracy systemu elektroenergetycznego,gestão previsional de uma rede,načrtovanje vodenja sistema,"оперативно планирање система, с јд",driftsprognos för elkraftsystem,电力系统管理预测
603-06-02,optimum load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-02,الحمل الأمثل,"wirtschaftliche Belastung, f",optimum load,carga óptima,optimikuormitus,"charge optimale, f",carico ottimale,最適負荷,최적 부하,оновчтой ачаалал,obciążenie optymalne,carga óptima,optimalna obremenitev,"оптимално оптерећење, с јд",optimaldrift (avanläggningsdel),经济负荷
603-06-03,economic loading schedule,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-03,برنامج التحميل الإقتصادىالتوزيع الأمثل للأحمال,"wirtschaftliche Auslastung, f",economic loading schedule,reparto óptimo de las cargas,taloudellinen käyttösuunnitelma,"répartition optimale des charges, f",ripartizione ottimale dei carichi,最適経済運用,경제 부하 계획,ачааллын хэмнэлттэй хуваарилалт,ekonomiczny rozdział obciążeń,repartição óptima de cargas,ekonomična porazdelitev obremenitve,"економична расподела оптерећења, ж јд",ekonomisk driftsplan,经济承载计划
603-06-04,power losses,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-04,الفقد في القدرة,"Leistungsverluste, m, pl",power losses,pérdidas de potencia,tehohäviöt,"pertes en puissance, f pl",perdite di potenza,電力損失,손실 전력,чадлын алдагдал,straty mocy,perdas de potência,izgube močimočnostne izgube,"губици снаге, м мн",effektförluster,功率损耗
603-06-05,energy losses,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-05,الفقد في الطاقة,"Arbeitsverluste, m, pl",energy losses,pérdidas de energía,energiahäviöt,"pertes en énergie, f pl",perdite d’energia,エネルギー損失,손실 전력량,энергийн алдагдал,straty energii,perdas de energia,izgube energijeenergijske izgube,"губици енергије, м мн",energiförluster,电能损耗
603-06-06,transmission losses,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-06,مفاقيد النقل,"Übertragungsverluste, m, pl",transmission losses,pérdidas por transporte,siirtohäviöt,"pertes de transport, f pl",perdite di trasmissione,送電損失,송전 손실,дамжуулалтын алдагдал,straty przesyłustraty w sieci przesyłowej,perdas de transporte,prenosne izgube,"губици преноса, м мн",transmissionsförlusteröverföringsförluster,输电损耗
603-06-07,distribution losses,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-07,مفاقيد التوزيع,"Verteilungsverluste, m, pl",distribution losses,pérdidas por distribución,jakeluhäviöt,"pertes de distribution, f pl",perdite di distribuzione,配電損失,배전 손실,түгээлтийн алдагдал,straty rozdziału straty w sieci rozdzielczej,perdas de distribuição,razdelilne izgubedistribucijske izgube,"губици дистрибуције, м мн",distributionsförluster,配电损耗
603-06-08,utilization time of power losses,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-08,مدة استغلال مفاقيد القدرة,"Verlustbenutzungsdauer, f",utilization time of power losses,tiempo de utilización de (las) pérdidas,häviöiden käyttöaika,"durée d'utilisation des pertes, f",durata equivalente delle perdite,電力損失の利用時間,손실 전력 이용 시간,чадлын алдагдалтай ашиглалтын хугацаа,czas występowania strat maksymalnych,duração de utilização das perdas,izgubne ure,"време трајања губитака, с јд",förlusternas utnyttjningstid,最大功率损耗等值时间
603-06-09,(energy) loss factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-09,عامل فاقد (الطاقة)نسبة فاقد الطاقة,"Arbeitsverlustgrad, m",(energy) loss factor,factor de pérdidas (en energía),häviöiden käyttösuhde,taux de pertes (en énergie) m,tasso di perdite (d’energia),（エネルギー）損失係数,전력량 손실율,чадлын алдагдлын коэффициент,współczynnik strat energii,factor de perdas (em energia),energijski izgubni faktor,"степен губитака, <енергије> м јд",förlusternas utnyttjningsfaktor,"损耗因数, <电能的>"
603-06-10,present value of cost losses,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-10,القيمة الحالية لكلفة المفاقيد,"Barwert der Verlustkosten, m",present value of cost lossespresent worth of cost of losses (US),costos actualizados de pérdidas,häviökustannusten nykyarvo,"coûts actualisés des pertes, m pl",costi capitalizzati delle perdite,費用損失の現在価値,비용 손실의 현재 가치,алдагдлын зардлын өнөөгийн утгаалдагдлын зардлын өнөөгийн үнэ,koszt strat zaktualizowany,custo actualizado das perdas,aktualizirani izgubni stroški,"садашња вредност трошкова губитака, ж јд",nuvärde av förlustkostnader,损耗费用现在值
603-06-11,supply-interruption costs,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-11,تكلفة انقطاع التغذية,"Versorgungsunterbrechungskosten, f",supply-interruption costs,costos de interrupción del suministro,toimituskeskeytyskustannukset,"coûts d'interruption de fourniture, m pl",costi di interruzione di fornitura,停電コスト,전력 공급 지장 비용,цахилгаан хангамжийн тасалдлын зардал,koszt przerw w dostawie energii,custo de interrupção de fornecimento,stroški prekinitve napajanja,"трошкови због прекида напајања, м мн",leveransavbrottsförluster,停电费用
603-06-12,reinforcement of a system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-12,تقوية النظامتقوية الشبكة,"Verstärkung eines Netzes, f",reinforcement of a system,refuerzo de una red,verkon vahvistaminen,"renforcement d'un réseau, m",rafforzamento di una rete,系統増強,전력 시스템 보강,системийн хүчин чадлыг нэмэгдүүлэх,rozbudowa systemu elektroenergetycznego,reforço de um sistemareforço de uma rede,ojačitev sistema,"ојачање система, с јд",systemförstärkning,电力系统改造
603-06-13,"""target"" system",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-06-13,"نظام ""مستهدف""شبكة مستهدفة","Zielnetz, n","""target"" system",red de referencia,tavoiteverkko,"réseau cible, m",rete obiettivo,対象系統,목표 계통,"""загвар"" систем""зорилтот"" систем",perspektywiczny model systemu elektroenergetycznego,rede objectivorede alvo,ciljni sistem,"перспективни електроенергетски систем, м јд",modellnät,“目标”系统
