term_id,term,term_url,ar,cs,de,en,es,fr,ja,ko,pl,pt,zh
192-06-12,scheduled maintenance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-12,صيانة مجدولةصيانة مخطط لها,plánovaná údržba,"planmäßige Instandhaltung, f",scheduled maintenanceplanned maintenance,mantenimiento programado,"maintenance programmée, fDÉCONSEILLÉ: maintenance systématique, f",時間計画保全,계획 유지보수계획 유지보수,"obsługiwanie planowe, n",manutenção programadaconservação programada,计划维修
192-06-13,unscheduled maintenance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-13,صيانة غير مجدولةصيانة غير مخطط لها,neplánovaná údržbaNEVHODNÝ TERMÍN: diagnostická údržba,"unplanmäßige Instandhaltung, f",unscheduled maintenanceunplanned maintenance,mantenimiento no programado,"maintenance fortuite, fmaintenance non programmée, f",非時間計画保全,비계획 유지보수비계획 유지보수,"obsługiwanie nieplanowe, n",manutenção não programadaconservação não programada,非计划维修
192-06-14,repair,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-14,إصلاح,oprava,"Reparatur, f",repair,reparación,"réparation, f",修理,수리,"naprawa, f",reparação,修理
192-06-15,software maintenance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-15,صيانةالبرمجيات حاسوبيا,údržba softwaru,"Softwarewartung, f",software maintenance,mantenimiento del software,"maintenance logicielle, f",ソフトウェア保全,소프트웨어 유지보수,"utrzymanie oprogramowania, npielęgnacja oprogramowania, f",manutenção do softwaremanutenção de logicial,软件维护
192-06-16,"adaptive maintenance, <of software>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-16,"صيانة متوائمة, <للبرمجيات>","adaptivní údržba, <softwaru>","adaptive Wartung, <von Software> f","adaptive maintenance, <of software>","mantenimiento adaptativo, <del software>","maintenance adaptative, <de logiciel> f","適応保全, <ソフトウェアの>","적응 유지보수, <소프트웨어>","utrzymanie adaptacyjne, <oprogramowania> n","manutenção adaptativa, <de software>","适应性维护, <软件的>"
192-06-17,"perfective maintenance, <of software>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-17,"صيانه تامة, <للبرمجيات>","zlepšovací údržba, <softwaru>","verbessernde Wartung, <von Software> f","perfective maintenance, <of software>","mantenimiento perfectivo, <del software>","maintenance améliorante, <du logiciel> fmaintenance perfective, f","完全保全, <ソフトウェアの>","완전 유지보수, <소프트웨어>","utrzymanie doskonalące, <oprogramowania> n","manutenção de aperfeiçoamento, <de software>","改善性维护, <软件的>"
192-06-18,fault detection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-18,إكتشاف الأعطال,detekce poruchového stavuNEVHODNÝ TERMÍN: detekce poruchy,"Fehlzustandserkennung, f",fault detection,detección de averías,"détection de panne, f",フォールト検出,결함 검출고장 검출결함 탐지,"wykrycie niezdatności, n",deteção de avaria,故障检测
192-06-19,fault localization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-19,تحديد مكان العطل,lokalizace poruchového stavuNEVHODNÝ TERMÍN: lokalizace poruchy,"Fehlzustandslokalisierung, f",fault localization,localización de averías,"localisation de panne, f",フォールト位置特定,고장 위치측정결함 위치측정,"lokalizowanie niezdatności, n",localização de avaria,故障定位
192-06-20,fault diagnosis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-20,تشخيص العطل,diagnostika poruchového stavuNEVHODNÝ TERMÍN: diagnostika poruchy,"Fehlzustandsdiagnose, f",fault diagnosis,diagnóstico de averías,"diagnostic de panne, m",フォールト診断,결함 진단고장 진단,"diagnozowanie niezdatności, n",diagnóstico de avaria,故障诊断
192-06-21,fault correction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-21,تصحيح العطل,odstranění poruchového stavuNEVHODNÝ TERMÍN: odstranění poruchy,"Fehlzustandsbehebung, f",fault correction,corrección de averías,"correction de panne, f",フォールト是正,결함 교정고장 복구,"usuwanie niezdatności, <oprogramowania> nusuwanie defektu, <oprogramowania> n",correção de avaria,故障修复
192-06-22,function checkout,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-22,فحص وظيفى,kontrola funkce,"Funktionsprüfung, f",function checkout,verificación de funcionamiento,"essai de fonctionnement, mvérification de fonctionnement, f",機能点検,기능 점검,"sprawdzenie ponaprawcze działania, nsprawdzenie działania, n",ensaio de funcionamento,功能检查
192-06-23,restoration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-23,إستعادة,obnova,"Wiederherstellung, f",restoration,restauración,"rétablissement, m",修復,복구,"odnowa, fprzywrócenie zdatności, n",restabelecimento,恢复
192-06-24,recovery,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-24,إستردادإستعادة بدون صيانة,zotavení,"Erholung, f",recovery,recuperación,"récupération, f",回復,복원,"odtworzenie stanu zdatności, npowrót do stanu zdatności, m",recuperação,复原
192-06-25,self-recovery,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-25,إسترداد ذاتي,samozotavení,"Selbsterholung, f",self-recovery,autorecuperación,"rétablissement automatique, m",自己回復,자체 복원,"odtworzenie samoistne stanu zdatności, npowrót samoistny do stanu zdatności, m",autorrecuperação,自复原
192-06-26,on-site maintenance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-26,صيانة فى الموقع,údržba na místě používáníúdržba na místě,"Instandhaltung am Einsatzort, f",on-site maintenance,mantenimiento in situ,"maintenance sur site, f",現地保全,현장 유지보수,"obsługiwanie w miejscu zainstalowania, n",manutenção no local,现场维修
192-06-27,off-site maintenance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-27,صيانة خارج الموقع,údržba mimo místo používání,"Instandhaltung außerhalb des Einsatzorts, f",off-site maintenance,mantenimiento fuera del emplazamiento,"maintenance hors site, f",現地外保全,현장외 유지보수,"obsługiwanie poza miejscem zainstalowania, n",manutenção fora do local,非现场维修
192-06-28,"condition monitoring, <of an item>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-28,"مراقبة الحالة, <لمعدة>",monitorování stavu,"Zustandsüberwachung, <einer Einheit> f","condition monitoring, <of an item>","supervisión de la condición, <de un elemento>","surveillance d’état, <d’une entité> f","状態監視, <アイテムの>","상태 감시, <품목>","monitorowanie stanu, <obiektu> n","monitorização de estado, <de um item>","状况监测, <产品的>"
192-06-29,remote maintenance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-06-29,صيانة عن بعد,údržba na dálku,"Fernwartung, f",remote maintenance,mantenimiento remoto,"télémaintenance, f",遠隔保全,원격 유지보수,"obsługiwanie zdalne, n",telemanutençãomanutenção remota,远程维修
192-07-01,"maintainability, <measure>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-01,"القابلية للصيانة, <قياس>","pravděpodobnost doby aktivní údržby, <ukazatel>","Instandhaltbarkeitsmaß, <Messgröße> n","maintainability, <measure>","mantenibilidad, <medida>","maintenabilité, <mesure> f",保全度,"유지보수능력, <측정>","prawdopodobieństwo zakończenia obsługiwania, <wskaźnik> n","manutibilidade, <medida>","维修度, <量度>"
192-07-02,maintenance time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-02,مدة الصيانةفترة الصيانة,doba údržby,"Instandhaltungsdauer, f",maintenance time,tiempo de mantenimiento,"temps de maintenance, m",保全時間,유지보수 시간,"czas trwania obsługiwania, mczas obsługiwania, m",tempo de manutenção,维修时间
192-07-03,maintenance man-hours,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-03,فترة الصيانه/ رجل - ساعة,pracnost údržbyMMH,"Instandhaltungs-Mannstunden, f pl",maintenance man-hoursMMH,horas-hombre de mantenimiento,"durée équivalente de maintenance, fdurée en hommes-heures,  f",保全工数MMH,유지보수 투입인원 시간MMH,"pracochłonność obsługiwania, fMMH",duração equivalente de manutenção,维修工时MMH
192-07-04,active maintenance time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-04,الزمن الفعال لعملية الصيانة,doba aktivní údržby,"aktive Instandhaltungsdauer, f",active maintenance time,tiempo activo de mantenimiento,"temps de maintenance active, m",実働保全時間,유효 유지보수 시간,"czas obsługiwania aktywnego, m",tempo de manutenção ativa,有效维修时间
192-07-05,preventive maintenance time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-05,زمن الصيانه الوقائية,doba preventivní údržby,"Wartungsdauer, f",preventive maintenance time,tiempo de mantenimiento preventivo,"temps de maintenance préventive, m",予防保全時間,예방 유지보수 시간,"czas obsługiwania profilaktycznego, m","tempo de manutenção preventiva, <de um item>tempo de conservação, <de um item >",预防性维修时间
192-07-06,"time to restoration, <of an item>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-06,"الوقت الازم للإستعادة, <لمعدة>","doba do obnovy, <objektu>","Dauer bis zur Wiederherstellung, <einer Einheit> f","time to restoration, <of an item>",tiempo de restauración,"temps de panne, <d’une entité> m","修復時間, <アイテムの>","복구 시간, <품목>","czas do odnowy, <obiektu> m",tempo de avaria,"恢复时间, <产品的>"
192-07-07,corrective maintenance time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-07,زمن الصيانة التصحيحية,doba údržby po poruše,"Instandsetzungsdauer, f",corrective maintenance time,tiempo de mantenimiento correctivo,"temps de maintenance corrective, m",事後保全時間,교정 유지보수 시간사후 유지보수 시간,"czas obsługiwania korekcyjnego, m",tempo de manutenção corretiva,修复性维修时间
192-07-08,active preventive maintenance time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-08,الزمن الفعال للصيانة الوقائية,doba aktivní preventivní údržby,"aktive Wartungsdauer, f",active preventive maintenance time,tiempo activo de mantenimiento preventivo,"temps de maintenance préventive active, m",実働予防保全時間,유효 예방 유지보수 시간,"czas aktywnego obsługiwania profilaktycznego, m",tempo de conservação ativa,有效预防性维修时间
192-07-09,preventive maintenance action time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-09,زمن عملية الصيانة الوقائية,doba zásahu preventivní údržby,"Dauer einer Wartungsmaßnahme, f",preventive maintenance action time,tiempo de una acción de mantenimiento preventivo,"durée d’une tâche de maintenance préventive, f",予防保全実行時間,예방 유지보수 실행시간,"czas czynności obsługiwania korekcyjnego, m",tempo de manutenção preventiva,预防性维修活动时间
192-07-10,active corrective maintenance time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-10,الزمن الفعال للصيانة التصحيحية,doba aktivní údržby po poruše,"aktive Instandsetzungsdauer, f",active corrective maintenance time,tiempo activo de mantenimiento correctivo,"temps de maintenance corrective active, m",実働事後保全時間,유효 교정 유지보수 시간유효 사후 유지보수 시간,"czas aktywnego obsługiwania korekcyjnego, m",tempo de manutenção corretiva ativa,有效修复性维修时间
192-07-11,fault detection time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-11,زمن اكتشاف العطلسابقاً: مدة عدم كشف العطل,doba detekce poruchového stavuNEVHODNÝ TERMÍN: doba nezjištěného poruchového stavu,"Fehlzustandserkennungsdauer, f",fault detection timeDEPRECATED: undetected fault time,tiempo de detección de averías,"temps de détection de panne, mDÉCONSEILLÉ: temps de panne latente, m",フォールト検出時間,결함 검출 시간결함 탐지 시간,"czas wykrywania niezdatności, m",tempo de deteção de avaria,故障检测时间
192-07-12,administrative delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-12,تأخير إدارى,administrativní zpoždění,"administrative Verzugsdauer, f",administrative delay,retraso administrativo,"délai administratif, m",管理遅延時間,행정관리 지연,"opóźnienie organizacyjne, n",atraso administrativo,管理延迟
192-07-13,logistic delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-13,التأخير اللوجيستى,logistické zpoždění,"logistische Verzugsdauer, f",logistic delay,retraso logístico,"délai logistique, m",補給遅延時間,보급 지연,"opóźnienie logistyczne, n",atraso logístico,后勤延迟
192-07-14,fault correction time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-14,زمن تصحيح العطل,doba odstranění poruchového stavuNEVHODNÝ TERMÍN: doba aktivní opravy,"Fehlzustandsbehebungsdauer, f",fault correction time,tiempo de corrección de averías,"temps de correction de panne, m",フォールト是正時間,고장 교정 시간결함 고정 시간,"czas usuwania niezdatności, m",tempo de correção de avaria,故障修复时间
192-07-15,technical delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-15,تأخير فنىتأخير تقنى,technické zpoždění,"technische Verzugsdauer, f",technical delay,retraso técnico,"délai technique, m",技術遅延時間,기술 지연,"opóźnienie techniczne, n",atraso técnico,技术延迟
192-07-16,function checkout time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-16,زمن التحقق من الأداء الوظيفى,doba kontroly funkce,"Funktionsprüfungsdauer, f",function checkout time,tiempo de verificación de función,"temps d’essai de fonctionnement, mtemps de vérification de fonctionnement, m",機能点検時間,기능 점검 시간,"czas sprawdzania działania, m",tempo de ensaio de funcionamentotempo de verificação de funcionamento,功能检查时间
192-07-17,fault diagnosis time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-17,زمن تشخيص العطل,doba diagnostiky poruchového stavu,"Fehlzustandsdiagnosedauer, f",fault diagnosis time,tiempo de diagnóstico de averías,"temps de diagnostic de panne, m",フォールト診断時間,고장 진단 시간결함 진단 시간,"czas diagnozowania niezdatności, m",tempo de diagnóstico de avaria,故障诊断时间
192-07-18,fault localization time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-18,زمن تحديد موضع العطلسابقاً: مكان العطل,doba lokalizace poruchového stavuNEVHODNÝ TERMÍN: doba lokalizace poruchy,"Fehlzustandslokalisierungsdauer, f",fault localization timeDEPRECATED: fault location time,tiempo de localización de averías,"temps de localisation de panne, m",フォールト位置特定時間,고장 위치측정 시간결함 위치측정 시간,"czas lokalizowania niezdatności, m",tempo de localização de avaria,故障定位时间
192-07-19,repair time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-19,زمن الإصلاح,doba opravy,"Reparaturdauer, f",repair time,tiempo de reparación,"temps de réparation, m",修理時間,수리 시간,"czas naprawy, m",tempo de reparação,修理时间
192-07-20,instantaneous repair rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-20,معدل الإصلاح اللحظىمعدل الإصلاح,okamžitá intenzita opravintenzita oprav,"momentane Instandsetzungsrate, fInstandsetzungsrate, f",instantaneous repair raterepair rate,tasa instantánea de reparación,"taux de réparation, mtaux de réparation instantané, m",瞬間修理率修理率,순시 수리율,"chwilowa intensywność naprawy, fintensywność naprawy, f",taxa de reparação instantânea,瞬时修理率
192-07-21,mean repair time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-21,متوسط زمن الإصلاح,střední doba opravyMRT,"mittlere Reparaturdauer, fMRT, f",mean repair timeMRT,tiempo medio de reparaión,"durée moyenne de réparation, f",平均修理時間MRT,평균 수리 시간,"oczekiwany czas naprawy, mMTR",tempo médio de reparação,平均修理时间MRT
192-07-22,mean active corrective maintenance time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-22,متوسط زمن الصيانة التصحيحية الفعالة,střední doba aktivní údržby po porušeMACMT,"mittlere aktive Instandsetzungsdauer, f",mean active corrective maintenance timeMACMT,tiempo activo medio de mantenimiento correctivo,"durée moyenne de maintenance corrective active, f",平均実働事後保全時間MACMT,평균 유효 교정 유지보수 시간MACMT,"oczekiwany czas aktywnego obsługiwania korekcyjnego, mMACMT",tempo médio de manutenção corretiva ativa,平均有效修复性维修时间MACMT
192-07-23,mean time to restoration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-23,متوسط زمن استعادة الوضع السابقسابقاً: متوسط المدة حتى الاستعادة,střední doba do obnovyMTTRNEVHODNÝ TERMÍN: střední doba do opravyNEVHODNÝ TERMÍN: střední doba do zotavení,"mittlere Dauer bis zur Wiederherstellung, fMTTR, f",mean time to restorationMTTRDEPRECATED: mean time to repair DEPRECATED: mean time to recovery,tiempo medio de restauración,"durée moyenne de panne, fdurée moyenne jusqu’à rétablissement, fDÉCONSEILLÉ: moyenne des temps pour la tâche de réparation, f",平均修復MTTR,평균 복구 시간MTTR,"oczekiwany czas do odnowy, mMTTR",média dos tempos de recuperação,平均恢复时间MTTR
192-07-24,fault coverage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-24,الأعطال الممكن اكتشفاها,pokrytí poruchových stavů detekcí,"Fehlzustandserkennungsgrad, m",fault coverage,cobertura de averías,"couverture des pannes, f",フォールト認識率,결함 담당범위,"stopień wykrywalności niezdatności, m",cobertura das avarias,故障覆盖率故障识别比
192-07-25,repair coverage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-25,الأعطال الممكن إصلاحها,pokrytí poruchových stavů opravami,"Instandsetzbarkeitsgrad, m",repair coverage,cobertura de reparaciones,"couverture des réparations, f",修理成功率,수리 담당범위,"stopień naprawialności, m",cobertura das reparações,修复覆盖率修复比
192-07-26,mean administrative delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-26,متوسط التأخير الإدارى,střední administrativní zpožděníMAD,"mittlere administrative Verzugsdauer, fMAD, f",mean administrative delayMAD,retraso administrativo medio,"délai administratif moyen, m",平均管理遅延時間MAD,평균 행정 지연MAD,"oczekiwane opóźnienie organizacyjne, nMAD",atraso administrativo médio,平均管理延迟MAD
192-07-27,mean logistic delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-07-27,متوسط التأخير اللوجيستى,střední logistické zpožděníMLD,"mittlere logistische Verzugsdauer, fMLD, f",mean logistic delayMLD,retraso logístico medio,"délai logistique moyen, m",平均補給遅延時間MLD,평균 보급 지연MLD,"oczekiwane opóźnienie logistyczne, nMLD",atraso logístico médio,平均后勤延迟MLD
192-08-01,instantaneous availability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-08-01,الإتاحية اللحظية,funkce okamžité pohotovostiokamžitá pohotovost,"momentane Verfügbarkeit, f",instantaneous availabilitypoint availability,disponibilidad instantánea,"disponibilité instantanée, f",瞬間アベイラビリティ,순시 가용도시점 가용도,"gotowość chwilowa, fdyspozycyjność chwilowa, f",disponibilidade instantânea,瞬时可用度
192-08-02,inherent availability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-08-02,الإتاحية الذاتىة,vlastní pohotovostinherentní pohotovost,"inhärente Verfügbarkeit, f",inherent availabilityintrinsic availability,disponibilidad intrínseca,"disponibilité intrinsèque, fdisponibilité inhérente, f",固有アベイラビリティ,고유 가용도본질 가용도,"gotowość inherentna, fdyspozycyjność inherentna, f",disponibilidade intrínseca,固有可用度
192-08-03,operational availability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-08-03,الإتاحية التشغيلىة,provozní pohotovost,"betriebliche Verfügbarkeit, f",operational availability,disponibilidad operativa,"disponibilité opérationnelle, f",運用アベイラビリティ,작동 가용도,"gotowość eksploatacyjna, fdyspozycyjność eksploatacyjna, f",disponibilidade operacional,使用可用度
192-08-04,instantaneous unavailability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-08-04,اللا إتاحية اللحظية,funkce okamžité nepohotovostiokamžitá nepohotovost,"momentane Nichtverfügbarkeit, f",instantaneous unavailability,indisponibilidad instantánea,"indisponibilité instantanée, f",瞬間アンアベイラビリティ,순시 비가용도,"niegotowość chwilowa, fniedyspozycyjność chwilowa, f",indisponibilidade instantânea,瞬时不可用度
192-08-05,mean availability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-08-05,متوسط الإتاحية,střední pohotovost,"mittlere Verfügbarkeit, f",mean availabilityaverage availability,disponibilidad media,"disponibilité moyenne, f",平均アベイラビリティ,평균 가용도,"gotowość średnia, fdyspozycyjność średnia, f",disponibilidade média,平均可用度
192-08-06,mean unavailability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-08-06,متوسط اللا إتاحية,střední nepohotovost,"mittlere Nichtverfügbarkeit, f",mean unavailabilityaverage unavailability,indisponibilidad media,"indisponibilité moyenne, f",平均アンアベイラビリティ,평균 비가용도평균 비가용도,"niegotowość średnia, fniedyspozycyjność średnia, f",indisponibilidade média,平均不可用度
192-08-07,steady state availability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-08-07,إتاحية حالة الاستقراراتاحية مقاربة,ustálená pohotovostasymptotická pohotovost,"stationäre mittlere Verfügbarkeit, fasymptotische Verfügbarkeit, f",steady state availabilityasymptotic availability,disponibilidad en régimen permanente,"disponibilité en régime établi, fdisponibilité asymptotique, f",定常アベイラビリティ漸近アベイラビリティ,정상상태 가용도점근 가용도,"gotowość stacjonarna, fdyspozycyjność stacjonarna, f",disponibilidade em estado estacionáriodisponibilidade assimtótica,稳态可用度
192-08-08,steady state unavailability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-08-08,لا إتاحية حالة عدم الاستقرارعدم اتاحية مقاربة,ustálená nepohotovostasymptotická nepohotovost,"stationäre mittlere Nichtverfügbarkeit, fasymptotische Nichtverfügbarkeit, f",steady state unavailabilityasymptotic unavailability,indisponibilidad en régimen permanente,"indisponibilité en régime établi, findisponibilité asymptotique, f",定常アンアベイラビリティ漸近アンアベイラビリティ,정상상태 비가용도점근 비가용도,"niegotowość stacjonarna, fniedyspozycyjność stacjonarna, f",indisponibilidade em estado estacionário,稳态不可用度
192-08-09,mean up time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-08-09,متوسط زمن التشغيل,střední doba použitelného stavuMUT,"mittlere Klardauer, fMUT, f",mean up timeMUT,tiempo medio operativotiempo medio de disponibilidad,"temps moyen de disponibilité, mTMD, m",平均アップ時間MUT,평균 가동 시간MUT,"oczekiwany czas zdatności, mMUT",tempo médio de disponibilidade,平均可用时间MUT
192-08-10,mean down time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-08-10,متوسط زمن التوقف,střední doba nepoužitelného stavuMDT,"mittlere Unklardauer, fMDT, f",mean down timeMDT,tiempo medio no operativotiempo medio de indisponibilidad,"temps moyen d’indisponibilité, mTMI, m",平均ダウン時間MDT,평균 정지 시간MDT,"oczekiwany czas niezdatności, mMDT",tempo médio de indisponibilidade,平均不可用时间MDT
192-09-01,"test, <in dependability>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-01,"اختبار, <الاعتمادية>","zkouška, <ve spolehlivosti>test, <ve spolehlivosti>","Prüfung, <in der Zuverlässigkeit> fTest, <in der Zuverlässigkeit> m","test, <in dependability>","ensayo, <en confiabilidad>prueba, <en confiabilidad>","essai, <en sûreté de fonctionnement> m","試験, <ディペンダビリティに関する>","시험, <신인성>","badanie, <w aspekcie niezawodności> ntest, <w aspekcie niezawodności> m","ensaio, <em dependabilidade>teste, <em dependabilidade>","试验, <可信性领域>"
192-09-02,compliance test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-02,اختبار التطابق,ověřovací zkouška,"Konformitätsprüfung, f",compliance test,ensayo de conformidadprueba de conformidad,"essai de conformité, m",適合試験,적합 시험,"badanie zgodności, nbadanie kontrolne, npróba zgodności, f",ensaio de conformidade,符合性试验
192-09-03,acceptance test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-03,اختبار القبول,přejímací zkouška,"Abnahmeprüfung, f",acceptance test,ensayo de aceptaciónprueba de aceptación,"essai d’acceptation, m",受入れ試験,인수 시험,"badanie odbiorcze, npróba odbiorcza, f",ensaio de aceitaçãoensaio de receção,验收试验
192-09-04,qualification test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-04,اختبار الكفاءةاختبار التأهيل,kvalifikační zkouška,"Eignungsprüfung, f",qualification test,ensayo de calificaciónprueba de calificación,"essai de qualification, m",品質認定試験,품질 시험,"badanie kwalifikacyjne, n",ensaio de qualificação,鉴定试验
192-09-05,laboratory test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-05,اختبار معملي,laboratorní zkouška,"Laborprüfung, f",laboratory test,ensayo de laboratorioprueba de laboratorio,"essai en laboratoire, m",試験室試験,실험실 시험,"badanie laboratoryjne, n",ensaio laboratorial,实验室试验
192-09-06,field test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-06,اختبار ميدانياختبار حقلى,provozní zkouška,"Einsatzprüfung, fFeldtest, m",field test,ensayo en la explotaciónprueba en la explotación,"essai sur site, m",フィールド試験,현장 시험,"badanie eksploatacyjne, n",ensaio de campo,现场试验
192-09-07,endurance test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-07,اختبار التحمل,zkouška odolnosti,"Dauerprüfung, f",endurance test,ensayo de vidaprueba de vida,"essai d’endurance, m",耐久試験,내구 시험,"badanie wpływu narażeń, n",ensaio de endurância,耐久性试验
192-09-08,accelerated test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-08,اختبار معجل,zrychlená zkouška,"zeitraffende Prüfung, f",accelerated test,ensayo aceleradoprueba acelerado,"essai accéléré, m",加速試験,가속 시험,"badanie przyspieszone, n",ensaio acelerado,加速试验
192-09-09,test acceleration factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-09,معامل تعجيل الاختبار,faktor zrychlení zkouškyčinitel zrychlení zkouškyNEVHODNÝ TERMÍN: součinitel zrychlení zkoušky,"Raffungsfaktor, mBeschleunigungsfaktor, m",test acceleration factor,factor de aceleración del ensayofactor de aceleración de la prueba,"facteur d’accélération d’essai, m",試験加速係数,시험 가속 인자,"współczynnik przyspieszenia badania, m",factor de aceleração de ensaio,试验加速因子
192-09-10,step stress test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-10,اختبار إجهاد متدرج,zkouška stupňovitým namáháním,"Stufenprüfung, fschrittweise Laststeigerungsprüfung, f",step stress test,ensayo de esfuerzo escalonadoprueba de esfuerzo escalonado,"essai sous contrainte échelonnée, m",ステップストレス試験,단계 응력 시험,"badanie ze stopniowym narażaniem, n",ensaio de esforço escalonado,步进应力试验
192-09-11,screening test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-11,اختبار فصل,třídicí zkouška,"Sortierprüfung, fScreening, n",screening test,ensayo de cribadoprueba de cribado,"essai de déverminage, m",スクリーニング試験,선별 시험,"badanie selekcyjne, nbadanie sortujące, n",ensaio de seleção,筛选试验
192-09-12,regression test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-12,اختبار صلاحية التعديل,regresní zkouška,"Regressionstest, m",regression test,ensayo de regresiónprueba de regresión,"essai de non-régression, m",復帰試験,회귀 시험,"badanie regresyjne, ntest regresyjny, m",ensaio de regressão,回归试验
192-09-13,black-box testing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-13,اختبار الصندوق الأسوداختبار للأداء الموثق,testování černé skříňky,"Black-Box-Test, m",black-box testing,ensayo de caja negraprueba de caja negra,"essai fonctionnel, messai par boîte noire,  m",ブラックボックス試験,흑색상자 시험명제 기반 시험블랙박스 시험,"badania funkcjonalne, n pltestowanie na zasadzie ""czarnej skrzynki"", n",ensaio funcionalensaio de caixa-preta,黑盒测试
192-09-14,white-box testing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-14,اختبار الصندوق الأبيضاختبار الصندوق الزجاجىاختبار الصندوق الشفاف,testování bílé skříňky,"White-Box-Test, m",white-box testingglass-box testingclear-box testing,ensayo de caja blancaprueba de caja blanca,"essai structural,  messai structurel,  messai par boîte blanche,  m",ホワイトボックス試験,백색상자 시험구현 기반 시험화이트박스 시험,"badanie strukturalne, ntestowanie na zasadzie ""białej skrzynki"", ntestowanie na zasadzie ""szklanej skrzynki"", n",ensaio estrutural,白盒测试
