term_id,term,term_url,cs,de,en,fi,fr,ja,ko,pl,pt,zh
581-26-20,break-away connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-20,konektor pro vytržení,"Steckverbinder mit Notzugentriegelung, m",break-away connector,laukeava liitin,"connecteur à désaccouplement calibré, m",ブレークアウェイ・コネクタ,이탈 연결기,złącze rozłączalne przewodem,conector de desacoplamento calibrado,拉脱连接器
581-26-21,staggered-contact connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-21,konektor s kontakty do šachovnice,"Steckverbinder mit versetzter Kontaktanordnung, m",staggered-contact connector,siksakliitin,"connecteur à contacts en quinconce, m",スタッガードコンタクト・コネクタ,엇물림형 접점 연결기,złącze przemiennostykowe,conector de contactos empilhados,接触件交错排列的连接器
581-26-22,push-pull connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-22,konektor se západkou,"Push-pull-Steckverbinder, m",push-pull connector,työntö-vetopikaliitin,"connecteur « pousser-tirer », m",プッシュプルコネクタ,푸시풀 연결기,złącze push‑pull,conector vaivém,推拉连接器
581-26-23,right-angle connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-23,pravoúhlý konektor,"Winkelsteckverbinder, m",right-angle connector,kulmaliitin,"connecteur à angle droit, m",ライトアングルコネクタ,직각 연결기,złącze kątowe,conector de ângulo recto,直角连接器
581-26-24,jack,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-24,(telefonní) zásuvka(telefonní) zdířka,"Buchse, f",jack,jakkijakkiliitin,"jack, m",ジャック,잭긴장기재크,gniazdko telefoniczne,cavilha,插口
581-26-25,telephone plug,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-25,telefonní zástrčkatelefonní kolíkový konektor,"Stöpsel, mKlinkensteckverbinder, m",telephone plug,tulppatulppaliitin,"fiche téléphonique, f",テレフォンプラグ,휴대전화 플러그,wtyczka telefoniczna,ficha telefónica,电话插塞
581-26-26,terminal block,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-26,svorkovnice,"Verteiler, m",terminal block,riviliitin,"répartiteur, mbloc de sorties, m",端子台,단자 블록,łączówka,repartidor,接线板
581-26-27,zero insertion force component,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-27,součástka s nulovou zasouvací silou,"steckkraftfreier Steckverbinder, m",zero insertion force component,nollavoimaliitin,"composant à force d’insertion nulle, m",ZIFコネクタ,영 삽입력 부품,podzespół o zerowej sile łączenia,componente de força de inserção nula,零插拔力连接器
581-26-28,connector mated set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-28,dvojice (příslušných) konektorů,"Steckverbindersatz, m",connector mated set,liitinpari,"jeu de connecteurs accouplés, m",結合した一組のコネクタ,연결 일치 세트,para złączy,conjunto de conectores acoplados,配套连接器
581-26-29,fixed board connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-29,pevný deskový konektor,"fester Leiterplattensteckverbinder, m",fixed board connector,äitilevyn liitin,"embase pour carte, f",固定形プリント配線板用コネクタ,고정판 연결기,złącze stałe do płytki montażowej,conector fixo para carta,固定板装连接器
581-26-30,free board connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-30,volný deskový konektor,"freier Leiterplattensteckverbinder, m",free board connector,piirilevyn liitin,"fiche pour carte, f",可動形プリント配線板用コネクタ,자유판 연결기,złącze swobodne do płytki montażowej,ficha para carta,自由板装连接器
581-26-31,backplane,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-31,zadní propojovací panel,"Rückplatte, f",backplane,äitilevy,"fond de panier, m",バックプレーン,백플래인기판 후면,płyta montażowa tylna,plano de fundo,背板
581-26-32,connector adaptor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-32,konektorový adaptér,"Adaptersteckverbinder, m",connector adaptor,liitinsovitin,"connecteur intermédiaire, m",コネクタアダプタ,연결 적응기,adapter międzyzłączowypośrednik międzyzłączowy,adaptador de conectores,连接器转接器
581-26-33,non-rewirable connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-33,nerozebíratelný konektor,"nichtwiederanschließbarer Steckverbinder, m",non-rewirable connector,kertajohdotettava liitin,"connecteur non démontable, m",再結線不可能コネクタ,교환 불가능 연결기,złącze do jednokrotnego przyłączenia przewodu,conector não desmontável,不可重复接线连接器
581-26-34,connector for class II equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-34,konektor pro zařízení třídy II,"Steckverbinder für Betriebsmittel der Schutzklasse II, m",connector for class II equipment,luokan II laiteliitin,"connecteur pour matériels de classe II, m",クラスⅡ用コネクタ,이등급 장비 연결기,złącze do sprzętu II klasy,conector para equipamento de classe II,Ⅱ类设备连接器
581-26-35,cable connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-35,kabelový konektor,"Kabelsteckverbinder, m",cable connector,kaapeliliitin,"fiche pour câble, f",ケーブルコネクタ,케이블 연결기,złącze kablowe,ficha para cabo,电缆连接器
581-26-36,coupler connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-26-36,propojovací konektor,"Kupplungssteckverbinder, m",coupler connector,jatkoliitin,"connecteur de raccordement, m",カプラコネクタ,결합 연결기,złącze sprzęgające,conector de acoplar,耦合连接器
581-27-01,front release contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-01,kontakt s čelním vyjímáním,"von vorn entriegelbarer Kontakt, m",front release contact,edestä irrotettava kosketin,"contact déverrouillable par l’avant, m",フロントリリースコンタクト,전방 해제 접점,styk wyjmowany od czoła,contacto desencravável pela frente,前松接触件
581-27-02,rear release contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-02,kontakt se zadním vyjímáním,"rückseitig entriegelbarer Kontakt, m",rear release contact,takaa irrotettava kosketin,"contact déverrouillable par l’arrière, m",リアリリース・コンタクト,후방 해제 접점,styk wyjmowany od tyłu,contacto desencravável por trás,后松接触件
581-27-03,hermaphroditic contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-03,hermafroditický kontakt,"Zwitter-Kontakt, m",hermaphroditic contact,kaksineuvoinen kosketin,"contact hermaphrodite, m",雌雄同形コンタクト,양성 접점,styk obojnaczy,contacto hermafrodita,无极性接触件
581-27-04,push-on contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-04,násuvný kontakt,"Steckhülse, f",push-on contact,työntökosketin,"contact à pousser, m",プッシュオンコンタクト,푸시온 접점,styk wkładany,contacto de premir,推入式接触件
581-27-05,thermocouple contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-05,termočlánkový kontakt,"Thermoelement-Kontakt, m",thermocouple contact,lämpöparikosketin,"contact pour thermocouple, m",熱電対用コンタクト,열전대 접점,styk termoelementowy,contacto por termopar,热电偶接触件
581-27-06,crimp inspection hole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-06,kontrolní otvor na zamačkávací dutince,"Crimp-Prüfloch, n",crimp inspection hole,tarkastusreikä,"trou d’inspection du contact, m",圧着確認孔,권축 검사구,otwór kontrolny zaciśnięcia,buraco de inspecção do contacto,压接检查孔
581-27-07,contact size,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-07,velikost kontaktu,"Kontaktgröße, f",contact size,koskettimen koko,"taille d’un contact, f",コンタクトサイズ,접점 크기,rozmiar styku,dimensão de contacto,接触件号
581-27-08,contact lead-in,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-08,naváděcí část kontaktu,"Kontakteinführung, f",contact lead-in,koskettimen ohjausosa,"entrée d’un contact, f",コンタクトリードイン,접점 인입,wlot styku,entrada de contacto,接触件导向口
581-27-09,connector body,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-09,těleso konektoru,"Steckverbinderkörper, m",connector body,liitinrunko,"corps d’un connecteur, m",コネクタボディ,연결기 본체,korpus złącza,corpo de conector,连接器体
581-27-10,connector housing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-10,kryt konektoru,"Steckverbindergehäuse, n",connector housing,liitinkuori,"boîtier de connecteurs, mcoquille, f",コネクタハウジングハウジング,연결기 외함,obudowa złącza,caixa de conectores,连接器壳体
581-27-11,connector insert,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-11,tělísko konektoru,"Steckverbindereinsatz, m",connector insert,liitineriste,"isolant d’un connecteur, m",コネクタインサートインサート,연결기 삽입,izolator złącza,isolante do conector,连接器绝缘安装板
581-27-12,contact wire range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-12,rozsah průřezů vodičů pro kontakt,"Drahtgrößenbereich des Kontaktes, m",contact wire range,liittimeen sopivat johdinkoot,"gamme des conducteurs, f",コンタクト電線許容範囲,트룰리선 범위접촉선 범위,zakres przewodów do styku,gama de condutores,接触件配线范围
581-27-13,bayonet coupling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-13,bajonetové spojení,"Bajonettverriegelung, f",bayonet coupling,kääntöliitäntä,"accouplement à baïonnette, m",バヨネットカップリング,삽입 결합,sprzęg bagnetowy,acoplamento de baioneta,卡口连接
581-27-14,push-pull coupling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-14,západkové spojení,"Push-pull-Verriegelung, f",push-pull coupling,työntö-vetopikaliitäntä,"accouplement pousser-tirer, m",プッシュプルカップリング,푸시풀 결합,sprzęg push‑pull,acoplamento de vaivém,推拉连接
581-27-15,quick disconnect coupling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-15,rychle rozpojitelné spojení,"Schnellentriegelung, f",quick disconnect coupling,pikaliitäntä,"déconnexion rapide, f",クイックディスコネクト・カップリング,고속 분리 결합,sprzęg szybkorozłączalny,desconexão rápida,快速分离连接
581-27-16,threaded coupling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-16,šroubové spojenízávitové spojení,"Schraubverriegelung, f",threaded coupling,kierreliitäntä,"accouplement par bague filetée, m",ネジ式カップリング,연선 접속,sprzęg gwintowy,acoplamento roscado,螺纹连接
581-27-17,coupling ring,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-17,spojovací prstenec,"Kupplungsring, m",coupling ring,liitäntärengas,"bague d’accouplement, f",カップリングリング,결합 고리,pierścień sprzęgający,anel de acoplamento,连接环
581-27-18,ferrule,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-18,konektorový kroužekferrule,"Druckhülse, f",ferrule,tukiholkki,"ferrule, fbague, f",フェルール,페룰,tulejka,ferrão,套管
581-27-19,grommet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-19,průchodka,"Leitungsunterstützung, f",grommet,läpivientisuojus,"passe-fil, m",グロメット,그로미트,przepust,alça,封线体
581-27-20,grommet wire range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-20,rozsah vodičů pro průchodku,"Leiterunterstützungsbereich, m",grommet wire range,läpivientisuojukseen sopivat johdinkoot,"dimension des fils du passe-fil, f",グロメット電線許容範囲,그로밋 전선 범위,zakres przewodów do przepustu,gama de fios da alça,封线体配线范围
581-27-21,guide pin,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-21,naváděcí kolík,"Führungsstift, m",guide pin,ohjaustappi,"doigt de guidage, m",ガイドピン,안내 핀,kołek prowadzący,pino de guiamento,导向销
581-27-22,filler-plug,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-22,zaslepovací výplň,"Blindstopfen, m",filler-plug,täytetulppa,"plot de remplissage, m",フィラープラグ,충전재 플러그,korek,bojão de enchimento,密封塞
581-27-23,cable support sleeve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-23,výztužná objímka kabelu,"Kabeltülle, f",cable support sleeve,taivutussuojus,"manchon support de câble, mchaussette, f",ケーブルサポートスリーブ,케이블 보조 소매,odgiętka kabla,manga suporte de cabo,电缆支撑套管
581-27-24,location pegs,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-24,polohovací kolíky,"Fixierstifte, m, pl",location pegs,ohjaustapit,"bouchons d’emplacement, m pl",ロケーションペグ,위치 호출,kołki naprowadzające,cavilhas de colocação,定位销
581-27-25,multipurpose centre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-25,víceúčelová zónaMPC,"Multi-Funktionsblock, m",multipurpose centreMPC (abbreviation),ohjausosa,"centre polyvalent, mMPC (abréviation) m","機能付加可能部分ＭＰＣ, （略語）",다목적 중심,centrum wielofunkcyjneMPC (akronim),centro polivalenteMPC (abreviatura),多功能中心MPC
581-27-26,protective conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-26,ochranný vodič(označení: PE),"Schutzleiter, m(Bezeichnung PE)",protective conductor(identification: PE),suojajohdin,"conducteur de protection, m(identification: PE)","保護導体ＰＥ, （記号）",보안용 도체,przewód ochronny (identyfikacja PE),condutor de protecção(identificação: PE),保护导体PE
581-27-27,spring clamp connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-27,spojení s pružinovým uchycením,"Federklemmverbindung, f",spring clamp connection,jousiliitos,"connexion à ressort, f",スプリングクランプ接続,스프링 권축 접속기,połączenie zaciskowe sprężyste,conexão de mola,弹性卡夹连接
581-27-28,accessible insulation displacement connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-28,přístupný zařezávaný spoj,"zugängliche Schneidklemmverbindung, f",accessible insulation displacement connection,avoin eristyksen syrjäyttävä liitos,"connexion autodénudante accessible, f",アクセシブル圧接接続,접근 가능 절연 변위 접속기,połączenie zakleszczane dostępne,conexão antidesnudante acessível,可接触绝缘位移连接
581-27-29,non-accesible insulation displacement connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-29,nepřístupný zařezávaný spoj,"nichtzugängliche Schneidklemmverbindung, f",non-accesible insulation displacement connection,suljettu eristyksen syrjäyttävä liitos,"connexion autodénudante non accessible, f",ノンアクセシブル圧接接続,접근 불가능 절연 변위 접속기,połączenie zakleszczane niedostępne,conexão antidesnudante não-acessível,不可接触绝缘位移连接
581-27-30,rear plug-up contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-30,zadní násuvný kontakt,"Übergabekontakt, m",rear plug-up contact,takaliitin,"contact de l’enfichage arrière, m",リアプラグアップ・コンタクト,내측 플러그업 접점,"złącze przyłączeniowe tylnezłącze ""rear plug‑up contact”",contacto de enfichar atrás,后插接触件
581-27-31,female concentric contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-31,dutinkový souosý kontakt,"konzentrische Kontaktbuchse, f",female concentric contact,konsentrinen naaraskosketin,"contact femelle concentrique, m",めす同心円コンタクト,암 동심 접점,styk współosiowy gniazdowy,contacto fêmea concêntrico,阴同轴接触件
581-27-32,male concentric contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-32,kolíkový souosý kontakt,"konzentrischer Kontaktstift, m",male concentric contact,konsentrinen uroskosketin,"contact mâle concentrique, m",おす同心円コンタクト,수 동심 접점,styk współosiowy wtykowy,contacto macho concêntrico,阳同轴接触件
581-27-33,triaxial contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-33,triaxiální kontakt,"triaxialer Kontakt, m",triaxial contact,triaksiaalikosketin,"contact triaxial, m",トライアキシャルコンタクト,삼축 접점,styk potrójny współosiowystyk triaksial,contacto triaxial,三同轴接触件
581-27-34,female triaxial contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-34,triaxiální dutinkový kontakt,"triaxiale Kontaktbuchse, f",female triaxial contact,triaksiaalinen naaraskosketin,"contact triaxial femelle, m",めすトライアキシャルコンタクト,암 삼축 접점,styk potrójny współosiowy gniazdowystyk triaksial gniazdowy,contacto triaxial fêmea,阴三同轴接触件
581-27-35,male triaxial contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-35,triaxiální kolíkový kontakt,"triaxialer Kontaktstift, m",male triaxial contact,triaksiaalinen uroskosketin,"contact triaxial mâle, m",おすトライアキシャルコンタクト,수 3축 접점,styk potrójny współosiowy wtykowystyk triaksial wtykowy,contacto triaxial macho,阳三同轴接触件
581-27-36,twinax contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-36,kontakt twinax,"Twinax-Kontakt, m",twinax contact,suojattu parikosketin,"contact twinax, m",ツインアキシャルコンタクト,2축 접점,styk twinax,contacto twinax,屏蔽双心接触件
581-27-37,first make/last break contacts,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-37,přepínací kontakty bez přerušeníkontakty postupné,"voreilende Kontakte, m, pl",first make/last break contacts,vaiheittain kytkeytyvät koskettimet,"contacts séquentiels, m pl",ファーストメイクラストブレイク・コンタクト,제 1동작 /최후 차단 접점,styki sekwencyjnie łączone,contactos sequenciais,先通/后断接触件
581-27-38,special contacts,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-38,speciální kontakty,"Sonderkontakte, m, pl",special contacts,erikoiskoskettimet,"contacts spéciaux, m pl",特殊コンタクト,특수 접점,styki specjalne,contactos especiais,特种接触件
581-27-39,spring clamp connecting device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-39,součástka pro spojení pružinovým uchycením,"Verbindungsmaterial für Federklemmverbindungen, n",spring clamp connecting device,jousiliitin,"dispositif de connexion à ressort, m",スプリングクランプ接続デバイス,스프링 권축 연결장치,podzespół łączący zaciskowo-sprężysty,dispositivo de conexão de mola,弹性卡夹连接装置
581-27-40,press-in shoulders,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-40,zalisovávací raménka,"Einpressschultern, f, pl",press-in shoulders,ahtoliitintapin olakkeet,"épaulement inséré à force, m",プレスインショルダー,압입 테두리,występy wtłaczane,espalda de inserção à força,压入台肩
581-27-41,connector module,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-41,konektorový modul,"Steckverbindermodul, n",connector module,liitinmoduuli,"module de connecteurs, m",コネクタモジュール,접속기 모듈,moduł złącza,módulo de conectores,连接器模块
581-27-42,multimodule,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-42,multimodul,"Steckverbinder-Multimodul, n",multimodule,kertomoduuli,"multimodule, m",マルチモジュール,다중 모듈,moduł wielokrotny,multimódulo,多重模块
581-27-43,clamping unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-43,úchytkaupínací jednotka,"Klemmstelle, f",clamping unit,puristusosa,"organe de serrage, m",クランプユニット,클램핑 장치,element zaciskający,órgão de aperto,卡夹单元
581-27-44,rear shroud,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-44,zadní kryt,"rückseitiger Aufsteckrahmen, m",rear shroud,takaa kiinnitettävä suojus,"protecteur de contact arrière, mcoquille arrière, f",リアシュラウド,내측 가리개,obudowa tylna,capa protectora traseiraconcha traseira,后壳体
581-27-45,grounding row,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-45,uzemňovací řada,"Erdungsreihe, f",grounding row,maadoitusrivi,"rangée mise à la masse, f",接地用コンタクト列,접지 행,rząd uziemiający,fila de contactos à terra,接地排
581-27-46,spring clamp termination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-46,svorka s pružinovým uchycením,"Federklemmanschluss, m",spring clamp termination,jousilukittu liitos,"sortie à ressort, f",スプリングクランプターミネーション,스프링 권축 종단,zakończenie zaciskowe sprężyste,terminação de mola,弹性卡夹接端
581-27-47,fixing studs,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-47,upevňovací kolíky,"Fixierstifte, m, pl",fixing studs,kiinnitystapit,"tiges de fixation, f pl",固定用スタッド,고정 스터드,kołki ustalające,varetas ede fixação,固定销
581-27-48,interlock (of a connector),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-48,"blokování, <konektoru>","Verriegelung (eines Steckverbinders), f",interlock (of a connector),turvakytkinliittimen turvakytkin,verrouillage (d’un connecteur) m,"インターロック, <コネクタの>","연동 장치, <접속기>인터록, <접속기>",blokada (złącza),encravamento (de um conector),"联锁装置, <连接器的>"
581-27-49,connector front,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-49,přední strana konektoru,"Steckverbinder-Vorderseite, f",connector front,liittimen liitäntäpuoli,"face avant d’un connecteur, f",コネクタ前部,연결기 전면,czoło złącza,fronte de conector,连接器前面
581-27-50,connector rear,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-50,zadní strana konektorumontážní strana konektoru,"Steckverbinder-Rückseite, f",connector rear,liittimen johdotuspuoli,"face arrière d’un connecteur, f",コネクタ後部,연결기 내부,tył złącza,traseira de conector,连接器后面
581-27-51,contact arrangement,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-51,uspořádání kontaktů,"Kontaktanordnung, f",contact arrangement,kosketinjärjestys,"arrangement des contacts, m",コンタクトアレンジメント,접점 배열,układ styków,disposição de contactos,接触件配置
581-27-52,connector style,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-52,provedení konektoru,"Steckverbinder-Bauform, f",connector style,liitinmalli,"modèle de connecteur, m",コネクタスタイルスタイル,연결기 방식,styl złącza,modelo de conector,连接器品种
581-27-53,connector type,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-53,typ konektoru,"Steckverbinder-Bauart, f",connector type,liitintyyppi,"type de connecteur, m",コネクタタイプタイプ,연결기 유형,typ złącza,tipo de conector,连接器类型
581-27-54,connector variant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-54,varianta konektoru,"Steckverbinder-Ausführung, f",connector variant,liitinversio,"variante de connecteur, f",コネクタバリアントバリアント,연결기 변화,wariant złącza,variante de conector,连接器规格
581-27-55,engagement indicators,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-55,značky pro zasunutí,"Stellungsanzeiger, m, pl",engagement indicators,kytkentämerkit,"indicateurs d’accouplement, m pl",結合インジケータ,연결 지시기,wskaźniki połączenia,indicadores de acoplamento,啮合指示
581-27-56,engaging force,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-56,síla pro spojení,"Kupplungskraft, f",engaging force,liitäntävoimaliittimen liitäntävoima,"force d’accouplement, f",結合力,연결력,siła złączania,força de acoplamento,啮合力
581-27-57,separating force,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-57,síla pro rozpojení,"Trennkraft, f",separating force,erotusvoimaliittimen erotusvoima,"force de désaccouplement, f",離脱力,분리력,siła rozłączania,força de desacoplamento,分离力
581-27-58,insertion force,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-58,síla pro zasunutí,"Steckkraft, f",insertion force,pistovoimaliittimen pistovoima,"force d’insertion, f",挿入力,삽입력,siła wkładania,força de inserção,插入力
581-27-59,withdrawal force,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-59,síla pro vysunutí,"Ziehkraft, f",withdrawal force,irrotusvoimaliittimen irrotusvoima,"force d’extraction, f",引抜力,해제력,siła wyjmowania,força de extracção,拔出力
581-27-60,connector interface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-60,stykové plochy konektorůrozhraní konektorů,"Steckverbinder-Stirnfläche, f",connector interface,liitäntäpinnat,"interface de connecteur, f",コネクタインターフェース,연결기 접속,interfejs złącza,interface de conector,连接器界面
581-27-61,jack-screw system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-61,závitový zámek,"Spindelverriegelungssystem, n",jack-screw system,ruuvilukitus,"système à vis d’accouplement, msystème à vis de manoeuvre, m",ジャックスクリュー・システム,잭-나사 시스템,system połączenia gwintowego,sistema cavilha-parafuso,插拔螺杆装置
581-27-62,restricted entry,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-62,omezení vstupu,"verengter Kontakteingang, m",restricted entry,liitäntärajoitin,"entrée restreinte, f",リストリクテッドエントリ,규정 회사,ogranicznik wejścia,entrada restrita,限制口
581-27-63,contact retainer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-63,zámek kontaktu,"Kontakthalterung, f",contact retainer,koskettimen lukitsin,"dispositif de rétention du contact, m",コンタクトリテーナ,접점 유지기,zatrzask styku,retentor de contacto,接触件保持套
581-27-64,barrier seal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-64,vnitřní těsněníbariérové těsnění,"Barrierendichtung, f",barrier seal,rajatiiviste,"barrière d’étanchéité, f",バリヤシール,방벽 밀봉,uszczelnienie wewnętrzne,barreira de estanquecidade,隔障密封
581-27-65,cable seal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-65,těsnění kabelu,"Kabeldichtung, f",cable seal,kaapelitiiviste,"presse-étoupe de câble, m",ケーブルシール,케이블 밀봉,uszczelnienie kabla,vedante de cabo,电缆密封件
581-27-66,interfacial seal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-66,utěsnění rozhraní,"Stirnflächendichtung, f",interfacial seal,liitäntätiiviste,"joint d’interface, m",インタフェーシャルシール,결합면 봉지,uszczelnienie interfejsu,vedante interfacial,界面密封
581-27-67,housing seal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-67,těsnění na styku krytů,"Gehäusedichtung, f",housing seal,kotelotiiviste,"joint de boîtier, m",ハウジングシール,외함 밀봉,uszczelnienie na korpusie,vedante de caixa,壳体密封
581-27-68,coupling torque,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-68,krouticí moment při spojování,"Kupplungsdrehmoment, n",coupling torque,liitäntämomentti,"couple de serrage, m",カップリングトルク,결합 토크,moment sprzęgający,binário de aperto,连接力矩
581-27-69,reference corner,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-69,vztažná hranareferenční hrana,"Bezugskante, f",reference corner,aloituskulma,"arête de référence, f",レファランスコーナー,기준 각기준 모서리,krawędź odniesienia,aresta de referência,基准棱角
581-27-70,coding key,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-70,kódovací klíč,"Kodierschlüssel, m",coding key,koodausavain,"clé de codage, f",コーデングキー,부호화 전건,klucz kodujący,chave de código,编码键
581-27-71,chess pattern,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-71,šachovnicový obrazec,"Schachbrettmuster, n",chess pattern,ruudukko,"configuration en damier, f",チェスパターン,체스 문양체스 유형,konfiguracja szachownicy,padrão de xadrez,棋盘形排列
581-27-72,connector with breaking capacity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-72,konektor s vypínací schopnostíCBC,"Steckverbinder mit Lastschaltvermögen, m",connector with breaking capacityCBC (abbreviation),katkaisuliitinkatkaisukykyinen liitin,"connecteur avec pouvoir de coupure, mCBC (abréviation) m","活線挿抜用コネクタＣＢＣ, （略語）",차단 용량 연결기,złącze rozłączalne pod obciążeniemCBC (akronim),conector com poder de corteCBC (abreviatura),具有分断能力的连接器CBC
581-27-73,connector without breaking capacity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-73,konektor bez vypínací schopnostiCOC,"Steckverbinder ohne Lastschaltvermögen, m",connector without breaking capacityCOC (abbreviation),erotusliitinkatkaisukyvytön liitin,"connecteur sans pouvoir de coupure, mCOC (abréviation) m","非活線挿抜用コネクタＣＯＣ, （略語）",차단 용량이 없는 연결기무차단 용량 연결기,złącze nierozłączalne pod obciążeniemCOC (akronim),conector sem poder de corteCOC (abreviatura),无分断能力的连接器COC
