term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sv,zh
725-12-47,satellite news gathering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-47,جمع الاخبار  بواسطة القمر الصناعي,"Satelliten-Berichterstattung, f",satellite news gatheringSNG (abbreviation),reportaje de noticias por satélite,uutisten keruu satelliittiteitse,"reportage (d'actualités) par satellite, m",raccolta notiziari via satellite,"エスエヌジーSNG, （略語）",위성 뉴스 취재,zbieranie danych z wykorzystaniem satelity,reportagem (de actualidades) por satélite,zbiranje novic s pomočjo satelitasatelitsko novinarstvo,nyhetsinsamling via satellit,卫星新闻采集
725-12-48,radiodetermination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-48,استدلال راديوي (لاسلكي),"Funkbestimmung, fFunkortung, f",radiodetermination,radiodeterminación,radiomääritys,"radiorepérage, m",radiodeterminazione,無線測位,무선 측위,radiolokacja,radiolocalização,radijsko ugotavljanje,radiobestämning,无线电测定
725-12-49,satellite radiodetermination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-49,استدلال راديوي (لاسلكي) بالقمر الصناعي,"Satellitenfunkbestimmung, f",satellite radiodetermination,radiodeterminación por satélite,satelliittiradiomääritys,"radiorepérage par satellite, m",radiodeterminazione via satellite,衛星無線測位,위성 무선 측위,radiolokacja satelitarna,radiolocalização por satélite,satelitsko radijsko ugotavljanje,radiobestämning via satellit,卫星无线电测定
725-12-50,radionavigation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-50,ملاحة راديوية (لاسلكية),"Funknavigation, f",radionavigation,radionavegación,radionavigointi,"radionavigation, f",radionavigazione,無線航行,무선 항법무선 항행,radionawigacja,radionavegação,radionavigacija,radionavigering,无线电导航
725-12-51,satellite radionavigation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-51,ملاحة راديوية (لاسلكية)  بالقمر الصناعي,"Satellitenfunknavigation, f",satellite radionavigation,radionavegación por satélite,satelliittiradionavigointi,"radionavigation par satellite, f",radionavigazione via satellite,衛星無線測位,위성 무선항법,radionawigacja satelitarna,radionavegação por satélite,satelitska radijska navigacija,satellitnavigering,卫星无线电导航
725-12-52,(space) tracking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-52,تتبّع (فضائي),"Weltraumbahnverfolgung, fBahnverfolgung, f",(space) tracking,seguimiento (espacial),seuranta,poursuite (spatiale) f,inseguimento (spaziale),宇宙追跡追跡,우주 추적,śledzenie kosmiczne,perseguição (espacial),sledenje (v vesolju),följningspårning,空间跟踪
725-12-53,data relay satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-53,قمر صناعي لترحيل البيانات,"Datenrelaissatellit, m",data relay satellite,satélite-relé de datos,datanvälityssatelliitti,"satellite relais de données, m",satellite per rilancio dati,データ中継衛星,데이터 중계 위성,satelita przekazywania danych,satélite relé de dados,podatkovni relejni satelit,datareläsatellit,数据中继卫星
725-12-54,data collection satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-54,قمر صناعي لجمع البيانات,"Datensammelsatellit, m",data collection satellite,satélite de colección de datos,datankeruusatelliitti,"satellite de collecte de données, m",satellite per raccolta dati,データ収集衛星,자료 수집 위성,satelita zbioru danych,satélite de recolha de dados,satelit za zbiranje podatkov,datainsamlingssatellit,数据收集卫星
725-12-55,remote sensing satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-55,قمر صناعي للاستشعار عن بعد,"Fernüberwachungssatellit, m",remote sensing satellite,satélite de teledetección,kaukokartoitussatelliitti,"satellite de télédétection, m",satellite per telerilevamento,リモートセンシング衛星,원격 탐사 위성,satelita zdalnego sondowania,satélite de teledetecção,satelit za daljinsko zaznavanje,fjärranalyssatellit,遥感卫星
725-12-56,active sensor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-56,حساس فعال,"aktiver Sensor, m",active sensor,detector activo,aktiivinen sensori,"capteur actif, mdétecteur actif  (terme déconseillé dans ce sens) m",sensore attivo,能動センサ,능동 감자기,sonda aktywna,sensor activo,aktivni senzoraktivno zaznavalo,aktiv sensor,有源传感器
725-12-57,passive sensor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-57,حسّاس سلبي,"passiver Sensor, m",passive sensor,detector pasivo,passiivinen sensori,"capteur passif, mdétecteur passif  (terme déconseillé dans ce sens) m",sensore passivo,受動センサ,수동 감지기,sonda pasywna,sensor passivo,pasivni senzorpasivno zaznavalo,passiv sensor,无源传感器
725-13-01,"coverage area, <of a space station>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-01,"منطقة التغطية, <لمحطة فضائية>","Bedeckungsgebiet, <einer Weltraumfunkstelle> n","coverage area, <of a space station>",área de cobertura (de una estación espacial),peittoalue,"zone de couverture, <d'une station spatiale> f",area di copertura (di una stazione spaziale),"カバレリッジエリア, <宇宙局>","통신 가능 구역, <우주국>","obszar pokrycia, <stacji kosmicznej> m",zona de cobertura (de uma estação espacial),področje pokrivanja (vesoljske postaje),täckningsområde,"覆盖区, <空间站的>"
725-13-02,service area (of a space station),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-02,منطقة خدمة (لمحطة فضائية),"Versorgungsgebiet, <einer Weltraumfunkstelle> n",service area (of a space station),área de servicio (de una estación espacial),palvelualue,zone de service (d'une station spatiale) f,zona di servizio (di una stazione spaziale),"サービスエリア, <宇宙局の>","공급 구역, <우주국>",obszar obsługiwany (stacji kosmicznej),zona de serviço (de uma estação espacial),servisno področje (vesoljske postaje),betjäningsområde,"服务区, <空间站的>"
725-13-03,spill-over area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-03,منطقة تغطية فائضة,"Überstrahlungsgebiet, n",spill-over area,área de desbordamiento,lievealue,"zone de débordement, f",area di debordamento,スピルオーバエリア,전파월경 지역,obszar poza obsługiwanym,zona de extravasamento,področje pokrivanja zunaj servisnega področja,överspillsområde,溢出区
725-13-04,footprint of a beam (of a satellite antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-04,بصمة حزمة (لهوائي قمر صناعي),"Ausleuchtgebiet, <einer Satellitenantenne> n",footprint of a beam (of a satellite antenna)beam area  (of a satellite antenna),área del haz (de antena de un satélite)impresión del haz (de la antena de un satélite),keilan peittoalue,empreinte d'un faisceau (d'antenne de satellite) f,area di irradiazione (di un'antenna di satellite),"ビーム照射エリア, <衛星アンテナの>ビームエリア, <衛星アンテナの>","빔 지상 수신 범위, <위성 안테나>빔 영역, <위성 안테나>",ślad wiązki (anteny satelitarnej) obszar wiązki (anteny satelitarnej),projecção de um feixe (de antena de satélite),projekcija snopa (satelitove antene),lobarea,"波束脚印, <卫星天线的>波束范围, <卫星天线的>"
725-13-05,beam axis (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-05,محور حزمة (لهوائي ),"Strahlachse, <einer Antenne> fStrahlrichtung, <einer Antenne> f",beam axis (of an antenna),eje del haz (de una antena),säteilykeilan akseli,axe d'un faisceau (d'une antenne) m,asse del fascio di irradiazione (di un'antenna),"ビーム軸, <アンテナの>","빔 축, <안테나>",osie wiązki (anteny),eixo de um feixe (de uma antena),os snopa (antene),lobriktning,"波束轴, <天线的>"
725-13-06,"electrical boresight, <of an antenna>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-06,"محور كهربائي هوائي, <للهوائي>","Hauptstrahlrichtung, <einer Antenne> f","electrical boresight, <of an antenna>",eje electromagnético (de una antena),keilan keskiakseli,"axe radioélectrique, <d'une antenne> m  axe de tir, <d'une antenne> m",allineamento elettrico (di un'antenna),"電気照準, <アンテナ>","전기 조준, <안테나>전기적 방사 축","ukierunkowanie elektryczne, <anteny> n",eixo radioeléctrico (de uma antena),os glavnega snopa (antene),elektrisk axel,"电轴, <天线的>"
725-13-07,boresight (in satellite broadcasting),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-07,نقطة تصويب (في البثّ بالقمر الصناعي),"Intersektionspunkt, <beim Satellitenrundfunk> m",boresight (in satellite broadcasting),eje de mira (en radiodifusión por satélite),antennin keskiakseli,point de visée (en radiodiffusion par satellite) m,allineamento (nella diffusione via satellite),"照準, <衛星放送における>","조준, <위성 방송>",ślad (w radiodyfuzji satelitarnej),ponto de mira (em radiodifusão por satélite),sečiščna točka (pri satelitski radiodifuziji),riktpunkt,"视轴, <在卫星广播中>"
725-13-08,multi-beam antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-08,هوائي متعدّد الحزم,"Mehrstrahlantenne, f",multi-beam antennamulti-pattern antenna,antena multidiagramaantena multihaz,monikeila-antenni,"antenne multidiagramme, fantenne multifaisceau, f",antenna multi-fascio,マルチビームアンテナマルチパターンアンテナ,복수 빔 안테나복수 유형 안테나,antena wielowiązkowa,antena multidiagramaantena multifeixe,večsnopna antena,flerlobsantenn,多波束天线多图形天线
725-13-09,global coverage beam,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-09,حزمة تغطية عالميّة,"erdausleuchtender Strahl, m",global coverage beam,haz de cobertura mundial,maapallon peittävä keila,"faisceau à couverture mondiale, m",fascio a copertura globale,グローバルビーム,전역 포함 영역,wiązka pokrycia globalnego,feixe de cobertura mundial,snop za globalno pokrivanje,global strållob,全球波束
725-13-10,spot beam (of a satellite antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-10,حزمة نقطية (لهوائي قمر صناعي),"gebietsausleuchtender Strahl, <einer Satellitenantenne> m",spot beam (of a satellite antenna),haz puntual (de un satélite),kohdekeila,faisceau ponctuel (d'une antenne de satellite) m,fascio a copertura ristretta (di un'antenna di satellite),"スポットビーム, <衛星アンテナの>","집중 빔, <위성 안테나>",wiązka skupiona (anteny satelitarnej),feixe pontual (de uma antena de satélite),točkovni snop (satelitske antene),punktlob,"点波束, <卫星天线的>"
725-13-11,shaped-beam antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-11,هوائي بحزمة مشكّلة,"Antenne mit geformter Strahlungskeule, f",shaped-beam antenna,antena de haz configurado,muotokeila-antenni,"antenne à faisceau modelé, f",antenna a fascio sagomato,成形ビームアンテナ,정형 빔 안테나,antena o wiązce ukształtowanej,antena de feixe modelado,antena z oblikovanim snopom,antenn med formad lob,赋形波束天线
725-13-12,reconfigurable beam antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-12,هوائي بحزمة قابلة التشكيل,"Antenne mit konfigurierbarem Strahl, f",reconfigurable beam antenna,antena de haz reconfigurado,muunneltavakeilainen antenni,"antenne (à faisceau) remodelable, f",antenna a fascio riconfigurabile,再成形ビームアンテナ,재구성 가능 빔안테나,antena o wiązce modyfikowalnej,antena (de feixe) remodelável,antena s spremenljivim snopom,antenn med formbar lob,再配置波束天线
725-13-13,contoured-beam antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-13,"هوائي شعاعي الشكل, <لمنظومة استقبال الهوائي>هوائي الحزمة المحيطية","konturangepasste Antenne, fKonturstrahlantenne, f",contoured-beam antenna,antena de impresión configurada,muotokeila-antenni,"antenne à empreinte modelée, f",antenna a fascio contornato,成形ビームアンテナ,정역 조사형 빔 안테나,"antena o wiązce konturowej, f",antena de projecção modelável,antena s snopom v obliki konture,antenn med konturformad lob,轮廓波束天线
725-13-14,steerable satellite beam,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-14,حزمة قمر صناعي موجّهة,"richtungsänderbarer Satellitenstrahl, m",steerable satellite beam,haz orientable de un satélite,ohjattavakeilainen antenni,"faisceau orientable de satellite, m",fascio orientabile (di un'antenna di satellite),可変衛星ビーム,가동식 위성 빔,wiązka sterowalna satelity,feixe orientável de satélite,usmerljivi snop antene,styrbar satellitlob,可调卫星波束
725-13-15,effective boresight area (of a steerable satellite beam),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-15,منطقة تصويب مكافئة (لحزمة موجّهة من قمر صناعي),"wirksame Intersektionsfläche, <eines richtungsänderbaren Satellitenstrahls> f",effective boresight area (of a steerable satellite beam),área de mira equivalente (de un haz orientable de un satélite),säteilykeilan suuntausalue,zone de visée équivalente (d'un faisceau orientable de satellite) f,area effettiva di allineamento (di un'antenna a fascio orientabile),"有効照準エリア, <可変衛星ビームの>","유효 조준 영역, <가동식 위성 빔>",obszar skutecznego śladu (sterowalnej wiązki satelity),zona de mira equivalente (de um feixe orientável por satélite),efektivno področje (usmerljivega snopa antene),riktpunktsområde,"有效照射区域, <可调卫星波束>"
725-13-16,effective antenna gain contour (of a steerable satellite beam),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-16,محيط الكسب المكافئ لهوائي (لحزمة قمر صناعي موجّهة),"wirksame Antennengewinnkontur, <eines richtungsänderbaren Satellitenstrahls> f",effective antenna gain contour (of a steerable satellite beam),contorno equivalente de ganancia de una antena (de un haz orientable de un satélite),peittoalueiden verhokäyrä,contour de gain d'antenne équivalent (d'un faisceau orientable de satellite) m,contorno del fascio effettivo (di un'antenna a fascio orientabile),"有効アンテナ利得コンタ, <可変衛星ビームの>","유효 안테나 이득 등고선, <가동식 위성 빔>",kontur skutecznego zysku (sterowalnej wiązki satelity),contorno de ganho de antena equivalente (de um feixe orientável de satélite),kontura efektivnega antenskega dobitka,effektiv lobareakontur,"有效天线增益等值线, <可调卫星波束>"
725-13-17,hopping beam (in satellite communication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-17,حزمة وثب (الإتصالات بالقمر الصناعي),"Springstrahl, <bei der Satellitenkommunikation> m",hopping beam (in satellite communication),haz de orientaciones discreto (en comunicación por satélite),hyppykeila,faisceau à saut (en télécommunication par satellite) m,fascio a salto (nelle comunicazioni via satellite),"ホッピングビーム, <衛星通信における>","도약 빔, <위성 통신>호핑 빔",wiązka o ukierunkowaniu sterowanym skokowo (w łączności satelitarnej),feixe de salto (em telecomunicação por satélite),skakajoči snop (v satelitskih komunikacijah),hopplob,"跳波束, <在卫星通信中>"
725-13-18,scanning beam (in satellite communication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-18,حزمة مسح (الإتصالات بالقمر الصناعي),"abtastender Strahl, <bei der Satellitenkommunikation> mSuchstrahl, m",scanning beam (in satellite communication),haz de barrido (en comunicación por satélite),pyyhkäisykeila,faisceau à balayage (en télécommunication pour satellite) m,fascio a scansione (nelle comunicazioni via satellite),"走査ビーム, <衛星通信における>","주사 빔, <위성 통신>",wiązka o szybkim przesunięciu wzdłuż pożądanej drogi (w łączności satelitarnej),feixe de varrimento (em telecomunicação por satélite),skenirni snop,sveplob,"扫描波束, <在卫星通信中>"
725-13-19,"figure of merit, <of an antenna receiving system>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-13-19,"رقم الجدارة, <لمنظومة استقبال هوائي>","Gütemaß, <einer Antennenempfangsanlage> n","figure of merit, <of an antenna receiving system>",factor de calidad (de una estación de recepción),hyvyysluku,"facteur de qualité, <d'une station de réception> m",figura di merito (di un'antenna e sistema ricevente),"性能指数, <アンテナ受信システム>","성능 지수, <안테나 수신 시스템>","współczynnik dobroci, <układu anteny odbiorczej> mwspółczynnik oceny, <układu anteny odbiorczej> mwspółczynnik przydatności, <układu anteny odbiorczej> m",factor de qualidade (de uma estação de recepção),dobrostG/T,godhetstal,"品质因数, <天线接收系统的>"
725-14-01,(radio) transponder,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-01,جهاز استقبال وارسال (راديو),"Transponder, m",(radio) transponder,contestador (de radio),vastain,répondeur (radioélectrique) m,risponditore (radio),無線トランスポンダトランスポンダ,무선 응답기,transponder (radiowy),transpondedor (radioelétrico),(radijski) transponder,radiotransponder(radio)transponder,无线电应答机转发器
725-14-02,transponder (in satellite communication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-02,جهاز استقبال وارسال (في إتصالِ القمر الصناعي),"Transponder, <bei der Satellitenkommunikation> m",transponder (in satellite communication),repetidor (en comunicación por satélite),toistintransponderi,répéteur (en télécommunication par satellite) m,ripetitore (nelle comunicazioni via satellite),"トランスポンダ, <衛星通信における>","위성 중계기, <위성통신>",transponder (w radiokomunikacji satelitarnej),repetidor (em telecomunicação por satélite),transponder (v satelitskih komunikacijah),transponder,"应答机, <卫星通信中>转发器, <卫星通信中>"
725-14-03,(transparent) transponder (in satellite communication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-03,(شفّاف) جهاز استقبال وارسال (في إتصالِ القمر الصناعي),"transparenter Transponder, <bei der Satellitenkommunikation> m",(transparent) transponder (in satellite communication),repetidor (transparente) (en comunicación por satélite),suora toistin,répéteur (transparent) (en télécommunication par satellite) m,ripetitore trasparente (nelle comunicazioni via satellite),"トランスペアレントトランスポンダ, <衛星通信における>トランスポンダ","투명 응답기, <위성 통신>",transparent (w radiokomunikacji satelitarnej),repetidor (transparente) (em telecomunicação por satélite),(transparentni) transponder (v satelitskih komunikacijah),transparent transponder,"[透明]应答机, <卫星通信中>透明转发器"
725-14-04,regenerating transponder (in satellite communication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-04,تَجديد جهاز الاستقبال والارسالِ (في إتصالِ القمر الصناعي),"regenerierender Transponder, <bei der Satellitenkommunikation> m",regenerating transponder (in satellite communication),repetidor generador (en comunicación por satélite),regeneroiva toistinuusiva toistin,répéteur régénérateur (en télécommunication par satellite) m,ripetitore rigenerativo (nelle comunicazioni via satellite),"再生トランスポンダ, <衛星通信における>","재생 응답기, <위성 통신>",transponder regenerujący (w radiokomunikacji satelitarnej),repetidor regenerador (em telecomunicação por satélite),obnavljalni transponderregeneracijski transponder (v satelitskih komunikacijah,regenererande transponder,"再生应答机, <卫星通信中>再生转发器"
725-14-05,backoff (of a non-linear amplifier),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-05,تراجعْ ( مضخّم لاخطّي),"Backoff, <eines nichtlinearen Verstärkers> n",backoff (of a non-linear amplifier),retroceso de un amplificador no lineal,back-off,"recul (d'un amplificateur non-linéaire)  msous-régime, m",punto di lavoro (di un amplificatore non lineare),"バックオフ, <非線形増幅器の>","백오프, <비선형 증폭기>",redukcja poziomu zniekształceń (wzmacniacza nielinearnego ),recuo (de um amplificador não linear),odmik (nelinearnega ojačevalnika),,"回退, <非线性放大器>"
725-14-06,input backoff,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-06,تراجعُ  المدخل,"Eingangs-Backoff, n",input backoff,retroceso de entrada,tulon back-off,"(degré de) recul à l'entrée, m",punto di lavoro in ingresso,入力バックオフ,입력 백오프,współczynnik redukcji poziomu zniekształceń (odniesiony do mocy wejściowej),(grau de) recuo na entrada,vhodni odmik,,输入回退
725-14-07,output backoff,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-07,تراجعُ  الخرج,"Ausgangs-Backoff, n",output backoff,retroceso de salida,lähdön back-off,"(degré de) recul à la sortie, m",punto di lavoro in uscita,出力バックオフ,출력 백오프,współczynnik redukcji poziomu zniekształceń (odniesionego do mocy wyjściowej) współczynnik redukcji zniekształceń (odniesiony do mocy wyjściowej),(grau de) recuo na saída,izhodni odmik,,输出回退
725-14-08,single channel per carrier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-08,قناة واحدة لكلّ ناقل,"Einzelkanalträgerverfahren, n",single channel per carrierSCPC (abbreviation),a portadora monocanala un solo canal por portadora,kanavakohtainen kantoaaltoSCPC,"à une seule voie par porteuse, adjà porteuse monovoie, adj",canale singolo per portante,"エスシーピーシーＳＣＰＣ, （略語）",단일 채널 반송파 방식에스시피시,jeden kanał na nośną,com portadora monocanalcom um único canal por portadora,enokanalni nosilec,en kanal per bärvågSCPC,每载波单信道SCPC
725-14-09,multiplexing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-09,مزج الإشارات,"Multiplex, n",multiplexing,multiplexado,limitys,"multiplexage, m",multiplazione,多重化,다중화,"multipleksacja, fzwielokrotnianie, n",multiplexagem,multipleksiranje,multiplexering,复用
725-14-10,multiple access,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-10,منفذ متعدّد,"Vielfachzugriff, m",multiple access,acceso múltiple,moniliittymä,"accès multiple, m",accesso multiplo,多重アクセス,다원 접속,"wielodostęp, mdostęp wielokrotny, m",acesso múltiplo,sodostop,multipelåtkomst,多址接入
725-14-11,frequency division multiple access,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-11,منفذ متعدّد بالتقسيم التردّدي,"Frequenzmultiplex-Vielfachzugriff, mFDMA, Abkürzung",frequency division multiple accessFDMA (abbreviation),acceso múltiple por división en frecuencia; AMDF (abreviación),taajuusjakoinen moniliittymäFDMA,"accès multiple par répartition en fréquence, mAMRF (abréviation) m",accesso multiplo a divisione di frequenzaFDMA,"周波数分割多元接続ＦＤＭＡ, （略語）",주파수 분할 다중 접속에프디엠에이주파수 분할 다원 접속,wielodostęp o podziale częstotliwościowym,acesso múltiplo por repartição em frequênciaacesso múltiplo por divisão em frequência,frekvenčno porazdeljeni sodostop (FDMA),frevensdelad multipelåtkomstFDMA,频分多址FDMA
725-14-12,time division multiple access,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-12,منفذ متعدّد بالتقسيم الزمني,"Zeitmultiplex-Vielfachzugriff, mTDMA, Abkürzung",time division multiple accessTDMA (abbreviation),acceso múltiple por división en tiempo; AMDT (abreviación),aikajakoinen moniliittymäTDMA,"accès multiple par répartition temporelle, mAMRT (abréviation) m",accesso multiplo a divisione di tempoTDMA,"時分割多元接続ＴＤＭＡ, （略語）",시분할 다중 접속티디엠에이시분할 다원 접속,wielodostęp o podziale czasowym,acesso múltiplo por divisão temporalacesso múltiplo por repartição temporal,časovno porazdeljeni sodostop (TDMA),tidsdelad multipelåtkomstTDMA,时分多址TDMA
725-14-13,satellite-switched time division multiple access,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-13,منفذ متعدّد بالتقسيم الزمني مع التبديل في القمر الصناعي,"satellitengeschalteter Zeitmultiplex-Vielfachzugriff, m",satellite-switched time division multiple accessSS-TDMA  (abbreviation),acceso múltiple por división temporal con conmutación en el satélite AMDT-CS,satelliittikytkentäinen aikajakoinen moniliittymäSS-TDMA,"accès multiple par répartition temporelle avec commutation dans le satellite, mAMRT-CS  (abréviation) m",accesso multiplo a divisione di tempo con commutazione a bordo del satelliteSS_TDMA,"衛星内切換え時分割多元接続ＳＳ－ＴＤＭＡ, （略語）",위성내 절체 시분할 다중 접속에스에스-티디엠에이,wielodostęp o podziale czasowym realizowanym przez satelitę,acesso múltiplo por divisão temporal com comutação no satéliteacesso múltiplo por repartição temporal com comutação no satélite,satelitsko komutirani časovno porazdeljeni sodostop (SS-TDMA),satellitkopplad TDMA,卫星切换时分多址SS-TDMA
725-14-14,code division multiple access,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-14,منفذ متعدّد بالتقسيم الرمزي,"Codemultiplex-Vielfachzugriff, mCDMA, Abkürzung",code division multiple accessCDMA (abbreviation),acceso múltiple por división en código; AMDC (abreviación),koodijakoinen moniliittymäCDMA,"accès multiple par répartition en code, mAMRC (abréviation) m",accesso multiplo a divisione di codiceCDMA,"符号分割多元接続ＣＤＭＡ, （略語）",부호 분할 다중 접속시디엠에이,wielodostęp o podziale kodowym,acesso múltiplo por repartição em códigoacesso múltiplo por divisão em código,kodno porazdeljeni sodostop (CDMA),koddelad multipelåtkomstCDMA,码分多址CDMA
725-14-15,burst (in TDMA),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-15,دفعة (في المنفذ المتعدّد بالتقسيم الزمني),"Burst, mSignalblock, <beim Zeitmultiplex-Vielfachzugriff> m",burst (in TDMA),paquete (término desaconsejado en este sentido)salva (en AMDT),purske,salve (en AMRT) fpaquet (terme déconseillé dans ce sens) m,salva di segnali,"バースト, <ＴＤＭＡにおける>","버스트, <티디엠에이>",pakiet sygnałowy,salva (em TDMA)pacote (desaconselhado neste sentido),rafal (v TDMA),skur,"突发, <在TDMA中>"
725-14-16,time-slot,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-16,فترة زمنية,"Zeitschlitz, m",time-slotTS,intervalo de tiempoIT (abreviación)muestra temporal,aikaväli,"créneau temporel, mDÉCONSEILLÉ: intervalle de temps, mDÉCONSEILLÉ: IT, m",intervallo di tempo,タイムスロット,시간 슬롯시간대,"szczelina czasowa, fTS",faixa temporal,časovno oknoTS,tidslucka,时隙TS
725-14-17,"frame, <in time division multiplexing>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-17,"إطار, < مضاعفة الإرسال بتقسيم زمنى>","Rahmen, <beim Zeitmultiplex> m","frame, <in time division multiplexing>",trama (en transmisión digital),kehys,"trame, <en multiplexage temporel>  ftrame numérique, <en télévision> f",trama (in trasmissioni numeriche),"フレーム, ＜時分割多重化における＞","프레임, <시분할다중화>틀","ramka, <w multipleksacji z podziałem czasu> f","trama, <em multiplexagem (por divisão) no tempo>",okvir (pri digitalnem prenosu),ram,"帧, <在时分复用中><相关条目：IEV 725-14-18>"
725-14-18,"frame, <in time division multiple access>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-18,"إطار, <في المنفذ المتعدّد بالتقسيم الزمني>","Rahmen, <beim Zeitmultiplex-Vielfachzugriff> m","frame, <in time division multiple access>",trama (en AMDT),TDMA-kehys,"trame, <en accès multiple par répartition temporelle> f",trama (nell'accesso multiplo a divisione di tempo),"フレーム, ＜時分割多元接続における＞","프레임, <시분할다중접속>틀","ramka, <w wielodostępie o podziale czasowym> f","trama, <em acesso múltiplo (por divisão) no tempo>",okvir (pri TDMA),ram,"帧, <在时分多址中><相关条目：IEV 725-14-17>"
725-14-19,multiframe,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-19,إطار متعدد,"Mehrfachrahmen, <bei digitaler Übertragung> m",multiframe,multitrama,ylikehys,"multitrame, f",multitrama,マルチフレーム,다중 프레임,wieloramka,multitrama,več okvirjev,multiram,复帧
725-14-20,superframe,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-20,إطار متكامل  - إطار من الدرجة الأولى,"Überrahmen, m",superframe,supertrama,…..,"supertrame, f",supertrama,超フレーム,수퍼프레임초프레임,superramka,supertrama,super okvir,superram,超帧
725-14-21,timing recovery,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-21,استعادة التوقيت,"Taktrückgewinnung, f",timing recovery,recuperación del ritmo,ajastuksen erotus,"récupération du rythme, f",recupero della sincronizzazione,タイミング再生,타이밍 복구,regeneracja cyklu czasowego,recuperação do ritmo,obnavljanje takta,taktåtervinning,定时恢复
725-14-22,control burst (in TDMA),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-22,دفعة ( رشقة ) التحكم (في المنفذ بالتقسيم بالتوزيع الزمني),"Steuerburst, <beim Zeitmultiplex-Vielfachzugriff> m",control burst (in TDMA),salva de control (en AMDT),ohjauspurske,salve de commande (en AMRT) f,salva di controllo,"制御バースト, <ＴＤＭＡにおける>","제어 버스트, <시분할다원접속>",pakiet sterujący (w wielodostępie o podziale czasowym),salva de comando (em TDMA),krmilni rafal (pri TDMA),styrdataskur,"控制突发, <在TDMA中>"
