term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sr,sv,zh
466-10-01,solid conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-01,موصل صلب,"massiver Leiter, m",solid conductor,varilla,yksilankainen johdinlanka,"conducteur massif, m",conduttore massiccio,単線,고형 도체고형 전선,цул дамжуулагч,"massiv leiar, eintråda leiar",przewód jednodrutowy,condutor unifilar,"једножични проводник, м јд",entrådig ledare,单芯线
466-10-02,wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-02,سلك - جديلة,"Draht, m",wirestrand,hilo,lanka,"fil, mbrin, m",filo elementare,素線,전선,утас,tråd,drut,fio,"жица, ж јд",tråd,股线
466-10-03,stranded conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-03,موصل مجدول,"verseilter Leiter, m",stranded conductor,conductor cableado,köysi,"conducteur câblé, mconducteur toronné, m",conduttore cordato,より線,꼰 도체,олон судалтай дамжуулагч,line,przewód skręconyprzewód wielodrutowy,condutor cableado,"уже, с јд",lina,绞线
466-10-04,layer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-04,طبقة,"Lage, f",layer,capa,kerros,"couche, f",strato,層,층켜,ороодос,lag,warstwa,camada,"слој, м јд",lager,层
466-10-05,length of lay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-05,طول الطبقةطول الجدل,"Schlaglänge, f",length of lay,paso de cableado,nousu,"pas de câblage, mpas d'assemblage, m",passo di cordatura,より程より長さ,꼬임새 길이,ороолтын уртороолтын алхам,slaglengd,skok skrętu,passo de cableagem,"корак поужавања, м јд",stigning,节距长度
466-10-06,lay ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-06,نسبة الطبقة - اللفنسبة الجدل,"Schlaglängenverhältnis, n",lay ratiolay factor,relación de cableado,noususuhde,"rapport de câblage, m",rapporto di cordatura,より込率,꼬임비,ороолтын коэффициент,stigningstal,stosunek skrętu,relação de cableagem,"фактор корака поужавања, м јд",stigningstal,绞合节距比
466-10-07,direction of lay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-07,اتجاه اللفاتجاه الجدل,"Schlagrichtung, f",direction of lay,sentido de cableado,kertaussuunta,"sens de câblage, m",senso di cordatura,より方向,꼬임 방향,ороолтын чиглэл,slagretning,kierunek skrętu,sentido de cableagem,"смер поужавања, м јд",slagriktning,绞向
466-10-08,smooth body conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-08,موصل ناعم(أملس),"Leiter mit glatter Oberfläche, mgeschlossener Leiter, m",smooth body conductorsegmental or locked coil conductor,conductor comprimido,sileäpintainen johdin,"conducteur lisse, mconducteur clos, m",conduttore compatto,平滑電線スムースボディ(SB)電線,활꼴 도체,гөлгөр гадаргуутай дамжуулагч,,przewód o gładkiej powierzchniprzewód segmentowy przewód zamknięty,condutor lisocondutor fechado,"глатко уже, с јд",,光滑导线
466-10-09,hollow conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-09,موصل اجوف,"Hohlleiter, m",hollow conductor,conductor hueco,ontto johdin,"conducteur creux, m",conduttore cavo,中空電線,속 빈 전선중공 전선,хөндий дамжуулагч,hol-line,przewód rurowy,condutor oco,"цевасто уже, с јд",hållina,空芯导线
466-10-10,expanded conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-10,موصل ممدد,"erweiterter Leiter, mdurchmesservergrößerter Leiter, m",expanded conductor,conductor expandido,täytteellinen johdin,"conducteur expansé, m",conduttore dilatato,拡張（径）電線拡張電線,팽창 도체,өргөсгөсөн дамжуулагч,ekspandert line,przewód rozszerzony,condutor expandido,"проширено уже, с јд",expanderad lina,扩径导线
466-10-11,all aluminium conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-11,موصل ألمنيوم,"Aluminiumleiter, m",all aluminium conductorACC (abbreviation),conductor de aluminio,alumiinijohdin,"conducteur en aluminium, m",conduttore in alluminio,"アルミより線ACC, （略語）",전 알루미늄 도체,дан хөнгөн цагаан дамжуулагчACC,aluminiumsline,przewód aluminiowy AAC (akronim),condutor em alumínio,"алуминијумско уже, с јд",renaluminiumlina,铝绞线
466-10-12,all aluminium alloy conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-12,موصل سبائك الألمنيوم,"Alx-Leiter, mE-AlMgSi-Leiter, m",all aluminium alloy conductorAAAC (abbreviation),conductor de aleación de aluminio,alumiiniseosjohdin,"conducteur en alliage d'aluminium, m",conduttore in lega di alluminio,"アルミ合金より線AAAC, （略語）",전 알루미늄 합금 전선에이에이에이시,дан хөнгөн цагааны хайлш дамжуулагчAAAC,legert aluminiumsline,przewód ze stopu aluminium AAAC (akronim),condutor em liga de alumínio,"уже легуре алуминијума, с јдЕ-AlMgSi уже, с јд",lina av legerat aluminium,铝合金绞线
466-10-13,reinforced conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-13,موصل مختلط (مقوى),"Verbundleiter, m",reinforced conductor,conductor reforzado,yhdistelmäjohdin,"conducteur mixte, mconducteur bimétallique, m",conduttore rinforzato (bimetallico),補強より線,보강 전선,холимог дамжуулагч,forsterka line,przewód wzmocniony,condutor misto,"ојачано уже, с јд",,加强型绞线
466-10-14,steel reinforced aluminium conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-14,موصل المونيوم مقّوى بالفولاذ (صلب),"Aluminium-Stahlleiter, m",steel reinforced aluminium conductorACSR (abbreviation),conductor de aluminio-acero,teräsvahvisteinen alumiinijohdin,"conducteur aluminium-acier, m",conduttore in alluminio-acciaio,"鋼心アルミより線ACSR, （略語）",강심 알루미늄 전선,ган голтой хөнгөн цагаан дамжуулагчACSR,stålforsterka aluminiumsline,przewód stalowo-aluminiowyACSR (akronim),condutor alumínio-aço,"Al-челично уже, с јд",stålaluminiumlina,钢芯铝绞线
466-10-15,steel reinforced aluminium alloy conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-15,موصل سبيكة المونيوم مقّوى بالفولاذ (صلب),"Leiter aus aluminiumummantelten Stahldrähten, myzSa-Leiter, m",steel reinforced aluminium alloy conductorAACSR (abbreviation),conductor de aleación aluminio-acero,teräsvahvisteinen alumiiniseosjohdin,"conducteur alliage d'aluminium-acier, m",conduttore in lega di alluminio-acciaio,"鋼心アルミ合金より線AACSR, （略語）",강심 알루미늄 합금 전선에이에이시에스아르,ган голтой хөнгөн цагааны хайлш дамжуулагчAACSR,stålforsterka legert aluminiumsline,przewód stalowo-aluminiowy stopowy AACSR (akronim),condutor liga de alumínio-aço,"Е-AlMgSi челично уже, с јд",,钢芯铝合金绞线
466-10-16,aluminium clad steel reinforced aluminium conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-16,موصل المونيوم مغطى بالالمونيوم ومقّوى بالفولاذ,"Verbundleiter aus Aluminium und aluminiumummantelten Stahldrähten, mAlx/yzSa-Leiter, m",aluminium clad steel reinforced aluminium conductorACSR/AC  (abbreviation),conductor de aluminio-acero recubierto de aluminio,aluteräsvahvisteinen alumiinijohdin,"conducteur aluminium-acier gainé d'aluminium, m",conduttore alluminio-acciaio rivestito con alluminio,"アルミ覆鋼心アルミより線ACSR/AC, （略語）",강심 알루미늄 도체강심 알루미늄 전선,хөнгөн цагаанаар бүрхсэн ган голтой хөнгөн цагаан дамжуулагчACSR/AC,aluminiumskledd stålforsterka aluminiumsline,przewód z drutów aluminiowych i stalowych aluminiowanych ACSR/AC (akronim),condutor alumínio-aço recoberto a alumínio,"čEAL- уже за надземне водове, с јд",,铝包钢加强铝绞线
466-10-17,alloy reinforced aluminium conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-17,موصل المونيوم مقّوى بسبائك  الألمنيوم,"Aluminium/E-AlMgSi-Verbundleiter, m",alloy reinforced aluminium conductorACAR (abbreviation),conductor de aluminio-aleación de aluminio,alumiiniseosvahvisteinen alumiinijohdin,"conducteur aluminium - alliage d'aluminium, m",conduttore alluminio-lega di alluminio,"アルミ合金より線ACAR, （略語）",합금 강화 알루미늄 도체합금 강화 알루미늄 전선,хөнгөн цагааны хайлш голтой хөнгөн цагаан дамжуулагчACAR,forsterka legert aluminiumsline,przewód z drutów aluminiowych i stopowych ACAR (akronim),condutor alumínio-liga de alumínio,"AlMgSi E уже од легуре алуминијума, с јд",,加强型铝合金绞线
466-10-18,core (of a reinforced conductor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-18,قلب (موصل مقّوى),"Seele, <eines Verbundleiters> f",core (of a reinforced conductor),alma de un conductor reforzado,johtimen sydänsydän,"âme d'un conducteur mixte, f",anima (di un conduttore bimetallico),コア心線,"강심, <강심 도체>코어, <강심 도체>","гол, <холимог дамжуулагчийн>",kjerne,rdzeń przewodu wzmocnionegordzeń,alma de um condutor misto,"језгро ужета, с јдјезгро ојачаног ужета, с јд",kärna,"芯, <加强型绞线的>"
466-10-19,single conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-19,موصل مفرد,"Einfachleiter, m",single conductor,conductor sencillo,yksinkertainen johdin,"conducteur unique, m",conduttore singolo,単導体,단도체,дан дамжуулагч,simpleksline,przewód pojedynczy,condutor único,"једноструки проводник, м јд",enkelledare,单导线
466-10-20,conductor bundle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-20,حزمة موصل,"Bündelleiter, m",conductor bundle,haz de conductores,nippujohdin,"faisceau de conducteurs, m",fascio di conduttori,多導体,복도체,багцалсан дамжуулагчзадалбар фаз,linebunt,wiązka przewodów,feixe de condutores,"сноп, м јд",flerledare,分裂导线
466-10-21,sub-conductor (of a bundle),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-21,موصل فرعي (من حزمة),"Teilleiter, <eines Bündels> m",sub-conductor (of a bundle),subconductor,osajohdin,sous-conducteur (d'un faisceau) m,sub-conduttore (di un fascio),"素導体, <導体の>","부도체, <도체>",задалбар фазын дамжуулагч,delleiar,przewód składowy wiązki przewodówprzewód składowy,subcondutor (de um feixe),"проводник снопа, м јд",delledare,子导线
466-10-22,twin bundle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-22,حزمة ثنائية,"Zweierbündel, n",twin bundletwo-conductor bundle  (US),haz doble (duplex),parijohdin,"faisceau double, m",fascio binato,複導体,이복도체,хоёр дамжуулагчтай задалбар фазхоёр дамжуулагчид задалсан фаз,dupleksline,wiązka dwuprzewodowa,feixe duplo,"сноп од два проводника, м јд",duplexledare,二分裂导线
466-10-23,triple bundle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-23,حزمة ثلاثية,"Dreierbündel, n",triple bundlethree-conductor bundle  (US),haz triple (triplex),kolmijohdin,"faisceau triple, m",fascio trinato,３導体,삼복도체,гурван дамжуулагчтай задалбар фазгурван дамжуулагчид задалсан фаз,tripleksline,wiązka trójprzewodowa,feixe triplo,"сноп од три проводника, м јд",triplexledare,三分裂导线
466-10-24,quad bundle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-24,حزمة رباعية,"Viererbündel, n",quad bundlefour-conductor bundle  (US),haz cuádruple (cuadruplex),nelijohdin,"faisceau quadruple, m",fascio qudrinato,４導体,사복도체,дөрвөн дамжуулагчтай задалбар фаздөрвөн дамжуулагчид задалсан фаз,kvadrupleksline,wiązka czteroprzewodowa,feixe quádruplo,"сноп од четири проводника, м јд",kvadrupelledare,四分裂导线
466-10-25,earth wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-25,سلك تأريض هوائي,"Erdseil, n",earth wireshield wireoverhead ground wire  (US),cable de tierra,ukkosjohdin,"câble de garde, m",fune di guardia,地線,접지 전선접지선,аянга хамгаалалтын утасаянга хамгаалалтын трос,toppline (jordline),przewód odgromowy,cabo de terracabo de guarda,"заштитно уже, с јд",toppledare,地线
466-10-26,jumper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-26,وصلة عبور,"Stromschlaufe, f",jumper,puente,väliköysijomppi,"bretelle, f",collo morto,ジャンパ,점퍼연결기우회기,шлейфзалгаа,"lask, loop",mostek,arco (de condutor)fiador,"мост, м јд",slack,跳线
466-10-27,counterpoise,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-10-27,ثقل موازن,"Bodenseil, n",counterpoise,flagelo (de toma de tierra),pylväsmaadoitus,"contrepoids électrique, m",conduttore di terra,カウンターポイズ,접지판,газардуулагч,"markleiar, markstrålar","uziemienie, n",rede de terra,"равнотежно уже, с јд",markledare,接地装置
466-11-01,spacer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-01,فاصل,"Feldbündelabstandhalter, m",spacer,separador,väliside,"entretoise, f",distanziatore,スペーサ,간격자스페이서,хөндлөн тэвх,avstandshaldar,odstępnik,separador,"растојник, м јд",distansstång,间隔棒
466-11-02,spacer damper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-02,مخمد فاصل,"dämpfender Feldbündelabstandhalter, m",spacer damper,separador amortiguador,vaimentava väliside,"entretoise amortisseuse, f",distanziatore ammortizzatore,スペーサダンパ,공간 격자스페이서 댐퍼,чичиргээ намжаагчтай хөндлөн тэвх,dempande avstandshaldar,odstępnik tłumiący,separador amortecedor,"растојник пригушивача, м јд",dämpande distansstång,阻尼间隔棒
466-11-03,mid-span tension joint,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-03,وصلة شد لمنتصف الامتداد,"Feldverbinder, m",mid-span tension joint,empalme,jatkos,"manchon de jonction, m",giunto,直線スリーブ,중간 장력 접속,алслалт дундын холболтын хавчаар,"skøytehylse, skøyteklemme (for linespenn)",złączka śródprzęsłowa,(manga de) união,"наставна спојница, ж јд",linskarv,接续管
466-11-04,dead-end tension joint,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-04,وصلة نهاية شد,"Endabspannklemme, f",dead-end tension joint,,kiristyspidikevirtakestoinen kiristyspidike,"manchon d'ancrage, m",morsa di amarro a compressione,引留クランプ,종단 장력 접속,төгсгөлийн холболтын хавчаар,"endeskøyt, avspenningsskøyt",złącze końcowe odciągowe,união de amarração,"завршна стезаљка са прикључком, ж јд",pressad spännlinehållare,终端接续
466-11-05,jumper flag,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-05,وصلة تدلي عبور,"Anschlussfahne für Stromschlaufe, f",jumper flagjumper lug,placa de derivación,liitoslippa,"plage de dérivation, f",patella di derivazione,羽子板部,점퍼 손잡이,холболтын чиххолболтын сэнж,,odczep mostka,patilha de derivação,"прикључак, м јд",flagga,跳线线夹
466-11-06,jumper terminal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-06,وصلة  نهاية,"Stromschlaufenendklemme, f",jumper terminal,terminal de derivación,väliköyden liitin,"cosse de dérivation, f",capocorda di derivazione,ジャンパソケット,점퍼 단자,салаалагч хавчаар,"laskklemme, loopklemme",końcówka mostka,terminal de derivação,"прикључна папучица, ж јд",slackhållare,跳线端子
466-11-07,repair sleeve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-07,قميص إصلاح,"Reparaturverbinder, m",repair sleeve,manguito de reparación,säiekorjaushylsy,"coquille de réparation, f",manicotto per riparazione,補修スリーブ,보수용 슬리브,засварын холболт,reparasjonshylse,złączka naprawcza,manga de reparação,"спојница за поправак, ж јд",reperationshylsa,补修管
466-11-08,clamp,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-08,رابط - ماسك,"Klemme, f",clamp,grapa,pidike,"pince, fmâchoire, f",morsa; morsetto,クランプ,죔쇠 회로클램프 회로,хавчаар,festeklemme,uchwyt zacisk,pinça,"стезаљка, ж јд",linhållare,线夹
466-11-09,suspension clamp,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-09,رابط تعليق,"Tragklemme, f",suspension clamp,grapa de suspensión,kannatuspidike,"pince de suspension, f",morsa di sospensione,懸垂クランプ,현수 죔쇠현수 클램프,дүүжин хавчаар,hengeklemme,uchwyt przelotowy,pinça de suspensão,"носећа стезаљка, ж јд",hänglinhållare,悬垂线夹
466-11-10,anchor clamp,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-10,ماسك تثبيت / ماسك شد / ماسك الطرف الهامد,"Abspannklemme, f",anchor clamptension clamp dead-end clamp,grapa de amarre,kiristyspidike,"pince d'ancrage, f",morsa di amarro,引留クランプ,닻 죔쇠장력 죔쇠,анкер хавчаартаталтын хавчаартөгсгөлийн хавчаар,"avspenningsklemme, forankringsklemme",uchwyt odciągowy,pinça de amarração,"затезна стезаљка, ж јд",spännlinhållare,耐张线夹
466-11-11,pivot-type suspension clamp,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-11,ماسك ذو تعليق محوري,"Tragklemme mit Gelenk, f",pivot-type suspension clamp,grapa de suspensión oscilante,nivelöity kannatuspidike,"pince de suspension oscillante, f",morsa di sospensione oscillante,フリーセンター型懸垂クランプ,피벗형 현수 죔쇠피벗형 현수 클램프,савладаг төрлийн дүүжин хавчаар,voggehengeklemme,uchwyt przelotowy wahliwy,pinça de suspensão oscilante,"клатећа носећа стезаљка, ж јд",pivoterande hänglinhållare,回转式悬垂线夹
466-11-12,body (of a suspension clamp),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-12,جسم الرابط (ماسك),"Klemmkörper (einer Tragklemme), m",body (of a suspension clamp),,kourukannatuspidikkeen kouru,"corps de pince, mgouttière, f",corpo morsa,懸垂クランプの本体本体,"본체, <현수 죔쇠>","их бие, <дүүжин хавчаарын>",vogge,korpus uchwytu przelotowegokorpus,corpo de pinça,"тело носеће стезаљке, с јд",linränna,"船体, <悬垂线夹的>"
466-11-13,suspension straps (of a suspension clamp),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-13,حزام التعليق (ماسك التعليق),"Aufhängelasche, <einer Tragklemme> f",suspension straps (of a suspension clamp),estribo (de grapa en suspensión),ripustinkannatuspidikkeen ripustin,lanterne (de pince de suspension) ffourche (de pince de suspension) f,forcella (di morsa di sospensione),"懸垂ストラップ, <取付金具の>","현수용 끈, <현수 죔쇠>","дүүжин дэгээ, <дүүжин хавчаарын>",hengelenkje,wieszak uchwytu przelotowegowieszak,manilha (de pinça de suspensão)estribo (de pinça de suspensão),"носач, м јд",upphängningslänk,"悬垂挂扳, <悬垂线夹的>"
466-11-14,trunnion (of a pivot-type suspension clamp),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-14,مرتكز دوران ( لخطاف التعليق الحر ),"Drehzapfen, <einer Tragklemme mit Gelenk> m",trunnion (of a pivot-type suspension clamp),tetón (de una grapa de suspensión oscilante),saranatappikannatuspidikkeen saranatappi,tourillon (d'une pince de suspension oscillante) m,perno (di morsa di sospensione oscillante),"電線把持部, <フリーセンター型懸垂クランプの>","이축, <피벗형 현수 죔쇠>","чагтан гол, <савладаг төрлийн дүүжин хавчаарын>",svingtapp,czop uchwytu przelotowego wahliwegoczop,perna (de uma pinça de suspensão oscilante),"држач носеће стезаљке, м јд",tapp,"回转轴, <转动型悬垂线夹的>"
466-11-15,suspension set weight,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-15,وزن معاكس,"Belastungsgewicht, <an einer Tragkette> n",suspension set weightcounterweight  (to a suspension insulator set),contrapeso (de cadena),lisäpainokannatusketjun lisäpaino,contrepoids (de chaîne) m,contrappeso (di catena),懸垂装置用重錘,현수 장치 중량,тэнцвэржүүлэгч ачаадүүжин тусгаарлагчийн иж бүрдлийн тэнцвэржүүлэгч ачаа,motvekt,obciążnik łańcucha przelotowego izolatorów z osprzętemobciążnik,contrapeso (de cadeia),"тег, м јд",tillsatsvikt,"重锤, <悬垂绝缘子串组的>"
466-11-16,vibration damper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-16,مخمد اهتزاز,"Schwingungsdämpfer, m",vibration damper,amortiguador de vibración,värähtelyvaimennin,"amortisseur de vibration, m",smorzatore di vibrazioni,振動防止ダンパー,진동 댐퍼,чичиргээ намжаагч,vibrasjonsdempar,tłumik drgań,amortecedor de vibração,"пригушивач вибрација, м јд",vibrationsdämpare,防振锤
466-11-17,night warning light (for conductor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-17,ضوء تحذيري ليلي لموصل,"Nachtwarnbefeuerung, <für Leiter> f",night warning light (for conductor),baliza nocturna luminosa (para conductor),lentoestevalovaihejohtimen lentoestevalo,balise nocturne lumineuse (pour conducteur) f,dispositivo di segnalazione notturna (di conduttore),"航空障害灯, <電線のための>夜間警告灯","야간 경고등, <도체>","шөнийн анхааруулах гэрэл, <дамжуулагч дээрх>",varsellys,światło ostrzegawcze nocne (na przewodach),baliza nocturna luminosa (para condutor),"светло за ноћно упозорење, <за проводнике> с јд",flygvarningsljus,"夜间警告灯, <导线>"
466-11-18,aircraft warning marker (for conductor and earth wire),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-18,علامة انذار للطائرة (للموصل وسلك التأريض),"Flugwarnmarker, <für Leiter und Erdseile> m",aircraft warning marker (for conductor and earth wire),baliza diurna esférica (para conductor y cable de tierra),lentoestepallo,balise diurne (pour conducteur et câble de garde) f,dispositivo di segnalazione diurna (di conduttore o fune di guardia),"航空障害標識, <電線及び地線のための>","항공기 경고 표시, <도체와 접지 전선>","нисэх онгоцны анхааруулах тэмдэг, <дамжуулагч болон аянга хамгаалалтын утас/трос дээрх>",flymarkør,oznakowanie ostrzegawcze dla samolotów (na przewodach roboczych i odgromowych),baliza diurna (para condutor e cabo de guarda),"знак упозорења за ваздухоплове, <за проводнике и заштитно уже> м јд",flygvarningsklot,"航空警告标志, <导线和地线>"
466-11-19,armour rods,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-19,قضبان تدريع,"Schutzspirale, f",armour rods,varillas de protección,suojakäämi,"garniture en hélice, f",sbarrette (preformate) di protezione,アーマロッド,외장 봉,хамгаалалтын мушгиа холбогч,"vernespiralar, armeringsspiralar",oplot ochronny,varetas (pré-formadas) de protecção,"преформирани прутеви за заштиту, м мн",skyddslindning,护线条
466-11-20,patch rods,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-11-20,قضبان إصلاح,"Reparaturspirale, f",patch rods,varillas de reparación,korjauskäämi,"garniture de câble, f",sbarrette (preformate) di riparazione,プレフォームドアーマロッド補修用アーマロッド,금속 조각봉,засварын мушгиа холбогч,reparasjonsspiralar,oplot naprawczy,varetas (pré-formadas) de reparação,"прутеви за поправку, м мн",reperationslindning,补修条
466-12-01,insulator string,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-01,سلسلة عازل,"Isolatorstrang, m",insulator string,cadena de aisladores,eristinketju,"chaîne isolante, fchaîne d'isolateurs, f",catena di isolatori; catena isolante,がいし連,애자련,хэлхмэл тусгаарлагчтусгаарлагчийн арматур нь ороогүй хэсэг,isolatorstreng,łańcuch izolatorówrząd izolatorów,cadeia de isoladores,"изолаторски ланац, м јд",isolatorsträng,绝缘子串
466-12-02,insulator set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-02,مجموعة العازل,"Isolatorkette, f",insulator set,cadena completa,eristinketju varusteineen,"chaîne (isolante) équipée, f",catena di isolatori (componibile),がいし装置,애자 세트,тусгаарлагчийн иж бүрдэл,isolatorkjede,łańcuch izolatorów z osprzętem,cadeia completa,"опремљени изолаторски ланац, м јд",isolatorkedja,绝缘子串组
466-12-03,suspension set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-03,مجموعة التعليق,"Isolatortragkette, f",suspension setsuspension assembly  (US),cadena de suspensión,kannatusketju,"chaîne de suspension, f",catena di sospensione,懸垂装置,현수 애자 세트,дүүжин иж бүрдэл,hengeisolatorkjede,łańcuch przelotowy izolatorów z osprzętem,cadeia de suspensão,"носећи изолаторски ланац, м јд",härigkedja,悬垂绝缘子串组
466-12-04,tension set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-04,مجموعة الشد,"Isolatorabspannkette, f",tension setdead-end assembly  (US),cadena de amarre,kiristysketju,"chaîne d'ancrage, f",catena di amarro,耐張装置,장력 세트,таталтын иж бүрдэл,"avspenningskjede, forankringskjede",łańcuch odciągowy izolatorów z osprzętem,cadeia de amarração,"затезни изолаторски ланац, м јд",spännkedja,耐张绝缘子串组
466-12-05,U-bolt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-05,Uمسمار شكل,"U-Bügel, m",U-bolt,estribo,U-pultti,"étrier, m",cavallotto,Ｕボルト,유 볼트,U хэлбэрийн боолт,U-bøyel,wieszak śrubowo-kabłąkowy,estribo,"стремен, м јд",regelbygel,U型螺栓
466-12-06,dropper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-06,Vمسمار شكل,"Schwinge, f",dropperswinging bracket  (US),alargadera en V,riippu-uloke,"V de suspension, m",staffa di sospensione,ドロッパ吊架金具,드로퍼,унжлага,svingbøyel,wieszak V wieszak kabłąkowy wahliwy,V de suspensãopendural,"продужни стремен, м јд",gunga,挂架
466-12-07,tower swivel clevis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-07,خطاف تدوير  للبرج,"Abspanngelenk, n",tower swivel clevis,brida giratoria,saranakiinnike,"chape tourillon, f",forcella a perno,鉄塔取付金具塔体取付クレビス,탑 회전 고리 클레비스,металл тулгуурын нугасан арматур,gaffelbolt,wieszak obrotowy,chapa rotativa,"заставица, ж јд",isolatorfäste,转动连塔挂板
466-12-08,yoke plate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-08,صفحة معلقة العوازل,"Abstandhalter, m",yoke plate,yugo,välike,"palonnier, m",giogo,ヨーク,꺽쇠 판,дамнуур хавтан,åk,orczyk,balancimjugo,"одстојник, м јд",ok,联板
466-12-09,insulator protective fitting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-09,قرون حماية للعازل,"Schutzarmatur, fLichtbogenschutzarmatur, f",insulator protective fitting,descargadores,suojavarusteeristimen suojavaruste,"pièce de garde, f",dispositivo di guardia,がいし保護装置,애자 보호용 고정 장치,тусгаарлагчийн хамгаалалтын арматур,lysbogevern,osprzęt ochronny izolatora,dispositivo de guarda,"заштитна арматура, ж јд",ljusbågsskydd,绝缘子保护金具
466-12-10,arcing horn,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-10,قوس مقرن,"Lichtbogenhorn, n",arcing horn,descargador de cuerno,suojasarvi,"corne de garde, f",corno di guardia,アークホーン,아킹 혼,эвэр хамгаалагчнумын эвэр,lysbogehorn,rożek ochronny przeciwłukowy,descarregador de haste,"заштитни рог, м јд",ljusbågshorn,招弧角
466-12-11,arcing ring,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-12-11,حلقة الشرارة,"Lichtbogenring, m",arcing ring,anillo de guarda,suojarengas,"anneau de garde, m",anello di guardia,リングホーンアーキングリング,아킹 고리아킹 환,хамгаалалтын цагариг,lysbogering,pierścień ochronny przeciwłukowy,anel de guarda,"заштитни прстен, м јд",ljusbågsring,引弧环
