term_id,term,term_url,ar,cs,de,en,es,fr,it,ja,ko,mn,pl,pt,sr,sv,zh
212-14-17,Cuen,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-14-17,كيون (وحدة حجمية),kuen,"Cuen, n",Cuen,Cuen,"Cuen, m",,クエン,쿠엔,Кьюэн,Kuen (odczynnik do oznaczania stopnia polimeryzacji celulozy),Cuen,"куен, м јд",…,·····
212-14-18,compatibility (of admixture in plastic),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-14-18,التوافق اللدني,kompatibilita (příměsí v plastu)slučitelnost (příměsí v plastu),"Verträglichkeit (einer Kunststoff-Zumischung), f",compatibility (of admixture in plastic),compatibilidad (de una mezcla a un plástico),"compatibilité (d’un mélange à du plastique), f",,プラスチックの融和性融和性,"적합성, <플라스틱 혼합물>","нийцэх байдал, <хуванцрын хольцын>",kompatybilność (składników masy termoplastycznej),compatibilidade (de uma mistura em plástico),"компатибилност, <додатака у пластици> ж јд",kompatibilitet,"相容性, <塑料掺混物的>"
212-14-19,compatibility (of materials),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-14-19,التوافق (للمواد العازله),kompatibilita (materiálů)slučitelnost (materiálů),"Verträglichkeit (von Werkstoffen), f",compatibility (of materials),compatibilidad (de materiales),"compatibilité (de matériaux), f",,絶縁材の両立性両立性,"적합성, <재료>","нийцэх байдал, <материалуудын>",kompatybilność materiałów (z masami termoplastycznymi),compatibilidade (de materiais),"компатибилност, <материјала> ж јд",kompatibilitet,"相容性, <材料的>"
212-14-20,migration (of plasticizer),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-14-20,الترحال- الانتقال ( للملدن ),migrace (změkčovadla),"Weichmacherwanderung, f",migration (of plasticizer),migración (de un plastificante),"migration (d’un plastifiant), f",,可塑剤の移行移行,"이행, <가소제>","шилжих хөдөлгөөн, <зөөлрүүлэгчийн>",migracja plastyfikatora,migração (de um plastificante),"миграција, <пластификатора> ж јд",migrering,"迁移, <增塑剂的>"
212-14-21,densified laminated wood,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-14-21,شرائح الخشب المكثف,lisované laminované dřevo,"Schichtpressholz, n",densified laminated wood,madera estratificada densificada,"bois stratifié densifié, m",,硬化積層材,경화 적층재,нягт ламинатан мод,drewno prasowane laminowane,madeira laminada densificada,"густо ламинирано дрво, с јд",komprimerat trälaminat,致密层压木
212-14-22,heat-shrinkable plastic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-14-22,بلاستيك قابل للإنكماش بالحرارة,teplem smrštitelný plast,"wärmeschrumpfender Kunststoff, m",heat-shrinkable plastic,plástico termorretráctil,"plastique thermorétractable, m",,熱収縮プラスチック,열수축 플라스틱,дулааны үйлчлэлээр агшдаг хуванцар,tworzywo termoplastyczne termokurczliwe,plástico termorretráctil,"термореактивна пластика, ж јд",värmekrympande plast,热收缩塑料
212-14-23,hydrolytic stability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-14-23,إستقرار هيدروليكى,hydrolytická stabilita,"Hydrolysestabilität, f",hydrolytic stability,estabilidad hidrolítica,"stabilité à l’hydrolyse, f",,加水分解安定性,가수 분해 안정성,гидролизийг тэсвэрлэх чадвар,trwałość hydrolityczna,estabilidade à hidrólise,"хидролитичка стабилност, ж јд",hydrolytisk stabilitet,水解稳定性
212-15-01,sheet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-01,لوح أو ورق,listdeskafólie,"Blatt, nBahn, f",sheetsheeting,hoja,"feuille, f",,シート,박판,хуудасурт хуудас,arkusz,folha,"лист, м јдфолија, ж јд","ark, folie, duk",片材卷片
212-15-02,(plastic) film,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-02,غشاء (لدائني),(plastová) fólie,"Kunststofffolie, f",(plastic) film,hoja delgada; película,"feuille mince, ffilm (plastique), m",,プラスチックフィルムフィルム,플라스틱 필름플라스틱 박막,хуванцар хальс,folia (z tworzywa),filme (plástico),"пластични филм, м јд",plastfilm,塑料薄膜薄膜
212-15-03,tape,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-03,شريط,páska,"Band, n",tape,cinta; banda,"bande, fruban, m",,テープ,테이프,тууз,taśma,fita,"трака, ж јд",tejp,带
212-15-04,tube,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-04,انبوب مرن,trubkahadice,"Rohr, n",tubetubing,tubo,"tube, mtuyau flexible, m",,チューブ管,관,хоолойгуурсан хоолой,rurka,tubotubagem flexível,"цев, ж јдцрево, с јд",rör,管材
212-15-05,cylinder,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-05,اسطوانة عازلة,válec,"Zylinder, m",cylinder,cilindro,"cylindre, m",,円筒,원통,цилиндр,ruratuleja,cilindro,"цилиндар, м јд",cylinder,筒
212-15-06,sleeving,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-06,كم (عازل),ohebná trubičkahadička,"Schlauch, m",sleeving,funda,"manchon, mgaine, f",,スリービング,슬리빙,ханцуй,koszulka giętka,bainha,"навлака, ж јд",slang,套管软管
212-15-07,monofilament,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-07,فتيلة (احادية),(mono)vlákno,"Monofilament, nFilament, n",monofilamentfilament,mono filamento,"(mono)filament, m",,モノフィラメント単繊維,모노 필라멘트,дан мяндас,włókno jednorodnewłókno pojedyncze,(mono)filamento,"моновлакно, с јд",kontinuerlig fiber,单丝丝
212-15-08,fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-08,نسيج أو ليفة,vlákno,"Faser, f",fibre,fibra,"fibre, f",,繊維,섬유,файбер,włókno,fibra,"влакно, с јд",fiber,纤维
212-15-09,staple fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-09,نسيج أو ليف متقطع,stříhané vlákno,"Stapelfaser, f",staple fibre,fibra discontinua,"fibre discontinue, f",,短繊維,단섬유,үндсэн файбер,włókno cięte,fibra descontínua,"штапићасто влакно, с јд",stapelfiber,短纤维
212-15-10,mat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-10,حصيرة – سطح غير لامع,rohož,"Matte, f",mat,fieltro,"mat, m",,マット,매트,зулсан материал,mata,manta,"мат, м јд",matta,毡
212-15-11,roving,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-11,سحب و فتل النسيج,přadenoprovazec,"Roving, m",roving,Mecha,"stratifil, m",,ロービング粗紡,조방,утасны бэлдэц,niedoprzęd,mecha,"сноп, м јдровинг, м јд",förgarn,粗纱
212-15-12,yarn,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-12,سلك,příze,"Garn, n",yarn,hilo,"fil, m",,編み糸糸,방사,ээрмэл утас,nić,filaça,"пређа, ж јдпредиво, с јд",garn,纱
212-15-13,fabric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-13,نسيج,tkanina,"Gewebe, n",fabric,tejido,"tissu, m",,織物,직물,даавуу,tkanina,tecido,"тканина, ж јд",tyg,布织物
212-15-14,slit fabric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-14,نسيج مقطع,stříhaná tkanina,"Schnittgewebe, n",slit fabric,tejido cortado,"tissu découpé, m",,スリット繊維,분절 직물,уртын дагуу зүсэж нарийсгасан даавуу,tkanina cięta poprzecznie,tecido cortado,"комадна тканина, ж јд",kantskuret tyg,分切布
212-15-15,straight-cut fabric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-15,نسيج مستقيم القطع,přímo stříhaná tkanina,"Parallelschnitt-Gewebe, n",straight-cut fabric,tejido de corte recto,"tissu découpé selon le droit fil, m",,ストレートカット生地,직선 절단 직물,шулуун зүсэлттэй даавуу,tkanina cięta wzdłużnie,tecido cortado a direito,"подужно сечена тканина, ж јд",rakskuret tyg,直切布
212-15-16,bias-cut fabric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-16,نسيج مقطع بانحراف,diagonálně stříhaná tkanina,"Diagonalschnitt-Gewebe, n",bias-cut fabric,tejido cortado al biés,"tissu découpé en biais, m",,バイアスカット生地,사선 절단 직물,шулуун бус зүсэлттэй даавуу,tkanina cięta skośnie,tecido cortado de viés,"тканина сечена под углом, ж јд",snedskuret tyg,斜切布
212-15-17,panel form bias-cut fabric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-17,نسيج ذو قطع مائل على هيئة إطاريه,dílec diagonálně vystřižený z tkaniny,"plattenförmiges Diagonalschnitt-Gewebe, n",panel form bias-cut fabric,tejido cortado al biés formando paneles,"tissu découpé en biais en forme de panneau, m",,パネル型バイアスカット生地,판형 사선 절단 직물,хавтан хэлбэрийн шулуун бус зүсэлттэй даавуу,płat tkaniny ciętej,tecido cortado de viés em forma de painel,"комади тканине сечени под углом, м мн",…,斜切布片
212-15-18,sewn bias-cut fabric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-18,نسيج مقطع بانحراف مخيط,sešívaná diagonálně stříhaná tkanina,"genähtes Diagonalschnitt-Gewebe, n",sewn bias-cut fabric,tejido cortado al biés cosido,"tissu découpé en biais cousu, m",,縫製バイアスカット生地,봉합 사선 절단 직물,шулуун бус зүсэлттэй оёмол даавуу,tkanina cięta skośnie zszywana,tecido cortado de viés cosido,"прошивена тканина сечена под углом, ж јд",…,缝合斜切布
212-15-19,stuck bias-cut fabric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-19,نسيج مقطع بانحراف ملصق,slepovaná diagonálně stříhaná tkanina,"geklebtes Diagonalschnitt-Gewebe, n",stuck bias-cut fabric,tejido cortado al biés pegado,"tissu découpé en biais collé, m",,接着バイアスカット生地,접착 사선 절단 직물,шулуун бус зүсэлттэй наамал даавуу,tkanina cięta skośnie łączona klejem,tecido cortado de viés colado,"лепљена тканина сечена под углом, ж јд",…,粘接斜切布
212-15-20,seamless bias-cut fabric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-20,نسيج مقطع بانحراف بدون خياطة,bezešvá diagonálně stříhaná tkanina,"nahtloses Diagonalschnitt-Gewebe, n",seamless bias-cut fabric,tejido cortado al biés sin costura,"tissu découpé en biais sans couture, m",,シームレスバイアスカット生地,이음매없는 사선 절단 직물,шулуун бус зүсэлттэй оёдолгүй даавуу,tkanina cięta skośnie bezszwowa,tecido cortado de viés sem costura,"бешавна тканина сечена под углом, ж јд",…,无接头斜切布
212-15-21,non-woven fabric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-21,مادة غير منسوجةمُنتَج غير محاك (2)نسيج غير محاك (2),netkaná textilie (1)netkaný výrobek (1)netkaná textilie (2)netkaný výrobek (2),"Faservliesstofferzeugnis, n",non-woven fabricnon-woven product,producto no tejido,"produit non tissé, m",,不織布製品不織布,부직포,нэхмэл бус даавуунэхмэл бус бүтээгдэхүүн,materiał włóknisty nietkany,tecido não urdido (1)tecido não urdido (2),"неткани материјал, м јднеткани производ, м јд",fibermatta,"非织布, <相关条目：212-15-21>非织制品, <相关条目：212-15-21>非织布, <相关条目：212-15-21>非织制品, <相关条目：212-15-21>"
212-15-22,paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-22,ورق,papír,"Papier (für Isolierstoffe), n",paper,papel,"papier, m",,紙ペーパー,종이,цаас,papier,papel,"папир, м јд",papper,纸
212-15-23,(paper) board,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-23,ورق مقوى,lepenkakarton,"Pappe, fPapierpappe, f",(paper) board,cartón,"carton, m",,板ボード,종이 판,цаасан хавтан,kartontektura,cartão,"картон, м јд",papp,纸板
212-15-24,cellular plastic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-24,لدائن خلوية رغوية (بلاستيك),lehčený plastpěnový plast,"Schaumstoff, m",cellular plasticfoamed plastic,plástico celular; plástico expandido,"plastique alvéolaire, mplastique expansé, m",,発泡プラスチック,포말 플라스틱,үүрэн хуванцархөөсөн хуванцар,masa plastyczna piankowa,plástico celular,"пенаста пластична маса, ж јдекспандована пластична маса, ж јд",cellplast,泡沫塑料
212-15-25,ceramic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-25,خزف,keramika,"Keramik, f",ceramic,cerámica,"céramique, f",,セラミック,자기,керамик материал,ceramika,cerâmica,"керамика, ж јд",keramik,陶瓷
212-15-26,glass,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-26,زجاج,sklo,"Glas, n",glass,vidrio,"verre, m",,ガラス,유리,шил,szkło,vidro,"стакло, с јд",glas,玻璃
212-15-27,ceramic glass,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-27,زجاج خزفي,keramické sklo,"Keramikglas, n",ceramic glass,vidrio cerámico,"verre céramique, m",,セラミックガラス材料不織布,자기 유리,керамик шил,szkło ceramiczne,vidro cerâmico,"керамичко стакло, с јд",glaskeram,陶瓷玻璃材料陶瓷玻璃
212-15-28,casting resin,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-28,راتنج( بلاستيك ) مصبوب,odlévací pryskyřiceodlévací plast,"Gießharz, n",casting resincasting plastic,resina de colada; plástico de colada,"résine de coulée, fplastique de coulée, m",,注型用樹脂注型樹脂,주형용 수지,цутгадаг давирхайцутгадаг хуванцар,żywica lana,resina de vazamento,"ливена смола, ж јдливена пластична маса, ж јд",gjutharts,浇铸树脂浇铸塑料
212-15-29,potting compound,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-29,مركب ايعائي,zalévací směs,"Vergussmasse, f",potting compound,compuesto de revestimiento,"composé d’empottage, m",,埋め込み用樹脂埋め込み樹脂,삽입 합성물,тогоонд цутгадаг нэгдэл,masa zalewowa,composto de envasilhagem,"смеша за ливење, ж јд",ingjutningsmassa,灌注胶
212-15-30,encapsulating resin,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-30,راتنج ( صمغ ) التعليب,pryskyřice pro pouzdření,"Harz zum Umgießen, n",encapsulating resin,resina para encapsulado,"résine d’encapsulage, f",,封止用樹脂,캡슐화 수지,бүхэлд нь бүрхэх зориулалтын давирхай,żywica pokryciowa,resina de encapsulagem,"смола за инкапсулацију, ж јд",inkapslingsharts,包封树脂
212-15-31,impregnating resin,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-31,راتنج ( صمغ ) التشرب,impregnační pryskyřice,"Tränkharz, n",impregnating resin,resina de impregnación,"résine d’imprégnation, f",,含浸用樹脂含浸樹脂,함침 수지,нэвчдэг давирхай,żywica impregnacyjna,resina de impregnação,"смола за импрегнацију, ж јд",impregneringsharts,浸渍树脂
212-15-32,trickle resin,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-32,راتينج (صمغ) التقطير,zakapávací pryskyřice,"Träufelharz, n",trickle resin,resina de gota a gota,"résine de goutte à goutte, f",,滴下用樹脂滴下樹脂,세류 수지,дуслуулдаг давирхай,żywica kroplowa,resina de gota a gota,"капајућа смола, ж јд",droppimpregneringsharts,滴浸树脂
212-15-33,coating powder,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-33,مسحوق طلاء,povlakový prášekprášková nátěrová hmota,"Beschichtungspulver, nPulverlack, m",coating powder,polvo de revestimiento,"poudre d’enduction, fpoudre de revêtement, f",,塗装用粉体,피복 분말,гадар бүрээсний нунтаг,proszek do fluidyzacji,pó de revestimento,"прах за превлаку, м јд",ytbeläggningspulver,涂敷粉末熔敷粉末
212-15-34,conformal coating (for printed wiring boards),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-34,طلاء مناسب (لألواحِ الأسلاك المطبوعةِ),konformní povlak (pro desky s plošnými spoji),"Beschichtung (für gedruckte Schaltplatinen), f",conformal coating (for printed wiring boards),revestimiento conformado (para tarjetas impresas),"revêtement conformé (pour cartes imprimées), m",,プリント配線板用絶縁保護コーティング絶縁保護コーティング,"보호막, <인쇄배선기판>","хэлбэрийг дагасан гадар бүрээс, <хэвлэмэл холболтын хавтанд зориулсан>",osłona ochronna (obwodów drukowanych),revestimento conformado (para placas de circuitos impressos),"заштитна превлака, <за штампане плоче> м јд",skyddsbeläggning,"敷形涂料, <印制线路板用>"
212-15-35,surface modifier (for printed wiring boards),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-35,مُعَدّل سطحي (لألواحِ الأسلاك المطبوعةِ),modifikátor povrchu (pro desky s plošnými spoji),"Oberflächenwandler (für gedruckte Schaltplatinen), m",surface modifier (for printed wiring boards),modificador de superficie (para tarjetas impresas),"modificateur de surface (pour cartes imprimées), m",,プリント配線板用表面改質剤表面改質剤,"표면 개선제, <인쇄배선기판>","гадаргууг өөрчлөгч, <хэвлэмэл холболтын хавтанд зориулсан>",warstwa ochronna (powierzchni obwodów drukowanych),modificador de superfície (para placas de circuitos impressos),"модификатор површине, <за штампане плоче> м јд",ytmodifierare,"表面改性剂, <印制线路板用>"
212-15-36,"varnish, noun",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-36,ورنيش,laknátěrová hmota,"Lack, m","varnish, noun",barniz,"vernis, m",,"ワニス, 名詞","바니시, 명사",лак,lakier,verniz,"лак, м јд",fernissa,清漆
212-15-37,enamel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-37,ورنيش الاتمام,krycí lak,"Decklack, m",enamel,varniz de acabado,"vernis de finition, m",,エナメル,에나멜,паалан,emalia,esmalte,"емајл, м јдпрекривни лак, м јд",lack; trådlack,瓷漆
212-15-38,wire enamel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-38,مينا عزل السلك,lak na vodiče,"Drahtlack, m",wire enamel,varniz aislante para hilos,"vernis isolant pour fils, m",,電線エナメル,전선 에나멜,цахилгаан утасны паалан,lakier izolacyjny (do drutów nawojowych),esmalte para fios,"емајл за жице, м јдлак за жице, м јд",trådlack,漆包线漆
212-15-39,lacquer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-39,ورنيش اللك,rychleschnoucí lak (1)rychleschnoucí lak (2),"Überzugslack (1), mÜberzugslack (2), m",lacquer,varniz-laca,"vernis-laque, m",,ラッカー,래커,чий<лак>,lakier szybkoschnący,laca (1)laca (2),"брзосушећи лак, м јд",lack,"挥发性漆, <相关条目：212-15-39>挥发性漆, <相关条目：212-15-39>"
212-15-40,vitreous enamel (on metal),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-40,طلاء زجاجي (على المعدن),smaltemail (na kovy),"Email (auf Metall), n",vitreous enamel (on metal),esmalte (sobre metal),"émail (sur métal), m",,琺瑯（ほうろう）,"법랑, <금속>","шил маягийн паалан, <металл дээрх>",emalia szklista (na metalu),esmalte vítreo (sobre metal),"стакласти емајл, <на металу> м јд",emalj,"搪瓷, <金属上的>"
212-15-41,glaze (on ceramic),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-41,طلاء زجاجي (على الخزف),glazura (na keramice),"Glasur (auf Keramik), f",glaze (on ceramic),esmalte (sobre cerámica),"émail (sur céramique), m",,釉（がけ）,"유약, <자기>","шил маягийн бүрээс, <керамик материал дээрх>",szkliwo (na ceramice)polewa (na ceramice),esmalte vítreo (sobre cerâmica),"глазура, <на керамици> ж јд",glasyr,"釉, <陶瓷上的>"
212-15-42,glaze (on paper or board),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-42,طلاء زجاجي (على الورق أو اللوح),lesklá úprava (na papíru nebo lepence),"Oberflächenglanz (auf Papier oder Pappe), m",glaze (on paper or board),esmalte (sobre papel o cartón),"glacé (sur papier ou carton), adj",,"つや出し, <紙または板>","광택, <종이 또는 판>","шил маягийн бүрээс, <цаас эсвэл хавтан дээрх>",warstwa satynowana (na papierze lub tekturze),vidrado (sobre papel ou cartão),"глазура, <на папиру или картону> ж јд",glätt,"上光, <纸或纸板的>"
212-15-43,extender,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-43,مادة باسطة,plnivoplnidlo,"Füllstoff, mStreckmittel, nExtender, m",extender,material de carga,"matière de charge, fextendeur, m",,増量剤,증량제,арвижуулагч,ekstenderwypełniacz nieaktywny,matéria de enchimento,"пунилац, м јд",fyllmedel; utdrygningsmedel,增量剂
212-15-44,adhesive,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-44,لاصق,lepidloadhezní materiál,"Klebstoff, m",adhesive,adhesivo,"adhésif, mcolle, f",,粘着剤,접착제,цавуу,lepiszcze (adhezyjne),adesivo,"адхезив, м јд",adhesiv;häftämne,胶粘剂
212-15-45,"cement, noun",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-45,اسمنت,tmel,"Kitt, m","cement, noun",cemento,"ciment, m",,"セメント, 名詞","시멘트, 명사",цемент,spoiwo (np. cement),cimento,"цемент, м јд",lim,胶泥，名词
212-15-46,base material (for printed circuits),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-46,المادة الأساسية (للدارات المطبوعه),základní materiál (pro plošné spoje),"Basismaterial (für gedruckte Schaltungen), n",base material (for printed circuits),soporte (para circuitos impresos); material base (para circuitos impresos),"support (pour circuits imprimés), m",,基材,"기본재, <인쇄기판>","суурь материал, <хэвлэмэл хэлхээнд зориулсан>",podłoże obwodów drukowanych,suporte (para circuitos impressos),"основни материјал, <за штампане плоче> м јд",basmaterial,"基材, <印制电路用>"
212-15-47,backing (material) (for adhesive tape),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-47,دعم/أساس (المادة),podložní materiál (pro lepicí pásky)základní materiál (pro lepicí pásky),"Träger der Klebeschicht (für Klebebänder), mBasismaterial (für Klebebänder), n",backing (material) (for adhesive tape)base material (for adhesive tape),soporte (para cinta adhesiva); material base (para cinta adhesiva),"support (de ruban adhésif), mmateriau de base (pour ruban adhésif), m",,裏当て材,"보강재, <접착 테이프>","ар, <цавуутай туузын>цавуутай туузын суурь материал",podłoże taśmy przylepnej,suporte (fita adesiva)material de base (para fita adesiva),"основни материјал, <за лепљиве траке> м јд",armeringsmaterial,"基材, <黏带用>"
212-15-48,adhesive tape,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-48,شريط لاصق,lepicí páska,"Klebeband, n",adhesive tape,cinta adhesiva,"ruban adhésif, m",,粘着テープ,접착 테이프,цавуутай тууз,taśma klejąca,fita adesiva,"адхезивна трака, ж јд",tejp;klisterremsa,黏带
212-15-49,pressure-sensitive adhesive tape,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-49,شريط لاصق حساس للضغط,samolepicí páska,"Selbstklebeband, n",pressure-sensitive adhesive tape,cinta adhesiva por presión,"ruban adhésif par pression, m",,粘着テープ感圧粘着テープ,압력 민감 접착 테이프,даралтад мэдрэмтгий наалддаг тууз,taśma klejąca dociskowa,fita adesiva por pressão,"адхезивна трака осетљива на притисак, ж јд",självhäftande tejp,压敏黏带
212-15-50,pre-impregnated material (for electric insulation),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-50,مادة قبل ملقحة (للعزل الكهربائى),předimpregnovaný materiál (pro elektrickou izolaci)prepreg (pro elektrickou izolaci),"vorimprägnierter Werkstoff (zur elektrischen Isolierung), mPrepreg (zur elektrischen Isolierung), m",pre-impregnated material (for electric insulation)prepreg (for electric insulation),preimpregnado (para aislamiento eléctrico),"pré-imprégné (pour isolation électrique), m",,事前含浸材,"예비 함침재, <전기 절연>","урьдчилж нэвчүүлсэн материал, <цахилгаан тусгаарлагад зориулсан>",materiał wstępnie impregnowany (przeznaczony na izolację elektryczną),pré-impregnado (para isolação eléctrica),"преимпрегнирани материјал, <за електричну изолацију> м јд",förimpregnerat material,"预浸渍材料, <电气绝缘用>预浸料, <电气绝缘用>"
212-15-51,premix (for electric insulation),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-51,المزج قبل الاستعمال (للعزل الكهربائي),premix (pro elektrickou izolaci),"Premix (zur elektrischen Isolierung), n",premix (for electric insulation),mezcla previa (para aislamiento eléctrico),"prémix (pour isolation électrique), mmélange préalable (pour isolation électrique), m",,予混合のプレミックス,"예비혼합, <전기 절연>","урьдчилж бэлдсэн холимог, <цахилгаан тусгаарлагад зориулсан>",materiał wstępnie zmieszany (przeznaczony na izolację elektryczną),pré-mistura (para isolação eléctrica),"предсмеша, <за електричну изолацију> ж јдпремикс, м јд",förblandning,"预浸混料, <电气绝缘用>"
212-15-52,laminate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-52,يضع في شكل طبقات رقيقة,laminát,"Schichtpressstoff, m",laminate,estratificado,"stratifié, m",,積層,적층,ламинат,laminat,laminado,"ламинат, м јдслојевити материјал, м јд",laminat,层压制品
212-15-53,rigid laminated sheets,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-53,ألواح الشرائح الصلبة,tuhé laminované desky,"Schichtpressstofftafeln, f, pl",rigid laminated sheets,hojas estratificadas rígidas,"feuilles stratifiées rigides, f pl",,硬積層シート,경질 적층판,ламинатан хөшүүн хуудаснууд,arkusz laminowany sztywny,folhas laminadas rígidas,"круте ламиниране плоче, ж мн",styva laminatskivor,硬质层压板
212-15-54,varnished fabric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-54,نسيج ورنيش,lakovaná tkanina,"Lackgewebe, n",varnished fabric,tejido varnizado,"tissu vernis, m",,ワニス生地,니스 도포 직물,лакдсан даавуу,tkanina lakierowana,tecido envernizado,"лакирана тканина, ж јд",lackimregnerat tyg,浸漆织物
212-15-55,low conductivity polymer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-55,"بوليمر, بموصلية منخفضة",polymer s malou konduktivitou,"schwachleitendes Polymer, n",low conductivity polymer,polímero de baja conductividad,"polymère de faible conductivité, m",,低伝導ポリマー低導電性高分子,저도전성 고분자,бага дамжууламжтай полимер,polimer o małej przewodności elektrycznej,polímero de baixa condutividade,"полимер ниске специфичне проводности, м јд",lågledande polymer,低电导率聚合物
212-15-56,high conductivity polymer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-56,بوليمر بموصلية عالية,polymer s velkou konduktivitou,"starkleitendes Polymer, n",high conductivity polymer,polímero de alta conductividad,"polymère de forte conductivité, m",,高伝導ポリマー高導電性高分子,고도전성 고분자,өндөр дамжууламжтай полимер,polimer o dużej przewodności elektrycznej,polímero de alta condutividade,"полимер високе специфичне проводности, м јд",ledande polymer,高电导率聚合物
212-15-57,conducting varnish,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-57,ورنيش موصل,vodivý lak,"Leitlack, m",conducting varnish,barniz conductor,"vernis conducteur, m",,導電ワニス,도전성 칠,дамжуулагч лак,lakier przewodzący,verniz condutor,"проводни лак, м јд",ledande lack,导电漆
212-15-58,semiconducting varnish,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-58,طلاء نصف موصل,polovodivý lakčástečně vodivý lak,"halbleitender Lack, m",semiconducting varnish,barniz semiconductor,"vernis semiconducteur, m",,半導体ワニス,반도전성 칠,хагас дамжуулагч лак,lakier półprzewodzący,verniz semicondutor,"полупроводни лак, м јд",halvledande lack,半导电漆
212-15-59,mica paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-59,ورق ميكا,slídový papír,"Glimmerpapier, n",mica paper,papel mica,"papier mica, m",,マイカ紙,운모 종이,гялтгануураас хийсэн цаас,papier mikowy (1),papel mica,"лискунски папир, м јд",glimmerpapper,云母纸
