term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,zh
351-47-51,switching control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-51,تحكم تحويلى,řízení přepínáním,"Umschaltregelung, f",switching control,"control por conmutación, m",vaihtokytkentäsäätö,"commutation de régulation, f",controllo di commutazione,スイッチング制御切替制御,스위칭 제어,regulacja z przełączaniem,controlo por comutação,切换控制
351-47-52,computer control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-52,تحكم بالحاسب الآلى,počítačové řízení,"rechnergestützte Regelung oder Steuerung, f",computer control,"control por computador, m",tietokonesäätö,"commande par calculateur, f",controllo con calcolatore,コンピュータ制御,컴퓨터 제어,sterowanie komputerowe,controlo por computador,计算机控制
351-47-53,time-shared control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-53,تحكم بتقاسم الوقت,časově sdílené řízení,"Zeitmultiplex-Abtastregelung, f",time-shared control,"control en tiempo compartido, m",aikajakoinen säätö,"régulation à temps partagé, f",controllo suddiviso nel tempo,時分割制御,시분할 제어,regulacja z podziałem czasu,controlo em tempo partilhado,分时控制
351-47-54,position algorithm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-54,لوغاريتمي الوضع,algoritmus polohy,"Stellungsalgorithmus, m",position algorithm,"algoritmo de modo posición, m",asentoalgoritmi,"algorithme à mode de position, m",algoritmo di posizione,位置形アルゴリズム,위치형 알고리즘,algorytm pozycjonowania,algoritmo de posição,位置算法
351-47-55,velocity algorithm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-55,لوغاريتم سرعة,algoritmus rychlosti (změny),"Geschwindigkeitsalgorithmus, m",velocity algorithm,"algoritmo de modo velocidad, m",nopeusalgoritmi,"algorithme à mode différentiel, m","algoritmo di modo differenziale, di velocità",速度形アルゴリズム,속도형 알고리즘,algorytm prędkościowy,algoritmo de velocidade,速度算法
351-47-56,fuzzy control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-56,تحكم غير محددتحكم مشوش,fuzzy řízení,"Fuzzyregelung, f",fuzzy control,"control borroso, m",sumea säätö,"commande avec logique floue, f",controllo in logica fuzzy,ファジィ制御,퍼지 제어,sterowanie rozmyte,controlo difuso,模糊控制
351-47-57,membership function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-57,دالة عضوية,funkce členství,"Zugehörigkeitsfunktion, f",membership function,"función de pertenencia, f",jäsenyysfunktio,"fonction d'appartenance, f",funzione di appartenenza,メンバシップ関数,멤버십 함수소속 함수,funkcja przynależności,função de pertença,隶属函数
351-47-58,rule-based control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-58,تحكم قائم على أسس,řízení na základě pravidel,"regelbasierte Regelung, f",rule-based control,"control basado en reglas, m",sääntöihin perustuva säätösääntöpohjainen säätö,"commande à base de règles, f",controllo basato su regole,ルールベース制御,규칙 기반 제어,sterowanie regułowe,controlo baseado em regras,基于规则的控制
351-47-59,sequential control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-59,تحكم متتابع,sekvenční řízení,"Ablaufsteuerung, f",sequential control,"control secuencial, m",sekvenssiohjaus,"commande séquentielle, f",controllo sequenziale,シーケンシャル制御,순차 제어,sterowanie sekwencyjne,controlo sequencial,顺序控制
351-47-60,process-oriented sequential control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-60,تحكم متتابع موجه,procesně orientované sekvenční řízení,"prozessabhängige Ablaufsteuerung, f",process-oriented sequential control,"control secuencial dependiente del proceso, m",tilaperusteinen sekvenssiohjaus,"commande séquentielle en fonction du processus, f",controllo sequenziale orientato al processo,プロセス指向シーケンシャル制御,공정지향 순차 제어,sterowanie procesowo-sekwencyjne,controlo sequencial orientado por processo,面向过程的顺序控制
351-47-61,time-oriented sequential control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-61,تحكم متتابع موجه بزمن,časově orientované sekvenční řízení,"zeitabhängige Ablaufsteuerung, f",time-oriented sequential control,"control secuencial dependiente del tiempo, m",aikaperusteinen sekvenssiohjaus,"commande séquentielle en fonction du temps, f",controllo sequenziale in funzione del tempo,時間指向シーケンシャル制御,시간지향 순차 제어,sterowanie czasowo-sekwencyjne,controlo sequencial orientado por tempo,面向时间的顺序控制
351-47-62,reset circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-62,دائرة إعادة الضبطدائرة إعادة الضبط,obnovovací obvod,"Rücksetzkreis, m",reset circuit,"circuito de reposición, m",palautuspiiri,"circuit de réarmement, m",circuito di ripristino,リセット回路,복귀 회로,układ resetu,circuito de rearme,复位电路
351-47-63,pole assignment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-63,تحديد القطب,stanovení pólů,"Polzuweisung, f",pole assignment,"asignación de polos, m",napojen sijoittaminen,"placement des pôles, m",assegnazione dei poli,極配置,극 할당극 배치,rozmieszczanie biegunów,localização de pólos,极点配置
351-48-01,controlled variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-01,متغير متحكم به,řízená proměnná,"Regelgröße, f",controlled variable,"variable controlada, f",ohjattava suure,"variable commandée, f",variabile controllata,制御変数,제어 변수,zmienna sterowanazmienna regulowana,variável controlada,被控变量
351-48-02,reference variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-02,متغير مرجعى,referenční proměnná,"Führungsgröße, f",reference variable,"variable de referencia, f",vertailusuure,"variable de référence, f",variabile di riferimento,設定変数,기준 변수,zmienna zadającawielkość zadająca,variável de referência,参比变量
351-48-03,feedback variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-03,متغير تغذية مرتدة,zpětnovazební proměnná,"Rückführgröße, f",feedback variable,"variable de realimentación, f",takaisinkytkentäsuure,"variable de réaction, f",variabile di reazione,フィードバック変数,피드백 변수되먹임 변수,zmienna sprzężenia zwrotnego,variável de retroação,反馈变量
351-48-04,control difference variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-04,متغير التحكم في الفرق,proměnná odchylkyNEVHODNÝ TERMÍN: proměnná chyby,"Regeldifferenz, f",control difference variableDEPRECATED: error variable,"variable de diferencia de control, ferror (desaconsejado)",erosuure,"variable de différence de régulation, fDÉCONSEILLÉ: variable d’erreur, f",variabile a controllo differenza,偏差変数,제어차이 변수,uchyb regulacji,variável de erro,控制差额变量
351-48-05,steady-state control difference variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-05,متغير التحكم في الفرق لحالة الاستقرار,proměnná odchylky v ustáleném stavu,"bleibende Regeldifferenz, f",steady-state control difference variable,"variable de diferencia de control en régimen permanente, f",vakaan tilan erosuure,"variable de différence de régulation en régime établi, f",variabile a controllo differenza di stato stazionario,定常状態偏差変数,정상상태 제어 차이 변수,uchyb regulacji w stanie ustalonymuchyb regulacji ustalony,variável de erro em regime estável,稳态控制差额变量
351-48-06,controller output variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-06,متغير الخرج لوحدة التحكم,výstupní proměnná řídicí jednotky,"Reglerausgangsgröße, f",controller output variable,"variable de salida del regulador, f",ohjauksen lähtösuure,"variable de sortie de régulateur, f",variabile di uscita del controllore,制御器出力変数,제어기 출력 변수,zmienna wyjściowa regulatora,variável de saída controlada,控制器输出变量
351-48-07,manipulated variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-07,متغير ُمعالَج,akční proměnná,"Stellgröße, f",manipulated variable,"variable manipulada, f",toimisuure,"variable réglante, f",variabile manipolata,操作変数,조작량조작 변수,zmienna sterującazmienna regulująca,variável manipulada,操纵变量
351-48-08,disturbance variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-08,متغير تشويشمتغير إضطراب,rušivá proměnná,"Störgröße, f",disturbance variable,"variable de perturbación, f",häiriösuure,"variable perturbatrice, f",variabile di disturbo,外乱変数,외란 변수,zmienna zakłócającazakłócenie,variável perturbadora,扰动变量
351-48-09,command variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-09,متغير أمر,povelová proměnná,"Zielgröße, f",command variable,"variable de consigna, f",ohjesuure,"variable de consigne, f",variabile di comando,コマンド変数,명령 변수목표 변수,zmienna nastawiająca,variável de comando,命令变量
351-48-10,final controlled variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-10,متغير متحِّكم به نهائي,koncová řízená proměnná,"Aufgabengröße, f",final controlled variable,"variable final controlada, f",lopullinen ohjattava suure,"variable commandée finale, f",variabile controllata finale,最終制御変数,최종 제어 변수,zmienna sterowana końcowawielkość regulowana końcowa,variável final controlada,最终被控变量
351-48-11,measuring range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-11,مدي القياس,rozsah měření,"Messbereich, m",measuring range,"campo de medida, m",mittausalue,"étendue de mesure, f",gamma di misura,測定範囲,측정 범위,zakres pomiarowy,gama de medição,测量范围
351-48-12,measuring span,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-12,مسافة بينية مقاسة,rozpětí měření,"Messspanne, f",measuring span,"alcance, m",mittausalueen leveys,"intervalle de mesure, m",intervallo di misura,測定スパン,측정 범위측정 스팬,szerokość zakresu pomiarowego,intervalo de medição,测量量程
351-48-13,range of the controlled variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-13,مدى المتغير المتحِّكم به,rozsah řízené proměnné,"Regelbereich, m",range of the controlled variable,"campo de la variable controlada, m",ohjattavan suureen alue,"étendue de la variable commandée, f",gamma della variabile controllata,制御変数範囲,제어변수 범위,zakres zmiennej sterowanejzakres wielkości regulowanej,gama da variável controlada,被控变量范围
351-48-14,range of the reference variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-14,مدى المتغير المرجعي,rozsah referenční proměnné,"Führungsbereich, m",range of the reference variable,"campo de la variable de referencia, m",vertailusuureen alue,"étendue de la variable de référence, f",gamma della variabile di riferimento,設定変数範囲,기준 변수 범위,zakres zmiennej zadającej,gama da variável de referência,参比变量范围
351-48-15,range of the final controlled variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-15,مدى المتغير المتحكم به النهائي,rozsah koncové řízené proměnné,"Aufgabenbereich, m",range of the final controlled variable,"campo de la variable final controlada, m",lopullisen ohjattavan suureen alue,"étendue de la variable commandée finale, f",gamma della variabile controllata finale,最終制御変数範囲,최종제어변수 범위,zakres zmiennej sterowanej końcowejzakres wielkości regulowanej końcowej,gama da variável final controlada,最终被控变量范围
351-48-16,range of the manipulated variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-16,مدى المتغير الُمعالَج,rozsah akční proměnné,"Stellbereich, m",range of the manipulated variable,"campo de la variable manipulada, m",toimisuureen alue,"étendue de la variable réglante, f",gamma della variabile manipolata,操作変数範囲,조작 변수 범위조작량 범위,zakres zmiennej sterującejzakres wielkości regulującej,gama da variável manipulada,操纵变量范围
351-48-17,manipulating time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-17,زمن المعالجة,operační doba,"Stellzeit, f",manipulating time,"tiempo de recorrido de campo de la variable manipulada, m",käsittelyaika,"temps de réglage, m",tempo di manipolazione,操作時間,조작 시간,czas przejścia zmiennej sterującej,tempo de manipulação,操纵时间
351-48-18,range of the disturbance variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-48-18,مدى متغير الاضطراب,rozsah rušivé proměnné,"Störbereich, m",range of the disturbance variable,"campo de la variable de perturbación, m",häiriösuureen alue,"étendue de la variable perturbatrice, f",gamma della variabile di disturbo,外乱変数範囲,왜란 변수 범위,zakres zmiennej zakłócającejzakres zakłócenia,gama da variável perturbadora,扰动变量范围
351-49-01,controlled system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-01,نظام متحِّكم بهلإنجاز مهمة معينة وليس متحكم فيه,řízený systém,"Regelstrecke bzw. Steuerstrecke, fStrecke, f",controlled system,"sistema controlado, m",ohjattava järjestelmä,"système commandé, m",sistema controllato,制御対象システム,제어 대상,układ sterowanyukład regulowanyobiekt regulacji,sistema controlado,被控系统
351-49-02,controlling system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-02,نظام متحِّكم,řídicí systém,"Regeleinrichtung bzw. Steuereinrichtung, f",controlling system,"sistema de control en sentido estricto, m",ohjaava järjestelmä,"système de commande, m",sistema per il controllo,制御装置システム,제어 시스템제어 계통,układ sterujący,sistema controlador,施控系统
351-49-03,comparing element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-03,عنصر مقارن,porovnávací prvek,"Vergleichsglied, n",comparing element,"elemento de comparación, m",vertailuelementti,"comparateur, m",comparatore,比較器,비교기,człon porównawczyelement porównawczy,comparador,比较元件
351-49-04,controlling element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-04,عنصر متحِّكم,řídicí prvek,"Regelglied bzw. Steuerglied, n",controlling element,"elemento de control, m",ohjaava elementti,"élément de régulation, m",elemento di controllo,制御器,제어기,człon sterującyelement sterujący,elemento controlado,控制元件
351-49-05,measuring element in control technology,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-05,عنصر قياس في تقنية التحكم,měřicí prvek v technologii řízeníměřicí prvek,"Messglied in der Leittechnik, nMessglied, n",measuring element in control technologymeasuring element,"elemento de medida en control automático, melemento de medida, m",mittauselin,"élément de mesurage dans les technologies de commande, mélément de mesurage, m",elemento di misura nella tecnologia di regolazione,測定器,측정기제어기술에서 측정기,element pomiarowy układu regulacjiczłon pomiarowy,elemento de medição (em tecnologia de controlo),测量元件
351-49-06,control system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-06,نظام تحكم,řídicí systém,"Regelungssystem bzw. Steuerungssystem, n",control system,"sistema de control en sentido amplio, m",ohjausjärjestelmä,"système asservi, m",sistema di controllo,制御システム,제어 계통제어 시스템,układ regulacjiukład sterowaniasystem sterowania,sistema de controlo,控制系统
351-49-07,actuator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-07,مشغِّل,aktuátorakční člen,"Steller, m",actuator,"accionamiento, mactuador, maccionador, m",toimilaite,"actionneur, m",attuatore,アクチュエータ,액추에이터작동기,aktuatorsiłownikczłon wykonawczy układu sterującego,atuador,执行机构
351-49-08,final controlling element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-08,عنصر متحِّكم نهائي,koncový řídicí prvek,"Stellglied, n",final controlling element,"elemento final de control, m",toimielin,"élément de commande final, m",elemento per il controllo finale,最終操作端,최종조작부,"człon wykonawczy, element wykonawczy,",elemento de controlo final,最终控制元件
351-49-09,final controlling equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-09,مُعدَّة متحِّكم نهائي,koncové řídicí zařízení,"Stelleinrichtung, f",final controlling equipment,"equipo final de control, m",toimilaitteisto,"équipement de commande final, m",apparecchiatura per il controllo finale,最終操作機器,최종조작기기,urządzenia wykonawcze układu sterowania,equipamento de controlo final,最终控制设备
351-49-10,reference-variable generating element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-10,متغير مرجعي للعنصر المولّد,generátor referenční proměnné,"Führungsgrößenbildner, m",reference-variable generating element,"elemento generador de la variable de referencia, m",vertailusuureen muodostava elementti,"élément générateur de variable de référence, m",elemento generatore della variabile di riferimento,基準変数発生器,기준변수 발생기,element generujący zmienną zadającągenerator zmiennej zadającej,gerador da variável de referência,参比变量生成元件
351-49-11,controller for closed-loop control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-49-11,متحِّكم لدائرة التحكم المغلقة,řídicí jednotka pro řízení uzavřené smyčkyřídicí jednotka,"Regler, m",controller for closed-loop controlcontroller,"regulador para control en bucle cerrado, mcontrolador, m",säädin,"régulateur pour une commande en boucle fermée, mrégulateur, m",controllore per regolazione ad anello chiuso,閉ループ制御用制御器,폐루프 제어용 제어기제어기,regulator w zamkniętym układzie regulacjiregulator,controlador (para controlo em anel fechado),闭环控制用控制器控制器
351-50-01,lag element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-01,عنصر تأخير,zpožďovací prvek,"Verzögerungsglied, n",lag element,"elemento de retraso, m",vaiheenjättöelementti,"élément de retard, m",elemento di ritardo,遅れ要素,뒤짐 요소지연 요소,człon inercyjnyelement inercyjny,elemento de atraso,滞后元件
351-50-02,first-order lag element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-02,عنصر تأخير من الدرجة الأولى,zpožďovací prvek prvního řádu,"Verzögerungsglied erster Ordnung, nP-T1-Glied, n",first-order lag element,"elemento de retraso de primer orden, m",ensimmäisen asteen vaiheenjättöelementti,"élément de retard du premier ordre, m",elemento di ritardo del primo ordine,一次遅れ要素,일차 지연 요소,człon inercyjny pierwszego rzęduelement inercyjny pierwszego rzędu,elemento de atraso de primeira ordem,一阶滞后元件
351-50-03,second-order lag element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-03,عنصر تأخير من الدرجة الثانية,zpožďovací prvek druhého řádu,"Verzögerungsglied zweiter Ordnung, nP-T2-Glied, n",second-order lag element,"elemento de retraso de segundo orden, m",toisen asteen vaiheenjättöelementti,"élément de retard du second ordre, m",elemento di ritardo del secondo ordine,二次遅れ要素,이차 지연 요소,człon inercyjny drugiego rzęduelement inercyjny drugiego rzędu,elemento de atraso de segunda ordem,二阶滞后元件
351-50-04,lead-lag element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-04,عنصر تقديم / تأخير,přední zpožďovací prvek,"Vorhalt-Verzögerungsglied, n",lead-lag element,"elemento de adelanto-retraso, m",vaiheenjohto-jättöelementti,"élément d'avance-retard, m",elemento di anticipo-ritardo,進み遅れ要素,진상 지상 요소,człon różniczkująco-całkującyelement różniczkująco-całkujący,elemento de avanço-atraso,超前-滞后元件
351-50-05,proportional element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-05,عنصر تناسبي,proporcionální prvekP-prvek,"Proportionalglied, nP-Glied, n",proportional elementP element,"elemento proporcional, melemento P, m",verrannollisuuselementtiP-elementti,"élément à action proportionnelle, mélément P, m",elemento ad azione proporzionaleelemento p,比例要素,비례 요소,człon proporcjonalnyelement P,elemento de ação proporcionalelemento P,比例元件P元件
351-50-06,proportional action coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-06,معامل فعل تناسبي,proporcionální akční koeficient,"Proportionalbeiwert, mP-Beiwert, m",proportional action coefficient,"coeficiente de acción proporcional, m",verrannollisuuskerroin,"coefficient d'action proportionnelle, m",coefficiente di azione proporzionale,比例動作係数,비례 동작 계수,współczynnik działania proporcjonalnego,coeficiente de ação proporcional,比例作用系数
351-50-07,proportional band of a controlling element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-07,نطاق تناسبي لعنصر متحِّكم,proporcionální pásmo řídicího prvku,"Proportionalbereich eines Regelglieds, m",proportional band of a controlling element,"banda proporcional de un elemento de control, f",säätimen verrannollisuusalue,"bande proportionnelle d’un élément de commande, f",banda proporzionale di un elemento di regolazione,制御器の比例帯,제어기 비례대,zakres proporcjonalności regulatora,banda proporcional de um controlador,控制元件比例带
351-50-08,integral element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-08,عنصر تكاملي,integrační prvekI-prvek,"Integrierglied, nI-Glied, n",integral elementI element,"elemento integral, melemento I, m",integrointielementtiI-elementti,"élément à action par intégration, mélément intégrale, mélément I, m",elemento ad azione integraleelemento i,積分要素,적분 요소,człon całkującyelement I,elemento de ação integralelemento I,积分元件I元件
351-50-09,integral action coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-09,معامل فعل تكاملي,integrační koeficient,"Integrierbeiwert, mI-Beiwert, m",integral action coefficient,"coeficiente de acción integral, m",integrointikerroinI-kerroin,"coefficient d'action par intégration, m",coefficiente di azione per integrazione,積分動作係数,적분 동작 계수,współczynnik działania całkującego,coeficiente de ação integral,积分作用系数
351-50-10,integral action time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-10,زمن فعل تكاملي,integrační časová konstanta,"Integrierzeit, f",integral action time,"tiempo integral, m",integroinnin aikakerroin,"constante de temps d'intégration, f",costante di tempo di integrazione,積分動作時間,적분 동작 시간,stała czasowa całkowania,tempo de ação integral,积分作用时间
351-50-11,proportional plus integral element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-11,عنصر تناسبي وتكاملي,proporcionální plus integrální prvekPI-prvek,"Proportionalglied plus Integrierglied, nPI-Glied, n",proportional plus integral elementPI element,"elemento proporcional integral, melemento PI, m",verrannollisuus- ja integrointielementtiPI-elementti,"élément à action proportionnelle et par intégration, mélément PI, m",elemento ad azione proporzionale e per integrazioneelemento p i,比例積分要素,비례 적분 요소피아이 요소,człon proporcjonalno-całkującyelement PI,elemento de ação proporcional e integralelemento PI,比例积分元件PI元件
351-50-12,reset time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-12,زمن اعادة الضبط,doba vynulování,"Nachstellzeit, f",reset time,"tiempo integral de acción PI, m",integrointiaikaI-aika,"temps de dosage d'intégration, m",tempo di ripristino,リセット時間,복귀 시간,czas zdwojenia,tempo de dosagem integral,再调时间
351-50-13,derivative element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-13,عنصر مشتقاشتقاقي,derivační prvekD-prvek,"Differenzierglied, nD-Glied, n",derivative elementD element,"elemento derivativo, melemento D, m",derivointielementtiD-elementti,"élément à action par dérivation, mélément D, m",elemento ad azione per derivazioneelemento d,微分要素,미분 요소디 요소,człon różniczkującyelement D,elemento de ação derivadaelemento D,微分元件D元件
351-50-14,derivative action coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-14,معامل فعل مشتق,derivační koeficient,"Differenzierbeiwert, mD-Beiwert, m",derivative action coefficient,"coeficiente de acción derivativa, mcoeficiente de acción derivada, m",derivointikerroin,"coefficient d'action par dérivation, m",coefficiente d’azione per derivazione,微分動作係数,미분 동작 계수,współczynnik działania różniczkującego,coeficiente de ação derivada,微分作用系数
351-50-15,derivative action time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-15,زمن فعل مشتق,derivační časová konstanta,"Differenzierzeit, f",derivative action time,"tiempo derivativo, m",derivoinnin aikakerroin,"constante de temps de dérivation, f",coefficiente di tempo di derivazione,微分動作時間,미분 동작 시간,stała czasowa różniczkowania,tempo de ação derivada,微分作用时间
351-50-16,proportional plus derivative element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-16,عنصر تناسبي واشتقاقي,proporcionální plus derivační prvekPD-prvek,"Proportionalglied plus Differenzierglied, nPD-Glied, n",proportional plus derivative elementPD element,"elemento proporcional derivativo, melemento PD, m",verrannollisuus- ja derivointielementtiPD-elementti,"élément à action proportionnelle et par dérivation, mélément PD, m",elemento ad azione proporzionale e per derivazioneelemento p d,比例微分要素,비례 미분 요소,człon proporcjonalno-różniczkującyelement PD,elemento de ação proporcional e derivadaelemento PD,比例微分元件PD元件
351-50-17,rate time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-17,معدّل زمن,derivační časová konstanta,"Vorhaltzeit, f",rate time,"tiempo derivativo de acción PD, m",derivointiaikaD-aika,"temps de dosage de dérivation, m",tempo d’azione per derivazione,微分比例係数比,미분비례 계수비,czas wyprzedzenia,tempo de dosagem derivada,预调时间
351-50-18,derivative action gain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-18,كسب فعل اشتقاقي,derivační zisk,"Vorhaltverstärkung, f",derivative action gain,"ganancia de acción PD, f",derivoinnin maksimivahvistus,"gain d'action par dérivation, m",guadagno d’azione per derivazione,微分動作利得微分動作ゲイン,미분 동작 이득,wzmocnienie różniczkowania,ganho de ação derivada,微分作用增益
351-50-19,proportional plus integral plus derivative element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-19,عنصر تناسبي وتكاملي واشتقاقي,proporcionální plus integrační plus derivační prvekPID-prvek,"Proportionalglied plus Integrierglied plus Differenzierglied, nPID-Glied, n",proportional plus integral plus derivative elementPID element,"elemento proporcional integral derivativo, melemento PID, m","verrannollisuus-, integrointi- ja derivointielementtiPID-elementti","élément à action proportionnelle, intégrale et dérivée, mélément PID, m",elemento ad azione proporzionale per integrazione e per derivazioneelemento p i d,比例積分微分要素,비례 적분 미분 요소피아이디 요소,człon proporcjonalno-całkująco-różniczkującyelement PID,"elemento de ação proporcional, integral e derivadaelemento PID",比例积分微分元件PID元件
351-50-20,multi-position element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-20,عنصر متعدد الأوضاع,vícepolohový prvek,"Mehrpunktglied, n",multi-position element,"elemento de varias posiciones, m",monitilainen elementti,"élément à multiposition, m",elemento multiposizione,多位置要素,다위치 요소,element wielopozycyjny,elemento de várias posições,多位元件
351-50-21,two-position element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-21,عنصر ثنائي الوضع,dvoupolohový prvek,"Zweipunktglied, n",two-position element,"elemento de dos posiciones, m",kaksitilainen elementti,"élément à deux positions, m",elemento a due posizioni,二位置要素,둘위치 요소,element dwupozycyjny,elemento de duas posições,两位元件
351-50-22,on-off element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-22,عنصر تشغيل/ايقاف,prvek zapnuto-vypnuto,"Ein-aus-Glied, n",on-off element,"elemento todo-nada, m",päällä–poissa-elementti,"élément tout ou rien, m",elemento tutto o niente,オンオフ要素,개폐 요소온오프 요소,element załącz-wyłącz,elemento tudo-ou-nada,通断元件
351-50-23,three-position element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-23,عنصر ثلاثي الوضع,třípolohový prvek,"Dreipunktglied, n",three-position element,"elemento de tres posiciones, m",kolmitilainen elementti,"élément à trois positions, m",elemento a tre posizioni,三位置要素,셋위치 요소,element trójpozycyjny,elemento de três posições,三位元件
351-50-24,switching value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-24,قيمة تحويل,hodnota spínání,"Schaltwert, m",switching value,"valor de conmutación, m",kynnysarvo,"valeur de commutation, f",valore di commutazione,スイッチング値,스위칭 값,wartość przełączaniapunkt przełączania,valor de comutação,切换值
351-50-25,differential gap,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-25,فجوة تفاضلية,rozdíl spínání,"Schaltdifferenz, f",differential gap,"anchura de la histéresis, f",hystereesialue,"recouvrement, m",intervallo differenziale,スイッチングステップ幅,차동 간극,rozstęp przełączania,recobrimento,切换差
351-50-26,neutral zone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-26,منطقة حيادية,neutrální zóna,"neutrale Zone, f",neutral zone,"zona neutra, f",välys,"encadrement, m",zona neutra,中立帯,중립대,strefa neutralna,zona neutra,中间区
351-50-27,limit monitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-27,مراقب حد,prvek hlídající mezní hodnoty,"Überwachungsglied, n",limit monitor,"elemento de supervisión de límite, m",rajanilmaisin,"élément de surveillance de limite, m",elemento di sorveglianza limite,二位置出力器,한계 감시기둘위치출력기,monitor wartości granicznej,elemento de vigilância de limite,限值监测器
351-50-28,sampling element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-28,عنصر عينة,vzorkovací prvek,"Abtastglied, nAbtaster, m",sampling elementsampler,"elemento de muestreo, mmuestreador, m",näytteenotin,"échantillonneur, m",elemento per il campionamento,サンプリング要素,표본 요소,element próbkujący,amostrador,采样元件
